case_id,picking_touch_count,packing_touch_count,qc_touch_count,staging_touch_count,handoff_touch_count,pick_retouch_flag,pack_retouch_flag,qc_repeat_flag,staging_repeat_flag
ORD_0080965698,2,2,3,1,2,0,0,1,0
ORD_0081594983,2,2,3,1,2,0,0,1,0
ORD_0082062741,2,2,3,1,2,0,0,1,0
ORD_0082249542,2,2,3,1,2,0,0,1,0
ORD_0084811483,2,2,3,1,2,0,0,1,0
ORD_0085307515,2,2,3,1,2,0,0,1,0
ORD_0086138859,2,2,3,1,2,0,0,1,0
ORD_0087237915,2,2,3,1,2,0,0,1,0
ORD_0088411040,2,2,3,1,2,0,0,1,0
ORD_0088930328,2,2,3,1,2,0,0,1,0
ORD_0089734288,2,2,3,1,2,0,0,1,0
ORD_0089866093,2,2,3,1,2,0,0,1,0
ORD_0091539146,2,2,3,1,2,0,0,1,0
ORD_0092104066,2,2,3,1,2,0,0,1,0
ORD_0093481641,2,2,3,1,2,0,0,1,0
ORD_0095726321,2,2,3,1,2,0,0,1,0
ORD_0096024379,2,2,3,1,2,0,0,1,0
ORD_0099442817,2,2,3,1,2,0,0,1,0
ORD_0099476785,2,2,3,1,2,0,0,1,0
ORD_0100375233,2,2,3,1,2,0,0,1,0
ORD_0100659479,2,2,3,1,2,0,0,1,0
ORD_0101182661,2,2,3,1,2,0,0,1,0
ORD_0101940685,2,2,3,1,2,0,0,1,0
ORD_0103228430,2,2,3,1,2,0,0,1,0
ORD_0104305047,2,2,3,1,2,0,0,1,0
ORD_0105189342,2,2,3,1,2,0,0,1,0
ORD_0105562077,2,2,3,1,2,0,0,1,0
ORD_0105610109,2,2,3,1,2,0,0,1,0
ORD_0106109676,2,2,3,1,2,0,0,1,0
ORD_0106664925,2,2,3,1,2,0,0,1,0
ORD_0106740971,2,2,3,1,2,0,0,1,0
ORD_0107802385,2,2,3,1,2,0,0,1,0
ORD_0108324712,2,2,3,1,2,0,0,1,0
ORD_0108677286,2,2,3,1,2,0,0,1,0
ORD_0108709897,2,2,3,1,2,0,0,1,0
ORD_0108857336,2,2,3,1,2,0,0,1,0
ORD_0110313391,2,2,3,1,2,0,0,1,0
ORD_0112198869,2,2,3,1,2,0,0,1,0
ORD_0114039305,2,2,3,1,2,0,0,1,0
ORD_0115924810,2,2,3,1,2,0,0,1,0
ORD_0116401489,2,2,3,1,2,0,0,1,0
ORD_0117531863,2,2,3,1,2,0,0,1,0
ORD_0117973053,2,2,3,1,2,0,0,1,0
ORD_0118178356,2,2,3,1,2,0,0,1,0
ORD_0118616499,2,2,3,1,2,0,0,1,0
ORD_0119619523,2,2,3,1,2,0,0,1,0
ORD_0120856346,2,2,3,1,2,0,0,1,0
ORD_0121360628,2,2,3,1,2,0,0,1,0
ORD_0123471130,2,2,3,1,2,0,0,1,0
ORD_0123726338,2,2,3,1,2,0,0,1,0
ORD_0124687884,2,2,3,1,2,0,0,1,0
ORD_0125359945,2,2,3,1,2,0,0,1,0
ORD_0125932577,2,2,3,1,2,0,0,1,0
ORD_0126680792,2,2,3,1,2,0,0,1,0
ORD_0126892511,2,2,3,1,2,0,0,1,0
ORD_0129902354,2,2,3,1,2,0,0,1,0
ORD_0130833744,2,2,3,1,2,0,0,1,0
ORD_0134657689,2,2,3,1,2,0,0,1,0
ORD_0137086316,2,2,3,1,2,0,0,1,0
ORD_0140436228,2,2,3,1,2,0,0,1,0
ORD_0140599690,2,2,3,1,2,0,0,1,0
ORD_0140666177,2,2,3,1,2,0,0,1,0
ORD_0141306562,2,2,3,1,2,0,0,1,0
ORD_0141765524,2,2,3,1,2,0,0,1,0
ORD_0141891521,2,2,3,1,2,0,0,1,0
ORD_0144691817,2,2,3,1,2,0,0,1,0
ORD_0144996844,2,2,3,1,2,0,0,1,0
ORD_0145851815,2,2,3,1,2,0,0,1,0
ORD_0146349870,2,2,3,1,2,0,0,1,0
ORD_0147198280,2,2,3,1,2,0,0,1,0
ORD_0148435017,2,2,3,1,2,0,0,1,0
ORD_0148795744,2,2,3,1,2,0,0,1,0
ORD_0148832866,2,2,3,1,2,0,0,1,0
ORD_0150284683,2,2,3,1,2,0,0,1,0
ORD_0150356696,2,2,3,1,2,0,0,1,0
ORD_0150776470,2,2,3,1,2,0,0,1,0
ORD_0150977176,2,2,3,1,2,0,0,1,0
ORD_0152563459,2,2,3,1,2,0,0,1,0
ORD_0152702499,2,2,3,1,2,0,0,1,0
ORD_0153344323,2,2,3,1,2,0,0,1,0
ORD_0153996451,2,2,3,1,2,0,0,1,0
ORD_0154983061,2,2,3,1,2,0,0,1,0
ORD_0155601860,2,2,3,1,2,0,0,1,0
ORD_0155910632,2,2,3,1,2,0,0,1,0
ORD_0156101840,2,2,3,1,2,0,0,1,0
ORD_0156869042,2,2,3,1,2,0,0,1,0
ORD_0160303182,2,2,3,1,2,0,0,1,0
ORD_0160527382,2,2,3,1,2,0,0,1,0
ORD_0160859500,2,2,3,1,2,0,0,1,0
ORD_0161838731,2,2,3,1,2,0,0,1,0
ORD_0164273960,2,2,3,1,2,0,0,1,0
ORD_0164421322,2,2,3,1,2,0,0,1,0
ORD_0164639525,2,2,3,1,2,0,0,1,0
ORD_0165172365,2,2,3,1,2,0,0,1,0
ORD_0166471536,2,2,3,1,2,0,0,1,0
ORD_0166879258,2,2,3,1,2,0,0,1,0
ORD_0170002603,2,2,3,1,2,0,0,1,0
ORD_0170213976,2,2,3,1,2,0,0,1,0
ORD_0170640475,2,2,3,1,2,0,0,1,0
ORD_0172188415,2,2,3,1,2,0,0,1,0
ORD_0173271859,2,2,3,1,2,0,0,1,0
ORD_0173637990,2,2,3,1,2,0,0,1,0
ORD_0174001045,2,2,3,1,2,0,0,1,0
ORD_0175259652,2,2,3,1,2,0,0,1,0
ORD_0175707667,2,2,3,1,2,0,0,1,0
ORD_0176882928,2,2,3,1,2,0,0,1,0
ORD_0177437730,2,2,3,1,2,0,0,1,0
ORD_0180920486,2,2,3,1,2,0,0,1,0
ORD_0181028749,2,2,3,1,2,0,0,1,0
ORD_0181472768,2,2,3,1,2,0,0,1,0
ORD_0181909750,2,2,3,1,2,0,0,1,0
ORD_0184410879,2,2,3,1,2,0,0,1,0
ORD_0187153356,2,2,3,1,2,0,0,1,0
ORD_0187745866,2,2,3,1,2,0,0,1,0
ORD_0187825549,2,2,3,1,2,0,0,1,0
ORD_0188624377,2,2,3,1,2,0,0,1,0
ORD_0191200220,2,2,3,1,2,0,0,1,0
ORD_0193330436,2,2,3,1,2,0,0,1,0
ORD_0193365409,2,2,3,1,2,0,0,1,0
ORD_0193684132,2,2,3,1,2,0,0,1,0
ORD_0194311925,2,2,3,1,2,0,0,1,0
ORD_0194888251,2,2,3,1,2,0,0,1,0
ORD_0195679156,2,2,3,1,2,0,0,1,0
ORD_0195982434,2,2,3,1,2,0,0,1,0
ORD_0197271512,2,2,3,1,2,0,0,1,0
ORD_0199165848,2,2,3,1,2,0,0,1,0
ORD_0200867679,2,2,3,1,2,0,0,1,0
ORD_0201225952,2,2,3,1,2,0,0,1,0
ORD_0201626675,2,2,3,1,2,0,0,1,0
ORD_0201898285,2,2,3,1,2,0,0,1,0
ORD_0205641446,2,2,3,1,2,0,0,1,0
ORD_0205790185,2,2,3,1,2,0,0,1,0
ORD_0206258363,2,2,3,1,2,0,0,1,0
ORD_0206667077,2,2,3,1,2,0,0,1,0
ORD_0207320590,2,2,3,1,2,0,0,1,0
ORD_0207874536,2,2,3,1,2,0,0,1,0
ORD_0208368523,2,2,3,1,2,0,0,1,0
ORD_0209023756,2,2,3,1,2,0,0,1,0
ORD_0210341466,2,2,3,1,2,0,0,1,0
ORD_0210738693,2,2,3,1,2,0,0,1,0
ORD_0210926375,2,2,3,1,2,0,0,1,0
ORD_0211316849,2,2,3,1,2,0,0,1,0
ORD_0211573430,2,2,3,1,2,0,0,1,0
ORD_0211577666,2,2,3,1,2,0,0,1,0
ORD_0211686785,2,2,3,1,2,0,0,1,0
ORD_0212308693,2,2,3,1,2,0,0,1,0
ORD_0212471817,2,2,3,1,2,0,0,1,0
ORD_0212889363,2,2,3,1,2,0,0,1,0
ORD_0213013563,2,2,3,1,2,0,0,1,0
ORD_0213248855,2,2,3,1,2,0,0,1,0
ORD_0214790486,2,2,3,1,2,0,0,1,0
ORD_0216508246,2,2,3,1,2,0,0,1,0
ORD_0217462976,2,2,3,1,2,0,0,1,0
ORD_0218738387,2,2,3,1,2,0,0,1,0
ORD_0218910126,2,2,3,1,2,0,0,1,0
ORD_0218991535,2,2,3,1,2,0,0,1,0
ORD_0220069182,2,2,3,1,2,0,0,1,0
ORD_0221416047,2,2,3,1,2,0,0,1,0
ORD_0221645315,2,2,3,1,2,0,0,1,0
ORD_0222564636,2,2,3,1,2,0,0,1,0
ORD_0224629858,2,2,3,1,2,0,0,1,0
ORD_0225487659,2,2,3,1,2,0,0,1,0
ORD_0227238051,2,2,3,1,2,0,0,1,0
ORD_0228016597,2,2,3,1,2,0,0,1,0
ORD_0228077743,2,2,3,1,2,0,0,1,0
ORD_0228213542,2,2,3,1,2,0,0,1,0
ORD_0228710766,2,2,3,1,2,0,0,1,0
ORD_0228795409,2,2,3,1,2,0,0,1,0
ORD_0229009243,2,2,3,1,2,0,0,1,0
ORD_0229926029,2,2,3,1,2,0,0,1,0
ORD_0229991662,2,2,3,1,2,0,0,1,0
ORD_0231064666,2,2,3,1,2,0,0,1,0
ORD_0232424441,2,2,3,1,2,0,0,1,0
ORD_0232735010,2,2,3,1,2,0,0,1,0
ORD_0233022249,2,2,3,1,2,0,0,1,0
ORD_0233069275,2,2,3,1,2,0,0,1,0
ORD_0233607288,2,2,3,1,2,0,0,1,0
ORD_0234163543,2,2,3,1,2,0,0,1,0
ORD_0235259696,2,2,3,1,2,0,0,1,0
ORD_0236260527,2,2,3,1,2,0,0,1,0
ORD_0236549077,2,2,3,1,2,0,0,1,0
ORD_0237834277,2,2,3,1,2,0,0,1,0
ORD_0237888010,2,2,3,1,2,0,0,1,0
ORD_0237948804,2,2,3,1,2,0,0,1,0
ORD_0242086433,2,2,3,1,2,0,0,1,0
ORD_0242322443,2,2,3,1,2,0,0,1,0
ORD_0242809827,2,2,3,1,2,0,0,1,0
ORD_0242913796,2,2,3,1,2,0,0,1,0
ORD_0244443707,2,2,3,1,2,0,0,1,0
ORD_0245274315,2,2,3,1,2,0,0,1,0
ORD_0245848498,2,2,3,1,2,0,0,1,0
ORD_0246579171,2,2,3,1,2,0,0,1,0
ORD_0247793832,2,2,3,1,2,0,0,1,0
ORD_0250302436,2,2,3,1,2,0,0,1,0
ORD_0251134016,2,2,3,1,2,0,0,1,0
ORD_0251825148,2,2,3,1,2,0,0,1,0
ORD_0252367572,2,2,3,1,2,0,0,1,0
ORD_0252855367,2,2,3,1,2,0,0,1,0
ORD_0253755180,2,2,3,1,2,0,0,1,0
ORD_0254414824,2,2,3,1,2,0,0,1,0
ORD_0254591869,2,2,3,1,2,0,0,1,0
ORD_0254614771,2,2,3,1,2,0,0,1,0
ORD_0257004828,2,2,3,1,2,0,0,1,0
ORD_0257392539,2,2,3,1,2,0,0,1,0
ORD_0257951645,2,2,3,1,2,0,0,1,0
ORD_0260363657,2,2,3,1,2,0,0,1,0
ORD_0260447119,2,2,3,1,2,0,0,1,0
ORD_0260889834,2,2,3,1,2,0,0,1,0
ORD_0261067557,2,2,3,1,2,0,0,1,0
ORD_0261283507,2,2,3,1,2,0,0,1,0
ORD_0261343930,2,2,3,1,2,0,0,1,0
ORD_0262077418,2,2,3,1,2,0,0,1,0
ORD_0262123051,2,2,3,1,2,0,0,1,0
ORD_0262662265,2,2,3,1,2,0,0,1,0
ORD_0263094274,2,2,3,1,2,0,0,1,0
ORD_0265081514,2,2,3,1,2,0,0,1,0
ORD_0265088318,2,2,3,1,2,0,0,1,0
ORD_0265201718,2,2,3,1,2,0,0,1,0
ORD_0265244816,2,2,3,1,2,0,0,1,0
ORD_0265361055,2,2,3,1,2,0,0,1,0
ORD_0265678433,2,2,3,1,2,0,0,1,0
ORD_0269799228,2,2,3,1,2,0,0,1,0
ORD_0271657182,2,2,3,1,2,0,0,1,0
ORD_0271710508,2,2,3,1,2,0,0,1,0
ORD_0272475770,2,2,3,1,2,0,0,1,0
ORD_0273070479,2,2,3,1,2,0,0,1,0
ORD_0273454677,2,2,3,1,2,0,0,1,0
ORD_0274771389,2,2,3,1,2,0,0,1,0
ORD_0275358429,2,2,3,1,2,0,0,1,0
ORD_0278036566,2,2,3,1,2,0,0,1,0
ORD_0278134201,2,2,3,1,2,0,0,1,0
ORD_0278449918,2,2,3,1,2,0,0,1,0
ORD_0279573902,2,2,3,1,2,0,0,1,0
ORD_0279620207,2,2,3,1,2,0,0,1,0
ORD_0280875197,2,2,3,1,2,0,0,1,0
ORD_0280877159,2,2,3,1,2,0,0,1,0
ORD_0282993182,2,2,3,1,2,0,0,1,0
ORD_0284618495,2,2,3,1,2,0,0,1,0
ORD_0285198200,2,2,3,1,2,0,0,1,0
ORD_0285669464,2,2,3,1,2,0,0,1,0
ORD_0285709199,2,2,3,1,2,0,0,1,0
ORD_0286337386,2,2,3,1,2,0,0,1,0
ORD_0286596588,2,2,3,1,2,0,0,1,0
ORD_0287538609,2,2,3,1,2,0,0,1,0
ORD_0290147296,2,2,3,1,2,0,0,1,0
ORD_0290419666,2,2,3,1,2,0,0,1,0
ORD_0292521103,2,2,3,1,2,0,0,1,0
ORD_0294107754,2,2,3,1,2,0,0,1,0
ORD_0295309950,2,2,3,1,2,0,0,1,0
ORD_0296343635,2,2,3,1,2,0,0,1,0
ORD_0296850003,2,2,3,1,2,0,0,1,0
ORD_0297184196,2,2,3,1,2,0,0,1,0
ORD_0297364679,2,2,3,1,2,0,0,1,0
ORD_0297377154,2,2,3,1,2,0,0,1,0
ORD_0297642349,2,2,3,1,2,0,0,1,0
ORD_0297857097,2,2,3,1,2,0,0,1,0
ORD_0298099717,2,2,3,1,2,0,0,1,0
ORD_0298777551,2,2,3,1,2,0,0,1,0
ORD_0298952354,2,2,3,1,2,0,0,1,0
ORD_0301052236,2,2,3,1,2,0,0,1,0
ORD_0302701980,2,2,3,1,2,0,0,1,0
ORD_0303378880,2,2,3,1,2,0,0,1,0
ORD_0303869766,2,2,3,1,2,0,0,1,0
ORD_0305342725,2,2,3,1,2,0,0,1,0
ORD_0305893367,2,2,3,1,2,0,0,1,0
ORD_0307116441,2,2,3,1,2,0,0,1,0
ORD_0308284371,2,2,3,1,2,0,0,1,0
ORD_0308595984,2,2,3,1,2,0,0,1,0
ORD_0308918757,2,2,3,1,2,0,0,1,0
ORD_0309240818,2,2,3,1,2,0,0,1,0
ORD_0309782083,2,2,3,1,2,0,0,1,0
ORD_0309813601,2,2,3,1,2,0,0,1,0
ORD_0309916820,2,2,3,1,2,0,0,1,0
ORD_0310815125,2,2,3,1,2,0,0,1,0
ORD_0311166288,2,2,3,1,2,0,0,1,0
ORD_0311970691,2,2,3,1,2,0,0,1,0
ORD_0313009298,2,2,3,1,2,0,0,1,0
ORD_0313414291,2,2,3,1,2,0,0,1,0
ORD_0314427133,2,2,3,1,2,0,0,1,0
ORD_0315550385,2,2,3,1,2,0,0,1,0
ORD_0316332214,2,2,3,1,2,0,0,1,0
ORD_0316939483,2,2,3,1,2,0,0,1,0
ORD_0317025519,2,2,3,1,2,0,0,1,0
ORD_0317450210,2,2,3,1,2,0,0,1,0
ORD_0318590601,2,2,3,1,2,0,0,1,0
ORD_0318723407,2,2,3,1,2,0,0,1,0
ORD_0320238464,2,2,3,1,2,0,0,1,0
ORD_0320927551,2,2,3,1,2,0,0,1,0
ORD_0321645308,2,2,3,1,2,0,0,1,0
ORD_0323495924,2,2,3,1,2,0,0,1,0
ORD_0323597853,2,2,3,1,2,0,0,1,0
ORD_0324714113,2,2,3,1,2,0,0,1,0
ORD_0325010794,2,2,3,1,2,0,0,1,0
ORD_0328460987,2,2,3,1,2,0,0,1,0
ORD_0328924222,2,2,3,1,2,0,0,1,0
ORD_0329403860,2,2,3,1,2,0,0,1,0
ORD_0329568172,2,2,3,1,2,0,0,1,0
ORD_0331049953,2,2,3,1,2,0,0,1,0
ORD_0331851442,2,2,3,1,2,0,0,1,0
ORD_0332213177,2,2,3,1,2,0,0,1,0
ORD_0332496087,2,2,3,1,2,0,0,1,0
ORD_0332720181,2,2,3,1,2,0,0,1,0
ORD_0333297705,2,2,3,1,2,0,0,1,0
ORD_0335025079,2,2,3,1,2,0,0,1,0
ORD_0335567424,2,2,3,1,2,0,0,1,0
ORD_0336429275,2,2,3,1,2,0,0,1,0
ORD_0337640925,2,2,3,1,2,0,0,1,0
ORD_0338041615,2,2,3,1,2,0,0,1,0
ORD_0338280891,2,2,3,1,2,0,0,1,0
ORD_0341104802,2,2,3,1,2,0,0,1,0
ORD_0341224903,2,2,3,1,2,0,0,1,0
ORD_0344241638,2,2,3,1,2,0,0,1,0
ORD_0344761623,2,2,3,1,2,0,0,1,0
ORD_0345138683,2,2,3,1,2,0,0,1,0
ORD_0346799760,2,2,3,1,2,0,0,1,0
ORD_0348869653,2,2,3,1,2,0,0,1,0
ORD_0350195670,2,2,3,1,2,0,0,1,0
ORD_0352864434,2,2,3,1,2,0,0,1,0
ORD_0352931297,2,2,3,1,2,0,0,1,0
ORD_0354346216,2,2,3,1,2,0,0,1,0
ORD_0357160260,2,2,3,1,2,0,0,1,0
ORD_0357567296,2,2,3,1,2,0,0,1,0
ORD_0358158500,2,2,3,1,2,0,0,1,0
ORD_0359242282,2,2,3,1,2,0,0,1,0
ORD_0359715980,2,2,3,1,2,0,0,1,0
ORD_0361050340,2,2,3,1,2,0,0,1,0
ORD_0363859573,2,2,3,1,2,0,0,1,0
ORD_0363943366,2,2,3,1,2,0,0,1,0
ORD_0364205648,2,2,3,1,2,0,0,1,0
ORD_0365157488,2,2,3,1,2,0,0,1,0
ORD_0366472741,2,2,3,1,2,0,0,1,0
ORD_0366897374,2,2,3,1,2,0,0,1,0
ORD_0367233767,2,2,3,1,2,0,0,1,0
ORD_0367979105,2,2,3,1,2,0,0,1,0
ORD_0368480094,2,2,3,1,2,0,0,1,0
ORD_0368927552,2,2,3,1,2,0,0,1,0
ORD_0369539030,2,2,3,1,2,0,0,1,0
ORD_0371238852,2,2,3,1,2,0,0,1,0
ORD_0371762778,2,2,3,1,2,0,0,1,0
ORD_0372106650,2,2,3,1,2,0,0,1,0
ORD_0373485666,2,2,3,1,2,0,0,1,0
ORD_0375870146,2,2,3,1,2,0,0,1,0
ORD_0375871555,2,2,3,1,2,0,0,1,0
ORD_0376409253,2,2,3,1,2,0,0,1,0
ORD_0376794739,2,2,3,1,2,0,0,1,0
ORD_0377257801,2,2,3,1,2,0,0,1,0
ORD_0377562389,2,2,3,1,2,0,0,1,0
ORD_0378142977,2,2,3,1,2,0,0,1,0
ORD_0379807838,2,2,3,1,2,0,0,1,0
ORD_0380727485,2,2,3,1,2,0,0,1,0
ORD_0381031039,2,2,3,1,2,0,0,1,0
ORD_0384478507,2,2,3,1,2,0,0,1,0
ORD_0386429168,2,2,3,1,2,0,0,1,0
ORD_0386436539,2,2,3,1,2,0,0,1,0
ORD_0386556822,2,2,3,1,2,0,0,1,0
ORD_0387081473,2,2,3,1,2,0,0,1,0
ORD_0387083062,2,2,3,1,2,0,0,1,0
ORD_0389282128,2,2,3,1,2,0,0,1,0
ORD_0389570762,2,2,3,1,2,0,0,1,0
ORD_0390193876,2,2,3,1,2,0,0,1,0
ORD_0390932021,2,2,3,1,2,0,0,1,0
ORD_0391766442,2,2,3,1,2,0,0,1,0
ORD_0392001648,2,2,3,1,2,0,0,1,0
ORD_0392075616,2,2,3,1,2,0,0,1,0
ORD_0392779406,2,2,3,1,2,0,0,1,0
ORD_0392861764,2,2,3,1,2,0,0,1,0
ORD_0394734069,2,2,3,1,2,0,0,1,0
ORD_0396354516,2,2,3,1,2,0,0,1,0
ORD_0396787742,2,2,3,1,2,0,0,1,0
ORD_0396936657,2,2,3,1,2,0,0,1,0
ORD_0397168139,2,2,3,1,2,0,0,1,0
ORD_0399106430,2,2,3,1,2,0,0,1,0
ORD_0399823589,2,2,3,1,2,0,0,1,0
ORD_0400606360,2,2,3,1,2,0,0,1,0
ORD_0401583341,2,2,3,1,2,0,0,1,0
ORD_0402081985,2,2,3,1,2,0,0,1,0
ORD_0403060873,2,2,3,1,2,0,0,1,0
ORD_0404494295,2,2,3,1,2,0,0,1,0
ORD_0404843896,2,2,3,1,2,0,0,1,0
ORD_0405804119,2,2,3,1,2,0,0,1,0
ORD_0406320334,2,2,3,1,2,0,0,1,0
ORD_0407280805,2,2,3,1,2,0,0,1,0
ORD_0407284308,2,2,3,1,2,0,0,1,0
ORD_0407374020,2,2,3,1,2,0,0,1,0
ORD_0409023238,2,2,3,1,2,0,0,1,0
ORD_0409043933,2,2,3,1,2,0,0,1,0
ORD_0410542198,2,2,3,1,2,0,0,1,0
ORD_0411058901,2,2,3,1,2,0,0,1,0
ORD_0411774127,2,2,3,1,2,0,0,1,0
ORD_0413084772,2,2,3,1,2,0,0,1,0
ORD_0413228360,2,2,3,1,2,0,0,1,0
ORD_0413624879,2,2,3,1,2,0,0,1,0
ORD_0414496168,2,2,3,1,2,0,0,1,0
ORD_0414939017,2,2,3,1,2,0,0,1,0
ORD_0416054237,2,2,3,1,2,0,0,1,0
ORD_0416454684,2,2,3,1,2,0,0,1,0
ORD_0417263447,2,2,3,1,2,0,0,1,0
ORD_0418383032,2,2,3,1,2,0,0,1,0
ORD_0419751487,2,2,3,1,2,0,0,1,0
ORD_0420402854,2,2,3,1,2,0,0,1,0
ORD_0420992250,2,2,3,1,2,0,0,1,0
ORD_0421669059,2,2,3,1,2,0,0,1,0
ORD_0424044410,2,2,3,1,2,0,0,1,0
ORD_0425406200,2,2,3,1,2,0,0,1,0
ORD_0425570741,2,2,3,1,2,0,0,1,0
ORD_0425668524,2,2,3,1,2,0,0,1,0
ORD_0425989773,2,2,3,1,2,0,0,1,0
ORD_0429781367,2,2,3,1,2,0,0,1,0
ORD_0429968971,2,2,3,1,2,0,0,1,0
ORD_0430268395,2,2,3,1,2,0,0,1,0
ORD_0430371089,2,2,3,1,2,0,0,1,0
ORD_0430877911,2,2,3,1,2,0,0,1,0
ORD_0431764409,2,2,3,1,2,0,0,1,0
ORD_0432186802,2,2,3,1,2,0,0,1,0
ORD_0432813712,2,2,3,1,2,0,0,1,0
ORD_0433845552,2,2,3,1,2,0,0,1,0
