case_id,avg_gap_to_next_min,max_gap_to_next_min
ORD_0108857336,0.0,0.0
ORD_0110313391,0.0,0.0
ORD_0112198869,0.0,0.0
ORD_0114039305,0.0,0.0
ORD_0115924810,0.0,0.0
ORD_0116401489,0.0,0.0
ORD_0117531863,0.0,0.0
ORD_0117973053,0.0,0.0
ORD_0118178356,0.0,0.0
ORD_0118616499,0.0,0.0
ORD_0119619523,0.0,0.0
ORD_0120856346,0.0,0.0
ORD_0121360628,0.0,0.0
ORD_0123471130,0.0,0.0
ORD_0123726338,0.0,0.0
ORD_0124687884,0.0,0.0
ORD_0125359945,0.0,0.0
ORD_0125932577,0.0,0.0
ORD_0126680792,0.0,0.0
ORD_0126892511,0.0,0.0
ORD_0129902354,0.0,0.0
ORD_0130833744,0.0,0.0
ORD_0134657689,0.0,0.0
ORD_0137086316,0.0,0.0
ORD_0140436228,0.0,0.0
ORD_0140599690,0.0,0.0
ORD_0140666177,0.0,0.0
ORD_0141306562,0.0,0.0
ORD_0141765524,0.0,0.0
ORD_0141891521,0.0,0.0
ORD_0144691817,0.0,0.0
ORD_0144996844,0.0,0.0
ORD_0145851815,0.0,0.0
ORD_0146349870,0.0,0.0
ORD_0147198280,0.0,0.0
ORD_0148435017,0.0,0.0
ORD_0148795744,0.0,0.0
ORD_0148832866,0.0,0.0
ORD_0150284683,0.0,0.0
ORD_0150356696,0.0,0.0
ORD_0150776470,0.0,0.0
ORD_0150977176,0.0,0.0
ORD_0152563459,0.0,0.0
ORD_0152702499,0.0,0.0
ORD_0153344323,0.0,0.0
ORD_0153996451,0.0,0.0
ORD_0154983061,0.0,0.0
ORD_0155601860,0.0,0.0
ORD_0155910632,0.0,0.0
ORD_0156101840,0.0,0.0
ORD_0156869042,0.0,0.0
ORD_0160303182,0.0,0.0
ORD_0160527382,0.0,0.0
ORD_0160859500,0.0,0.0
ORD_0161838731,0.0,0.0
ORD_0164273960,0.0,0.0
ORD_0164421322,0.0,0.0
ORD_0164639525,0.0,0.0
ORD_0165172365,0.0,0.0
ORD_0166471536,0.0,0.0
ORD_0166879258,0.0,0.0
ORD_0170002603,0.0,0.0
ORD_0170213976,0.0,0.0
ORD_0170640475,0.0,0.0
ORD_0172188415,0.0,0.0
ORD_0173271859,0.0,0.0
ORD_0173637990,0.0,0.0
ORD_0174001045,0.0,0.0
ORD_0175259652,0.0,0.0
ORD_0175707667,0.0,0.0
ORD_0176882928,0.0,0.0
ORD_0177437730,0.0,0.0
ORD_0180920486,0.0,0.0
ORD_0181028749,0.0,0.0
ORD_0181472768,0.0,0.0
ORD_0181909750,0.0,0.0
ORD_0184410879,0.0,0.0
ORD_0187153356,0.0,0.0
ORD_0187745866,0.0,0.0
ORD_0187825549,0.0,0.0
ORD_0188624377,0.0,0.0
ORD_0191200220,0.0,0.0
ORD_0193330436,0.0,0.0
ORD_0193365409,0.0,0.0
ORD_0193684132,0.0,0.0
ORD_0194311925,0.0,0.0
ORD_0194888251,0.0,0.0
ORD_0195679156,0.0,0.0
ORD_0195982434,0.0,0.0
ORD_0197271512,0.0,0.0
ORD_0199165848,0.0,0.0
ORD_0200867679,0.0,0.0
ORD_0201225952,0.0,0.0
ORD_0201626675,0.0,0.0
ORD_0201898285,0.0,0.0
ORD_0205641446,0.0,0.0
ORD_0205790185,0.0,0.0
ORD_0206258363,0.0,0.0
ORD_0206667077,0.0,0.0
ORD_0207320590,0.0,0.0
ORD_0207874536,0.0,0.0
ORD_0208368523,0.0,0.0
ORD_0209023756,0.0,0.0
ORD_0210341466,0.0,0.0
ORD_0210738693,0.0,0.0
ORD_0210926375,0.0,0.0
ORD_0211316849,0.0,0.0
ORD_0211573430,0.0,0.0
ORD_0211577666,0.0,0.0
ORD_0211686785,0.0,0.0
ORD_0212308693,0.0,0.0
ORD_0212471817,0.0,0.0
ORD_0212889363,0.0,0.0
ORD_0213013563,0.0,0.0
ORD_0213248855,0.0,0.0
ORD_0214790486,0.0,0.0
ORD_0216508246,0.0,0.0
ORD_0217462976,0.0,0.0
ORD_0218738387,0.0,0.0
ORD_0218910126,0.0,0.0
ORD_0218991535,0.0,0.0
ORD_0220069182,0.0,0.0
ORD_0221416047,0.0,0.0
ORD_0221645315,0.0,0.0
ORD_0222564636,0.0,0.0
ORD_0224629858,0.0,0.0
ORD_0225487659,0.0,0.0
ORD_0227238051,0.0,0.0
ORD_0228016597,0.0,0.0
ORD_0228077743,0.0,0.0
ORD_0228213542,0.0,0.0
ORD_0228710766,0.0,0.0
ORD_0228795409,0.0,0.0
ORD_0229009243,0.0,0.0
ORD_0229926029,0.0,0.0
ORD_0229991662,0.0,0.0
ORD_0231064666,0.0,0.0
ORD_0232424441,0.0,0.0
ORD_0232735010,0.0,0.0
ORD_0233022249,0.0,0.0
ORD_0233069275,0.0,0.0
ORD_0233607288,0.0,0.0
ORD_0234163543,0.0,0.0
ORD_0235259696,0.0,0.0
ORD_0236260527,0.0,0.0
ORD_0236549077,0.0,0.0
ORD_0237834277,0.0,0.0
ORD_0237888010,0.0,0.0
ORD_0237948804,0.0,0.0
ORD_0242086433,0.0,0.0
ORD_0242322443,0.0,0.0
ORD_0242809827,0.0,0.0
ORD_0242913796,0.0,0.0
ORD_0244443707,0.0,0.0
ORD_0245274315,0.0,0.0
ORD_0245848498,0.0,0.0
ORD_0246579171,0.0,0.0
ORD_0247793832,0.0,0.0
ORD_0250302436,0.0,0.0
ORD_0251134016,0.0,0.0
ORD_0251825148,0.0,0.0
ORD_0252367572,0.0,0.0
ORD_0252855367,0.0,0.0
ORD_0253755180,0.0,0.0
ORD_0254414824,0.0,0.0
ORD_0254591869,0.0,0.0
ORD_0254614771,0.0,0.0
ORD_0257004828,0.0,0.0
ORD_0257392539,0.0,0.0
ORD_0257951645,0.0,0.0
ORD_0260363657,0.0,0.0
ORD_0260447119,0.0,0.0
ORD_0260889834,0.0,0.0
ORD_0261067557,0.0,0.0
ORD_0261283507,0.0,0.0
ORD_0261343930,0.0,0.0
ORD_0262077418,0.0,0.0
ORD_0262123051,0.0,0.0
ORD_0262662265,0.0,0.0
ORD_0263094274,0.0,0.0
ORD_0265081514,0.0,0.0
ORD_0265088318,0.0,0.0
ORD_0265201718,0.0,0.0
ORD_0265244816,0.0,0.0
ORD_0265361055,0.0,0.0
ORD_0265678433,0.0,0.0
ORD_0269799228,0.0,0.0
ORD_0271657182,0.0,0.0
ORD_0271710508,0.0,0.0
ORD_0272475770,0.0,0.0
ORD_0273070479,0.0,0.0
ORD_0273454677,0.0,0.0
ORD_0274771389,0.0,0.0
ORD_0275358429,0.0,0.0
ORD_0278036566,0.0,0.0
ORD_0278134201,0.0,0.0
ORD_0278449918,0.0,0.0
ORD_0279573902,0.0,0.0
ORD_0279620207,0.0,0.0
ORD_0280875197,0.0,0.0
ORD_0280877159,0.0,0.0
ORD_0282993182,0.0,0.0
ORD_0284618495,0.0,0.0
ORD_0285198200,0.0,0.0
ORD_0285669464,0.0,0.0
ORD_0285709199,0.0,0.0
ORD_0286337386,0.0,0.0
ORD_0286596588,0.0,0.0
ORD_0287538609,0.0,0.0
ORD_0290147296,0.0,0.0
ORD_0290419666,0.0,0.0
ORD_0292521103,0.0,0.0
ORD_0294107754,0.0,0.0
ORD_0295309950,0.0,0.0
ORD_0296343635,0.0,0.0
ORD_0296850003,0.0,0.0
ORD_0297184196,0.0,0.0
ORD_0297364679,0.0,0.0
ORD_0297377154,0.0,0.0
ORD_0297642349,0.0,0.0
ORD_0297857097,0.0,0.0
ORD_0298099717,0.0,0.0
ORD_0298777551,0.0,0.0
ORD_0298952354,0.0,0.0
ORD_0301052236,0.0,0.0
ORD_0302701980,0.0,0.0
ORD_0303378880,0.0,0.0
ORD_0303869766,0.0,0.0
ORD_0305342725,0.0,0.0
ORD_0305893367,0.0,0.0
ORD_0307116441,0.0,0.0
ORD_0308284371,0.0,0.0
ORD_0308595984,0.0,0.0
ORD_0308918757,0.0,0.0
ORD_0309240818,0.0,0.0
ORD_0309782083,0.0,0.0
ORD_0309813601,0.0,0.0
ORD_0309916820,0.0,0.0
ORD_0310815125,0.0,0.0
ORD_0311166288,0.0,0.0
ORD_0311970691,0.0,0.0
ORD_0313009298,0.0,0.0
ORD_0313414291,0.0,0.0
ORD_0314427133,0.0,0.0
ORD_0315550385,0.0,0.0
ORD_0316332214,0.0,0.0
ORD_0316939483,0.0,0.0
ORD_0317025519,0.0,0.0
ORD_0317450210,0.0,0.0
ORD_0318590601,0.0,0.0
ORD_0318723407,0.0,0.0
ORD_0320238464,0.0,0.0
ORD_0320927551,0.0,0.0
ORD_0321645308,0.0,0.0
ORD_0323495924,0.0,0.0
ORD_0323597853,0.0,0.0
ORD_0324714113,0.0,0.0
ORD_0325010794,0.0,0.0
ORD_0328460987,0.0,0.0
ORD_0328924222,0.0,0.0
ORD_0329403860,0.0,0.0
ORD_0329568172,0.0,0.0
ORD_0331049953,0.0,0.0
ORD_0331851442,0.0,0.0
ORD_0332213177,0.0,0.0
ORD_0332496087,0.0,0.0
ORD_0332720181,0.0,0.0
ORD_0333297705,0.0,0.0
ORD_0335025079,0.0,0.0
ORD_0335567424,0.0,0.0
ORD_0336429275,0.0,0.0
ORD_0337640925,0.0,0.0
ORD_0338041615,0.0,0.0
ORD_0338280891,0.0,0.0
ORD_0341104802,0.0,0.0
ORD_0341224903,0.0,0.0
ORD_0344241638,0.0,0.0
ORD_0344761623,0.0,0.0
ORD_0345138683,0.0,0.0
ORD_0346799760,0.0,0.0
ORD_0348869653,0.0,0.0
ORD_0350195670,0.0,0.0
ORD_0352864434,0.0,0.0
ORD_0352931297,0.0,0.0
ORD_0354346216,0.0,0.0
ORD_0357160260,0.0,0.0
ORD_0357567296,0.0,0.0
ORD_0358158500,0.0,0.0
ORD_0359242282,0.0,0.0
ORD_0359715980,0.0,0.0
ORD_0361050340,0.0,0.0
ORD_0363859573,0.0,0.0
ORD_0363943366,0.0,0.0
ORD_0364205648,0.0,0.0
ORD_0365157488,0.0,0.0
ORD_0366472741,0.0,0.0
ORD_0366897374,0.0,0.0
ORD_0367233767,0.0,0.0
ORD_0367979105,0.0,0.0
ORD_0368480094,0.0,0.0
ORD_0368927552,0.0,0.0
ORD_0369539030,0.0,0.0
ORD_0371238852,0.0,0.0
ORD_0371762778,0.0,0.0
ORD_0372106650,0.0,0.0
ORD_0373485666,0.0,0.0
ORD_0375870146,0.0,0.0
ORD_0375871555,0.0,0.0
ORD_0376409253,0.0,0.0
ORD_0376794739,0.0,0.0
ORD_0377257801,0.0,0.0
ORD_0377562389,0.0,0.0
ORD_0378142977,0.0,0.0
ORD_0379807838,0.0,0.0
ORD_0380727485,0.0,0.0
ORD_0381031039,0.0,0.0
ORD_0384478507,0.0,0.0
ORD_0386429168,0.0,0.0
ORD_0386436539,0.0,0.0
ORD_0386556822,0.0,0.0
ORD_0387081473,0.0,0.0
ORD_0387083062,0.0,0.0
ORD_0389282128,0.0,0.0
ORD_0389570762,0.0,0.0
ORD_0390193876,0.0,0.0
ORD_0390932021,0.0,0.0
ORD_0391766442,0.0,0.0
ORD_0392001648,0.0,0.0
ORD_0392075616,0.0,0.0
ORD_0392779406,0.0,0.0
ORD_0392861764,0.0,0.0
ORD_0394734069,0.0,0.0
ORD_0396354516,0.0,0.0
ORD_0396787742,0.0,0.0
ORD_0396936657,0.0,0.0
ORD_0397168139,0.0,0.0
ORD_0399106430,0.0,0.0
ORD_0399823589,0.0,0.0
ORD_0400606360,0.0,0.0
ORD_0401583341,0.0,0.0
ORD_0402081985,0.0,0.0
ORD_0403060873,0.0,0.0
ORD_0404494295,0.0,0.0
ORD_0404843896,0.0,0.0
ORD_0405804119,0.0,0.0
ORD_0406320334,0.0,0.0
ORD_0407280805,0.0,0.0
ORD_0407284308,0.0,0.0
ORD_0407374020,0.0,0.0
ORD_0409023238,0.0,0.0
ORD_0409043933,0.0,0.0
ORD_0410542198,0.0,0.0
ORD_0411058901,0.0,0.0
ORD_0411774127,0.0,0.0
ORD_0413084772,0.0,0.0
ORD_0413228360,0.0,0.0
ORD_0413624879,0.0,0.0
ORD_0414496168,0.0,0.0
ORD_0414939017,0.0,0.0
ORD_0416054237,0.0,0.0
ORD_0416454684,0.0,0.0
ORD_0417263447,0.0,0.0
ORD_0418383032,0.0,0.0
ORD_0419751487,0.0,0.0
ORD_0420402854,0.0,0.0
ORD_0420992250,0.0,0.0
ORD_0421669059,0.0,0.0
ORD_0424044410,0.0,0.0
ORD_0425406200,0.0,0.0
ORD_0425570741,0.0,0.0
ORD_0425668524,0.0,0.0
ORD_0425989773,0.0,0.0
ORD_0429781367,0.0,0.0
ORD_0429968971,0.0,0.0
ORD_0430268395,0.0,0.0
ORD_0430371089,0.0,0.0
ORD_0430877911,0.0,0.0
ORD_0431764409,0.0,0.0
ORD_0432186802,0.0,0.0
ORD_0432813712,0.0,0.0
ORD_0433845552,0.0,0.0
ORD_0435475191,0.0,0.0
ORD_0437121661,0.0,0.0
ORD_0437695220,0.0,0.0
ORD_0437792238,0.0,0.0
ORD_0438943004,0.0,0.0
ORD_0441214378,0.0,0.0
ORD_0441464723,0.0,0.0
ORD_0441940891,0.0,0.0
ORD_0442992341,0.0,0.0
ORD_0443632376,0.0,0.0
ORD_0443719404,0.0,0.0
ORD_0444212122,0.0,0.0
ORD_0446266292,0.0,0.0
ORD_0446515635,0.0,0.0
ORD_0449600875,0.0,0.0
ORD_0450260538,0.0,0.0
ORD_0451876457,0.0,0.0
ORD_0452471575,0.0,0.0
ORD_0453894184,0.0,0.0
ORD_0454080526,0.0,0.0
ORD_0455062452,0.0,0.0
ORD_0455185060,0.0,0.0
ORD_0455557885,0.0,0.0
ORD_0456696929,0.0,0.0
ORD_0456716668,0.0,0.0
ORD_0457378162,0.0,0.0
ORD_0458102148,0.0,0.0
ORD_0459285966,0.0,0.0
ORD_0459600765,0.0,0.0
ORD_0459620912,0.0,0.0
ORD_0460075461,0.0,0.0
ORD_0460401434,0.0,0.0
ORD_0460648238,0.0,0.0
ORD_0461808813,0.0,0.0
ORD_0461978889,0.0,0.0
ORD_0462064970,0.0,0.0
ORD_0462243709,0.0,0.0
ORD_0463145943,0.0,0.0
ORD_0465092912,0.0,0.0
ORD_0465185436,0.0,0.0
ORD_0465372035,0.0,0.0
ORD_0466421593,0.0,0.0
ORD_0466730023,0.0,0.0
ORD_0467025404,0.0,0.0
ORD_0468212448,0.0,0.0
ORD_0468326819,0.0,0.0
ORD_0469109588,0.0,0.0
ORD_0471106367,0.0,0.0
ORD_0471816616,0.0,0.0
ORD_0472158854,0.0,0.0
ORD_0477307177,0.0,0.0
ORD_0477980443,0.0,0.0
ORD_0478143536,0.0,0.0
ORD_0479742727,0.0,0.0
ORD_0481844828,0.0,0.0
ORD_0483171651,0.0,0.0
ORD_0483977434,0.0,0.0
ORD_0484474872,0.0,0.0
ORD_0485563184,0.0,0.0
ORD_0485578756,0.0,0.0
ORD_0485935084,0.0,0.0
ORD_0485962905,0.0,0.0
ORD_0488425551,0.0,0.0
ORD_0488745240,0.0,0.0
ORD_0489890512,0.0,0.0
ORD_0490081218,0.0,0.0
ORD_0490186575,0.0,0.0
ORD_0490485163,0.0,0.0
ORD_0492160096,0.0,0.0
ORD_0492731215,0.0,0.0
ORD_0493386665,0.0,0.0
ORD_0495434203,0.0,0.0
ORD_0495738110,0.0,0.0
ORD_0498150402,0.0,0.0
ORD_0499706462,0.0,0.0
ORD_0499898972,0.0,0.0
ORD_0500137270,0.0,0.0
ORD_0500444922,0.0,0.0
ORD_0502075669,0.0,0.0
ORD_0502600127,0.0,0.0
ORD_0503506862,0.0,0.0
ORD_0503681558,0.0,0.0
ORD_0504523467,0.0,0.0
ORD_0504605014,0.0,0.0
ORD_0505257749,0.0,0.0
ORD_0505862866,0.0,0.0
ORD_0507198011,0.0,0.0
ORD_0507649663,0.0,0.0
ORD_0508487117,0.0,0.0
ORD_0509344884,0.0,0.0
ORD_0510097083,0.0,0.0
ORD_0510344433,0.0,0.0
ORD_0510585102,0.0,0.0
ORD_0511641649,0.0,0.0
ORD_0511818895,0.0,0.0
ORD_0512467218,0.0,0.0
ORD_0512894752,0.0,0.0
ORD_0514359162,0.0,0.0
ORD_0515870148,0.0,0.0
ORD_0517193384,0.0,0.0
ORD_0517282027,0.0,0.0
ORD_0520288798,0.0,0.0
ORD_0520793983,0.0,0.0
ORD_0521693156,0.0,0.0
ORD_0522001671,0.0,0.0
ORD_0522923545,0.0,0.0
ORD_0523025369,0.0,0.0
ORD_0523550199,0.0,0.0
ORD_0524073317,0.0,0.0
ORD_0524216228,0.0,0.0
ORD_0524510182,0.0,0.0
ORD_0525188839,0.0,0.0
ORD_0526028710,0.0,0.0
ORD_0526067306,0.0,0.0
ORD_0526607417,0.0,0.0
ORD_0527801893,0.0,0.0
ORD_0527888722,0.0,0.0
ORD_0531460593,0.0,0.0
ORD_0532956083,0.0,0.0
ORD_0533384081,0.0,0.0
ORD_0535378631,0.0,0.0
ORD_0535654307,0.0,0.0
ORD_0537025987,0.0,0.0
ORD_0537739927,0.0,0.0
ORD_0538689001,0.0,0.0
ORD_0538892193,0.0,0.0
ORD_0539541511,0.0,0.0
ORD_0539703441,0.0,0.0
ORD_0542036674,0.0,0.0
ORD_0542054394,0.0,0.0
ORD_0542214069,0.0,0.0
ORD_0542822860,0.0,0.0
ORD_0543269700,0.0,0.0
ORD_0543312629,0.0,0.0
ORD_0543833868,0.0,0.0
ORD_0545338008,0.0,0.0
ORD_0546229239,0.0,0.0
ORD_0548366388,0.0,0.0
ORD_0549792296,0.0,0.0
ORD_0550913099,0.0,0.0
ORD_0550948122,0.0,0.0
ORD_0552502513,0.0,0.0
ORD_0553686803,0.0,0.0
ORD_0555660007,0.0,0.0
ORD_0559055080,0.0,0.0
ORD_0559066583,0.0,0.0
ORD_0559256132,0.0,0.0
ORD_0560121245,0.0,0.0
ORD_0560511058,0.0,0.0
ORD_0560550009,0.0,0.0
ORD_0560842686,0.0,0.0
ORD_0561768229,0.0,0.0
ORD_0562918264,0.0,0.0
ORD_0563198599,0.0,0.0
ORD_0563837508,0.0,0.0
ORD_0565115663,0.0,0.0
ORD_0565496190,0.0,0.0
ORD_0565539371,0.0,0.0
ORD_0565787185,0.0,0.0
ORD_0567386510,0.0,0.0
ORD_0567995599,0.0,0.0
ORD_0568796328,0.0,0.0
ORD_0569923988,0.0,0.0
ORD_0569943597,0.0,0.0
ORD_0569943982,0.0,0.0
ORD_0570313639,0.0,0.0
ORD_0570767951,0.0,0.0
ORD_0570937026,0.0,0.0
ORD_0571185567,0.0,0.0
ORD_0571695395,0.0,0.0
ORD_0571807513,0.0,0.0
ORD_0573270726,0.0,0.0
ORD_0573567725,0.0,0.0
ORD_0573724931,0.0,0.0
ORD_0574213557,0.0,0.0
ORD_0576565724,0.0,0.0
ORD_0578245206,0.0,0.0
ORD_0578744065,0.0,0.0
ORD_0578969303,0.0,0.0
ORD_0580039957,0.0,0.0
ORD_0580641192,0.0,0.0
ORD_0580777839,0.0,0.0
ORD_0581274428,0.0,0.0
ORD_0583010785,0.0,0.0
ORD_0583090681,0.0,0.0
ORD_0584215289,0.0,0.0
ORD_0585678082,0.0,0.0
ORD_0585698079,0.0,0.0
ORD_0586811659,0.0,0.0
ORD_0587119290,0.0,0.0
ORD_0588092317,0.0,0.0
ORD_0589190751,0.0,0.0
ORD_0591406993,0.0,0.0
ORD_0591881061,0.0,0.0
ORD_0592055427,0.0,0.0
ORD_0592692661,0.0,0.0
ORD_0593165551,0.0,0.0
ORD_0593708265,0.0,0.0
ORD_0594019551,0.0,0.0
ORD_0594336066,0.0,0.0
ORD_0594747082,0.0,0.0
ORD_0595383036,0.0,0.0
ORD_0595986017,0.0,0.0
ORD_0596306279,0.0,0.0
ORD_0596895440,0.0,0.0
ORD_0597235642,0.0,0.0
ORD_0598185072,0.0,0.0
ORD_0600265590,0.0,0.0
ORD_0600683237,0.0,0.0
ORD_0601375026,0.0,0.0
ORD_0603461077,0.0,0.0
ORD_0605803645,0.0,0.0
ORD_0606987299,0.0,0.0
ORD_0607785275,0.0,0.0
ORD_0608349171,0.0,0.0
ORD_0610317625,0.0,0.0
ORD_0613203184,0.0,0.0
ORD_0614068182,0.0,0.0
ORD_0614156630,0.0,0.0
ORD_0614380151,0.0,0.0
ORD_0614922468,0.0,0.0
ORD_0615824327,0.0,0.0
ORD_0615930932,0.0,0.0
ORD_0616049828,0.0,0.0
ORD_0616665455,0.0,0.0
ORD_0616716695,0.0,0.0
ORD_0619297045,0.0,0.0
ORD_0619833950,0.0,0.0
ORD_0620071270,0.0,0.0
ORD_0620839390,0.0,0.0
ORD_0622535589,0.0,0.0
ORD_0623659995,0.0,0.0
ORD_0624366052,0.0,0.0
ORD_0624544820,0.0,0.0
ORD_0624809136,0.0,0.0
ORD_0625484347,0.0,0.0
ORD_0625927862,0.0,0.0
ORD_0626573960,0.0,0.0
ORD_0627585778,0.0,0.0
ORD_0628389272,0.0,0.0
ORD_0628485555,0.0,0.0
ORD_0628778354,0.0,0.0
ORD_0629019624,0.0,0.0
ORD_0629310754,0.0,0.0
ORD_0630154388,0.0,0.0
ORD_0631612830,0.0,0.0
ORD_0631657939,0.0,0.0
ORD_0631691416,0.0,0.0
ORD_0631811934,0.0,0.0
ORD_0632125801,0.0,0.0
ORD_0634050790,0.0,0.0
ORD_0634343214,0.0,0.0
ORD_0634387325,0.0,0.0
ORD_0637226370,0.0,0.0
ORD_0637569323,0.0,0.0
ORD_0637726353,0.0,0.0
ORD_0638570823,0.0,0.0
ORD_0641239845,0.0,0.0
ORD_0641819490,0.0,0.0
ORD_0643125665,0.0,0.0
ORD_0643949383,0.0,0.0
ORD_0644644347,0.0,0.0
ORD_0644869275,0.0,0.0
ORD_0646022125,0.0,0.0
ORD_0646494462,0.0,0.0
ORD_0647096545,0.0,0.0
ORD_0649054226,0.0,0.0
ORD_0650653467,0.0,0.0
ORD_0652317577,0.0,0.0
ORD_0653677070,0.0,0.0
ORD_0657010860,0.0,0.0
ORD_0659672951,0.0,0.0
ORD_0660056785,0.0,0.0
ORD_0661806183,0.0,0.0
ORD_0661993385,0.0,0.0
ORD_0662980117,0.0,0.0
ORD_0663364458,0.0,0.0
ORD_0663926520,0.0,0.0
ORD_0664978407,0.0,0.0
ORD_0665478523,0.0,0.0
ORD_0665890178,0.0,0.0
ORD_0666086572,0.0,0.0
ORD_0666774850,0.0,0.0
ORD_0667154365,0.0,0.0
ORD_0668156644,0.0,0.0
ORD_0669068107,0.0,0.0
ORD_0670577478,0.0,0.0
ORD_0671073088,0.0,0.0
ORD_0671352191,0.0,0.0
ORD_0672447913,0.0,0.0
ORD_0672551459,0.0,0.0
ORD_0674016879,0.0,0.0
ORD_0676159424,0.0,0.0
ORD_0676456929,0.0,0.0
ORD_0677664409,0.0,0.0
ORD_0678356217,0.0,0.0
ORD_0680283835,0.0,0.0
ORD_0681000479,0.0,0.0
ORD_0681517219,0.0,0.0
ORD_0682060118,0.0,0.0
ORD_0683174925,0.0,0.0
ORD_0684852231,0.0,0.0
ORD_0685196198,0.0,0.0
ORD_0685462201,0.0,0.0
ORD_0685801592,0.0,0.0
ORD_0685870280,0.0,0.0
ORD_0685989884,0.0,0.0
ORD_0687744179,0.0,0.0
