case_id,total_process_time_min
ORD_2246469824,733.0500000000002
ORD_6532297243,733.0000000000003
ORD_7601622339,732.8666666666669
ORD_9338568400,732.5499999999998
ORD_3845683487,732.5333333333333
ORD_2885674678,732.2666666666667
ORD_5084319699,732.2000000000002
ORD_7031885289,731.7666666666665
ORD_9022966696,731.7666666666665
ORD_4346882528,731.4666666666667
ORD_1109795481,731.4499999999999
ORD_2133987331,731.3833333333334
ORD_0172188415,731.2833333333335
ORD_4165606623,731.1000000000003
ORD_6112974614,730.9999999999998
ORD_4694449066,730.9833333333335
ORD_8093408765,730.8666666666667
ORD_2343059355,730.6666666666665
ORD_3384455168,730.5000000000002
ORD_2037164725,730.1833333333335
ORD_1536770234,730.0833333333333
ORD_3751166522,729.9833333333333
ORD_2945667135,729.9666666666667
ORD_0585698079,729.9333333333334
ORD_6946275620,729.5333333333336
ORD_2037225341,729.4833333333335
ORD_6597080366,729.0999999999998
ORD_8402737653,728.8333333333333
ORD_6597102130,728.5166666666667
ORD_4598926780,728.4999999999998
ORD_9303041667,728.3666666666666
ORD_9726832810,728.2333333333331
ORD_7910985611,728.2
ORD_5456162887,727.9499999999999
ORD_5955154860,727.7333333333333
ORD_1705896746,727.4833333333335
ORD_3867874313,727.3833333333333
ORD_2154666513,726.9500000000002
ORD_3212794446,726.1166666666664
ORD_3143489433,726.0500000000001
ORD_6588049509,725.7833333333335
ORD_0709130944,725.3166666666666
ORD_6483889329,725.0000000000001
ORD_6638138978,724.0500000000002
ORD_2630338414,723.8833333333333
ORD_0337640925,723.8833333333332
ORD_8219693238,723.5500000000001
ORD_1803229565,723.5
ORD_0377562389,723.2333333333333
ORD_1959878703,722.95
ORD_4880965691,722.8000000000001
ORD_9849775623,722.75
ORD_8983708272,722.4500000000002
ORD_5093455070,722.0666666666667
ORD_5565867687,721.8666666666667
ORD_4841902948,721.3833333333333
ORD_6020264425,721.1166666666667
ORD_7910985546,720.9833333333332
ORD_4971633640,720.2833333333334
ORD_2021813628,720.0833333333329
ORD_3048919310,720.0666666666666
ORD_9779051844,719.9333333333333
ORD_4376801706,719.7333333333332
ORD_1413307556,719.65
ORD_3107540358,719.4333333333333
ORD_4015527060,719.2333333333335
ORD_8071749865,719.1999999999998
ORD_9538931015,719.1166666666666
ORD_0705120947,718.8166666666668
ORD_5506056930,718.5666666666668
ORD_9592896425,718.2833333333334
ORD_5718623885,718.2500000000002
ORD_0236260527,718.2166666666666
ORD_1149479617,718.1833333333333
ORD_9723428987,717.9166666666667
ORD_0866095018,717.6666666666667
ORD_0667154365,717.4999999999998
ORD_7366104209,717.45
ORD_8569821885,717.3666666666668
ORD_6819951893,717.3666666666666
ORD_1569992433,717.3
ORD_7992345685,717.1833333333333
ORD_2324517710,717.1333333333331
ORD_9100721378,717.0333333333333
ORD_5142775822,717.0166666666668
ORD_7105763623,716.9166666666666
ORD_1979266851,716.8666666666669
ORD_4864225633,716.8
ORD_9505539328,716.7333333333332
ORD_6434517365,716.4499999999999
ORD_9637569248,716.2166666666668
ORD_9760889319,716.0666666666666
ORD_6398843920,715.7666666666668
ORD_5662962768,715.5500000000001
ORD_4332624754,715.1833333333334
ORD_0413228360,715.15
ORD_6187394850,715.0666666666667
ORD_7134583930,714.9499999999999
ORD_0401583341,714.7
ORD_1477659090,714.65
ORD_8454391896,714.4166666666665
ORD_3728847609,713.5166666666667
ORD_1783856103,713.3666666666666
ORD_0054345018,713.2333333333332
ORD_0402081985,712.9833333333336
ORD_2583842533,712.7833333333334
ORD_6541125994,712.2500000000001
ORD_3848661762,711.7833333333332
ORD_3587034482,711.7166666666669
ORD_4630987350,711.3000000000002
ORD_1828704250,711.3000000000001
ORD_1730803712,711.1666666666664
ORD_0361050340,710.5
ORD_8605551181,709.8333333333335
ORD_1983776771,709.8333333333333
ORD_2754468942,709.7
ORD_5112764310,709.65
ORD_8795536612,709.5333333333335
ORD_5482157960,709.483333333333
ORD_2144190511,709.35
ORD_4919431609,709.2499999999999
ORD_0341224903,709.1166666666667
ORD_1644552042,709.0000000000001
ORD_1677488416,708.8333333333335
ORD_4144107215,707.9499999999999
ORD_9849341194,707.883333333333
ORD_4210793510,707.8333333333334
ORD_7737077256,707.6499999999997
ORD_0592055427,707.6333333333333
ORD_4278774795,707.3499999999999
ORD_0207874536,707.1833333333333
ORD_7860152271,706.8833333333333
ORD_5761757978,706.8166666666667
ORD_8865037287,706.4666666666666
ORD_7012064301,706.4500000000002
ORD_5641630513,706.3666666666668
ORD_6769882943,706.1166666666667
ORD_1217843299,706.0499999999998
ORD_7977000625,705.6500000000001
ORD_2166162201,705.4833333333333
ORD_9063076309,705.2166666666667
ORD_0521693156,705.0500000000001
ORD_5311965939,704.8833333333334
ORD_2241932415,704.8500000000001
ORD_3424513116,704.6666666666665
ORD_6440753040,704.5499999999998
ORD_0762394862,704.4
ORD_2039442599,704.3666666666667
ORD_9726289405,704.3166666666666
ORD_4621060323,703.9499999999999
ORD_7930301463,703.6
ORD_8276251292,703.5500000000002
ORD_3656746161,703.4833333333333
ORD_1532842662,702.8000000000003
ORD_5400312572,702.6999999999998
ORD_6733609087,702.6500000000002
ORD_0218910126,702.6166666666667
ORD_1299874245,702.5500000000001
ORD_6482921495,702.5333333333335
ORD_2570705076,702.3666666666667
ORD_5561546484,702.3666666666666
ORD_7693089080,701.95
ORD_0511641649,701.9
ORD_7639642462,701.5666666666665
ORD_5903822704,701.1333333333333
ORD_3273809634,701.1333333333333
ORD_4085028149,701.0666666666666
ORD_4510344403,700.7666666666668
ORD_0320238464,700.7666666666667
ORD_9050145846,700.7500000000001
ORD_8987274030,700.6333333333334
ORD_4225181387,700.4999999999998
ORD_9022067085,700.4166666666665
ORD_9601351153,700.3666666666667
ORD_0187825549,699.4499999999999
ORD_6993072868,699.4333333333335
ORD_5799370858,698.9833333333331
ORD_8325577686,698.7166666666668
ORD_8835895678,698.4500000000003
ORD_4919661226,697.8166666666668
ORD_3636064541,697.8
ORD_7410334193,697.7499999999998
ORD_5883766048,697.6000000000001
ORD_5108662216,697.3333333333334
ORD_0062260625,697.0166666666668
ORD_0211573430,696.8833333333332
ORD_9536818468,696.6666666666666
ORD_9102131788,696.5166666666668
ORD_7172107964,696.3499999999999
ORD_1503857350,696.3333333333331
ORD_7665928334,696.183333333333
ORD_2256307830,696.0833333333331
ORD_4942091932,695.8833333333334
ORD_0650653467,695.8833333333332
ORD_1224588769,695.7
ORD_1917957141,695.6666666666669
ORD_8935820487,695.35
ORD_7219649081,695.283333333333
ORD_6774908584,695.1
ORD_0303869766,695.0666666666666
ORD_4156821447,694.9500000000002
ORD_5172282683,694.95
ORD_6320637946,694.4499999999999
ORD_2536664815,694.3666666666667
ORD_9040848144,694.3000000000003
ORD_5152796442,694.2666666666668
ORD_7897566119,694.1833333333332
ORD_3113447246,693.8000000000001
ORD_9890772451,693.7666666666667
ORD_2680034958,693.7500000000002
ORD_1778925604,693.5500000000003
ORD_0593708265,693.5333333333333
ORD_5610283064,693.4166666666667
ORD_6144817592,693.2666666666669
ORD_7170107766,692.9499999999998
ORD_7937387883,692.6333333333332
ORD_2513500527,692.5666666666666
ORD_4482305723,692.4166666666667
ORD_3610719497,692.3833333333333
ORD_2591412383,692.3166666666666
ORD_7597691107,692.2666666666667
ORD_1169606699,692.1999999999999
ORD_7061721292,691.9499999999999
ORD_9436497421,691.8
ORD_4677529424,691.7666666666665
ORD_4189118903,691.3
ORD_7456525412,691.2833333333332
ORD_3835618064,691.25
ORD_9898080000,691.0499999999998
ORD_9279912102,691.0000000000001
ORD_2017367603,690.9666666666665
ORD_2844800484,690.6500000000002
ORD_0460648238,690.3333333333333
ORD_4483859174,690.2500000000002
ORD_1752479562,690.1833333333333
ORD_7796437357,690.15
ORD_6952269828,690.1333333333333
ORD_0363859573,690.0999999999999
ORD_4417368867,689.6833333333334
ORD_2592715440,689.5999999999999
ORD_6770324056,689.3000000000001
ORD_4715386435,689.1999999999998
ORD_2407104621,689.0166666666665
ORD_6408041249,688.7833333333333
ORD_8252426645,688.4666666666668
ORD_1113981070,688.3666666666666
ORD_2049491307,688.3000000000001
ORD_5359583805,688.2833333333334
ORD_0013133868,688.2166666666668
ORD_3503411922,687.9833333333333
ORD_4693360634,687.7833333333335
ORD_3832508251,687.7833333333333
ORD_5275537085,687.65
ORD_3448096317,687.5333333333333
ORD_0019124482,686.7333333333335
ORD_6347754506,686.4166666666667
ORD_5988311123,686.3833333333332
ORD_7141199665,686.0333333333331
ORD_5598017830,685.85
ORD_4159085947,685.6166666666667
ORD_0626573960,685.6166666666666
ORD_1231235067,685.4000000000001
ORD_1656832433,685.1333333333332
ORD_0252367572,685.05
ORD_1461281856,684.5833333333333
ORD_1151507821,684.5
ORD_7544867277,684.2666666666669
ORD_2051127204,684.2500000000001
ORD_8104170877,683.9499999999999
ORD_8207135482,683.8833333333334
ORD_2802290439,683.6333333333332
ORD_9646186430,683.6000000000001
ORD_0947525812,683.4666666666667
ORD_6286713699,682.9166666666666
ORD_5789976367,682.8666666666667
ORD_7130221684,682.7166666666668
ORD_3643806616,682.6833333333333
ORD_0387081473,682.65
ORD_6365321169,682.5666666666667
ORD_0391766442,682.4500000000002
ORD_3186918223,682.4499999999998
ORD_0870891309,682.2499999999999
ORD_1279124951,682.1500000000001
ORD_9029073060,681.9999999999999
ORD_1317838175,681.8833333333333
ORD_9705638231,681.75
ORD_5543138885,681.3666666666666
ORD_9669128546,681.3166666666665
ORD_8100344578,681.2333333333335
ORD_4838830412,681.2166666666666
ORD_3531925071,681.1833333333334
ORD_4848909918,681.1333333333334
ORD_4651371129,680.9000000000001
ORD_2275700087,680.7999999999998
ORD_7598072427,680.7833333333333
ORD_2803968769,680.7833333333333
ORD_9292776993,680.6999999999998
ORD_3861066747,680.5000000000001
ORD_5112173766,680.4
ORD_4196615118,680.1500000000003
ORD_5329920847,680.1166666666667
ORD_4575563735,679.7500000000001
ORD_1863224078,679.7499999999999
ORD_7240295462,679.5333333333333
ORD_7720320287,679.1333333333331
ORD_5228159812,678.9666666666664
ORD_3880761966,678.8666666666667
