case_id,event_count,unique_step_count,has_receiving,has_putaway,has_picking,has_packing,has_qc,has_staging,has_handoff,has_shipped,first_start,last_end,total_duration_min,cycle_time_min,missing_pick_pack_pair,missing_staging,missing_shipped
ORD_0031601088,23,23,0,0,1,1,1,1,1,0,2025-05-02 18:32:12,2025-05-03 02:17:12,465.0,465.0,0,0,1
ORD_0031939877,23,23,0,0,1,1,1,1,1,0,2025-05-30 12:20:14,2025-05-30 19:28:27,428.2166666666667,428.21666666666664,0,0,1
ORD_0032801084,23,23,0,0,1,1,1,1,1,0,2025-04-06 17:34:35,2025-04-07 04:38:56,664.35,664.35,0,0,1
ORD_0033102991,23,23,0,0,1,1,1,1,1,0,2025-04-26 11:13:32,2025-04-26 16:59:44,346.2,346.2,0,0,1
ORD_0033309900,23,23,0,0,1,1,1,1,1,0,2025-04-09 11:46:47,2025-04-09 21:28:07,581.3333333333333,581.3333333333334,0,0,1
ORD_0033728910,23,23,0,0,1,1,1,1,1,0,2025-05-18 03:24:05,2025-05-18 10:12:35,408.5,408.5,0,0,1
ORD_0033843843,23,23,0,0,1,1,1,1,1,0,2025-06-11 12:47:32,2025-06-11 19:50:59,423.45,423.45,0,0,1
ORD_0035166345,23,23,0,0,1,1,1,1,1,0,2025-06-12 12:05:07,2025-06-12 19:08:13,423.09999999999997,423.1,0,0,1
ORD_0035664246,23,23,0,0,1,1,1,1,1,0,2025-05-20 21:11:44,2025-05-21 02:50:31,338.78333333333336,338.78333333333336,0,0,1
ORD_0036870875,23,23,0,0,1,1,1,1,1,0,2025-05-25 10:20:02,2025-05-25 20:13:17,593.25,593.25,0,0,1
ORD_0037422664,23,23,0,0,1,1,1,1,1,0,2025-05-02 03:59:11,2025-05-02 11:50:32,471.35,471.35,0,0,1
ORD_0037540742,23,23,0,0,1,1,1,1,1,0,2025-05-16 12:54:59,2025-05-16 22:12:16,557.2833333333333,557.2833333333333,0,0,1
ORD_0039272451,23,23,0,0,1,1,1,1,1,0,2025-05-23 14:01:36,2025-05-23 21:56:17,474.68333333333334,474.68333333333334,0,0,1
ORD_0039517929,23,23,0,0,1,1,1,1,1,0,2025-05-23 16:12:50,2025-05-24 02:15:28,602.6333333333333,602.6333333333333,0,0,1
ORD_0040417328,23,23,0,0,1,1,1,1,1,0,2025-04-05 20:36:04,2025-04-06 02:32:26,356.3666666666667,356.3666666666667,0,0,1
ORD_0041581886,23,23,0,0,1,1,1,1,1,0,2025-06-25 21:27:12,2025-06-26 03:49:07,381.9166666666667,381.9166666666667,0,0,1
ORD_0042501265,23,23,0,0,1,1,1,1,1,0,2025-05-03 00:13:30,2025-05-03 05:18:10,304.6666666666667,304.6666666666667,0,0,1
ORD_0042569135,23,23,0,0,1,1,1,1,1,0,2025-05-03 18:34:09,2025-05-04 00:38:09,364.0,364.0,0,0,1
ORD_0042678950,23,23,0,0,1,1,1,1,1,0,2025-05-29 11:56:54,2025-05-29 20:23:10,506.26666666666665,506.26666666666665,0,0,1
ORD_0043857406,23,23,0,0,1,1,1,1,1,0,2025-05-14 01:41:25,2025-05-14 10:21:38,520.2166666666667,520.2166666666667,0,0,1
ORD_0044395926,23,23,0,0,1,1,1,1,1,0,2025-05-17 10:56:47,2025-05-17 18:00:03,423.26666666666665,423.26666666666665,0,0,1
ORD_0044545562,23,23,0,0,1,1,1,1,1,0,2025-06-11 15:18:09,2025-06-11 22:08:40,410.51666666666665,410.51666666666665,0,0,1
ORD_0045126980,23,23,0,0,1,1,1,1,1,0,2025-05-12 14:54:57,2025-05-12 20:58:54,363.95,363.95,0,0,1
ORD_0045993843,23,23,0,0,1,1,1,1,1,0,2025-04-29 05:40:14,2025-04-29 13:27:27,467.2166666666667,467.21666666666664,0,0,1
ORD_0046356598,23,23,0,0,1,1,1,1,1,0,2025-04-08 19:52:34,2025-04-09 02:45:40,413.1,413.1,0,0,1
ORD_0047759506,23,23,0,0,1,1,1,1,1,0,2025-05-29 10:19:42,2025-05-29 14:47:53,268.18333333333334,268.18333333333334,0,0,1
ORD_0047853274,23,23,0,0,1,1,1,1,1,0,2025-05-20 23:38:55,2025-05-21 07:24:11,465.26666666666665,465.26666666666665,0,0,1
ORD_0047954372,23,23,0,0,1,1,1,1,1,0,2025-05-25 12:38:22,2025-05-25 17:56:50,318.4666666666667,318.46666666666664,0,0,1
ORD_0048229801,23,23,0,0,1,1,1,1,1,0,2025-05-01 14:19:52,2025-05-02 00:05:55,586.0500000000001,586.05,0,0,1
ORD_0048767541,23,23,0,0,1,1,1,1,1,0,2025-04-21 14:48:51,2025-04-22 00:48:38,599.7833333333333,599.7833333333333,0,0,1
ORD_0049426068,23,23,0,0,1,1,1,1,1,0,2025-06-27 01:51:35,2025-06-27 09:24:49,453.2333333333333,453.23333333333335,0,0,1
ORD_0051150364,23,23,0,0,1,1,1,1,1,0,2025-04-01 21:01:37,2025-04-02 02:06:56,305.31666666666666,305.31666666666666,0,0,1
ORD_0052122110,23,23,0,0,1,1,1,1,1,0,2025-06-02 01:28:00,2025-06-02 08:34:08,426.1333333333333,426.1333333333333,0,0,1
ORD_0052551721,23,23,0,0,1,1,1,1,1,0,2025-04-23 01:47:32,2025-04-23 08:03:57,376.4166666666667,376.4166666666667,0,0,1
ORD_0053456737,23,23,0,0,1,1,1,1,1,0,2025-04-18 01:16:48,2025-04-18 09:18:17,481.4833333333333,481.48333333333335,0,0,1
ORD_0054345018,23,23,0,0,1,1,1,1,1,0,2025-04-29 22:03:57,2025-04-30 09:57:11,713.2333333333333,713.2333333333333,0,0,1
ORD_0055419138,23,23,0,0,1,1,1,1,1,0,2025-05-20 15:49:25,2025-05-20 21:00:23,310.9666666666667,310.96666666666664,0,0,1
ORD_0056138917,23,23,0,0,1,1,1,1,1,0,2025-05-16 14:15:02,2025-05-16 22:21:46,486.73333333333335,486.73333333333335,0,0,1
ORD_0056622231,23,23,0,0,1,1,1,1,1,0,2025-05-10 02:07:31,2025-05-10 11:42:32,575.0166666666667,575.0166666666667,0,0,1
ORD_0057192957,23,23,0,0,1,1,1,1,1,0,2025-04-25 02:36:38,2025-04-25 09:37:18,420.6666666666667,420.6666666666667,0,0,1
ORD_0059483224,23,23,0,0,1,1,1,1,1,0,2025-06-27 13:23:05,2025-06-27 20:23:16,420.18333333333334,420.18333333333334,0,0,1
ORD_0059581355,23,23,0,0,1,1,1,1,1,0,2025-04-23 22:15:05,2025-04-24 04:12:25,357.3333333333333,357.3333333333333,0,0,1
ORD_0059604254,23,23,0,0,1,1,1,1,1,0,2025-06-29 13:17:38,2025-06-29 18:47:54,330.26666666666665,330.26666666666665,0,0,1
ORD_0059667242,23,23,0,0,1,1,1,1,1,0,2025-06-09 23:05:31,2025-06-10 04:51:14,345.71666666666664,345.71666666666664,0,0,1
ORD_0060150883,23,23,0,0,1,1,1,1,1,0,2025-05-21 06:18:43,2025-05-21 13:16:08,417.41666666666663,417.4166666666667,0,0,1
ORD_0062227672,23,23,0,0,1,1,1,1,1,0,2025-06-22 18:52:08,2025-06-23 01:28:56,396.8,396.8,0,0,1
ORD_0062260625,23,23,0,0,1,1,1,1,1,0,2025-04-23 08:22:45,2025-04-23 19:59:46,697.0166666666667,697.0166666666667,0,0,1
ORD_0062785296,23,23,0,0,1,1,1,1,1,0,2025-05-19 20:44:08,2025-05-20 02:27:21,343.2166666666667,343.21666666666664,0,0,1
ORD_0064833823,23,23,0,0,1,1,1,1,1,0,2025-06-11 22:56:19,2025-06-12 04:17:24,321.0833333333333,321.0833333333333,0,0,1
ORD_0066024440,23,23,0,0,1,1,1,1,1,0,2025-05-07 20:10:38,2025-05-08 03:25:54,435.26666666666665,435.26666666666665,0,0,1
ORD_0069951956,23,23,0,0,1,1,1,1,1,0,2025-04-13 19:32:51,2025-04-14 04:39:45,546.9,546.9,0,0,1
ORD_0071046305,23,23,0,0,1,1,1,1,1,0,2025-05-25 10:29:45,2025-05-25 18:18:59,469.2333333333333,469.23333333333335,0,0,1
ORD_0071564771,23,23,0,0,1,1,1,1,1,0,2025-04-11 15:44:59,2025-04-11 23:23:23,458.4,458.4,0,0,1
ORD_0072532693,23,23,0,0,1,1,1,1,1,0,2025-06-07 01:02:03,2025-06-07 08:36:36,454.55,454.55,0,0,1
ORD_0072637699,23,23,0,0,1,1,1,1,1,0,2025-05-22 01:19:56,2025-05-22 08:13:08,413.2,413.2,0,0,1
ORD_0073333661,23,23,0,0,1,1,1,1,1,0,2025-05-07 00:20:24,2025-05-07 06:50:07,389.71666666666664,389.71666666666664,0,0,1
ORD_0073869732,23,23,0,0,1,1,1,1,1,0,2025-06-23 10:14:16,2025-06-23 14:52:42,278.43333333333334,278.43333333333334,0,0,1
ORD_0078750778,23,23,0,0,1,1,1,1,1,0,2025-06-14 17:00:58,2025-06-14 23:48:36,407.6333333333333,407.6333333333333,0,0,1
ORD_0080291921,23,23,0,0,1,1,1,1,1,0,2025-05-31 14:10:50,2025-06-01 00:04:00,593.1666666666666,593.1666666666666,0,0,1
ORD_0080965698,23,23,0,0,1,1,1,1,1,0,2025-06-30 03:42:49,2025-06-30 12:18:09,515.3333333333334,515.3333333333334,0,0,1
ORD_0081594983,23,23,0,0,1,1,1,1,1,0,2025-05-09 23:58:27,2025-05-10 05:52:03,353.59999999999997,353.6,0,0,1
ORD_0082062741,23,23,0,0,1,1,1,1,1,0,2025-05-04 19:08:44,2025-05-05 01:07:40,358.93333333333334,358.93333333333334,0,0,1
ORD_0082249542,23,23,0,0,1,1,1,1,1,0,2025-04-10 09:54:52,2025-04-10 16:11:57,377.0833333333333,377.0833333333333,0,0,1
ORD_0084811483,23,23,0,0,1,1,1,1,1,0,2025-04-05 20:01:15,2025-04-06 04:40:15,519.0,519.0,0,0,1
ORD_0085307515,23,23,0,0,1,1,1,1,1,0,2025-06-04 07:29:45,2025-06-04 16:09:59,520.2333333333333,520.2333333333333,0,0,1
ORD_0086138859,23,23,0,0,1,1,1,1,1,0,2025-06-25 04:55:19,2025-06-25 10:41:02,345.71666666666664,345.71666666666664,0,0,1
ORD_0087237915,23,23,0,0,1,1,1,1,1,0,2025-06-19 00:21:39,2025-06-19 08:13:09,471.5,471.5,0,0,1
ORD_0088411040,23,23,0,0,1,1,1,1,1,0,2025-06-27 17:42:47,2025-06-28 03:03:08,560.35,560.35,0,0,1
ORD_0088930328,23,23,0,0,1,1,1,1,1,0,2025-06-16 11:00:59,2025-06-16 21:37:45,636.7666666666667,636.7666666666667,0,0,1
ORD_0089734288,23,23,0,0,1,1,1,1,1,0,2025-06-15 13:58:56,2025-06-15 20:55:41,416.75,416.75,0,0,1
ORD_0089866093,23,23,0,0,1,1,1,1,1,0,2025-05-08 18:45:39,2025-05-09 02:42:12,476.55,476.55,0,0,1
ORD_0091539146,23,23,0,0,1,1,1,1,1,0,2025-05-17 04:16:54,2025-05-17 11:19:43,422.81666666666666,422.81666666666666,0,0,1
ORD_0092104066,23,23,0,0,1,1,1,1,1,0,2025-04-18 04:51:43,2025-04-18 11:33:32,401.81666666666666,401.81666666666666,0,0,1
ORD_0093481641,23,23,0,0,1,1,1,1,1,0,2025-06-30 13:18:56,2025-06-30 20:11:38,412.70000000000005,412.7,0,0,1
ORD_0095726321,23,23,0,0,1,1,1,1,1,0,2025-04-26 23:23:06,2025-04-27 04:41:27,318.35,318.35,0,0,1
ORD_0096024379,23,23,0,0,1,1,1,1,1,0,2025-04-25 15:40:12,2025-04-25 22:40:53,420.68333333333334,420.68333333333334,0,0,1
ORD_0099442817,23,23,0,0,1,1,1,1,1,0,2025-06-16 17:17:46,2025-06-17 02:37:08,559.3666666666667,559.3666666666667,0,0,1
ORD_0099476785,23,23,0,0,1,1,1,1,1,0,2025-06-08 08:04:32,2025-06-08 15:54:02,469.5,469.5,0,0,1
ORD_0100375233,23,23,0,0,1,1,1,1,1,0,2025-05-04 09:58:17,2025-05-04 15:56:08,357.85,357.85,0,0,1
ORD_0100659479,23,23,0,0,1,1,1,1,1,0,2025-04-23 02:31:54,2025-04-23 09:26:32,414.6333333333333,414.6333333333333,0,0,1
ORD_0101182661,23,23,0,0,1,1,1,1,1,0,2025-04-27 15:30:56,2025-04-28 01:52:57,622.0166666666667,622.0166666666667,0,0,1
ORD_0101940685,23,23,0,0,1,1,1,1,1,0,2025-05-03 07:40:24,2025-05-03 16:09:26,509.03333333333336,509.03333333333336,0,0,1
ORD_0103228430,23,23,0,0,1,1,1,1,1,0,2025-05-02 14:19:18,2025-05-02 21:33:49,434.5166666666667,434.51666666666665,0,0,1
ORD_0104305047,23,23,0,0,1,1,1,1,1,0,2025-05-20 08:58:46,2025-05-20 16:49:21,470.58333333333337,470.5833333333333,0,0,1
ORD_0105189342,23,23,0,0,1,1,1,1,1,0,2025-05-02 17:27:52,2025-05-03 00:38:23,430.51666666666665,430.51666666666665,0,0,1
ORD_0105562077,23,23,0,0,1,1,1,1,1,0,2025-05-15 16:14:18,2025-05-16 08:22:07,967.8166666666667,967.8166666666667,0,0,1
ORD_0105610109,23,23,0,0,1,1,1,1,1,0,2025-05-20 07:25:29,2025-05-20 15:55:21,509.8666666666667,509.8666666666667,0,0,1
ORD_0106109676,23,23,0,0,1,1,1,1,1,0,2025-06-23 13:47:03,2025-06-23 22:06:26,499.3833333333333,499.3833333333333,0,0,1
ORD_0106664925,23,23,0,0,1,1,1,1,1,0,2025-05-11 14:45:58,2025-05-12 00:11:32,565.5666666666667,565.5666666666667,0,0,1
ORD_0106740971,23,23,0,0,1,1,1,1,1,0,2025-04-15 16:07:44,2025-04-15 21:50:40,342.93333333333334,342.93333333333334,0,0,1
ORD_0107802385,23,23,0,0,1,1,1,1,1,0,2025-06-28 04:15:54,2025-06-28 10:19:11,363.2833333333333,363.28333333333336,0,0,1
ORD_0108324712,23,23,0,0,1,1,1,1,1,0,2025-05-31 19:16:53,2025-06-01 02:58:05,461.2,461.2,0,0,1
ORD_0108677286,23,23,0,0,1,1,1,1,1,0,2025-04-20 12:27:34,2025-04-20 20:22:02,474.46666666666664,474.46666666666664,0,0,1
ORD_0108709897,23,23,0,0,1,1,1,1,1,0,2025-04-17 07:56:04,2025-04-17 15:42:46,466.70000000000005,466.7,0,0,1
ORD_0108857336,23,23,0,0,1,1,1,1,1,0,2025-06-25 02:15:02,2025-06-25 09:59:31,464.48333333333335,464.48333333333335,0,0,1
ORD_0110313391,23,23,0,0,1,1,1,1,1,0,2025-06-12 16:55:39,2025-06-13 01:16:59,501.33333333333337,501.3333333333333,0,0,1
ORD_0112198869,23,23,0,0,1,1,1,1,1,0,2025-06-08 06:37:59,2025-06-08 13:23:10,405.18333333333334,405.18333333333334,0,0,1
ORD_0114039305,23,23,0,0,1,1,1,1,1,0,2025-05-02 05:45:14,2025-05-02 13:47:06,481.8666666666667,481.8666666666667,0,0,1
ORD_0115924810,23,23,0,0,1,1,1,1,1,0,2025-06-19 14:53:17,2025-06-19 21:23:06,389.81666666666666,389.81666666666666,0,0,1
ORD_0116401489,23,23,0,0,1,1,1,1,1,0,2025-06-24 01:54:00,2025-06-24 07:36:50,342.8333333333333,342.8333333333333,0,0,1
ORD_0117531863,23,23,0,0,1,1,1,1,1,0,2025-06-03 02:57:28,2025-06-03 18:13:22,915.9000000000001,915.9,0,0,1
ORD_0117973053,23,23,0,0,1,1,1,1,1,0,2025-06-06 19:21:24,2025-06-07 01:37:34,376.1666666666667,376.1666666666667,0,0,1
ORD_0118178356,23,23,0,0,1,1,1,1,1,0,2025-06-08 14:35:39,2025-06-08 23:50:37,554.9666666666667,554.9666666666667,0,0,1
ORD_0118616499,23,23,0,0,1,1,1,1,1,0,2025-06-23 07:22:13,2025-06-23 12:59:34,337.35,337.35,0,0,1
ORD_0119619523,23,23,0,0,1,1,1,1,1,0,2025-04-06 02:28:56,2025-04-06 09:06:43,397.78333333333336,397.78333333333336,0,0,1
ORD_0120856346,23,23,0,0,1,1,1,1,1,0,2025-04-21 13:34:11,2025-04-21 19:13:25,339.23333333333335,339.23333333333335,0,0,1
ORD_0121360628,23,23,0,0,1,1,1,1,1,0,2025-04-22 05:08:34,2025-04-22 15:36:54,628.3333333333333,628.3333333333334,0,0,1
ORD_0123471130,23,23,0,0,1,1,1,1,1,0,2025-05-20 01:34:43,2025-05-20 08:37:46,423.05,423.05,0,0,1
ORD_0123726338,23,23,0,0,1,1,1,1,1,0,2025-04-02 21:45:30,2025-04-03 08:19:33,634.05,634.05,0,0,1
ORD_0124687884,23,23,0,0,1,1,1,1,1,0,2025-05-28 08:08:32,2025-05-28 17:24:55,556.3833333333333,556.3833333333333,0,0,1
ORD_0125359945,23,23,0,0,1,1,1,1,1,0,2025-04-13 23:25:50,2025-04-14 05:27:08,361.3,361.3,0,0,1
ORD_0125932577,23,23,0,0,1,1,1,1,1,0,2025-05-17 19:16:36,2025-05-18 03:05:23,468.7833333333333,468.78333333333336,0,0,1
ORD_0126680792,23,23,0,0,1,1,1,1,1,0,2025-05-13 18:33:32,2025-05-14 02:38:12,484.6666666666667,484.6666666666667,0,0,1
ORD_0126892511,23,23,0,0,1,1,1,1,1,0,2025-04-15 08:46:45,2025-04-15 15:34:40,407.9166666666667,407.9166666666667,0,0,1
ORD_0129902354,23,23,0,0,1,1,1,1,1,0,2025-04-07 05:26:01,2025-04-07 12:40:52,434.84999999999997,434.85,0,0,1
ORD_0130833744,23,23,0,0,1,1,1,1,1,0,2025-06-21 07:48:28,2025-06-21 18:13:14,624.7666666666667,624.7666666666667,0,0,1
ORD_0134657689,23,23,0,0,1,1,1,1,1,0,2025-06-15 06:58:35,2025-06-15 14:22:50,444.25,444.25,0,0,1
ORD_0137086316,23,23,0,0,1,1,1,1,1,0,2025-04-19 13:10:32,2025-04-19 21:45:31,514.9833333333333,514.9833333333333,0,0,1
ORD_0140436228,23,23,0,0,1,1,1,1,1,0,2025-04-13 19:30:50,2025-04-14 02:58:27,447.6166666666667,447.6166666666667,0,0,1
ORD_0140599690,23,23,0,0,1,1,1,1,1,0,2025-05-14 08:15:45,2025-05-14 15:40:12,444.45,444.45,0,0,1
ORD_0140666177,23,23,0,0,1,1,1,1,1,0,2025-04-19 22:46:30,2025-04-20 05:08:57,382.45,382.45,0,0,1
ORD_0141306562,23,23,0,0,1,1,1,1,1,0,2025-05-01 00:34:03,2025-05-01 07:44:05,430.0333333333333,430.03333333333336,0,0,1
ORD_0141765524,23,23,0,0,1,1,1,1,1,0,2025-04-06 09:54:24,2025-04-06 17:17:11,442.78333333333336,442.78333333333336,0,0,1
ORD_0141891521,23,23,0,0,1,1,1,1,1,0,2025-05-15 08:11:14,2025-05-15 16:25:52,494.6333333333334,494.6333333333333,0,0,1
ORD_0144691817,23,23,0,0,1,1,1,1,1,0,2025-06-12 17:15:52,2025-06-13 00:26:42,430.8333333333333,430.8333333333333,0,0,1
ORD_0144996844,23,23,0,0,1,1,1,1,1,0,2025-06-29 03:27:24,2025-06-29 11:12:00,464.59999999999997,464.6,0,0,1
ORD_0145851815,23,23,0,0,1,1,1,1,1,0,2025-04-28 10:52:38,2025-04-28 20:43:43,591.0833333333334,591.0833333333334,0,0,1
ORD_0146349870,23,23,0,0,1,1,1,1,1,0,2025-05-23 06:17:40,2025-05-23 19:38:31,800.85,800.85,0,0,1
ORD_0147198280,23,23,0,0,1,1,1,1,1,0,2025-06-11 00:59:56,2025-06-11 07:42:06,402.1666666666667,402.1666666666667,0,0,1
ORD_0148435017,23,23,0,0,1,1,1,1,1,0,2025-05-25 19:32:21,2025-05-26 04:22:22,530.0166666666667,530.0166666666667,0,0,1
ORD_0148795744,23,23,0,0,1,1,1,1,1,0,2025-05-13 10:30:21,2025-05-13 17:25:43,415.3666666666667,415.3666666666667,0,0,1
ORD_0148832866,23,23,0,0,1,1,1,1,1,0,2025-04-05 07:08:21,2025-04-05 13:11:17,362.93333333333334,362.93333333333334,0,0,1
ORD_0150284683,23,23,0,0,1,1,1,1,1,0,2025-06-24 13:59:22,2025-06-24 20:49:20,409.96666666666664,409.96666666666664,0,0,1
ORD_0150356696,23,23,0,0,1,1,1,1,1,0,2025-04-20 00:52:13,2025-04-20 07:11:12,378.98333333333335,378.98333333333335,0,0,1
ORD_0150776470,23,23,0,0,1,1,1,1,1,0,2025-06-16 14:49:38,2025-06-16 21:57:33,427.91666666666663,427.9166666666667,0,0,1
ORD_0150977176,23,23,0,0,1,1,1,1,1,0,2025-06-04 08:25:45,2025-06-04 16:23:16,477.51666666666665,477.51666666666665,0,0,1
ORD_0152563459,23,23,0,0,1,1,1,1,1,0,2025-04-28 09:31:00,2025-04-28 20:05:59,634.9833333333333,634.9833333333333,0,0,1
ORD_0152702499,23,23,0,0,1,1,1,1,1,0,2025-04-12 02:15:17,2025-04-12 18:42:38,987.3500000000001,987.35,0,0,1
ORD_0153344323,23,23,0,0,1,1,1,1,1,0,2025-04-23 18:39:22,2025-04-24 05:42:39,663.2833333333333,663.2833333333333,0,0,1
ORD_0153996451,23,23,0,0,1,1,1,1,1,0,2025-06-26 02:19:01,2025-06-26 10:41:16,502.25,502.25,0,0,1
ORD_0154983061,23,23,0,0,1,1,1,1,1,0,2025-06-28 05:30:53,2025-06-28 13:59:52,508.98333333333335,508.98333333333335,0,0,1
ORD_0155601860,23,23,0,0,1,1,1,1,1,0,2025-06-06 02:36:20,2025-06-06 08:05:16,328.93333333333334,328.93333333333334,0,0,1
ORD_0155910632,23,23,0,0,1,1,1,1,1,0,2025-05-14 18:12:35,2025-05-15 00:37:18,384.71666666666664,384.71666666666664,0,0,1
ORD_0156101840,23,23,0,0,1,1,1,1,1,0,2025-05-15 07:44:44,2025-05-15 14:18:46,394.0333333333333,394.03333333333336,0,0,1
ORD_0156869042,23,23,0,0,1,1,1,1,1,0,2025-06-18 07:50:40,2025-06-18 20:29:04,758.4,758.4,0,0,1
ORD_0160303182,23,23,0,0,1,1,1,1,1,0,2025-06-20 23:10:12,2025-06-21 08:00:48,530.6,530.6,0,0,1
ORD_0160527382,23,23,0,0,1,1,1,1,1,0,2025-06-06 02:21:26,2025-06-06 10:23:24,481.9666666666667,481.96666666666664,0,0,1
