case_id,cycle_time_min,total_process_time_min,avg_gap_to_next_min,max_gap_to_next_min,qc_ratio,staging_ratio,handoff_ratio,flag_large_internal_wait,flag_qc_heavy_case,flag_staging_heavy_case,qc_vs_staging_ratio_gap,staging_vs_handoff_ratio_gap,congestion_index
ORD_0026934629,421.2,421.2,0.0,0.0,0.11546375435264325,0.008309591642924977,0.0329613801836024,1,0,0,0.10715416270971827,-0.024651788540677427,0.12377334599556823
ORD_0027054089,513.4,513.4,0.0,0.0,0.079892221789378,0.018958576808206725,0.046584859109206594,1,0,0,0.06093364498117128,-0.02762628230099987,0.09885079859758474
ORD_0028654808,415.31666666666666,415.31666666666666,0.0,0.0,0.08102251294193187,0.04029054135398692,0.022994502187086163,1,0,0,0.04073197158794495,0.01729603916690076,0.12131305429591879
ORD_0029042359,417.65,417.65000000000003,0.0,0.0,0.1513627838301608,0.01971347619617702,0.04637056546550141,1,0,0,0.13164930763398378,-0.02665708926932439,0.17107626002633783
ORD_0029188322,443.8,443.8,0.0,0.0,0.1038756196484903,0.01419558359621451,0.04709328526363226,1,0,0,0.0896800360522758,-0.03289770166741775,0.11807120324470481
ORD_0029302274,421.5,421.5,0.0,0.0,0.13266113088177145,0.042625543693159344,0.029458283906682484,1,0,0,0.0900355871886121,0.01316725978647686,0.1752866745749308
ORD_0029801773,488.3333333333333,488.3333333333333,0.0,0.0,0.06778156996587031,0.01112627986348123,0.03559726962457338,1,0,0,0.05665529010238908,-0.02447098976109215,0.07890784982935155
ORD_0030074053,497.3666666666667,497.3666666666667,0.0,0.0,0.08967227397627504,0.014208162991756585,0.02044098920983848,1,0,0,0.07546411098451845,-0.006232826218081895,0.10388043696803163
ORD_0031601088,465.0,465.0,0.0,0.0,0.07290322580645162,0.016810035842293906,0.01942652329749104,1,0,0,0.056093189964157714,-0.002616487455197134,0.08971326164874552
ORD_0031939877,428.21666666666664,428.2166666666667,0.0,0.0,0.11750282178025143,0.010703304401977191,0.0300470945393687,1,0,0,0.10679951737827423,-0.019343790137391507,0.12820612618222862
ORD_0032801084,664.35,664.35,0.0,0.0,0.04889490981159529,0.012167281302526279,0.0608865808685181,1,0,0,0.036727628509069014,-0.048719299565991823,0.06106219111412157
ORD_0033102991,346.2,346.2,0.0,0.0,0.10470826112073946,0.015646062006547275,0.05107837473522049,1,0,0,0.08906219911419218,-0.03543231272867321,0.12035432312728674
ORD_0033309900,581.3333333333334,581.3333333333333,0.0,0.0,0.0794151376146789,0.0200401376146789,0.022448394495412846,1,0,0,0.059375,-0.002408256880733945,0.0994552752293578
ORD_0033728910,408.5,408.5,0.0,0.0,0.0922888616891065,0.021338229294165647,0.02549979600163199,1,0,0,0.07095063239494084,-0.004161566707466344,0.11362709098327214
ORD_0033843843,423.45,423.45,0.0,0.0,0.07080725784232691,0.02062423741488566,0.04856929192742158,1,0,0,0.05018302042744126,-0.027945054512535917,0.09143149525721257
ORD_0035166345,423.1,423.09999999999997,0.0,0.0,0.0532970928858426,0.01422043646104152,0.030883163948633108,1,0,0,0.03907665642480108,-0.016662727487591587,0.06751752934688413
ORD_0035664246,338.78333333333336,338.78333333333336,0.0,0.0,0.11364195405126186,0.01623456486446598,0.03911054262803168,1,0,0,0.09740738918679588,-0.0228759777635657,0.12987651891572785
ORD_0036870875,593.25,593.25,0.0,0.0,0.0695322376738306,0.018963337547408345,0.018963337547408345,1,0,0,0.050568900126422255,0.0,0.08849557522123894
ORD_0037422664,471.35,471.35,0.0,0.0,0.12110604292634632,0.018457621724832923,0.03320250344754429,1,0,0,0.10264842120151339,-0.014744881722711364,0.13956366465117925
ORD_0037540742,557.2833333333333,557.2833333333333,0.0,0.0,0.05105123067260819,0.014684331728324911,0.024254568292609982,1,0,0,0.03636689894428328,-0.009570236564285071,0.0657355624009331
ORD_0039272451,474.68333333333334,474.68333333333334,0.0,0.0,0.06990625329166812,0.014149784066570697,0.035146237842772377,1,0,0,0.05575646922509742,-0.020996453776201678,0.08405603735823881
ORD_0039517929,602.6333333333333,602.6333333333333,0.0,0.0,0.07995464350904365,0.023286686210520494,0.050306986005863155,1,0,0,0.056667957298523156,-0.02702029979534266,0.10324132971956414
ORD_0040417328,356.3666666666667,356.3666666666667,0.0,0.0,0.07800954073519784,0.017070433074548686,0.03619867178000187,1,0,0,0.06093910766064915,-0.019128238705453184,0.09507997380974652
ORD_0041581886,381.9166666666667,381.9166666666667,0.0,0.0,0.08937377263801004,0.01976871045166921,0.04355225834606153,1,0,0,0.06960506218634083,-0.02378354789439232,0.10914248308967925
ORD_0042501265,304.6666666666667,304.6666666666667,0.0,0.0,0.2262582056892779,0.048358862144420124,0.05880743982494528,1,1,1,0.17789934354485779,-0.010448577680525158,0.27461706783369805
ORD_0042569135,364.0,364.0,0.0,0.0,0.07417582417582418,0.021245421245421246,0.029304029304029307,1,0,0,0.05293040293040293,-0.008058608058608061,0.09542124542124542
ORD_0042678950,506.26666666666665,506.26666666666665,0.0,0.0,0.06347116144324466,0.015867790360811165,0.048360547800895444,1,0,0,0.047603371082433496,-0.03249275744008428,0.07933895180405583
ORD_0043857406,520.2166666666667,520.2166666666667,0.0,0.0,0.07025918687726267,0.026911863646557524,0.028417646493448242,1,0,0,0.04334732323070514,-0.001505782846890718,0.09717105052382019
ORD_0044395926,423.26666666666665,423.26666666666665,0.0,0.0,0.06493148527327139,0.011104110883603718,0.03910064577098756,1,0,0,0.05382737438966767,-0.027996534887383843,0.07603559615687511
ORD_0044545562,410.51666666666665,410.51666666666665,0.0,0.0,0.10563923511022695,0.020908611099833545,0.024197149933011246,1,0,0,0.08473062401039341,-0.003288538833177701,0.1265478462100605
ORD_0045126980,363.95,363.95,0.0,0.0,0.08884004213032924,0.02193524751568439,0.03668086275587307,1,0,0,0.06690479461464485,-0.014745615240188678,0.11077528964601363
ORD_0045993843,467.21666666666664,467.2166666666667,0.0,0.0,0.09528056219455641,0.004958441836407092,0.07270003210501909,1,0,0,0.09032212035814932,-0.067741590268612,0.1002390040309635
ORD_0046356598,413.1,413.1,0.0,0.0,0.11538771887355766,0.03074316146211571,0.059993544743000074,1,0,0,0.08464455741144195,-0.029250383280884366,0.14613088033567337
ORD_0047759506,268.18333333333334,268.18333333333334,0.0,0.0,0.10061525076129514,0.015723075010875644,0.07855322851283328,1,0,0,0.08489217575041949,-0.06283015350195764,0.11633832577217079
ORD_0047853274,465.26666666666665,465.26666666666665,0.0,0.0,0.09696947986817596,0.01038830778048431,0.04047857859292163,1,0,0,0.08658117208769164,-0.03009027081243732,0.10735778764866027
ORD_0047954372,318.46666666666664,318.4666666666667,0.0,0.0,0.08713627799874397,0.013868536738538832,0.0498220640569395,1,0,0,0.07326774126020515,-0.035953527318400666,0.1010048147372828
ORD_0048229801,586.05,586.0500000000001,0.0,0.0,0.06486932286778715,0.06071723118050223,0.04735090862554389,1,0,1,0.004152091687284927,0.013366322554958336,0.1255865540482894
ORD_0048767541,599.7833333333333,599.7833333333333,0.0,0.0,0.16294773112512853,0.012032122710978966,0.03356767721677272,1,1,0,0.15091560841414955,-0.021535554505793756,0.1749798538361075
ORD_0049426068,453.23333333333335,453.2333333333333,0.0,0.0,0.05703463999411635,0.013826579392513055,0.03618445245274693,1,0,0,0.043208060601603294,-0.022357873060233874,0.0708612193866294
ORD_0051150364,305.31666666666666,305.31666666666666,0.0,0.0,0.1788307222009935,0.005349636988918609,0.035154757355750854,1,1,0,0.1734810852120749,-0.029805120366832246,0.1841803591899121
ORD_0052122110,426.1333333333333,426.1333333333333,0.0,0.0,0.09457133917396746,0.012945869837296621,0.053035043804755946,1,0,0,0.08162546933667084,-0.04008917396745933,0.10751720901126408
ORD_0052551721,376.4166666666667,376.4166666666667,0.0,0.0,0.04963471330529112,0.03094974540624308,0.04485277839273854,1,0,0,0.01868496789904804,-0.013903032986495457,0.0805844587115342
ORD_0053456737,481.48333333333335,481.4833333333333,0.0,0.0,0.17117241856762092,0.022742220222229916,0.03139603309218042,1,1,0,0.148430198345391,-0.008653812869950504,0.19391463878985082
ORD_0054345018,713.2333333333333,713.2333333333333,0.0,0.0,0.03685096041501145,0.006192456886479413,0.04042622797588447,1,0,0,0.030658503528532038,-0.03423377108940506,0.04304341730149086
ORD_0055419138,310.96666666666664,310.9666666666667,0.0,0.0,0.14294136563404436,0.037303033551291664,0.06511951977703934,1,0,0,0.1056383320827527,-0.027816486225747672,0.18024439918533602
ORD_0056138917,486.73333333333335,486.73333333333335,0.0,0.0,0.07968086563484454,0.021161484728119438,0.0261950417750993,1,0,0,0.05851938090672511,-0.005033557046979862,0.10084235036296398
ORD_0056622231,575.0166666666667,575.0166666666667,0.0,0.0,0.07092548042085736,0.01443436422132692,0.016086490246659518,1,0,0,0.05649111619953044,-0.0016521260253325974,0.08535984464218428
ORD_0057192957,420.6666666666667,420.6666666666667,0.0,0.0,0.15451664025356576,0.02646592709984152,0.03652931854199683,1,0,0,0.12805071315372424,-0.010063391442155307,0.1809825673534073
ORD_0059483224,420.18333333333334,420.18333333333334,0.0,0.0,0.08246400380786165,0.004640831383126413,0.033160128515330616,1,0,0,0.07782317242473523,-0.0285192971322042,0.08710483519098806
ORD_0059581355,357.3333333333333,357.3333333333333,0.0,0.0,0.11040111940298508,0.041651119402985076,0.025139925373134333,1,0,0,0.06875,0.016511194029850743,0.15205223880597016
ORD_0059604254,330.26666666666665,330.26666666666665,0.0,0.0,0.11990310859911184,0.05374444893015745,0.058639483245861934,1,0,1,0.06615865966895439,-0.004895034315704483,0.1736475575292693
ORD_0059667242,345.71666666666664,345.71666666666664,0.0,0.0,0.10837390927059733,0.046232463963746806,0.035240804126693344,1,0,1,0.06214144530685052,0.010991659837053462,0.15460637323434412
ORD_0060150883,417.4166666666667,417.41666666666663,0.0,0.0,0.1272908764224396,0.035176681972449594,0.0375324416051108,1,0,0,0.09211419444999001,-0.002355759632661207,0.1624675583948892
ORD_0062227672,396.8,396.8,0.0,0.0,0.08513944892473117,0.019279233870967742,0.0535114247311828,1,0,0,0.06586021505376344,-0.034232190860215055,0.10441868279569891
ORD_0062260625,697.0166666666667,697.0166666666667,0.0,0.0,0.0804380574352598,0.006384352358862773,0.03804308840056431,1,0,0,0.07405370507639703,-0.03165873604170153,0.08682240979412256
ORD_0062785296,343.21666666666664,343.2166666666667,0.0,0.0,0.09556645462050209,0.010489001116884377,0.06735298402369737,1,0,0,0.08507745350361771,-0.05686398290681299,0.10605545573738646
ORD_0064833823,321.0833333333333,321.0833333333333,0.0,0.0,0.10215416558525824,0.02450038930703348,0.057669348559563974,1,0,0,0.07765377627822476,-0.033168959252530494,0.12665455489229172
ORD_0066024440,435.26666666666665,435.26666666666665,0.0,0.0,0.10491652626742227,0.03021136468065554,0.02427630571297289,1,0,0,0.07470516158676674,0.005935058967682649,0.1351278909480778
ORD_0069951956,546.9,546.9,0.0,0.0,0.05409276528311087,0.01929054671786433,0.03129761687084781,1,0,0,0.03480221856524654,-0.012007070152983482,0.0733833120009752
ORD_0071046305,469.23333333333335,469.2333333333333,0.0,0.0,0.07498046458762522,0.03267741706329474,0.028592739930382895,1,0,0,0.042303047524330485,0.004084677132911843,0.10765788165091997
ORD_0071564771,458.4,458.4,0.0,0.0,0.09925828970331589,0.033122454915648636,0.0451934264107039,1,0,0,0.06613583478766726,-0.012070971495055267,0.13238074461896454
ORD_0072532693,454.55,454.55,0.0,0.0,0.10244564221024455,0.022219777802221976,0.030946357203094636,1,0,0,0.08022586440802257,-0.00872657940087266,0.12466542001246653
ORD_0072637699,413.2,413.2,0.0,0.0,0.06582768635043562,0.01633591481122943,0.036624717650855114,1,0,0,0.04949177153920619,-0.020288802839625683,0.08216360116166505
ORD_0073333661,389.71666666666664,389.71666666666664,0.0,0.0,0.05337210794166703,0.03536757473378095,0.04853953727066672,1,0,0,0.01800453320788608,-0.013171962536885767,0.08873968267544799
ORD_0073869732,278.43333333333334,278.43333333333334,0.0,0.0,0.11636537770860768,0.03902789416975937,0.022147731354004548,1,0,0,0.07733748353884831,0.01688016281575482,0.15539327187836705
ORD_0078750778,407.6333333333333,407.6333333333333,0.0,0.0,0.12319077602420475,0.034712568484749365,0.0774797612233216,1,0,0,0.08847820753945539,-0.04276719273857224,0.1579033445089541
ORD_0080291921,593.1666666666666,593.1666666666666,0.0,0.0,0.12450126440011239,0.003484124754144423,0.04189379039055915,1,0,0,0.12101713964596797,-0.03840966563641472,0.1279853891542568
ORD_0080965698,515.3333333333334,515.3333333333334,0.0,0.0,0.06532988357050454,0.00892626131953428,0.03399094437257438,1,0,0,0.05640362225097026,-0.025064683053040104,0.07425614489003882
ORD_0081594983,353.6,353.59999999999997,0.0,0.0,0.12349170437405732,0.009992458521870288,0.07904411764705883,1,0,0,0.11349924585218703,-0.06905165912518854,0.1334841628959276
ORD_0082062741,358.93333333333334,358.93333333333334,0.0,0.0,0.08585624071322438,0.030182020802377415,0.041604754829123326,1,0,0,0.055674219910846964,-0.011422734026745911,0.1160382615156018
ORD_0082249542,377.0833333333333,377.0833333333333,0.0,0.0,0.09754696132596685,0.036552486187845304,0.036198895027624314,1,0,0,0.06099447513812155,0.0003535911602209896,0.13409944751381214
ORD_0084811483,519.0,519.0,0.0,0.0,0.11278098908156711,0.013519588953114964,0.02867694283879255,1,0,0,0.09926140012845215,-0.015157353885677585,0.1263005780346821
ORD_0085307515,520.2333333333333,520.2333333333333,0.0,0.0,0.07041712052284231,0.01992695585314282,0.04622925610303069,1,0,0,0.050490164669699494,-0.02630230024988787,0.09034407637598513
ORD_0086138859,345.71666666666664,345.71666666666664,0.0,0.0,0.13869739189124045,0.006701055777852771,0.051101576435424,1,0,0,0.13199633611338768,-0.044400520657571226,0.1453984476690932
ORD_0087237915,471.5,471.5,0.0,0.0,0.1223400494874514,0.01664899257688229,0.03955461293743372,1,0,0,0.10569105691056911,-0.022905620360551427,0.13898904206433368
ORD_0088411040,560.35,560.35,0.0,0.0,0.07742184943933851,0.0056512298860831025,0.030605871330418484,1,0,0,0.07177061955325541,-0.02495464144433538,0.08307307932542161
ORD_0088930328,636.7666666666667,636.7666666666667,0.0,0.0,0.05828927393603099,0.027273203161807046,0.022745118567764226,1,0,0,0.031016070774223945,0.00452808459404282,0.08556247709783804
ORD_0089734288,416.75,416.75,0.0,0.0,0.05662867426514697,0.022875424915016998,0.03307338532293542,1,0,0,0.03375324935012997,-0.01019796040791842,0.07950409918016396
ORD_0089866093,476.55,476.55,0.0,0.0,0.055433147973280174,0.03920539992305809,0.04133878921414332,1,0,0,0.016227748050222084,-0.0021333892910852317,0.09463854789633827
ORD_0091539146,422.81666666666666,422.81666666666666,0.0,0.0,0.060152154203949704,0.010800583389175765,0.06547360952343412,1,0,0,0.04935157081477394,-0.054673026134258354,0.07095273759312547
ORD_0092104066,401.81666666666666,401.81666666666666,0.0,0.0,0.10415197644033349,0.03907254552241901,0.036542370069268734,1,0,0,0.06507943091791447,0.002530175453150277,0.14322452196275248
ORD_0093481641,412.7,412.70000000000005,0.0,0.0,0.16351667878200468,0.027299895000403845,0.06554397867700508,1,1,0,0.13621678378160085,-0.03824408367660123,0.19081657378240852
ORD_0095726321,318.35,318.35,0.0,0.0,0.10062300403120254,0.01497303806083451,0.03738024187215329,1,0,0,0.08564996597036803,-0.022407203811318777,0.11559604209203705
ORD_0096024379,420.68333333333334,420.68333333333334,0.0,0.0,0.0680242462659958,0.02056178439839943,0.028445782655203835,1,0,0,0.047462461867596374,-0.007883998256804404,0.08858603066439524
ORD_0099442817,559.3666666666667,559.3666666666667,0.0,0.0,0.06176628329658542,0.01090519039389786,0.040670996960848575,1,0,0,0.05086109290268756,-0.029765806566950714,0.07267147369048328
ORD_0099476785,469.5,469.5,0.0,0.0,0.11160809371671991,0.009158679446219382,0.03663471778487753,1,0,0,0.10244941427050053,-0.027476038338658144,0.1207667731629393
ORD_0100375233,357.85,357.85,0.0,0.0,0.23315169298123048,0.025988542685482743,0.07614922453541986,1,1,0,0.20716315029574772,-0.05016068184993712,0.25914023566671324
ORD_0100659479,414.6333333333333,414.6333333333333,0.0,0.0,0.1499316665326795,0.00888335075166814,0.05080794276067208,1,0,0,0.14104831578101137,-0.04192459200900394,0.15881501728434763
ORD_0101182661,622.0166666666667,622.0166666666667,0.0,0.0,0.071353929423113,0.01286139170976126,0.03354679670962729,1,0,0,0.058492537713351736,-0.02068540499986603,0.08421532113287426
ORD_0101940685,509.03333333333336,509.03333333333336,0.0,0.0,0.05828040075960972,0.007825289764913888,0.02753585226900661,1,0,0,0.05045511099469583,-0.019710562504092723,0.06610569052452361
ORD_0103228430,434.51666666666665,434.5166666666667,0.0,0.0,0.07460396609259329,0.028614169000038353,0.042154117601933175,1,0,0,0.045989797092554935,-0.013539948601894822,0.10321813509263164
ORD_0104305047,470.5833333333333,470.58333333333337,0.0,0.0,0.11198866654860988,0.011120949176553922,0.03778997697892686,1,0,0,0.10086771737205596,-0.026669027802372937,0.1231096157251638
ORD_0105189342,430.51666666666665,430.51666666666665,0.0,0.0,0.07018698463086989,0.06178622585265767,0.0307769734040494,1,0,1,0.008400758778212225,0.031009252448608266,0.13197321048352756
ORD_0105562077,967.8166666666667,967.8166666666667,0.0,0.0,0.027329556217603194,0.014241678003754154,0.012261275379290155,1,0,0,0.01308787821384904,0.0019804026244639988,0.04157123422135735
ORD_0105610109,509.8666666666667,509.8666666666667,0.0,0.0,0.07279680962343096,0.019514905857740582,0.059721495815899577,1,0,0,0.05328190376569038,-0.040206589958159,0.09231171548117155
ORD_0106109676,499.3833333333333,499.3833333333333,0.0,0.0,0.09358208457097086,0.041751493508660684,0.023061776190635114,1,0,0,0.05183059106231018,0.01868971731802557,0.13533357807963153
ORD_0106664925,565.5666666666667,565.5666666666667,0.0,0.0,0.07269994695585548,0.02855543113101903,0.06648199445983378,1,0,0,0.044144515824836444,-0.03792656332881475,0.10125537808687451
ORD_0106740971,342.93333333333334,342.93333333333334,0.0,0.0,0.21039074650077758,0.06147939346811819,0.052682737169517886,1,1,1,0.1489113530326594,0.008796656298600304,0.27187013996889575
ORD_0107802385,363.28333333333336,363.2833333333333,0.0,0.0,0.11419002615038767,0.02890306005413589,0.038675047024819935,1,0,0,0.08528696609625178,-0.009771986970684043,0.14309308620452357
ORD_0108324712,461.2,461.2,0.0,0.0,0.07354004047412546,0.06143394044521538,0.036751951431049444,1,0,1,0.012106100028910084,0.024681989014165934,0.13497398091934085
ORD_0108677286,474.46666666666664,474.46666666666664,0.0,0.0,0.06656596880708164,0.02627511591962906,0.02957706898974287,1,0,0,0.040290852887452586,-0.0033019530701138104,0.0928410847267107
ORD_0108709897,466.7,466.70000000000005,0.0,0.0,0.10688522248410827,0.016105992429112204,0.05999571459181487,1,0,0,0.09077923005499607,-0.04388972216270266,0.12299121491322047
ORD_0108857336,464.48333333333335,464.48333333333335,0.0,0.0,0.049481502744985466,0.020596361548674152,0.037855681940507376,1,0,0,0.028885141196311314,-0.017259320391833224,0.07007786429365961
ORD_0110313391,501.3333333333333,501.33333333333337,0.0,0.0,0.13331117021276595,0.011901595744680851,0.013397606382978723,1,0,0,0.1214095744680851,-0.001496010638297872,0.1452127659574468
ORD_0112198869,405.18333333333334,405.18333333333334,0.0,0.0,0.0722718111143104,0.031714038912426475,0.020731356176216527,1,0,0,0.040557772201883925,0.010982682736209948,0.10398585002673688
ORD_0114039305,481.8666666666667,481.8666666666667,0.0,0.0,0.10611510791366906,0.02026840066408412,0.046312949640287766,1,0,0,0.08584670724958493,-0.026044548976203646,0.12638350857775318
ORD_0115924810,389.81666666666666,389.81666666666666,0.0,0.0,0.06648424473042884,0.008636538543759887,0.018085424772328874,1,0,0,0.05784770618666896,-0.009448886228568987,0.07512078327418872
ORD_0116401489,342.8333333333333,342.8333333333333,0.0,0.0,0.09348565872630044,0.021487603305785124,0.02391832766164317,1,0,0,0.07199805542051531,-0.0024307243558580466,0.11497326203208556
ORD_0117531863,915.9,915.9000000000001,0.0,0.0,0.07224223896349674,0.02285547912799796,0.013502201841540197,1,0,0,0.049386759835498784,0.009353277286457764,0.0950977180914947
ORD_0117973053,376.1666666666667,376.1666666666667,0.0,0.0,0.12817899867080196,0.028577758085954807,0.04408506867523261,1,0,0,0.09960124058484715,-0.015507310589277803,0.15675675675675677
ORD_0118178356,554.9666666666667,554.9666666666667,0.0,0.0,0.06531923839269625,0.008499008949486455,0.028830560394017657,1,0,0,0.056820229443209795,-0.0203315514445312,0.0738182473421827
ORD_0118616499,337.35,337.35,0.0,0.0,0.09945160812212833,0.020651153599130476,0.08858257991205967,1,0,0,0.07880045452299786,-0.0679314263129292,0.1201027617212588
ORD_0119619523,397.78333333333336,397.78333333333336,0.0,0.0,0.06573930531696484,0.02090752922445217,0.062471194536389156,1,0,0,0.04483177609251267,-0.04156366531193699,0.08664683454141701
ORD_0120856346,339.23333333333335,339.23333333333335,0.0,0.0,0.2130785103665127,0.047607349906652247,0.03566866463594379,1,1,1,0.16547116045986046,0.011938685270708453,0.260685860273165
ORD_0121360628,628.3333333333334,628.3333333333333,0.0,0.0,0.07129973474801062,0.01840848806366048,0.02320954907161804,1,0,0,0.052891246684350135,-0.0048010610079575605,0.0897082228116711
ORD_0123471130,423.05,423.05,0.0,0.0,0.2647441200803687,0.019658826773825,0.037899381475790875,1,1,0,0.2450852933065437,-0.018240554701965873,0.2844029468541937
ORD_0123726338,634.05,634.05,0.0,0.0,0.07570380884788266,0.008700680808558736,0.021817417133243963,1,0,0,0.06700312803932393,-0.013116736324685227,0.0844044896564414
ORD_0124687884,556.3833333333333,556.3833333333333,0.0,0.0,0.07416948746367912,0.007398975526465566,0.04157804870742594,1,0,0,0.06677051193721355,-0.03417907318096037,0.08156846299014468
ORD_0125359945,361.3,361.3,0.0,0.0,0.10457606790294306,0.010286926838269213,0.0654119383706984,1,0,0,0.09428914106467384,-0.05512501153242919,0.11486299474121228
ORD_0125932577,468.78333333333336,468.7833333333333,0.0,0.0,0.08120311444519503,0.014185657908770934,0.021189604294805705,1,0,0,0.06701745653642409,-0.007003946386034771,0.09538877235396596
ORD_0126680792,484.6666666666667,484.6666666666667,0.0,0.0,0.1452544704264099,0.023211829436038514,0.05209766162310867,1,0,0,0.12204264099037139,-0.028885832187070158,0.16846629986244843
