case_id,total_duration_min,receiving_duration_min,putaway_duration_min,picking_duration_min,packing_duration_min,qc_duration_min,staging_duration_min,handoff_duration_min,receiving_ratio,putaway_ratio,picking_ratio,packing_ratio,qc_ratio,staging_ratio,handoff_ratio
ORD_0011350592,454.5,0.0,0.0,11.516666666666666,32.31666666666666,39.35,22.666666666666668,15.15,0.0,0.0,0.025339200586725338,0.0711037770443711,0.08657865786578658,0.049871653832049875,0.03333333333333333
ORD_0012953663,623.6666666666667,0.0,0.0,10.350000000000001,26.96666666666667,40.85,12.533333333333333,9.45,0.0,0.0,0.016595403527525386,0.043238909673971135,0.06549973276322821,0.020096205237840725,0.015152324959914481
ORD_0013133868,688.2166666666667,0.0,0.0,21.433333333333334,51.733333333333334,38.5,12.483333333333333,21.78333333333333,0.0,0.0,0.031143293052091153,0.07517012568716247,0.055941685031361245,0.018138667570774706,0.03165185382510352
ORD_0014148851,451.8,0.0,0.0,33.68333333333334,28.433333333333334,34.45,5.483333333333333,14.066666666666666,0.0,0.0,0.07455363730264129,0.06293345137966652,0.07625055334218682,0.012136638630662534,0.031134720377748264
ORD_0014275379,372.4166666666667,0.0,0.0,19.666666666666668,25.0,24.4,4.15,24.016666666666666,0.0,0.0,0.052808234504363394,0.06712911165808906,0.06551801297829492,0.011143432535242784,0.06448869993287089
ORD_0015231940,630.9666666666667,0.0,0.0,30.28333333333333,18.299999999999997,57.63333333333333,18.666666666666668,14.166666666666668,0.0,0.0,0.047995139732685294,0.02900311691056051,0.09134132812087273,0.029584235828622747,0.022452321834222622
ORD_0015275263,463.9,0.0,0.0,9.5,29.833333333333332,29.116666666666667,9.433333333333334,13.25,0.0,0.0,0.02047855141194223,0.06430983689013436,0.06276496371344399,0.020334842279226845,0.028562190127182585
ORD_0015850954,521.9666666666667,0.0,0.0,20.866666666666667,35.93333333333334,48.86666666666667,8.766666666666667,13.016666666666666,0.0,0.0,0.03997701002618302,0.06884219937416183,0.09362028226578964,0.01679545309406731,0.024937735487579025
ORD_0016987134,648.4,0.0,0.0,26.15,61.16666666666667,56.849999999999994,10.033333333333333,28.150000000000002,0.0,0.0,0.040330043183220234,0.09433477277400783,0.08767735965453423,0.015473987250668312,0.043414558914250466
ORD_0017772566,391.7,0.0,0.0,14.216666666666667,56.46666666666667,42.68333333333333,15.25,15.95,0.0,0.0,0.03629478342268743,0.14415794400476556,0.10896944940856097,0.03893285677814654,0.04071993872861884
ORD_0018881361,531.8666666666667,0.0,0.0,14.183333333333334,29.35,34.95,8.3,22.4,0.0,0.0,0.026667084482326398,0.055183003258962145,0.06571195788418151,0.015605414890950114,0.04211581850087741
ORD_0019124482,686.7333333333333,0.0,0.0,30.96666666666667,52.733333333333334,38.46666666666667,13.216666666666667,29.03333333333333,0.0,0.0,0.045092709445684886,0.0767886612950199,0.05601397922531793,0.019245704300553345,0.04227744879137947
ORD_0020802216,311.05,0.0,0.0,17.700000000000003,25.733333333333334,53.583333333333336,7.633333333333334,11.5,0.0,0.0,0.05690403472110594,0.08273053635535552,0.17226598081766062,0.02454053474789691,0.03697154798263944
ORD_0022070780,423.5,0.0,0.0,29.416666666666668,41.53333333333333,16.883333333333333,13.333333333333334,23.333333333333336,0.0,0.0,0.06946084218811492,0.09807162534435261,0.03986619441164896,0.03148366784730421,0.05509641873278238
ORD_0022961984,385.65,0.0,0.0,22.9,17.116666666666667,57.43333333333334,8.333333333333334,31.583333333333332,0.0,0.0,0.05938026708155063,0.04438394053329876,0.14892605557716412,0.02160853969488742,0.08189636544362332
ORD_0023300112,585.5500000000001,0.0,0.0,21.583333333333332,40.349999999999994,51.03333333333333,22.733333333333334,9.933333333333334,0.0,0.0,0.03685993225742179,0.06890957219707965,0.08715452708279964,0.038823897759940794,0.01696410781885976
ORD_0023350638,570.6333333333333,0.0,0.0,22.816666666666666,51.25,69.0,13.7,12.05,0.0,0.0,0.03998481219697412,0.08981248904725743,0.12091827793679538,0.024008411706291255,0.021116887668672236
ORD_0024079966,446.33333333333337,0.0,0.0,21.433333333333334,43.95,26.766666666666666,4.566666666666666,19.65,0.0,0.0,0.04802091112770724,0.09846900672143391,0.059970126960418216,0.010231516056758774,0.044025392083644505
ORD_0025145155,433.3,0.0,0.0,43.86666666666667,62.96666666666667,36.46666666666667,2.7333333333333334,34.8,0.0,0.0,0.10123855681206247,0.14531887068236019,0.08416032002461728,0.0063081775521193935,0.0803138702977152
ORD_0026934629,421.2,0.0,0.0,24.049999999999997,38.61666666666667,48.63333333333333,3.5,13.883333333333333,0.0,0.0,0.05709876543209876,0.09168249446027224,0.11546375435264325,0.008309591642924977,0.0329613801836024
ORD_0027054089,513.4,0.0,0.0,21.516666666666666,18.633333333333333,41.016666666666666,9.733333333333333,23.916666666666664,0.0,0.0,0.04191014154005973,0.03629398779379302,0.079892221789378,0.018958576808206725,0.046584859109206594
ORD_0028654808,415.31666666666666,0.0,0.0,24.883333333333333,42.3,33.650000000000006,16.733333333333334,9.55,0.0,0.0,0.05991412175448453,0.10184999398049681,0.08102251294193187,0.04029054135398692,0.022994502187086163
ORD_0029042359,417.65000000000003,0.0,0.0,17.3,17.516666666666666,63.21666666666667,8.233333333333333,19.366666666666667,0.0,0.0,0.04142224350532742,0.0419410191947005,0.1513627838301608,0.01971347619617702,0.04637056546550141
ORD_0029188322,443.8,0.0,0.0,11.866666666666667,61.71666666666667,46.1,6.3,20.9,0.0,0.0,0.026738771218266486,0.13906414300736067,0.1038756196484903,0.01419558359621451,0.04709328526363226
ORD_0029302274,421.5,0.0,0.0,18.033333333333335,41.9,55.916666666666664,17.966666666666665,12.416666666666668,0.0,0.0,0.0427837089758798,0.09940688018979833,0.13266113088177145,0.042625543693159344,0.029458283906682484
ORD_0029801773,488.3333333333333,0.0,0.0,36.33333333333333,20.383333333333333,33.1,5.433333333333334,17.383333333333333,0.0,0.0,0.07440273037542662,0.04174061433447099,0.06778156996587031,0.01112627986348123,0.03559726962457338
ORD_0030074053,497.3666666666667,0.0,0.0,13.016666666666666,35.6,44.6,7.066666666666666,10.166666666666666,0.0,0.0,0.026171168152268613,0.07157697205281148,0.08967227397627504,0.014208162991756585,0.02044098920983848
ORD_0031601088,465.0,0.0,0.0,18.233333333333334,38.18333333333334,33.9,7.816666666666666,9.033333333333333,0.0,0.0,0.03921146953405018,0.0821146953405018,0.07290322580645162,0.016810035842293906,0.01942652329749104
ORD_0031939877,428.2166666666667,0.0,0.0,17.549999999999997,51.96666666666667,50.31666666666667,4.583333333333333,12.866666666666667,0.0,0.0,0.04098392558284357,0.12135601136496321,0.11750282178025143,0.010703304401977191,0.0300470945393687
ORD_0032801084,664.35,0.0,0.0,14.95,31.466666666666665,32.483333333333334,8.083333333333334,40.45,0.0,0.0,0.022503198615187774,0.04736459195705075,0.04889490981159529,0.012167281302526279,0.0608865808685181
ORD_0033102991,346.2,0.0,0.0,17.25,23.916666666666668,36.25,5.416666666666667,17.683333333333334,0.0,0.0,0.04982668977469671,0.06908338147506259,0.10470826112073946,0.015646062006547275,0.05107837473522049
ORD_0033309900,581.3333333333333,0.0,0.0,22.5,24.733333333333334,46.166666666666664,11.65,13.049999999999999,0.0,0.0,0.038704128440366976,0.04254587155963303,0.0794151376146789,0.0200401376146789,0.022448394495412846
ORD_0033728910,408.5,0.0,0.0,29.2,14.500000000000002,37.7,8.716666666666667,10.416666666666668,0.0,0.0,0.07148102815177479,0.03549571603427173,0.0922888616891065,0.021338229294165647,0.02549979600163199
ORD_0033843843,423.45,0.0,0.0,18.65,28.366666666666667,29.98333333333333,8.733333333333333,20.566666666666666,0.0,0.0,0.044042980281024914,0.06698941236667061,0.07080725784232691,0.02062423741488566,0.04856929192742158
ORD_0035166345,423.09999999999997,0.0,0.0,28.733333333333334,41.56666666666666,22.55,6.016666666666667,13.066666666666666,0.0,0.0,0.06791144725439219,0.09824312613251399,0.0532970928858426,0.01422043646104152,0.030883163948633108
ORD_0035664246,338.78333333333336,0.0,0.0,14.65,20.733333333333334,38.5,5.5,13.25,0.0,0.0,0.043242977320804836,0.0611993899739263,0.11364195405126186,0.01623456486446598,0.03911054262803168
ORD_0036870875,593.25,0.0,0.0,19.450000000000003,24.416666666666664,41.25,11.25,11.25,0.0,0.0,0.03278550358196376,0.041157465936226996,0.0695322376738306,0.018963337547408345,0.018963337547408345
ORD_0037422664,471.35,0.0,0.0,25.28333333333333,27.883333333333333,57.083333333333336,8.7,15.65,0.0,0.0,0.053640253173508706,0.05915632403380361,0.12110604292634632,0.018457621724832923,0.03320250344754429
ORD_0037540742,557.2833333333333,0.0,0.0,19.4,20.75,28.45,8.183333333333334,13.516666666666666,0.0,0.0,0.034811735502586955,0.03723420163292161,0.05105123067260819,0.014684331728324911,0.024254568292609982
ORD_0039272451,474.68333333333334,0.0,0.0,12.016666666666666,35.46666666666667,33.18333333333333,6.716666666666667,16.683333333333334,0.0,0.0,0.025315122362276603,0.07471647765176785,0.06990625329166812,0.014149784066570697,0.035146237842772377
ORD_0039517929,602.6333333333333,0.0,0.0,37.61666666666667,18.9,48.18333333333334,14.033333333333333,30.316666666666666,0.0,0.0,0.06242048785884175,0.03136235411250622,0.07995464350904365,0.023286686210520494,0.050306986005863155
ORD_0040417328,356.3666666666667,0.0,0.0,15.35,35.900000000000006,27.8,6.083333333333333,12.9,0.0,0.0,0.04307361331961463,0.1007389392947339,0.07800954073519784,0.017070433074548686,0.03619867178000187
ORD_0041581886,381.9166666666667,0.0,0.0,14.816666666666666,27.833333333333332,34.13333333333333,7.55,16.633333333333333,0.0,0.0,0.038795548767183066,0.07287802749290857,0.08937377263801004,0.01976871045166921,0.04355225834606153
ORD_0042501265,304.6666666666667,0.0,0.0,19.6,37.53333333333333,68.93333333333334,14.733333333333333,17.916666666666664,0.0,0.0,0.06433260393873086,0.12319474835886213,0.2262582056892779,0.048358862144420124,0.05880743982494528
ORD_0042569135,364.0,0.0,0.0,18.816666666666666,38.583333333333336,27.0,7.733333333333333,10.666666666666668,0.0,0.0,0.05169413919413919,0.10599816849816851,0.07417582417582418,0.021245421245421246,0.029304029304029307
ORD_0042678950,506.26666666666665,0.0,0.0,15.716666666666667,49.11666666666667,32.13333333333333,8.033333333333333,24.483333333333334,0.0,0.0,0.03104424545693969,0.09701738214379774,0.06347116144324466,0.015867790360811165,0.048360547800895444
ORD_0043857406,520.2166666666667,0.0,0.0,32.333333333333336,39.766666666666666,36.55,14.0,14.783333333333333,0.0,0.0,0.06215358985038286,0.07644250792938839,0.07025918687726267,0.026911863646557524,0.028417646493448242
ORD_0044395926,423.26666666666665,0.0,0.0,18.21666666666667,64.38333333333333,27.483333333333334,4.7,16.55,0.0,0.0,0.04303827374389668,0.15211056859347927,0.06493148527327139,0.011104110883603718,0.03910064577098756
ORD_0044545562,410.51666666666665,0.0,0.0,16.21666666666667,35.75,43.36666666666667,8.583333333333334,9.933333333333334,0.0,0.0,0.03950306524298649,0.08708538021192806,0.10563923511022695,0.020908611099833545,0.024197149933011246
ORD_0045126980,363.95,0.0,0.0,26.816666666666666,16.96666666666667,32.33333333333333,7.983333333333333,13.350000000000001,0.0,0.0,0.0736822823647937,0.04661812520034804,0.08884004213032924,0.02193524751568439,0.03668086275587307
ORD_0045993843,467.2166666666667,0.0,0.0,30.366666666666667,21.633333333333333,44.516666666666666,2.316666666666667,33.96666666666667,0.0,0.0,0.06499482752470302,0.04630257196875111,0.09528056219455641,0.004958441836407092,0.07270003210501909
ORD_0046356598,413.1,0.0,0.0,26.28333333333333,17.666666666666668,47.66666666666667,12.7,24.78333333333333,0.0,0.0,0.06362462680545468,0.04276607762446542,0.11538771887355766,0.03074316146211571,0.059993544743000074
ORD_0047759506,268.18333333333334,0.0,0.0,32.93333333333334,15.933333333333334,26.983333333333334,4.216666666666667,21.06666666666667,0.0,0.0,0.12280156609284694,0.05941209371698465,0.10061525076129514,0.015723075010875644,0.07855322851283328
ORD_0047853274,465.26666666666665,0.0,0.0,21.81666666666667,33.96666666666667,45.11666666666667,4.833333333333333,18.833333333333336,0.0,0.0,0.04689067201604815,0.07300472847112767,0.09696947986817596,0.01038830778048431,0.04047857859292163
ORD_0047954372,318.4666666666667,0.0,0.0,27.799999999999997,44.38333333333333,27.75,4.416666666666667,15.866666666666667,0.0,0.0,0.0872932803014444,0.13936571069709022,0.08713627799874397,0.013868536738538832,0.0498220640569395
ORD_0048229801,586.0500000000001,0.0,0.0,21.266666666666666,33.33333333333333,38.016666666666666,35.583333333333336,27.75,0.0,0.0,0.036288143787503904,0.056877968318971635,0.06486932286778715,0.06071723118050223,0.04735090862554389
ORD_0048767541,599.7833333333333,0.0,0.0,22.183333333333334,39.96666666666667,97.73333333333333,7.216666666666667,20.133333333333333,0.0,0.0,0.03698557812543419,0.06663517381276572,0.16294773112512853,0.012032122710978966,0.03356767721677272
ORD_0049426068,453.2333333333333,0.0,0.0,13.516666666666666,25.166666666666664,25.849999999999998,6.266666666666667,16.4,0.0,0.0,0.029822755019489593,0.0555269544752519,0.05703463999411635,0.013826579392513055,0.03618445245274693
ORD_0051150364,305.31666666666666,0.0,0.0,27.28333333333333,35.8,54.599999999999994,1.6333333333333333,10.733333333333333,0.0,0.0,0.08936077296795676,0.1172553086958895,0.1788307222009935,0.005349636988918609,0.035154757355750854
ORD_0052122110,426.1333333333333,0.0,0.0,13.466666666666667,26.21666666666667,40.3,5.516666666666667,22.6,0.0,0.0,0.03160200250312891,0.06152221526908636,0.09457133917396746,0.012945869837296621,0.053035043804755946
ORD_0052551721,376.4166666666667,0.0,0.0,24.133333333333333,23.383333333333333,18.683333333333334,11.65,16.883333333333333,0.0,0.0,0.06411334956829753,0.062120876688067296,0.04963471330529112,0.03094974540624308,0.04485277839273854
ORD_0053456737,481.4833333333333,0.0,0.0,42.88333333333333,23.2,82.41666666666667,10.95,15.116666666666667,0.0,0.0,0.08906504205753056,0.04818443005988439,0.17117241856762092,0.022742220222229916,0.03139603309218042
ORD_0054345018,713.2333333333333,0.0,0.0,16.049999999999997,29.366666666666667,26.283333333333335,4.416666666666667,28.833333333333336,0.0,0.0,0.022503154647847825,0.04117399635462916,0.03685096041501145,0.006192456886479413,0.04042622797588447
ORD_0055419138,310.9666666666667,0.0,0.0,21.166666666666664,13.183333333333334,44.45,11.6,20.25,0.0,0.0,0.06806731696859254,0.04239468324579269,0.14294136563404436,0.037303033551291664,0.06511951977703934
ORD_0056138917,486.73333333333335,0.0,0.0,32.43333333333334,50.099999999999994,38.78333333333333,10.3,12.75,0.0,0.0,0.0666347075743049,0.10293110532803725,0.07968086563484454,0.021161484728119438,0.0261950417750993
ORD_0056622231,575.0166666666667,0.0,0.0,19.233333333333334,19.916666666666668,40.78333333333333,8.3,9.25,0.0,0.0,0.03344830584620736,0.03463667719776239,0.07092548042085736,0.01443436422132692,0.016086490246659518
ORD_0057192957,420.6666666666667,0.0,0.0,31.733333333333334,49.21666666666667,65.0,11.133333333333333,15.366666666666667,0.0,0.0,0.07543581616481775,0.11699683042789223,0.15451664025356576,0.02646592709984152,0.03652931854199683
ORD_0059483224,420.18333333333334,0.0,0.0,14.566666666666666,29.000000000000004,34.65,1.95,13.933333333333335,0.0,0.0,0.034667407084209276,0.0690174923644441,0.08246400380786165,0.004640831383126413,0.033160128515330616
ORD_0059581355,357.3333333333333,0.0,0.0,33.35,38.849999999999994,39.45,14.883333333333333,8.983333333333334,0.0,0.0,0.09333022388059703,0.10872201492537313,0.11040111940298508,0.041651119402985076,0.025139925373134333
ORD_0059604254,330.26666666666665,0.0,0.0,30.566666666666666,24.383333333333333,39.6,17.75,19.366666666666667,0.0,0.0,0.09255147355672184,0.0738292289059346,0.11990310859911184,0.05374444893015745,0.058639483245861934
ORD_0059667242,345.71666666666664,0.0,0.0,17.183333333333334,27.0,37.46666666666667,15.983333333333333,12.183333333333334,0.0,0.0,0.0497035144386058,0.07809863568432725,0.10837390927059733,0.046232463963746806,0.035240804126693344
ORD_0060150883,417.41666666666663,0.0,0.0,41.49999999999999,25.916666666666668,53.13333333333333,14.683333333333334,15.666666666666666,0.0,0.0,0.09942104212417648,0.062088241165901385,0.1272908764224396,0.035176681972449594,0.0375324416051108
ORD_0062227672,396.8,0.0,0.0,14.549999999999999,31.783333333333335,33.78333333333333,7.65,21.233333333333334,0.0,0.0,0.03666834677419355,0.08009912634408603,0.08513944892473117,0.019279233870967742,0.0535114247311828
ORD_0062260625,697.0166666666667,0.0,0.0,44.58333333333333,57.43333333333333,56.06666666666666,4.45,26.516666666666666,0.0,0.0,0.06396308074890604,0.0823987948638244,0.0804380574352598,0.006384352358862773,0.03804308840056431
ORD_0062785296,343.2166666666667,0.0,0.0,31.816666666666666,51.11666666666667,32.8,3.6,23.116666666666667,0.0,0.0,0.09270140338950128,0.14893410382168698,0.09556645462050209,0.010489001116884377,0.06735298402369737
ORD_0064833823,321.0833333333333,0.0,0.0,16.5,29.65,32.8,7.866666666666666,18.516666666666666,0.0,0.0,0.051388528419413444,0.09234362834155203,0.10215416558525824,0.02450038930703348,0.057669348559563974
ORD_0066024440,435.26666666666665,0.0,0.0,21.083333333333336,47.016666666666666,45.666666666666664,13.15,10.566666666666666,0.0,0.0,0.048437739316893866,0.10801807321182418,0.10491652626742227,0.03021136468065554,0.02427630571297289
ORD_0069951956,546.9,0.0,0.0,20.383333333333333,35.9,29.583333333333332,10.55,17.116666666666667,0.0,0.0,0.037270677149996954,0.06564271347595539,0.05409276528311087,0.01929054671786433,0.03129761687084781
ORD_0071046305,469.2333333333333,0.0,0.0,29.8,43.46666666666667,35.18333333333334,15.333333333333334,13.416666666666666,0.0,0.0,0.06350784968388151,0.09263337358812249,0.07498046458762522,0.03267741706329474,0.028592739930382895
ORD_0071564771,458.4,0.0,0.0,19.383333333333333,19.566666666666666,45.5,15.183333333333334,20.71666666666667,0.0,0.0,0.0422847585805701,0.0426847004072135,0.09925828970331589,0.033122454915648636,0.0451934264107039
ORD_0072532693,454.55,0.0,0.0,26.133333333333333,40.71666666666667,46.56666666666666,10.1,14.066666666666666,0.0,0.0,0.05749275840574927,0.08957577090895757,0.10244564221024455,0.022219777802221976,0.030946357203094636
ORD_0072637699,413.2,0.0,0.0,31.466666666666665,60.400000000000006,27.2,6.75,15.133333333333333,0.0,0.0,0.07615359793481769,0.14617618586640854,0.06582768635043562,0.01633591481122943,0.036624717650855114
ORD_0073333661,389.71666666666664,0.0,0.0,8.066666666666666,41.88333333333333,20.8,13.783333333333333,18.916666666666664,0.0,0.0,0.02069879827224907,0.10747123978959074,0.05337210794166703,0.03536757473378095,0.04853953727066672
ORD_0073869732,278.43333333333334,0.0,0.0,22.333333333333332,28.616666666666667,32.4,10.866666666666667,6.166666666666666,0.0,0.0,0.08021070274152999,0.10277744522925895,0.11636537770860768,0.03902789416975937,0.022147731354004548
ORD_0078750778,407.6333333333333,0.0,0.0,16.333333333333336,14.566666666666668,50.21666666666666,14.15,31.583333333333332,0.0,0.0,0.040068689181453926,0.03573472892305177,0.12319077602420475,0.034712568484749365,0.0774797612233216
ORD_0080291921,593.1666666666666,0.0,0.0,25.733333333333334,12.9,73.85,2.066666666666667,24.849999999999998,0.0,0.0,0.04338297274515314,0.021747681933127285,0.12450126440011239,0.003484124754144423,0.04189379039055915
ORD_0080965698,515.3333333333334,0.0,0.0,30.766666666666666,32.21666666666667,33.66666666666667,4.6,17.516666666666666,0.0,0.0,0.05970245795601552,0.06251617076326002,0.06532988357050454,0.00892626131953428,0.03399094437257438
ORD_0081594983,353.59999999999997,0.0,0.0,28.416666666666668,22.03333333333333,43.666666666666664,3.533333333333333,27.95,0.0,0.0,0.08036387631975868,0.062311463046757165,0.12349170437405732,0.009992458521870288,0.07904411764705883
ORD_0082062741,358.93333333333334,0.0,0.0,17.049999999999997,47.78333333333333,30.81666666666667,10.833333333333334,14.933333333333334,0.0,0.0,0.04750185735512629,0.13312592867756315,0.08585624071322438,0.030182020802377415,0.041604754829123326
ORD_0082249542,377.0833333333333,0.0,0.0,33.03333333333333,53.05,36.78333333333333,13.783333333333333,13.65,0.0,0.0,0.08760220994475137,0.14068508287292816,0.09754696132596685,0.036552486187845304,0.036198895027624314
ORD_0084811483,519.0,0.0,0.0,14.066666666666666,34.85,58.53333333333333,7.016666666666667,14.883333333333333,0.0,0.0,0.0271034039820167,0.06714836223506744,0.11278098908156711,0.013519588953114964,0.02867694283879255
ORD_0085307515,520.2333333333333,0.0,0.0,27.983333333333334,44.43333333333334,36.63333333333333,10.366666666666667,24.05,0.0,0.0,0.05378996604087909,0.08541039277247389,0.07041712052284231,0.01992695585314282,0.04622925610303069
ORD_0086138859,345.71666666666664,0.0,0.0,29.6,17.933333333333334,47.95,2.316666666666667,17.666666666666664,0.0,0.0,0.08561924504652173,0.051872920985392666,0.13869739189124045,0.006701055777852771,0.051101576435424
ORD_0087237915,471.5,0.0,0.0,14.633333333333333,54.4,57.68333333333334,7.85,18.65,0.0,0.0,0.031035701661364438,0.11537645811240721,0.1223400494874514,0.01664899257688229,0.03955461293743372
ORD_0088411040,560.35,0.0,0.0,24.2,24.983333333333334,43.38333333333333,3.1666666666666665,17.15,0.0,0.0,0.043187293655750865,0.04458522946967669,0.07742184943933851,0.0056512298860831025,0.030605871330418484
ORD_0088930328,636.7666666666667,0.0,0.0,32.78333333333333,17.266666666666666,37.11666666666667,17.366666666666667,14.483333333333334,0.0,0.0,0.05148406009527299,0.02711615976548186,0.05828927393603099,0.027273203161807046,0.022745118567764226
ORD_0089734288,416.75,0.0,0.0,22.133333333333333,49.61666666666667,23.6,9.533333333333333,13.783333333333335,0.0,0.0,0.05310937812437513,0.11905618876224755,0.05662867426514697,0.022875424915016998,0.03307338532293542
ORD_0089866093,476.55,0.0,0.0,13.750000000000002,28.95,26.416666666666668,18.683333333333334,19.7,0.0,0.0,0.028853215822054353,0.060749134403525334,0.055433147973280174,0.03920539992305809,0.04133878921414332
ORD_0091539146,422.81666666666666,0.0,0.0,29.816666666666666,21.683333333333334,25.433333333333334,4.566666666666666,27.683333333333334,0.0,0.0,0.07051913753005637,0.05128306200480902,0.060152154203949704,0.010800583389175765,0.06547360952343412
ORD_0092104066,401.81666666666666,0.0,0.0,17.5,35.63333333333333,41.85,15.7,14.683333333333332,0.0,0.0,0.043552200423078516,0.08868057571861131,0.10415197644033349,0.03907254552241901,0.036542370069268734
ORD_0093481641,412.70000000000005,0.0,0.0,13.066666666666666,21.916666666666668,67.48333333333333,11.266666666666667,27.05,0.0,0.0,0.031661416686858894,0.05310556497859623,0.16351667878200468,0.027299895000403845,0.06554397867700508
ORD_0095726321,318.35,0.0,0.0,8.883333333333333,45.81666666666667,32.03333333333333,4.766666666666667,11.9,0.0,0.0,0.027904298204282495,0.14391916653578346,0.10062300403120254,0.01497303806083451,0.03738024187215329
ORD_0096024379,420.68333333333334,0.0,0.0,17.266666666666666,33.28333333333333,28.616666666666667,8.65,11.966666666666667,0.0,0.0,0.04104433263341389,0.07911730913989144,0.0680242462659958,0.02056178439839943,0.028445782655203835
ORD_0099442817,559.3666666666667,0.0,0.0,14.149999999999999,37.38333333333333,34.55,6.1,22.75,0.0,0.0,0.02529646624158274,0.0668315356653358,0.06176628329658542,0.01090519039389786,0.040670996960848575
ORD_0099476785,469.5,0.0,0.0,30.200000000000003,12.766666666666667,52.4,4.3,17.2,0.0,0.0,0.0643237486687966,0.02719204827831026,0.11160809371671991,0.009158679446219382,0.03663471778487753
ORD_0100375233,357.85,0.0,0.0,16.383333333333333,18.633333333333333,83.43333333333334,9.3,27.25,0.0,0.0,0.045782683619766194,0.05207023426947976,0.23315169298123048,0.025988542685482743,0.07614922453541986
ORD_0100659479,414.6333333333333,0.0,0.0,9.366666666666667,19.933333333333334,62.16666666666667,3.683333333333333,21.066666666666666,0.0,0.0,0.02259024037302034,0.048074604067851114,0.1499316665326795,0.00888335075166814,0.05080794276067208
ORD_0101182661,622.0166666666667,0.0,0.0,16.1,71.38333333333333,44.38333333333333,8.0,20.866666666666667,0.0,0.0,0.02588355081589454,0.11476112644355724,0.071353929423113,0.01286139170976126,0.03354679670962729
ORD_0101940685,509.03333333333336,0.0,0.0,18.166666666666668,34.516666666666666,29.666666666666668,3.9833333333333334,14.016666666666666,0.0,0.0,0.03568856001571606,0.06780826402986051,0.05828040075960972,0.007825289764913888,0.02753585226900661
ORD_0103228430,434.5166666666667,0.0,0.0,40.53333333333333,31.7,32.416666666666664,12.433333333333334,18.316666666666666,0.0,0.0,0.09328372521192128,0.07295462391162594,0.07460396609259329,0.028614169000038353,0.042154117601933175
ORD_0104305047,470.58333333333337,0.0,0.0,27.733333333333334,25.583333333333336,52.7,5.233333333333333,17.78333333333333,0.0,0.0,0.05893394722861696,0.054365149636975384,0.11198866654860988,0.011120949176553922,0.03778997697892686
ORD_0105189342,430.51666666666665,0.0,0.0,16.416666666666664,27.416666666666664,30.21666666666667,26.6,13.25,0.0,0.0,0.03813247648174673,0.0636831713832217,0.07018698463086989,0.06178622585265767,0.0307769734040494
ORD_0105562077,967.8166666666667,0.0,0.0,19.083333333333332,73.51666666666668,26.45,13.783333333333333,11.866666666666667,0.0,0.0,0.019717921782706777,0.07596135631748438,0.027329556217603194,0.014241678003754154,0.012261275379290155
