case_id,cycle_time_min,picking_touch_count,packing_touch_count,qc_touch_count,staging_touch_count,max_gap_to_next_min,picking_ratio,packing_ratio,qc_ratio,staging_ratio,flag_missing_staging,flag_missing_shipped,flag_pick_retouch,flag_pack_retouch,flag_qc_repeat,flag_staging_repeat,flag_large_internal_wait,flag_qc_heavy_case,flag_staging_heavy_case,issue_score
ORD_0948245581,359.6166666666667,2,2,3,1,0.0,0.03591787551559531,0.08402465588357973,0.20730407378226814,0.054919590304490895,0,1,0,0,1,0,1,1,1,5
ORD_7387826693,359.3666666666667,2,2,3,1,0.0,0.041044430015768484,0.07105092291995176,0.1639458306279566,0.06284203691679807,0,1,0,0,1,0,1,1,1,5
ORD_9483758143,359.18333333333334,2,2,3,1,0.0,0.05660990209271032,0.04431348893322816,0.18769430652869937,0.04858243236972762,0,1,0,0,1,0,1,1,1,5
ORD_5196371553,356.1,2,2,3,1,0.0,0.042122999157540024,0.1316577740335112,0.15739960685200788,0.049049892352335485,0,1,0,0,1,0,1,1,1,5
ORD_6518036749,353.5,2,2,3,1,0.0,0.052569542668552564,0.0876944837340877,0.1692126355492692,0.11763319189061763,0,1,0,0,1,0,1,1,1,5
ORD_3642695483,348.93333333333334,2,2,3,1,0.0,0.07518150554069546,0.06639281620175773,0.1600114635078334,0.05645777607948032,0,1,0,0,1,0,1,1,1,5
ORD_5785964340,345.25,2,2,3,1,0.0,0.0591841660632392,0.05672218199372435,0.16316678735216025,0.057735940139995175,0,1,0,0,1,0,1,1,1,5
ORD_0106740971,342.93333333333334,2,2,3,1,0.0,0.04728810264385692,0.06468701399688959,0.21039074650077758,0.06147939346811819,0,1,0,0,1,0,1,1,1,5
ORD_9259230812,341.05,2,2,3,1,0.0,0.10091384449982894,0.08688853051849679,0.17020964667937252,0.053755558813468204,0,1,0,0,1,0,1,1,1,5
ORD_6328167083,339.3833333333333,2,2,3,1,0.0,0.05387221922113637,0.06929234395717723,0.20542159799636597,0.0599125865540441,0,1,0,0,1,0,1,1,1,5
ORD_0120856346,339.23333333333335,2,2,3,1,0.0,0.11285251056303429,0.07919819200157217,0.2130785103665127,0.047607349906652247,0,1,0,0,1,0,1,1,1,5
ORD_3391804374,335.05,2,2,3,1,0.0,0.08441526140377058,0.09525941401780828,0.1662935880216883,0.054817688902153903,0,1,0,0,1,0,1,1,1,5
ORD_4049735744,317.73333333333335,2,2,3,1,0.0,0.0787872429710449,0.09525807805287452,0.16596726814939153,0.04616030214015946,0,1,0,0,1,0,1,1,1,5
ORD_3641906171,313.8333333333333,2,2,3,1,0.0,0.05326606479022836,0.12411046202867766,0.16611789697291557,0.08481147105682423,0,1,0,0,1,0,1,1,1,5
ORD_9986397686,305.1,2,2,3,1,0.0,0.08991587457664155,0.06719108489019993,0.16431771004042392,0.053479733420736364,0,1,0,0,1,0,1,1,1,5
ORD_0042501265,304.6666666666667,2,2,3,1,0.0,0.06433260393873086,0.12319474835886213,0.2262582056892779,0.048358862144420124,0,1,0,0,1,0,1,1,1,5
ORD_7362192188,303.96666666666664,2,2,3,1,0.0,0.0912929049237855,0.07791424498300252,0.15961179953942317,0.04501590086632306,0,1,0,0,1,0,1,1,1,5
ORD_9334021908,292.71666666666664,2,2,3,1,0.0,0.04014120594431475,0.05676706712976143,0.2407902977851164,0.08381256049649832,0,1,0,0,1,0,1,1,1,5
ORD_9165155166,1371.15,2,2,3,1,0.0,0.009359540045460623,0.02565972602073685,0.02021417544883249,0.06306142046214248,0,1,0,0,1,0,1,0,1,4
ORD_0524073317,1124.6833333333334,2,2,3,1,0.0,0.01850891362013011,0.025577569982661783,0.036113869089076926,0.052311020879951396,0,1,0,0,1,0,1,0,1,4
ORD_1786072311,821.0833333333334,2,2,3,1,0.0,0.03556277275956561,0.12887445448086876,0.1645793159443824,0.006596975540444534,0,1,0,0,1,0,1,1,0,4
ORD_2075520758,747.8666666666667,2,2,3,1,0.0,0.022129613121768588,0.03665983241219469,0.17003922267783916,0.01854162952397932,0,1,0,0,1,0,1,1,0,4
ORD_9394823069,746.0666666666667,2,2,3,1,0.0,0.04456706281833616,0.03149852560092931,0.1940175140738093,0.007796443570726476,0,1,0,0,1,0,1,1,0,4
ORD_1436277128,740.45,2,2,3,1,0.0,0.036711909424449095,0.04513021360884147,0.1822540347086231,0.0058297881918653064,0,1,0,0,1,0,1,1,0,4
ORD_3384455168,730.5,2,2,3,1,0.0,0.03890029660050194,0.02886151038101757,0.18418891170431212,0.00403832991101985,0,1,0,0,1,0,1,1,0,4
ORD_1783856103,713.3666666666667,2,2,3,1,0.0,0.026821176580533623,0.06485678239334611,0.09114060090649971,0.0765852062987711,0,1,0,0,1,0,1,0,1,4
ORD_4144107215,707.95,2,2,3,1,0.0,0.019893118628905054,0.040798549803423026,0.16717282293947314,0.015208230336417355,0,1,0,0,1,0,1,1,0,4
ORD_9788842701,667.55,2,2,3,1,0.0,0.023169300676603503,0.06074451351958655,0.04773674880782963,0.051631588145706946,0,1,0,0,1,0,1,0,1,4
ORD_6091323417,652.1166666666667,2,2,3,1,0.0,0.03526976256804764,0.03895008561862652,0.05908963120096097,0.04758862166790196,0,1,0,0,1,0,1,0,1,4
ORD_7138313122,633.8833333333333,2,2,3,1,0.0,0.022638235216785426,0.05710830068624616,0.24373570320511134,0.010727526095758945,0,1,0,0,1,0,1,1,0,4
ORD_7776329064,631.4166666666666,2,2,3,1,0.0,0.02285865118120628,0.05073247987330077,0.042259469447010686,0.04645638115349082,0,1,0,0,1,0,1,0,1,4
ORD_2928759779,630.7166666666667,2,2,3,1,0.0,0.03181565943503422,0.06445049282562164,0.21967074491980024,0.012499009063763444,0,1,0,0,1,0,1,1,0,4
ORD_7868992690,628.5166666666667,2,2,3,1,0.0,0.024236960038185148,0.04889819946434727,0.07233963565007558,0.05701254275940707,0,1,0,0,1,0,1,0,1,4
ORD_5307061510,626.4833333333333,2,2,3,1,0.0,0.08638165420734789,0.027321822873713056,0.10880842799755246,0.05546835510388677,0,1,0,0,1,0,1,0,1,4
ORD_7624512468,625.8,2,2,3,1,0.0,0.0696708213486737,0.03630020240758496,0.10426653883029723,0.05105465004793864,0,1,0,0,1,0,1,0,1,4
ORD_5884237409,619.6833333333333,2,2,3,1,0.0,0.03824534036201286,0.02977327129447836,0.15916731664021946,0.009897528307468869,0,1,0,0,1,0,1,1,0,4
ORD_5249351501,616.6,2,2,3,1,0.0,0.02167801924532382,0.04989728619310195,0.06803438209536167,0.04822142934371283,0,1,0,0,1,0,1,0,1,4
ORD_7802022935,609.3666666666667,2,2,3,1,0.0,0.028444833433619608,0.06019911383403534,0.18234779279032876,0.024232810021333626,0,1,0,0,1,0,1,1,0,4
ORD_2059499250,608.7666666666667,2,2,3,1,0.0,0.04517330121009692,0.049991786672507255,0.05697311504134041,0.05741115917428682,0,1,0,0,1,0,1,0,1,4
ORD_6104008776,605.3833333333333,2,2,3,1,0.0,0.0345235801007626,0.026402004239737906,0.045040332571648814,0.046251686259394874,0,1,0,0,1,0,1,0,1,4
ORD_9311044896,605.0666666666667,2,2,3,1,0.0,0.01589356544733363,0.03820515645658881,0.05029748788012341,0.06429043631555752,0,1,0,0,1,0,1,0,1,4
ORD_6556367289,601.4833333333333,2,2,3,1,0.0,0.04364210701321732,0.06882983734655988,0.05788467400038792,0.05766299980603507,0,1,0,0,1,0,1,0,1,4
ORD_6000119279,600.55,2,2,3,1,0.0,0.025421141731190852,0.06030583076624206,0.17417367413204562,0.0280576138539672,0,1,0,0,1,0,1,1,0,4
ORD_0048767541,599.7833333333333,2,2,3,1,0.0,0.03698557812543419,0.06663517381276572,0.16294773112512853,0.012032122710978966,0,1,0,0,1,0,1,1,0,4
ORD_7217570641,597.6666666666666,2,2,3,1,0.0,0.0390686001115449,0.07911321807027329,0.049470161740100396,0.04963747908533185,0,1,0,0,1,0,1,0,1,4
ORD_0271657182,593.9333333333333,2,2,3,1,0.0,0.035357503647996405,0.07854416881804915,0.16744303513301154,0.006285778426310472,0,1,0,0,1,0,1,1,0,4
ORD_4164279876,590.8666666666667,2,2,3,1,0.0,0.04112602956109669,0.029166196547444432,0.05441159878145097,0.05610402798149611,0,1,0,0,1,0,1,0,1,4
ORD_0048229801,586.05,2,2,3,1,0.0,0.036288143787503904,0.056877968318971635,0.06486932286778715,0.06071723118050223,0,1,0,0,1,0,1,0,1,4
ORD_0254591869,581.1,2,2,3,1,0.0,0.10368267079676476,0.05828027304537371,0.09926576033958584,0.0481271152412092,0,1,0,0,1,0,1,0,1,4
ORD_8428803803,580.3833333333333,2,2,3,1,0.0,0.036929615484019185,0.04215604629124429,0.17350601613875885,0.009218045544611319,0,1,0,0,1,0,1,1,0,4
ORD_6214031174,580.2666666666667,2,2,3,1,0.0,0.02415556066176471,0.07778033088235295,0.22814223345588236,0.011000689338235295,0,1,0,0,1,0,1,1,0,4
ORD_9093329318,578.0666666666667,2,2,3,1,0.0,0.052387267904509295,0.037596586322223506,0.058038288548033674,0.0487256371814093,0,1,0,0,1,0,1,0,1,4
ORD_6341150188,576.1333333333333,2,2,3,1,0.0,0.048426290210599396,0.10906040268456377,0.08447118722517936,0.05403841703309419,0,1,0,0,1,0,1,0,1,4
ORD_4549013122,575.5833333333334,2,2,3,1,0.0,0.02026929202258578,0.026205298972057332,0.09048791081511509,0.04566381931373968,0,1,0,0,1,0,1,0,1,4
ORD_3309009142,573.5666666666667,2,2,3,1,0.0,0.08371592956354972,0.053001685360609056,0.03321322717498692,0.06282326959958155,0,1,0,0,1,0,1,0,1,4
ORD_9152372480,570.2666666666667,2,2,3,1,0.0,0.03866612111292963,0.06786298807575404,0.06648936170212767,0.04980126256722001,0,1,0,0,1,0,1,0,1,4
ORD_8703513429,568.4333333333333,2,2,3,1,0.0,0.033601125901600894,0.0677300181786196,0.10270920072714476,0.04705916847475517,0,1,0,0,1,0,1,0,1,4
ORD_3618752815,567.65,2,2,3,1,0.0,0.026688980886109395,0.08009630347338442,0.1879385771749024,0.012331542323614905,0,1,0,0,1,0,1,1,0,4
ORD_3567848715,563.4666666666667,2,2,3,1,0.0,0.04046379555134879,0.11479531471840984,0.09231542830099385,0.09477046852815901,0,1,0,0,1,0,1,0,1,4
ORD_9497964266,562.8,2,2,3,1,0.0,0.024253731343283586,0.04208126036484246,0.19334873252783702,0.017146410803127222,0,1,0,0,1,0,1,1,0,4
ORD_7679392570,562.1166666666667,2,2,3,1,0.0,0.08497642838082248,0.01947994188632253,0.04856643045631097,0.045838645595516946,0,1,0,0,1,0,1,0,1,4
ORD_2333726539,561.15,2,2,3,1,0.0,0.03792806439157682,0.06168879384597106,0.13730731533458077,0.04692744067242864,0,1,0,0,1,0,1,0,1,4
ORD_0929723461,557.35,2,2,3,1,0.0,0.09835232199994018,0.038037140037678295,0.06892736461230227,0.04799497622678747,0,1,0,0,1,0,1,0,1,4
ORD_1101711249,556.7666666666667,2,2,3,1,0.0,0.0494521942166078,0.05540920792671975,0.15823504759624019,0.010088008142249895,0,1,0,0,1,0,1,1,0,4
ORD_3683274136,555.3666666666667,2,2,3,1,0.0,0.035382029890162654,0.019326571034151613,0.1625052517856071,0.020947122021487304,0,1,0,0,1,0,1,1,0,4
ORD_2453391254,554.8,2,2,3,1,0.0,0.0593607305936073,0.028658976207642396,0.034967555875991346,0.05930064888248018,0,1,0,0,1,0,1,0,1,4
ORD_7536574247,554.5,2,2,3,1,0.0,0.024616771866546438,0.037841899609257594,0.06831980763450556,0.04926360084159904,0,1,0,0,1,0,1,0,1,4
ORD_5808177323,548.4333333333333,2,2,3,1,0.0,0.027289855953321587,0.05561295812313864,0.18470795599586703,0.009663891083692944,0,1,0,0,1,0,1,1,0,4
ORD_0561768229,547.65,2,2,3,1,0.0,0.027511488481085852,0.042758452783103564,0.18996317599440032,0.008186493806871786,0,1,0,0,1,0,1,1,0,4
ORD_6290615762,546.2333333333333,2,2,3,1,0.0,0.03167144687862329,0.10871422469030328,0.17156892658814915,0.015347531579910903,0,1,0,0,1,0,1,1,0,4
ORD_2510114544,545.8333333333334,2,2,3,1,0.0,0.02958778625954198,0.03309923664122137,0.18454961832061068,0.00949618320610687,0,1,0,0,1,0,1,1,0,4
ORD_4260381188,545.3166666666667,2,2,3,1,0.0,0.04233014456432042,0.06720865552125677,0.1603044102814878,0.009291237507258777,0,1,0,0,1,0,1,1,0,4
ORD_2962031531,542.9333333333333,2,2,3,1,0.0,0.05424238703339883,0.041103880157170924,0.2419879666011788,0.01537942043222004,0,1,0,0,1,0,1,1,0,4
ORD_1305884658,542.1,2,2,3,1,0.0,0.038461538461538464,0.0989362356268831,0.08903646313718255,0.05039045686527701,0,1,0,0,1,0,1,0,1,4
ORD_5441525308,541.5,2,2,3,1,0.0,0.07848568790397045,0.04019698368728839,0.0915358571868267,0.09692212988611881,0,1,0,0,1,0,1,0,1,4
ORD_5849127418,538.7333333333333,2,2,3,1,0.0,0.031338943200098994,0.0487254052716248,0.08881945303799035,0.05939858928350451,0,1,0,0,1,0,1,0,1,4
ORD_1090308421,537.45,2,2,3,1,0.0,0.04629888051601699,0.05144664619964647,0.07005302818866871,0.05349334821843892,0,1,0,0,1,0,1,0,1,4
ORD_8366223767,536.7333333333333,2,2,3,1,0.0,0.023071668115762015,0.06288038752949944,0.07868587753074152,0.046671220966339584,0,1,0,0,1,0,1,0,1,4
ORD_3931747894,535.9,2,2,3,1,0.0,0.03592088076133607,0.05336816570255645,0.0441313677924986,0.07883933569695839,0,1,0,0,1,0,1,0,1,4
ORD_9858377907,534.4833333333333,2,2,3,1,0.0,0.05700208924506533,0.06286444853285103,0.19872774330350182,0.009822570083257974,0,1,0,0,1,0,1,1,0,4
ORD_3584549385,533.8166666666667,2,2,3,1,0.0,0.02494614255830653,0.0585719191982266,0.18548815136282742,0.023072840238533825,0,1,0,0,1,0,1,1,0,4
ORD_8572399919,533.8166666666667,2,2,3,1,0.0,0.02981672858971557,0.09944113147460112,0.10097099503574884,0.0515782572044085,0,1,0,0,1,0,1,0,1,4
ORD_2694381045,532.2833333333333,2,2,3,1,0.0,0.044212042458590346,0.06866643704793812,0.08200519773303692,0.06252935466700066,0,1,0,0,1,0,1,0,1,4
ORD_4538384062,531.6833333333333,2,2,3,1,0.0,0.05200463935299835,0.12403999874612083,0.08952697407604779,0.0661421272060437,0,1,0,0,1,0,1,0,1,4
ORD_6795942585,531.2166666666667,2,2,3,1,0.0,0.08681329024566245,0.046591158660935585,0.07143977661343456,0.07435760675179619,0,1,0,0,1,0,1,0,1,4
ORD_8676965776,530.5666666666667,2,2,3,1,0.0,0.05390463026952316,0.06917132625494755,0.08004020858201924,0.050888986618081306,0,1,0,0,1,0,1,0,1,4
ORD_0456696929,530.0666666666667,2,2,3,1,0.0,0.03480694252295309,0.10042761916740034,0.18749213935354048,0.021255188026663315,0,1,0,0,1,0,1,1,0,4
ORD_0601375026,529.8166666666667,2,2,3,1,0.0,0.06508540690175849,0.03060807197458241,0.16826575230425622,0.025637799238730382,0,1,0,0,1,0,1,1,0,4
ORD_7034206117,529.4333333333333,2,2,3,1,0.0,0.06248819492539193,0.042592709185922055,0.16328779197884533,0.012560599382988102,0,1,0,0,1,0,1,1,0,4
ORD_8309115753,528.7333333333333,2,2,3,1,0.0,0.046904551758920686,0.13043752364140715,0.08769385953851973,0.045233892321270966,0,1,0,0,1,0,1,0,1,4
ORD_5296818279,527.3333333333334,2,2,3,1,0.0,0.039443742098609354,0.09171934260429836,0.10733249051833121,0.057490518331226294,0,1,0,0,1,0,1,0,1,4
ORD_3614008191,525.9333333333333,2,2,3,1,0.0,0.06021041957155532,0.059196349347192284,0.16925465838509315,0.03254531626315122,0,1,0,0,1,0,1,1,0,4
ORD_5453256755,524.2166666666667,2,2,3,1,0.0,0.11843067433949066,0.025911677741391918,0.2469080850793247,0.010491844975042125,0,1,0,0,1,0,1,1,0,4
ORD_7202387156,524.0,2,2,3,1,0.0,0.03282442748091603,0.03858142493638677,0.06459923664122137,0.0938295165394402,0,1,0,0,1,0,1,0,1,4
ORD_9489949144,522.9166666666666,2,2,3,1,0.0,0.044557768924302785,0.09992031872509959,0.16516334661354581,0.027378486055776887,0,1,0,0,1,0,1,1,0,4
ORD_2257224332,522.3,2,2,3,1,0.0,0.052715553002744275,0.044163635203267604,0.16845363456506476,0.029676431169825775,0,1,0,0,1,0,1,1,0,4
ORD_9167204788,520.7333333333333,2,2,3,1,0.0,0.03434259377800537,0.0626040199718346,0.18617974651133015,0.012962488797849187,0,1,0,0,1,0,1,1,0,4
ORD_0619297045,520.7166666666667,2,2,3,1,0.0,0.03888871107127997,0.04218544954069712,0.038952725410491953,0.05457222417821592,0,1,0,0,1,0,1,0,1,4
ORD_7184678758,520.5166666666667,2,2,3,1,0.0,0.09308059300054433,0.07338862028113094,0.06877781691268291,0.057314847427235756,0,1,0,0,1,0,1,0,1,4
ORD_4481186930,519.8166666666667,2,2,3,1,0.0,0.023662188592131844,0.04216230081118343,0.1574593606720318,0.016768732565968773,0,1,0,0,1,0,1,1,0,4
ORD_9071470191,519.5,2,2,3,1,0.0,0.07433429579724095,0.04937439846005775,0.08290022457491177,0.1290984921398781,0,1,0,0,1,0,1,0,1,4
ORD_6579890421,519.3833333333333,2,2,3,1,0.0,0.042518371145268435,0.10101723197381511,0.08981805346083496,0.05673394730930911,0,1,0,0,1,0,1,0,1,4
ORD_8928770385,519.2666666666667,2,2,3,1,0.0,0.05742072153036334,0.04169341378867634,0.09969187315444858,0.05806265245859545,0,1,0,0,1,0,1,0,1,4
ORD_7666882525,518.1166666666667,2,2,3,1,0.0,0.04554958664393476,0.0883327435905684,0.10242223437449736,0.05088943931546949,0,1,0,0,1,0,1,0,1,4
ORD_5821176077,517.05,2,2,3,1,0.0,0.026464236211842823,0.14592399187699448,0.08010185991038905,0.04831898913709183,0,1,0,0,1,0,1,0,1,4
ORD_5081208156,516.4333333333333,2,2,3,1,0.0,0.039340347253598404,0.056089847027689925,0.16097592461111473,0.010617698315368232,0,1,0,0,1,0,1,1,0,4
ORD_2346664574,515.1833333333333,2,2,3,1,0.0,0.12555400989938859,0.04797644851347418,0.16033127365662708,0.010514056484746532,0,1,0,0,1,0,1,1,0,4
ORD_2186963457,514.1,2,2,3,1,0.0,0.035661025740776765,0.10011022498865331,0.21448486027361732,0.009725734292939117,0,1,0,0,1,0,1,1,0,4
ORD_9462616220,512.4833333333333,2,2,3,1,0.0,0.05704250544733162,0.07509187290643599,0.16592409509252332,0.016683469381118084,0,1,0,0,1,0,1,1,0,4
ORD_7118362734,510.46666666666664,2,2,3,1,0.0,0.03924513517043229,0.05276217839885073,0.04564450829306517,0.04757085020242915,0,1,0,0,1,0,1,0,1,4
ORD_2783857434,508.7,2,2,3,1,0.0,0.038464058711748905,0.0853155101238451,0.1745953738287137,0.020968481750868226,0,1,0,0,1,0,1,1,0,4
ORD_9930065075,508.56666666666666,2,2,3,1,0.0,0.0471586812610605,0.017270760962181293,0.16435078980140266,0.03146096873566232,0,1,0,0,1,0,1,1,0,4
ORD_2216452675,506.48333333333335,2,2,3,1,0.0,0.03168909802889203,0.07621178715982757,0.15926815624074497,0.014775083089275724,0,1,0,0,1,0,1,1,0,4
ORD_3697819341,505.05,2,2,3,1,0.0,0.060555060555060554,0.058047058047058044,0.19074019074019075,0.006171006171006171,0,1,0,0,1,0,1,1,0,4
ORD_9807739437,504.18333333333334,2,2,3,1,0.0,0.02998247991801924,0.04740339162341741,0.1594327460249248,0.015371392681233678,0,1,0,0,1,0,1,1,0,4
ORD_3152780923,503.01666666666665,2,2,3,1,0.0,0.029919485769192542,0.036579304860673935,0.16182366389450317,0.015672111593386568,0,1,0,0,1,0,1,1,0,4
ORD_7101812979,502.8333333333333,2,2,3,1,0.0,0.0500828637719589,0.056181637388133907,0.16804772953264832,0.006827974809413324,0,1,0,0,1,0,1,1,0,4
ORD_6051380261,501.51666666666665,2,2,3,1,0.0,0.05875510950117975,0.04728988734173009,0.16602970988003057,0.009172177727559735,0,1,0,0,1,0,1,1,0,4
ORD_0725167822,500.45,2,2,3,1,0.0,0.03217104605854731,0.10930162853431911,0.06767242814800013,0.09181736437206515,0,1,0,0,1,0,1,0,1,4
ORD_6979145456,500.28333333333336,2,2,3,1,0.0,0.029383349435319988,0.11893260485724756,0.08861645067794917,0.05020488389912384,0,1,0,0,1,0,1,0,1,4
ORD_7144593867,499.55,2,2,3,1,0.0,0.07807026323691323,0.05615053548193373,0.20675274413638942,0.0434390951856671,0,1,0,0,1,0,1,1,0,4
ORD_2060697347,498.3666666666667,2,2,3,1,0.0,0.03969634138184736,0.05421042070764497,0.15774864557554677,0.015918667647648987,0,1,0,0,1,0,1,1,0,4
ORD_3815413653,497.28333333333336,2,2,3,1,0.0,0.0692428863491638,0.06874015484130443,0.10084794047658947,0.04899956429935986,0,1,0,0,1,0,1,0,1,4
ORD_2907423702,496.96666666666664,2,2,3,1,0.0,0.040009390301160366,0.07109799449996645,0.16154671674827284,0.025555033872157754,0,1,0,0,1,0,1,1,0,4
ORD_0986249252,496.9,2,2,3,1,0.0,0.06372844972160731,0.1659287583014691,0.18340377004092037,0.01660293821694506,0,1,0,0,1,0,1,1,0,4
ORD_1744241899,496.8,2,2,3,1,0.0,0.058574879227053143,0.08799651100375738,0.163077026301664,0.03156870638754697,0,1,0,0,1,0,1,1,0,4
ORD_3729004774,496.43333333333334,2,2,3,1,0.0,0.09638756462767742,0.08930369972470288,0.1612838246155912,0.022762371583965622,0,1,0,0,1,0,1,1,0,4
ORD_3898320572,495.9166666666667,2,2,3,1,0.0,0.040900688959838685,0.09211897160141154,0.05659553016299782,0.04943706940010083,0,1,0,0,1,0,1,0,1,4
ORD_2695196378,494.26666666666665,2,2,3,1,0.0,0.08858241165362828,0.10679120582681413,0.15008767197194497,0.053142702994335045,0,1,0,0,1,0,1,0,1,4
ORD_3894521159,494.01666666666665,2,2,3,1,0.0,0.058500050605580105,0.02746196147228501,0.17266623933065686,0.021220606592220234,0,1,0,0,1,0,1,1,0,4
ORD_2626323718,493.73333333333335,2,2,3,1,0.0,0.04398460707534431,0.02724142587091547,0.06643262219821765,0.05806103159600324,0,1,0,0,1,0,1,0,1,4
ORD_3581866531,493.31666666666666,2,2,3,1,0.0,0.05182607520524342,0.07260380418257373,0.15858643873103823,0.013040981114226833,0,1,0,0,1,0,1,1,0,4
ORD_8328949423,492.78333333333336,2,2,3,1,0.0,0.06848851760408564,0.09889403727128218,0.09358406331382961,0.045219332363783955,0,1,0,0,1,0,1,0,1,4
ORD_1263136080,492.76666666666665,2,2,3,1,0.0,0.10572955421768247,0.06257187309747683,0.18216870729892445,0.012954068862883042,0,1,0,0,1,0,1,1,0,4
ORD_3791229398,492.76666666666665,2,2,3,1,0.0,0.03970777244131773,0.046134072921599135,0.07853615639586012,0.059933707637150786,0,1,0,0,1,0,1,0,1,4
ORD_1253864821,492.06666666666666,2,2,3,1,0.0,0.03481913019916,0.05233030754640292,0.22195501964503453,0.008670911800569028,0,1,0,0,1,0,1,1,0,4
ORD_7822472795,491.98333333333335,2,2,3,1,0.0,0.041735831159592125,0.05711575595379247,0.09227954876520209,0.05867407432501101,0,1,0,0,1,0,1,0,1,4
ORD_4148555478,491.6333333333333,2,2,3,1,0.0,0.06820801410265102,0.0971591294325039,0.09187063529730831,0.04664723032069971,0,1,0,0,1,0,1,0,1,4
ORD_2848343781,490.93333333333334,2,2,3,1,0.0,0.02749864204236828,0.045797121129820755,0.07947447039652362,0.05316404128191201,0,1,0,0,1,0,1,0,1,4
ORD_6216082915,490.6,2,2,3,1,0.0,0.04871585813289849,0.07738823209675229,0.18494360646827016,0.007677673596956109,0,1,0,0,1,0,1,1,0,4
ORD_2397523805,489.55,2,2,3,1,0.0,0.028461512273176046,0.04013890307425186,0.20287338712422973,0.012732781806420863,0,1,0,0,1,0,1,1,0,4
ORD_3948076411,489.06666666666666,2,2,3,1,0.0,0.05868320610687023,0.059807797164667394,0.11552617230098146,0.05077699018538713,0,1,0,0,1,0,1,0,1,4
ORD_6900487024,488.8666666666667,2,2,3,1,0.0,0.0778671757807173,0.07571935087958544,0.06593481521887358,0.07694667939451794,0,1,0,0,1,0,1,0,1,4
ORD_3317928344,488.56666666666666,2,2,3,1,0.0,0.023640581292215326,0.09224261445043323,0.10261308589752337,0.055638943849355256,0,1,0,0,1,0,1,0,1,4
ORD_9290003678,488.25,2,2,3,1,0.0,0.054992319508448545,0.13882915173237753,0.07192353643966547,0.05096432838368322,0,1,0,0,1,0,1,0,1,4
ORD_6502656262,487.1166666666667,2,2,3,1,0.0,0.05665993772881239,0.08553734560509117,0.06261333698292675,0.06292127142710507,0,1,0,0,1,0,1,0,1,4
ORD_0271710508,486.95,2,2,3,1,0.0,0.0391895129547866,0.11797925865078551,0.10760858404353629,0.06461991306431188,0,1,0,0,1,0,1,0,1,4
