case_id,cycle_time_min,decl_to_release_min,duty_to_release_min,release_to_handover_min,release_ratio,handover_duration_min,handover_touch_count,has_release,has_handover,long_clearance_lag_flag,missing_release_flag,missing_handover_flag,release_gate_index
ORD_0062785296,3332.5666666666666,3229.116666666667,651.1833333333333,463.15,0.1359662722426158,10.033333333333333,1,1,1,0,0,0,0.9689578603078709
ORD_0064833823,2288.8,2165.05,1090.9666666666667,850.15,0.36450687405336124,15.866666666666667,1,1,1,0,0,0,0.9459323663054876
ORD_0069951956,3832.5666666666666,3741.983333333333,1927.1833333333334,1645.0833333333333,0.42673752141732696,9.583333333333334,1,1,1,0,0,0,0.9763648381850283
ORD_0071564771,2698.5333333333333,2606.983333333333,1185.9833333333333,944.4,0.34456988981669057,14.566666666666666,1,1,1,0,0,0,0.9660741637432679
ORD_0072637699,4081.983333333333,3919.4333333333334,1317.95,711.3333333333334,0.1696193435380677,18.95,1,1,1,1,0,0,0.9601786713158228
ORD_0073333661,3070.6,2896.45,1452.2166666666667,1175.0833333333333,0.38099502811611197,5.2,1,1,1,0,0,0,0.9432847000586204
ORD_0080291921,2068.3166666666666,1966.0833333333333,665.2333333333333,475.9,0.22478021579545365,10.983333333333333,1,1,1,0,0,0,0.9505717209647137
ORD_0082062741,2269.4,2180.3166666666666,1006.4,684.4666666666667,0.3001233806292412,3.3666666666666667,1,1,1,0,0,0,0.9607458652801033
ORD_0082249542,3217.5333333333333,3113.4666666666667,1572.25,714.9833333333333,0.22088867248202557,4.266666666666667,1,1,1,0,0,0,0.9676563827362576
ORD_0084811483,1928.75,1837.1166666666666,982.1166666666667,758.6833333333333,0.3903046014257939,5.883333333333334,1,1,1,0,0,0,0.9524908187513501
ORD_0086138859,2476.4666666666667,2374.3166666666666,1091.7166666666667,673.7833333333333,0.26950359382991895,6.366666666666666,1,1,1,0,0,0,0.9587517161547365
ORD_0088411040,2225.7833333333333,2118.133333333333,1277.0166666666667,900.9666666666667,0.40169378570840225,6.883333333333334,1,1,1,0,0,0,0.9516350049046403
ORD_0088930328,2142.766666666667,2048.5333333333333,1065.2666666666667,640.9166666666666,0.29268235769954726,13.766666666666667,1,1,1,0,0,0,0.9560225876203661
ORD_0091539146,2541.85,2455.7,1049.3333333333333,630.55,0.24608716748300122,5.033333333333333,1,1,1,0,0,0,0.966107362747605
ORD_0096024379,2193.616666666667,2111.5333333333333,1123.9833333333333,824.4,0.3730673089342562,6.033333333333333,1,1,1,0,0,0,0.9625808216263856
ORD_0101940685,3077.7166666666667,2975.1666666666665,1539.5166666666667,729.6833333333333,0.23480069098844925,7.033333333333333,1,1,1,0,0,0,0.9666798438236137
ORD_0103228430,3117.5833333333335,2997.35,1276.1833333333334,934.9166666666666,0.29646895298174336,10.65,1,1,1,0,0,0,0.9614338028921974
ORD_0110313391,2411.8166666666666,2324.633333333333,1278.3333333333333,725.5833333333334,0.29796349916038395,6.95,1,1,1,0,0,0,0.9638515918152982
ORD_0115924810,2989.7833333333333,2820.8333333333335,1335.7,882.0666666666667,0.2891012169220736,17.716666666666665,1,1,1,0,0,0,0.9434908884144336
ORD_0116401489,2950.983333333333,2861.9333333333334,1122.6833333333334,821.1833333333333,0.27713925866519074,3.35,1,1,1,0,0,0,0.9698236181159954
ORD_0117531863,3368.233333333333,3241.983333333333,1483.7,1090.8666666666666,0.32142468356309445,8.233333333333333,1,1,1,0,0,0,0.9625174423782992
ORD_0118178356,2121.766666666667,1982.7666666666667,1095.45,599.8,0.27557224325640584,15.1,1,1,1,0,0,0,0.9344885551348718
ORD_0118616499,3528.85,3409.866666666667,1753.6666666666667,1069.05,0.2992617991697012,13.0,1,1,1,0,0,0,0.9662826888835362
ORD_0119619523,2521.1666666666665,2409.8166666666666,1481.1833333333334,863.0166666666667,0.3372049976862564,12.866666666666667,1,1,1,0,0,0,0.9558339393138098
ORD_0121360628,1839.55,1714.85,820.25,614.3166666666667,0.3294827539343861,8.216666666666667,1,1,1,0,0,0,0.932211682204887
ORD_0123726338,3338.866666666667,3155.3333333333335,1337.5833333333333,1178.35,0.34697901483537325,19.833333333333332,1,1,1,0,0,0,0.9450312481281073
ORD_0125932577,4885.7,4751.8,2019.3,1673.5,0.341332869394355,5.85,1,1,1,1,0,0,0.9725934871154595
ORD_0126892511,4136.3,4040.5,2142.2833333333333,1447.6333333333334,0.3490559195416193,3.8333333333333335,1,1,1,1,0,0,0.9768392041196238
ORD_0137086316,2258.6,2159.4666666666667,851.3333333333334,405.56666666666666,0.17712299654653327,5.516666666666667,1,1,1,0,0,0,0.9561085037929101
ORD_0140436228,2942.5833333333335,2812.9166666666665,1230.75,1018.1166666666667,0.3369941378040837,26.483333333333334,1,1,1,0,0,0,0.9559344113732263
ORD_0141306562,2433.0833333333335,2295.85,1034.3333333333333,488.3333333333333,0.19741754289824298,8.0,1,1,1,0,0,0,0.9435969448915984
ORD_0144996844,2566.6666666666665,2478.45,1272.9666666666667,737.3333333333334,0.2846688311688312,6.683333333333334,1,1,1,0,0,0,0.9656298701298701
ORD_0145851815,2263.2,2083.5833333333335,1121.7166666666667,736.2166666666667,0.31956227170967366,12.983333333333333,1,1,1,0,0,0,0.9206359726640746
ORD_0148795744,3121.2833333333333,3020.4666666666667,1443.9166666666667,1023.9,0.32729059094282803,2.3333333333333335,1,1,1,0,0,0,0.9677002514991163
ORD_0152563459,3349.45,3233.35,1321.6,775.4166666666666,0.22573357814964648,19.333333333333332,1,1,1,0,0,0,0.9653375927391065
ORD_0155601860,3073.7,2966.5333333333333,1157.4333333333334,772.25,0.2448731713136177,19.583333333333332,1,1,1,0,0,0,0.9651343115246555
ORD_0156869042,3114.7833333333333,2978.883333333333,1898.7,1533.15,0.48723025143535936,15.533333333333333,1,1,1,0,0,0,0.9563693568841064
ORD_0160859500,2963.65,2868.3333333333335,1630.5333333333333,1274.4833333333333,0.4279913844977195,6.066666666666666,1,1,1,0,0,0,0.96783808254461
ORD_0161838731,3475.983333333333,3339.116666666667,1968.2833333333333,1573.6833333333334,0.4517186983059949,3.5166666666666666,1,1,1,0,0,0,0.9606250509448166
ORD_0164273960,3048.05,2922.5,1631.4833333333333,1094.6333333333334,0.35316021718803825,18.183333333333334,1,1,1,0,0,0,0.9588097308115023
ORD_0164639525,3475.0833333333335,3365.6,1289.4166666666667,1026.5666666666666,0.29369079878180376,5.966666666666667,1,1,1,0,0,0,0.9684947603174983
ORD_0165172365,2759.4333333333334,2610.2833333333333,999.0166666666667,676.6666666666666,0.242694756169745,6.966666666666667,1,1,1,0,0,0,0.9459490475097544
ORD_0173637990,2766.2833333333333,2627.5333333333333,1396.3833333333334,1111.5166666666667,0.40018797785235305,4.483333333333333,1,1,1,0,0,0,0.949842448050031
ORD_0175707667,2492.5666666666666,2362.4666666666667,1344.5666666666666,1148.9666666666667,0.45308717921285957,19.616666666666667,1,1,1,0,0,0,0.9478048062907044
ORD_0180920486,2397.5333333333333,2277.15,1075.7166666666667,698.7166666666667,0.28698245418902757,10.666666666666666,1,1,1,0,0,0,0.9497886716903484
ORD_0181472768,1845.7333333333333,1751.8166666666666,1166.9333333333334,532.9666666666667,0.2760781622480676,23.4,1,1,1,0,0,0,0.9491168821787185
ORD_0181909750,3569.25,3353.8,1013.9333333333333,731.6,0.19891200298848966,21.633333333333333,1,1,1,0,0,0,0.9396371786789942
ORD_0187153356,2297.0666666666666,2187.9,1495.2833333333333,579.95,0.24963721848154172,6.516666666666667,1,1,1,0,0,0,0.9524756210819597
ORD_0188624377,2663.7166666666667,2550.133333333333,1470.6333333333334,1243.0333333333333,0.464451299249795,5.866666666666666,1,1,1,0,0,0,0.9573590784805691
ORD_0193330436,2868.266666666667,2748.1666666666665,1466.2166666666667,854.2166666666667,0.29464949795462997,9.083333333333334,1,1,1,0,0,0,0.9581280215693565
ORD_0194888251,3090.8333333333335,2952.05,1008.9166666666666,562.85,0.17769749258560258,13.616666666666667,1,1,1,0,0,0,0.9550984092747371
ORD_0195679156,2977.616666666667,2866.9166666666665,1114.8,789.2666666666667,0.263532915027119,4.566666666666666,1,1,1,0,0,0,0.962822615402699
ORD_0195982434,1970.6166666666666,1844.65,902.8333333333334,577.9,0.2882346473608092,9.9,1,1,1,0,0,0,0.9360775391797831
ORD_0197271512,2701.3,2569.65,1052.65,599.1833333333333,0.21918459013561367,7.1,1,1,1,0,0,0,0.9512642061229778
ORD_0201225952,2548.116666666667,2452.383333333333,963.8,648.4333333333333,0.24377481407837162,27.266666666666666,1,1,1,0,0,0,0.9624297683910338
ORD_0206667077,3159.0,3082.3,1527.15,1087.4166666666667,0.34200696422918647,7.016666666666667,1,1,1,0,0,0,0.9757201646090535
ORD_0208368523,3045.7,2895.233333333333,1085.95,638.85,0.20414026332206062,17.1,1,1,1,0,0,0,0.9505970165588644
ORD_0210341466,2472.233333333333,2319.7,1293.05,952.1,0.382987042754864,5.266666666666667,1,1,1,0,0,0,0.9383014008925803
ORD_0210926375,2141.25,2047.7,882.7833333333333,675.2333333333333,0.3129246935201401,5.183333333333334,1,1,1,0,0,0,0.9563105662580269
ORD_0211316849,2128.1666666666665,1973.35,675.5166666666667,585.5333333333333,0.27190852846738195,6.866666666666666,1,1,1,0,0,0,0.9272535045814081
ORD_0211686785,2406.133333333333,2283.9333333333334,820.25,558.0333333333333,0.22683004543943255,12.25,1,1,1,0,0,0,0.9492131220215007
ORD_0212471817,4030.483333333333,3895.233333333333,995.45,574.7166666666667,0.14111210814253047,5.966666666666667,1,1,1,1,0,0,0.9664432305472048
ORD_0217462976,3340.0333333333333,3235.0,1254.6,613.2666666666667,0.17868584145866806,16.45,1,1,1,0,0,0,0.9685532080518159
ORD_0218991535,4142.7,4034.266666666667,1564.1,1308.65,0.3151205735389963,3.2,1,1,1,1,0,0,0.9738254439536214
ORD_0221645315,2879.483333333333,2752.516666666667,1435.9833333333333,1193.0833333333333,0.4123077635455435,5.85,1,1,1,0,0,0,0.9559064415491206
ORD_0222564636,3218.9666666666667,3112.7166666666667,1476.4666666666667,1044.5,0.32031500792179685,13.416666666666666,1,1,1,0,0,0,0.9669925131253301
ORD_0225487659,3151.1833333333334,3055.6666666666665,1001.2333333333333,700.3166666666667,0.21836241411956356,12.216666666666667,1,1,1,0,0,0,0.96968863548614
ORD_0228710766,2295.4166666666665,2147.0833333333335,1271.15,939.7666666666667,0.40355055363949904,13.45,1,1,1,0,0,0,0.9353784715919405
ORD_0232424441,3220.2,3028.9333333333334,1655.2333333333333,1270.2,0.39075730285903565,11.883333333333333,1,1,1,0,0,0,0.9406041032648076
ORD_0233022249,3124.8166666666666,2988.1833333333334,1268.3666666666666,978.7333333333333,0.31078089914608326,7.6,1,1,1,0,0,0,0.9562747681197298
ORD_0237834277,2618.133333333333,2532.2,1066.95,355.03333333333336,0.13353025056019557,5.433333333333334,1,1,1,0,0,0,0.9671776329191281
ORD_0237888010,4669.633333333333,4523.433333333333,1289.7166666666667,638.9666666666667,0.13441455074988043,11.3,1,1,1,1,0,0,0.9686913319389817
ORD_0237948804,2359.5333333333333,2219.6833333333334,1104.6333333333334,783.0166666666667,0.32861017715367447,7.65,1,1,1,0,0,0,0.9407298053287374
ORD_0242086433,2597.266666666667,2522.3,1036.9333333333334,705.2666666666667,0.2694242665366154,5.5,1,1,1,0,0,0,0.9711363228008932
ORD_0245848498,2913.1833333333334,2783.733333333333,1655.3666666666666,1197.8833333333334,0.4087510226499076,7.116666666666666,1,1,1,0,0,0,0.95556407366512
ORD_0250302436,2799.5,2695.116666666667,1093.2666666666667,847.0666666666667,0.3017086384473418,2.433333333333333,1,1,1,0,0,0,0.9627135798059178
ORD_0251825148,2569.45,2405.05,1038.8,705.5333333333333,0.2708491441099587,9.6,1,1,1,0,0,0,0.9360174356379771
ORD_0252367572,2470.05,2356.5666666666666,1242.5666666666666,700.0166666666667,0.2802844746732522,7.7,1,1,1,0,0,0,0.954056260669487
ORD_0252855367,2339.0,2255.65,1214.8666666666666,780.9,0.33049023799344446,7.883333333333334,1,1,1,0,0,0,0.9643651132962805
ORD_0254414824,3161.65,2987.633333333333,1039.2,655.9,0.2047981275599766,8.4,1,1,1,0,0,0,0.944960173748939
ORD_0257004828,4082.2166666666667,3922.3333333333335,1825.4333333333334,1546.0833333333333,0.375629253714281,12.683333333333334,1,1,1,1,0,0,0.960834187308366
ORD_0260889834,3748.55,3665.1,2279.5,1660.15,0.43981005988982413,11.5,1,1,1,0,0,0,0.9777380587160368
ORD_0261067557,2560.7833333333333,2395.9166666666665,1047.75,638.0166666666667,0.24499664816104447,10.633333333333333,1,1,1,0,0,0,0.9356186583532382
ORD_0265081514,2582.25,2426.016666666667,1004.4333333333333,541.0333333333333,0.20885532642721144,1.7166666666666666,1,1,1,0,0,0,0.9394972085067933
ORD_0265244816,3995.016666666667,3910.2,1846.0166666666667,1483.9666666666667,0.3697898632045757,6.65,1,1,1,1,0,0,0.9787693835236397
ORD_0269799228,2836.616666666667,2688.4333333333334,762.3333333333334,431.96666666666664,0.15185931596914162,1.2,1,1,1,0,0,0,0.9477605363196766
ORD_0271710508,2606.4,2438.9666666666667,843.8666666666667,656.2333333333333,0.24739743196234906,11.416666666666666,1,1,1,0,0,0,0.9357606916308574
ORD_0273070479,3185.75,3107.9,978.0833333333334,634.3166666666667,0.19713829815061862,6.283333333333333,1,1,1,0,0,0,0.9755630542258495
ORD_0279573902,3056.55,2954.516666666667,1748.3166666666666,1019.4833333333333,0.3321282709808989,4.316666666666666,1,1,1,0,0,0,0.9666181370063198
ORD_0279620207,2692.8333333333335,2565.3,1264.5166666666667,912.6666666666666,0.33550164015596956,9.216666666666667,1,1,1,0,0,0,0.9526397227208021
ORD_0280875197,2520.1666666666665,2417.4333333333334,1159.5333333333333,844.1666666666666,0.3337080880894121,3.1666666666666665,1,1,1,0,0,0,0.9592355002975994
ORD_0282993182,4401.8,4255.666666666667,1731.6833333333334,1116.4833333333333,0.2508140609144744,12.45,1,1,1,1,0,0,0.9668014600087843
ORD_0284618495,3074.4,2945.133333333333,1091.7833333333333,897.65,0.2820821406886981,30.416666666666668,1,1,1,0,0,0,0.957953855494839
ORD_0285198200,1963.4,1830.1666666666667,935.1333333333333,561.6,0.27960001358188175,12.633333333333333,1,1,1,0,0,0,0.9321415232080404
ORD_0297184196,2711.483333333333,2615.75,1317.1166666666666,727.65,0.26283891350982547,14.966666666666667,1,1,1,0,0,0,0.964693372016547
ORD_0297642349,2622.0666666666666,2506.15,782.4666666666667,530.1833333333333,0.19890162975769748,8.65,1,1,1,0,0,0,0.9557918690091786
ORD_0303378880,2012.8666666666666,1919.5166666666667,1201.2833333333333,864.1166666666667,0.42546285562878816,7.716666666666667,1,1,1,0,0,0,0.9536233564071143
ORD_0308595984,3472.8,3279.0,1489.4666666666667,1179.1333333333334,0.3360640789372648,12.05,1,1,1,0,0,0,0.9441948859709743
ORD_0308918757,3000.616666666667,2914.6,1284.9333333333334,1062.3166666666666,0.34998916889306086,12.133333333333333,1,1,1,0,0,0,0.9713336703011047
ORD_0309240818,2133.883333333333,1973.35,972.0166666666667,636.1833333333333,0.2920653269079066,12.95,1,1,1,0,0,0,0.9247693953902509
ORD_0309782083,3575.3,3462.15,1149.6333333333334,666.9333333333333,0.18362095488490476,10.433333333333334,1,1,1,0,0,0,0.9683523061001874
ORD_0309813601,2774.4,2669.5,1706.1166666666666,1024.5166666666667,0.3679474240676663,3.683333333333333,1,1,1,0,0,0,0.9621900230680507
ORD_0311166288,2440.15,2336.366666666667,952.8166666666667,697.8,0.2848048958738875,2.8333333333333335,1,1,1,0,0,0,0.9574684616382872
ORD_0313414291,3169.8166666666666,3061.016666666667,1084.5,690.5833333333334,0.21714189569323145,2.283333333333333,1,1,1,0,0,0,0.9656762483634701
ORD_0316939483,2423.4166666666665,2331.0333333333333,1174.5833333333333,760.2,0.31296035211994083,1.7666666666666666,1,1,1,0,0,0,0.9618788899969053
ORD_0318590601,2464.7,2390.516666666667,1363.35,1031.15,0.4152702830635236,7.633333333333334,1,1,1,0,0,0,0.9699016783651833
ORD_0324714113,2878.6666666666665,2674.3333333333335,793.5166666666667,445.48333333333335,0.1518584993052339,8.333333333333334,1,1,1,0,0,0,0.9290180639184809
ORD_0325010794,2905.3166666666666,2806.55,1271.1166666666666,772.6333333333333,0.26434295745156866,4.633333333333334,1,1,1,0,0,0,0.9660048531714845
ORD_0328924222,1574.1,1469.7333333333333,699.6,409.1666666666667,0.24533595917243717,22.983333333333334,1,1,1,0,0,0,0.9336975626283803
ORD_0337640925,3684.266666666667,3526.9166666666665,1111.8,868.1,0.23147980602200344,15.266666666666667,1,1,1,0,0,0,0.9572913650839605
ORD_0344761623,2682.266666666667,2552.0,1733.6333333333334,1068.7333333333333,0.39679748471442067,4.416666666666667,1,1,1,0,0,0,0.951434110453845
ORD_0352864434,3554.4,3423.616666666667,1137.7666666666667,877.3,0.24490772000900293,6.8,1,1,1,0,0,0,0.9632052291994898
ORD_0352931297,3375.733333333333,3213.5833333333335,1437.7,1001.35,0.29391638360060035,9.166666666666666,1,1,1,0,0,0,0.951965992574453
ORD_0363859573,2281.7166666666667,2106.05,1013.0,718.75,0.3062971593025719,19.866666666666667,1,1,1,0,0,0,0.9230111831004435
ORD_0367233767,2350.95,2257.5,1310.45,1137.9833333333333,0.47929560390480447,11.183333333333334,1,1,1,0,0,0,0.9602501116569898
ORD_0368927552,2924.366666666667,2796.6833333333334,1573.0666666666666,800.1666666666666,0.26491206073109846,25.466666666666665,1,1,1,0,0,0,0.9563381244941924
ORD_0372106650,2706.5333333333333,2561.65,1099.0166666666667,808.4666666666667,0.2940662101581359,12.566666666666666,1,1,1,0,0,0,0.9464690378836397
ORD_0375871555,2186.0,2051.5333333333333,998.3,592.3333333333334,0.2674748398902104,7.633333333333334,1,1,1,0,0,0,0.9384873437023482
ORD_0378142977,2241.133333333333,2140.4333333333334,955.2333333333333,780.3,0.33964958205669754,19.1,1,1,1,0,0,0,0.955067376624922
ORD_0386429168,4210.233333333334,4075.65,1079.4166666666667,752.2833333333333,0.1727378530089385,25.016666666666666,1,1,1,1,0,0,0.9680342340487859
ORD_0386436539,4086.4,3978.7,1284.4666666666667,843.85,0.2039243996345602,10.533333333333333,1,1,1,1,0,0,0.9736442834768989
ORD_0387081473,2600.75,2468.35,1189.05,1048.55,0.3918420968310423,29.466666666666665,1,1,1,0,0,0,0.9490916081899452
ORD_0387083062,2790.5,2678.9166666666665,1439.4333333333334,587.7,0.2043540584124709,17.45,1,1,1,0,0,0,0.9600131398196261
ORD_0392001648,3626.05,3495.483333333333,1723.8833333333334,831.9,0.22727669686481616,7.783333333333333,1,1,1,0,0,0,0.9639920390875286
ORD_0392075616,2672.233333333333,2601.55,922.9333333333333,627.4333333333333,0.23232127932939986,6.616666666666666,1,1,1,0,0,0,0.9735489665323639
ORD_0392779406,2704.3,2607.6833333333334,1194.4,1085.0666666666666,0.39506834793970097,16.683333333333334,1,1,1,0,0,0,0.9642729480210529
ORD_0396787742,3435.266666666667,3311.35,1487.8,746.0666666666667,0.21433561683712082,9.766666666666667,1,1,1,0,0,0,0.9639280793339672
ORD_0397168139,2830.366666666667,2638.4,1145.3666666666666,889.0166666666667,0.3051253665602808,25.4,1,1,1,0,0,0,0.9321760431510641
ORD_0399823589,2677.266666666667,2557.866666666667,1317.0166666666667,785.85,0.29119250977364974,6.25,1,1,1,0,0,0,0.9554022759530865
ORD_0400606360,1903.7,1809.3666666666666,893.6333333333333,589.0333333333333,0.3004062264712577,17.15,1,1,1,0,0,0,0.9504473744112342
ORD_0402081985,2831.733333333333,2695.5333333333333,1599.6333333333334,1192.2833333333333,0.4181655523118938,8.15,1,1,1,0,0,0,0.9519022506827386
ORD_0405804119,2013.6333333333334,1858.95,782.5666666666667,497.46666666666664,0.24538562134781242,3.35,1,1,1,0,0,0,0.9231819761955999
ORD_0407280805,3053.0666666666666,2940.116666666667,1506.85,1025.3,0.3324635339330946,10.266666666666667,1,1,1,0,0,0,0.9630044108655779
ORD_0407374020,2643.733333333333,2546.9,1091.4333333333334,639.6166666666667,0.2397556485777688,5.766666666666667,1,1,1,0,0,0,0.9633725035303612
ORD_0410542198,3373.3166666666666,3207.2,1487.2833333333333,1195.9666666666667,0.35157288326523356,10.0,1,1,1,0,0,0,0.950755685551806
ORD_0411058901,2657.85,2527.883333333333,1493.7333333333333,1158.3,0.43196568655115974,10.2,1,1,1,0,0,0,0.9511008271096312
ORD_0411774127,2151.7833333333333,2047.4833333333333,1012.6666666666666,604.6166666666667,0.2765070832720147,9.633333333333333,1,1,1,0,0,0,0.9515285770717312
ORD_0413084772,3251.55,3133.8,1746.6,1361.9333333333334,0.41394104350232963,15.983333333333333,1,1,1,0,0,0,0.9637865018222078
ORD_0413624879,3301.65,3168.233333333333,1478.1166666666666,1096.1833333333334,0.3278714178264403,13.666666666666666,1,1,1,0,0,0,0.9595909116148995
ORD_0416054237,2358.016666666667,2233.4166666666665,1485.5333333333333,1098.2333333333333,0.462500265053258,7.65,1,1,1,0,0,0,0.9471589824782125
ORD_0421669059,2674.8,2561.1,1582.5166666666667,1078.0166666666667,0.4011016399980061,5.15,1,1,1,0,0,0,0.9574921489457154
ORD_0424044410,2568.1833333333334,2461.35,1422.1,1062.1833333333334,0.4105171619367776,7.9,1,1,1,0,0,0,0.9584012044830651
ORD_0425570741,3358.9333333333334,3231.516666666667,1250.1333333333334,951.6333333333333,0.2790270720863766,14.4,1,1,1,0,0,0,0.9620663305811369
ORD_0429968971,3083.1,2982.633333333333,1518.2166666666667,1126.9166666666667,0.36401133058717955,4.633333333333334,1,1,1,0,0,0,0.9674137502297471
ORD_0430371089,2986.633333333333,2880.383333333333,1104.4666666666667,828.4,0.2744227056105537,8.8,1,1,1,0,0,0,0.964424826169935
ORD_0430877911,2270.75,2031.8333333333333,834.4333333333333,627.0,0.2720393408932438,9.266666666666667,1,1,1,0,0,0,0.8947851297295313
ORD_0431764409,2673.5,2591.7,965.65,581.9833333333333,0.21491802256717163,7.4,1,1,1,0,0,0,0.9694034037778193
ORD_0432186802,3270.1833333333334,3156.2833333333333,866.55,370.81666666666666,0.11059522656731782,9.15,1,1,1,0,0,0,0.9651701484626244
ORD_0437695220,3228.0333333333333,3128.9666666666667,1960.25,1006.45,0.31048832622546235,4.183333333333334,1,1,1,0,0,0,0.9693105193048399
ORD_0437792238,3647.7833333333333,3568.983333333333,1353.4666666666667,952.2166666666667,0.25991127031484873,4.116666666666666,1,1,1,0,0,0,0.9783978397839783
ORD_0441940891,3438.8333333333335,3264.3166666666666,1762.0,1121.1833333333334,0.32457228711287744,5.033333333333333,1,1,1,0,0,0,0.9492511995347259
ORD_0444212122,3126.983333333333,3011.233333333333,1324.6,893.8166666666667,0.28358002121320336,7.066666666666666,1,1,1,0,0,0,0.9629834931430186
