case_id,doc_review_touch_count,declaration_touch_count,recheck_touch_count,duty_payment_touch_count,multiple_doc_reviews_flag,multiple_declarations_flag,multiple_rechecks_flag
ORD_0211316849,4,1,0,2,1,0,0
ORD_0211686785,4,1,0,2,1,0,0
ORD_0212471817,4,1,0,2,1,0,0
ORD_0217462976,4,1,0,2,1,0,0
ORD_0218991535,4,1,0,2,1,0,0
ORD_0221645315,4,1,0,2,1,0,0
ORD_0222564636,4,1,0,2,1,0,0
ORD_0225487659,4,1,0,2,1,0,0
ORD_0228710766,4,1,0,2,1,0,0
ORD_0232424441,4,1,0,2,1,0,0
ORD_0233022249,4,1,0,2,1,0,0
ORD_0237834277,4,1,0,2,1,0,0
ORD_0237888010,4,1,0,2,1,0,0
ORD_0237948804,4,1,0,2,1,0,0
ORD_0242086433,4,1,0,2,1,0,0
ORD_0245848498,4,1,0,2,1,0,0
ORD_0250302436,4,1,0,2,1,0,0
ORD_0251825148,4,1,0,2,1,0,0
ORD_0252367572,4,1,0,2,1,0,0
ORD_0252855367,4,1,0,2,1,0,0
ORD_0254414824,4,1,0,2,1,0,0
ORD_0257004828,4,1,0,2,1,0,0
ORD_0260889834,4,1,0,2,1,0,0
ORD_0261067557,4,1,0,2,1,0,0
ORD_0265081514,4,1,0,2,1,0,0
ORD_0265244816,4,1,0,2,1,0,0
ORD_0269799228,4,1,0,2,1,0,0
ORD_0271710508,4,1,0,2,1,0,0
ORD_0273070479,4,1,0,2,1,0,0
ORD_0279573902,4,1,0,2,1,0,0
ORD_0279620207,4,1,0,2,1,0,0
ORD_0280875197,4,1,0,2,1,0,0
ORD_0282993182,4,1,0,2,1,0,0
ORD_0284618495,4,1,0,2,1,0,0
ORD_0285198200,4,1,0,2,1,0,0
ORD_0297184196,4,1,0,2,1,0,0
ORD_0297642349,4,1,0,2,1,0,0
ORD_0303378880,4,1,0,2,1,0,0
ORD_0308595984,4,1,0,2,1,0,0
ORD_0308918757,4,1,0,2,1,0,0
ORD_0309240818,4,1,0,2,1,0,0
ORD_0309782083,4,1,0,2,1,0,0
ORD_0309813601,4,1,0,2,1,0,0
ORD_0311166288,4,1,0,2,1,0,0
ORD_0313414291,4,1,0,2,1,0,0
ORD_0316939483,4,1,0,2,1,0,0
ORD_0318590601,4,1,0,2,1,0,0
ORD_0324714113,4,1,0,2,1,0,0
ORD_0325010794,4,1,0,2,1,0,0
ORD_0328924222,4,1,0,2,1,0,0
ORD_0337640925,4,1,0,2,1,0,0
ORD_0344761623,4,1,0,2,1,0,0
ORD_0352864434,4,1,0,2,1,0,0
ORD_0352931297,4,1,0,2,1,0,0
ORD_0363859573,4,1,0,2,1,0,0
ORD_0367233767,4,1,0,2,1,0,0
ORD_0368927552,4,1,0,2,1,0,0
ORD_0372106650,4,1,0,2,1,0,0
ORD_0375871555,4,1,0,2,1,0,0
ORD_0378142977,4,1,0,2,1,0,0
ORD_0386429168,4,1,0,2,1,0,0
ORD_0386436539,4,1,0,2,1,0,0
ORD_0387081473,4,1,0,2,1,0,0
ORD_0387083062,4,1,0,2,1,0,0
ORD_0392001648,4,1,0,2,1,0,0
ORD_0392075616,4,1,0,2,1,0,0
ORD_0392779406,4,1,0,2,1,0,0
ORD_0396787742,4,1,0,2,1,0,0
ORD_0397168139,4,1,0,2,1,0,0
ORD_0399823589,4,1,0,2,1,0,0
ORD_0400606360,4,1,0,2,1,0,0
ORD_0402081985,4,1,0,2,1,0,0
ORD_0405804119,4,1,0,2,1,0,0
ORD_0407280805,4,1,0,2,1,0,0
ORD_0407374020,4,1,0,2,1,0,0
ORD_0410542198,4,1,0,2,1,0,0
ORD_0411058901,4,1,0,2,1,0,0
ORD_0411774127,4,1,0,2,1,0,0
ORD_0413084772,4,1,0,2,1,0,0
ORD_0413624879,4,1,0,2,1,0,0
ORD_0416054237,4,1,0,2,1,0,0
ORD_0421669059,4,1,0,2,1,0,0
ORD_0424044410,4,1,0,2,1,0,0
ORD_0425570741,4,1,0,2,1,0,0
ORD_0429968971,4,1,0,2,1,0,0
ORD_0430371089,4,1,0,2,1,0,0
ORD_0430877911,4,1,0,2,1,0,0
ORD_0431764409,4,1,0,2,1,0,0
ORD_0432186802,4,1,0,2,1,0,0
ORD_0437695220,4,1,0,2,1,0,0
ORD_0437792238,4,1,0,2,1,0,0
ORD_0441940891,4,1,0,2,1,0,0
ORD_0444212122,4,1,0,2,1,0,0
ORD_0446266292,4,1,0,2,1,0,0
ORD_0446515635,4,1,0,2,1,0,0
ORD_0452471575,4,1,0,2,1,0,0
ORD_0455557885,4,1,0,2,1,0,0
ORD_0457378162,4,1,0,2,1,0,0
ORD_0458102148,4,1,0,2,1,0,0
ORD_0459600765,4,1,0,2,1,0,0
ORD_0459620912,4,1,0,2,1,0,0
ORD_0461808813,4,1,0,2,1,0,0
ORD_0462064970,4,1,0,2,1,0,0
ORD_0465092912,4,1,0,2,1,0,0
ORD_0465372035,4,1,0,2,1,0,0
ORD_0466421593,4,1,0,2,1,0,0
ORD_0467025404,4,1,0,2,1,0,0
ORD_0468212448,4,1,0,2,1,0,0
ORD_0471816616,4,1,0,2,1,0,0
ORD_0477980443,4,1,0,2,1,0,0
ORD_0481844828,4,1,0,2,1,0,0
ORD_0483977434,4,1,0,2,1,0,0
ORD_0484474872,4,1,0,2,1,0,0
ORD_0485563184,4,1,0,2,1,0,0
ORD_0485578756,4,1,0,2,1,0,0
ORD_0485935084,4,1,0,2,1,0,0
ORD_0490485163,4,1,0,2,1,0,0
ORD_0492731215,4,1,0,2,1,0,0
ORD_0498150402,4,1,0,2,1,0,0
ORD_0502600127,4,1,0,2,1,0,0
ORD_0503681558,4,1,0,2,1,0,0
ORD_0507198011,4,1,0,2,1,0,0
ORD_0512894752,4,1,0,2,1,0,0
ORD_0515870148,4,1,0,2,1,0,0
ORD_0517193384,4,1,0,2,1,0,0
ORD_0521693156,4,1,0,2,1,0,0
ORD_0531460593,4,1,0,2,1,0,0
ORD_0532956083,4,1,0,2,1,0,0
ORD_0537739927,4,1,0,2,1,0,0
ORD_0538689001,4,1,0,2,1,0,0
ORD_0538892193,4,1,0,2,1,0,0
ORD_0542036674,4,1,0,2,1,0,0
ORD_0542054394,4,1,0,2,1,0,0
ORD_0542214069,4,1,0,2,1,0,0
ORD_0543269700,4,1,0,2,1,0,0
ORD_0546229239,4,1,0,2,1,0,0
ORD_0548366388,4,1,0,2,1,0,0
ORD_0549792296,4,1,0,2,1,0,0
ORD_0555660007,4,1,0,2,1,0,0
ORD_0559256132,4,1,0,2,1,0,0
ORD_0562918264,4,1,0,2,1,0,0
ORD_0563837508,4,1,0,2,1,0,0
ORD_0565496190,4,1,0,2,1,0,0
ORD_0567995599,4,1,0,2,1,0,0
ORD_0570937026,4,1,0,2,1,0,0
ORD_0573270726,4,1,0,2,1,0,0
ORD_0578245206,4,1,0,2,1,0,0
ORD_0580777839,4,1,0,2,1,0,0
ORD_0581274428,4,1,0,2,1,0,0
ORD_0583090681,4,1,0,2,1,0,0
ORD_0584215289,4,1,0,2,1,0,0
ORD_0588092317,4,1,0,2,1,0,0
ORD_0592692661,4,1,0,2,1,0,0
ORD_0594336066,4,1,0,2,1,0,0
ORD_0601375026,4,1,0,2,1,0,0
ORD_0603461077,4,1,0,2,1,0,0
ORD_0607785275,4,1,0,2,1,0,0
ORD_0608349171,4,1,0,2,1,0,0
ORD_0615930932,4,1,0,2,1,0,0
ORD_0616049828,4,1,0,2,1,0,0
ORD_0624366052,4,1,0,2,1,0,0
ORD_0625927862,4,1,0,2,1,0,0
ORD_0627585778,4,1,0,2,1,0,0
ORD_0628485555,4,1,0,2,1,0,0
ORD_0629019624,4,1,0,2,1,0,0
ORD_0629310754,4,1,0,2,1,0,0
ORD_0631691416,4,1,0,2,1,0,0
ORD_0632125801,4,1,0,2,1,0,0
ORD_0637226370,4,1,0,2,1,0,0
ORD_0637569323,4,1,0,2,1,0,0
ORD_0641819490,4,1,0,2,1,0,0
ORD_0643949383,4,1,0,2,1,0,0
ORD_0644869275,4,1,0,2,1,0,0
ORD_0646022125,4,1,0,2,1,0,0
ORD_0647096545,4,1,0,2,1,0,0
ORD_0650653467,4,1,0,2,1,0,0
ORD_0652317577,4,1,0,2,1,0,0
ORD_0657010860,4,1,0,2,1,0,0
ORD_0660056785,4,1,0,2,1,0,0
ORD_0663926520,4,1,0,2,1,0,0
ORD_0665478523,4,1,0,2,1,0,0
ORD_0666086572,4,1,0,2,1,0,0
ORD_0666774850,4,1,0,2,1,0,0
ORD_0668156644,4,1,0,2,1,0,0
ORD_0672447913,4,1,0,2,1,0,0
ORD_0676159424,4,1,0,2,1,0,0
ORD_0676456929,4,1,0,2,1,0,0
ORD_0678356217,4,1,0,2,1,0,0
ORD_0680283835,4,1,0,2,1,0,0
ORD_0681000479,4,1,0,2,1,0,0
ORD_0682060118,4,1,0,2,1,0,0
ORD_0683174925,4,1,0,2,1,0,0
ORD_0685870280,4,1,0,2,1,0,0
ORD_0690181321,4,1,0,2,1,0,0
ORD_0690262029,4,1,0,2,1,0,0
ORD_0693247785,4,1,0,2,1,0,0
ORD_0694470963,4,1,0,2,1,0,0
ORD_0695154983,4,1,0,2,1,0,0
ORD_0697838834,4,1,0,2,1,0,0
ORD_0698657472,4,1,0,2,1,0,0
ORD_0700265167,4,1,0,2,1,0,0
ORD_0701542528,4,1,0,2,1,0,0
ORD_0701795088,4,1,0,2,1,0,0
ORD_0703842576,4,1,0,2,1,0,0
ORD_0710800101,4,1,0,2,1,0,0
ORD_0712676944,4,1,0,2,1,0,0
ORD_0716375456,4,1,0,2,1,0,0
ORD_0716674870,4,1,0,2,1,0,0
ORD_0725167822,4,1,0,2,1,0,0
ORD_0727119136,4,1,0,2,1,0,0
ORD_0729849652,4,1,0,2,1,0,0
ORD_0731584502,4,1,0,2,1,0,0
ORD_0735048545,4,1,0,2,1,0,0
ORD_0738495894,4,1,0,2,1,0,0
ORD_0738854219,4,1,0,2,1,0,0
ORD_0742557251,4,1,0,2,1,0,0
ORD_0743587957,4,1,0,2,1,0,0
ORD_0745252987,4,1,0,2,1,0,0
ORD_0748323469,4,1,0,2,1,0,0
ORD_0750669101,4,1,0,2,1,0,0
ORD_0752230494,4,1,0,2,1,0,0
ORD_0755632633,4,1,0,2,1,0,0
ORD_0756010322,4,1,0,2,1,0,0
ORD_0756297801,4,1,0,2,1,0,0
ORD_0760161498,4,1,0,2,1,0,0
ORD_0760774324,4,1,0,2,1,0,0
ORD_0761258841,4,1,0,2,1,0,0
ORD_0770553525,4,1,0,2,1,0,0
ORD_0775909791,4,1,0,2,1,0,0
ORD_0778822707,4,1,0,2,1,0,0
ORD_0779535223,4,1,0,2,1,0,0
ORD_0780012424,4,1,0,2,1,0,0
ORD_0783170338,4,1,0,2,1,0,0
ORD_0784222233,4,1,0,2,1,0,0
ORD_0785269078,4,1,0,2,1,0,0
ORD_0785662597,4,1,0,2,1,0,0
ORD_0786190695,4,1,0,2,1,0,0
ORD_0787211790,4,1,0,2,1,0,0
ORD_0790463611,4,1,0,2,1,0,0
ORD_0798415042,4,1,0,2,1,0,0
ORD_0801252353,4,1,0,2,1,0,0
ORD_0803760467,4,1,0,2,1,0,0
ORD_0804265192,4,1,0,2,1,0,0
ORD_0805116940,4,1,0,2,1,0,0
ORD_0806746176,4,1,0,2,1,0,0
ORD_0811526637,4,1,0,2,1,0,0
ORD_0812661918,4,1,0,2,1,0,0
ORD_0817137281,4,1,0,2,1,0,0
ORD_0820137795,4,1,0,2,1,0,0
ORD_0820825853,4,1,0,2,1,0,0
ORD_0823750946,4,1,0,2,1,0,0
ORD_0824189558,4,1,0,2,1,0,0
ORD_0825068040,4,1,0,2,1,0,0
ORD_0832090400,4,1,0,2,1,0,0
ORD_0833705373,4,1,0,2,1,0,0
ORD_0837373285,4,1,0,2,1,0,0
ORD_0837630197,4,1,0,2,1,0,0
ORD_0839958377,4,1,0,2,1,0,0
ORD_0840398662,4,1,0,2,1,0,0
ORD_0842658789,4,1,0,2,1,0,0
ORD_0844039962,4,1,0,2,1,0,0
ORD_0846083915,4,1,0,2,1,0,0
ORD_0846550119,4,1,0,2,1,0,0
ORD_0847543009,4,1,0,2,1,0,0
ORD_0849035155,4,1,0,2,1,0,0
ORD_0849832150,4,1,0,2,1,0,0
ORD_0852656805,4,1,0,2,1,0,0
ORD_0861399185,4,1,0,2,1,0,0
ORD_0863726063,4,1,0,2,1,0,0
ORD_0864765049,4,1,0,2,1,0,0
ORD_0866095018,4,1,0,2,1,0,0
ORD_0866381239,4,1,0,2,1,0,0
ORD_0867298736,4,1,0,2,1,0,0
ORD_0870891309,4,1,0,2,1,0,0
ORD_0871605613,4,1,0,2,1,0,0
ORD_0877827976,4,1,0,2,1,0,0
ORD_0879419915,4,1,0,2,1,0,0
ORD_0880708720,4,1,0,2,1,0,0
ORD_0881581555,4,1,0,2,1,0,0
ORD_0881651459,4,1,0,2,1,0,0
ORD_0884523570,4,1,0,2,1,0,0
ORD_0885988689,4,1,0,2,1,0,0
ORD_0888888927,4,1,0,2,1,0,0
ORD_0889489403,4,1,0,2,1,0,0
ORD_0890923947,4,1,0,2,1,0,0
ORD_0891152099,4,1,0,2,1,0,0
ORD_0896935177,4,1,0,2,1,0,0
ORD_0901672182,4,1,0,2,1,0,0
ORD_0906075390,4,1,0,2,1,0,0
ORD_0913232781,4,1,0,2,1,0,0
ORD_0918327194,4,1,0,2,1,0,0
ORD_0925450084,4,1,0,2,1,0,0
ORD_0926911653,4,1,0,2,1,0,0
ORD_0930358416,4,1,0,2,1,0,0
ORD_0931266223,4,1,0,2,1,0,0
ORD_0931717293,4,1,0,2,1,0,0
ORD_0932150737,4,1,0,2,1,0,0
ORD_0934399407,4,1,0,2,1,0,0
ORD_0938502364,4,1,0,2,1,0,0
ORD_0938535066,4,1,0,2,1,0,0
ORD_0942128038,4,1,0,2,1,0,0
ORD_0943098362,4,1,0,2,1,0,0
ORD_0946640731,4,1,0,2,1,0,0
ORD_0947525812,4,1,0,2,1,0,0
ORD_0948121075,4,1,0,2,1,0,0
ORD_0948578429,4,1,0,2,1,0,0
ORD_0949064779,4,1,0,2,1,0,0
ORD_0955405194,4,1,0,2,1,0,0
ORD_0957015582,4,1,0,2,1,0,0
ORD_0957475001,4,1,0,2,1,0,0
ORD_0961130653,4,1,0,2,1,0,0
ORD_0969823446,4,1,0,2,1,0,0
ORD_0969887146,4,1,0,2,1,0,0
ORD_0973847461,4,1,0,2,1,0,0
ORD_0974527770,4,1,0,2,1,0,0
ORD_0981834026,4,1,0,2,1,0,0
ORD_0985263586,4,1,0,2,1,0,0
ORD_0987309912,4,1,0,2,1,0,0
ORD_0991011171,4,1,0,2,1,0,0
ORD_0993019742,4,1,0,2,1,0,0
ORD_0994253920,4,1,0,2,1,0,0
ORD_0997367065,4,1,0,2,1,0,0
ORD_0998928364,4,1,0,2,1,0,0
ORD_0999820761,4,1,0,2,1,0,0
ORD_1003098618,4,1,0,2,1,0,0
ORD_1003228369,4,1,0,2,1,0,0
ORD_1003465364,4,1,0,2,1,0,0
ORD_1005306580,4,1,0,2,1,0,0
ORD_1008636171,4,1,0,2,1,0,0
ORD_1009518306,4,1,0,2,1,0,0
ORD_1009702540,4,1,0,2,1,0,0
ORD_1017845361,4,1,0,2,1,0,0
ORD_1021116486,4,1,0,2,1,0,0
ORD_1021132176,4,1,0,2,1,0,0
ORD_1025045899,4,1,0,2,1,0,0
ORD_1026029638,4,1,0,2,1,0,0
ORD_1026281470,4,1,0,2,1,0,0
ORD_1027784471,4,1,0,2,1,0,0
ORD_1033487982,4,1,0,2,1,0,0
ORD_1036184566,4,1,0,2,1,0,0
ORD_1037638769,4,1,0,2,1,0,0
ORD_1040126010,4,1,0,2,1,0,0
ORD_1041663126,4,1,0,2,1,0,0
ORD_1043605576,4,1,0,2,1,0,0
ORD_1043713816,4,1,0,2,1,0,0
ORD_1045872804,4,1,0,2,1,0,0
ORD_1053026375,4,1,0,2,1,0,0
ORD_1055669018,4,1,0,2,1,0,0
ORD_1056672993,4,1,0,2,1,0,0
ORD_1059274377,4,1,0,2,1,0,0
ORD_1061000944,4,1,0,2,1,0,0
ORD_1061086907,4,1,0,2,1,0,0
ORD_1066829006,4,1,0,2,1,0,0
ORD_1068916383,4,1,0,2,1,0,0
ORD_1068955488,4,1,0,2,1,0,0
ORD_1070885374,4,1,0,2,1,0,0
ORD_1075897681,4,1,0,2,1,0,0
ORD_1076084259,4,1,0,2,1,0,0
ORD_1077561956,4,1,0,2,1,0,0
ORD_1078801289,4,1,0,2,1,0,0
ORD_1082216737,4,1,0,2,1,0,0
ORD_1083141806,4,1,0,2,1,0,0
ORD_1089423753,4,1,0,2,1,0,0
ORD_1090955024,4,1,0,2,1,0,0
ORD_1092269876,4,1,0,2,1,0,0
ORD_1094446027,4,1,0,2,1,0,0
ORD_1096788749,4,1,0,2,1,0,0
ORD_1101494297,4,1,0,2,1,0,0
ORD_1102718979,4,1,0,2,1,0,0
ORD_1102724874,4,1,0,2,1,0,0
ORD_1104089865,4,1,0,2,1,0,0
ORD_1104918153,4,1,0,2,1,0,0
ORD_1106130007,4,1,0,2,1,0,0
ORD_1106762014,4,1,0,2,1,0,0
ORD_1109620072,4,1,0,2,1,0,0
ORD_1109795481,4,1,0,2,1,0,0
ORD_1111421676,4,1,0,2,1,0,0
ORD_1112237409,4,1,0,2,1,0,0
ORD_1113981070,4,1,0,2,1,0,0
ORD_1114816125,4,1,0,2,1,0,0
ORD_1119210463,4,1,0,2,1,0,0
ORD_1119586125,4,1,0,2,1,0,0
ORD_1120522515,4,1,0,2,1,0,0
ORD_1128501586,4,1,0,2,1,0,0
ORD_1129538544,4,1,0,2,1,0,0
ORD_1135104045,4,1,0,2,1,0,0
ORD_1136314657,4,1,0,2,1,0,0
ORD_1139960005,4,1,0,2,1,0,0
ORD_1140618836,4,1,0,2,1,0,0
ORD_1144325398,4,1,0,2,1,0,0
ORD_1145839665,4,1,0,2,1,0,0
ORD_1149258110,4,1,0,2,1,0,0
ORD_1149352474,4,1,0,2,1,0,0
ORD_1149479617,4,1,0,2,1,0,0
ORD_1150274269,4,1,0,2,1,0,0
ORD_1151507821,4,1,0,2,1,0,0
ORD_1153397849,4,1,0,2,1,0,0
ORD_1155320315,4,1,0,2,1,0,0
ORD_1158965347,4,1,0,2,1,0,0
ORD_1159075978,4,1,0,2,1,0,0
ORD_1159722552,4,1,0,2,1,0,0
ORD_1162785497,4,1,0,2,1,0,0
ORD_1163364060,4,1,0,2,1,0,0
ORD_1165476705,4,1,0,2,1,0,0
ORD_1169606699,4,1,0,2,1,0,0
ORD_1172220271,4,1,0,2,1,0,0
ORD_1178425338,4,1,0,2,1,0,0
ORD_1179747278,4,1,0,2,1,0,0
ORD_1180841005,4,1,0,2,1,0,0
ORD_1183196625,4,1,0,2,1,0,0
ORD_1188539337,4,1,0,2,1,0,0
ORD_1188841311,4,1,0,2,1,0,0
ORD_1191364934,4,1,0,2,1,0,0
ORD_1199315873,4,1,0,2,1,0,0
ORD_1200820786,4,1,0,2,1,0,0
ORD_1200824544,4,1,0,2,1,0,0
ORD_1202976557,4,1,0,2,1,0,0
ORD_1203268710,4,1,0,2,1,0,0
ORD_1204692570,4,1,0,2,1,0,0
ORD_1205016709,4,1,0,2,1,0,0
ORD_1205426141,4,1,0,2,1,0,0
ORD_1205926542,4,1,0,2,1,0,0
ORD_1211521239,4,1,0,2,1,0,0
ORD_1215994972,4,1,0,2,1,0,0
ORD_1219006054,4,1,0,2,1,0,0
ORD_1220857299,4,1,0,2,1,0,0
ORD_1225674116,4,1,0,2,1,0,0
ORD_1228975224,4,1,0,2,1,0,0
ORD_1229762079,4,1,0,2,1,0,0
ORD_1230776525,4,1,0,2,1,0,0
ORD_1231040481,4,1,0,2,1,0,0
ORD_1231235067,4,1,0,2,1,0,0
ORD_1234338845,4,1,0,2,1,0,0
ORD_1238623751,4,1,0,2,1,0,0
ORD_1241837039,4,1,0,2,1,0,0
ORD_1244195271,4,1,0,2,1,0,0
ORD_1245306647,4,1,0,2,1,0,0
ORD_1250944816,4,1,0,2,1,0,0
ORD_1252808932,4,1,0,2,1,0,0
ORD_1253864821,4,1,0,2,1,0,0
ORD_1255542769,4,1,0,2,1,0,0
ORD_1255816338,4,1,0,2,1,0,0
ORD_1258675665,4,1,0,2,1,0,0
ORD_1261688158,4,1,0,2,1,0,0
ORD_1263136080,4,1,0,2,1,0,0
ORD_1264397652,4,1,0,2,1,0,0
ORD_1267764088,4,1,0,2,1,0,0
ORD_1269308214,4,1,0,2,1,0,0
ORD_1273007581,4,1,0,2,1,0,0
ORD_1275067908,4,1,0,2,1,0,0
ORD_1275643550,4,1,0,2,1,0,0
ORD_1278198607,4,1,0,2,1,0,0
ORD_1278785386,4,1,0,2,1,0,0
ORD_1279124951,4,1,0,2,1,0,0
ORD_1282253563,4,1,0,2,1,0,0
ORD_1286518108,4,1,0,2,1,0,0
ORD_1289868548,4,1,0,2,1,0,0
ORD_1292455493,4,1,0,2,1,0,0
ORD_1294516258,4,1,0,2,1,0,0
ORD_1303197348,4,1,0,2,1,0,0
ORD_1304419668,4,1,0,2,1,0,0
ORD_1310581485,4,1,0,2,1,0,0
ORD_1314062816,4,1,0,2,1,0,0
ORD_1315005145,4,1,0,2,1,0,0
ORD_1315206990,4,1,0,2,1,0,0
ORD_1317868641,4,1,0,2,1,0,0
ORD_1318162292,4,1,0,2,1,0,0
ORD_1319213848,4,1,0,2,1,0,0
ORD_1319682550,4,1,0,2,1,0,0
ORD_1329688545,4,1,0,2,1,0,0
ORD_1332909894,4,1,0,2,1,0,0
ORD_1335382903,4,1,0,2,1,0,0
ORD_1336907242,4,1,0,2,1,0,0
ORD_1345094292,4,1,0,2,1,0,0
ORD_1348754062,4,1,0,2,1,0,0
ORD_1349513298,4,1,0,2,1,0,0
ORD_1352019680,4,1,0,2,1,0,0
ORD_1352706512,4,1,0,2,1,0,0
ORD_1353900238,4,1,0,2,1,0,0
ORD_1354132549,4,1,0,2,1,0,0
ORD_1354613860,4,1,0,2,1,0,0
ORD_1356778669,4,1,0,2,1,0,0
ORD_1359340429,4,1,0,2,1,0,0
ORD_1359726085,4,1,0,2,1,0,0
ORD_1365029824,4,1,0,2,1,0,0
ORD_1368149397,4,1,0,2,1,0,0
ORD_1371204673,4,1,0,2,1,0,0
ORD_1372002066,4,1,0,2,1,0,0
ORD_1373329707,4,1,0,2,1,0,0
ORD_1378258060,4,1,0,2,1,0,0
ORD_1378853394,4,1,0,2,1,0,0
ORD_1386406562,4,1,0,2,1,0,0
ORD_1388196149,4,1,0,2,1,0,0
ORD_1389825481,4,1,0,2,1,0,0
ORD_1392545533,4,1,0,2,1,0,0
ORD_1393265549,4,1,0,2,1,0,0
ORD_1402271387,4,1,0,2,1,0,0
ORD_1405086440,4,1,0,2,1,0,0
ORD_1408968484,4,1,0,2,1,0,0
ORD_1410671228,4,1,0,2,1,0,0
ORD_1411910517,4,1,0,2,1,0,0
ORD_1413122839,4,1,0,2,1,0,0
ORD_1413503184,4,1,0,2,1,0,0
ORD_1415954086,4,1,0,2,1,0,0
ORD_1418357579,4,1,0,2,1,0,0
ORD_1418397243,4,1,0,2,1,0,0
ORD_1419068612,4,1,0,2,1,0,0
ORD_1420456034,4,1,0,2,1,0,0
ORD_1428671259,4,1,0,2,1,0,0
ORD_1432497216,4,1,0,2,1,0,0
