case_id,cycle_time_min,doc_review_touch_count,declaration_touch_count,recheck_touch_count,inspection_touch_count,hold_touch_count,decl_to_release_min,inspection_to_release_min,hold_to_release_min,max_gap_to_next_min,document_intake_ratio,declaration_ratio,inspection_ratio,hold_ratio,recheck_ratio,flag_missing_declaration,flag_missing_release,flag_many_rechecks,flag_many_doc_reviews,flag_inspection_heavy,flag_hold_heavy,flag_large_customs_gap,flag_long_clearance_lag,issue_score
ORD_2524643052,4661.516666666666,4,1,0,2,0,4577.166666666667,4521.283333333334,,0.0,0.127569353322059,0.00382922582421315,0.3112828085279827,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_0563837508,4678.55,4,1,0,2,0,4565.066666666667,4518.716666666666,,0.0,0.17358654568901333,0.0017704915696814896,0.47054821116229034,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_4451126376,4709.416666666667,4,1,0,2,0,4540.733333333334,4498.616666666667,,0.0,0.32228336842850314,0.002732114734662821,0.4989966910268434,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_6579634373,4648.5,4,1,0,2,0,4539.583333333333,4500.233333333334,,0.0,0.12563909504858198,0.0039008999318776664,0.1749811767236743,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_0237888010,4669.633333333333,4,1,0,2,0,4523.433333333333,4452.766666666666,,0.0,0.1824554390423231,0.008630227926532417,0.4546681038482679,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_5559280892,4597.733333333334,4,1,0,2,0,4506.25,4470.833333333333,,0.0,0.1570774004581968,0.0023272337093640343,0.27267421628048605,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_8487786557,4607.35,4,1,0,2,0,4485.4,4450.05,,0.0,0.11187920749816416,0.004293863790103494,0.27704645837629,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_3632840225,4567.766666666666,4,1,0,2,0,4477.983333333334,4375.366666666667,,0.0,0.20974144913998816,0.011997110185137884,0.4429954828398998,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_1486908208,4572.5,4,1,0,2,0,4458.916666666667,4389.566666666667,,0.0,0.2435137597958812,0.01230909422270822,0.4518680517587024,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_8676776692,4588.583333333333,4,1,0,2,0,4454.433333333333,4347.016666666666,,0.0,0.11598350979786791,0.01210613297495596,0.21340282948622488,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_0849035155,4501.366666666667,4,1,0,2,0,4429.616666666667,4399.05,,0.0,0.12542857354433096,0.0017698328655741588,0.32722654601195195,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_2702812447,4514.866666666667,4,1,0,2,0,4411.733333333334,4363.633333333333,,0.0,0.08082926036944613,0.00455532093971029,0.18113860874444426,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_2478045163,4554.016666666666,4,1,0,2,0,4406.483333333334,4372.25,,0.0,0.16521312687334624,0.005343268396763297,0.46146442151800054,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_7151944175,4512.166666666667,4,1,0,2,0,4399.783333333334,4360.866666666667,,0.0,0.13571085583422599,0.00523399697115207,0.2520112288996417,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_9523421628,4498.7,4,1,0,2,0,4398.016666666666,4358.25,,0.0,0.22210860915375555,0.003623268944361705,0.37676069383006944,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_4023565150,4481.2,4,1,0,2,0,4390.033333333334,4359.616666666667,,0.0,0.11470885774643697,0.004057692879883365,0.3170653693951025,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_8544984141,4469.816666666667,4,1,0,2,0,4381.066666666667,4355.366666666667,,0.0,0.3054785990476865,0.0026138283076487107,0.37029110067899873,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_0477980443,4496.983333333334,4,1,0,2,0,4369.916666666667,4346.616666666667,,0.0,0.19486025817307157,0.002342310956604242,0.4711306468410304,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_1021116486,4563.233333333334,4,1,0,2,0,4363.033333333334,4314.6,,0.0,0.20130097810762837,0.0031337428869880274,0.5014499952519047,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_8773197441,4477.566666666667,4,1,0,2,0,4356.2,4318.033333333334,,0.0,0.3284484876458196,0.004418322451927015,0.4004779381658193,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_7629531484,4449.5,4,1,0,2,0,4353.983333333334,4306.683333333333,,0.0,0.05809266958834326,0.0048057834213582045,0.3684721129714949,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_2060697347,4412.233333333334,4,1,0,2,0,4341.15,4297.55,,0.0,0.10310726993888204,0.003641390981135781,0.17619950591914904,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_0559256132,4479.15,4,1,0,2,0,4336.866666666667,4304.566666666667,,0.0,0.1966444526305214,0.0051907169887143775,0.314081168674116,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_8964664705,4424.183333333333,4,1,0,2,0,4333.833333333333,4308.083333333333,,0.0,0.09281562322236496,0.00166509073237622,0.15882780626179596,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_5367722557,4450.45,4,1,0,2,0,4330.316666666667,4301.633333333333,,0.0,0.20226419051256989,0.0019623483767559086,0.4272002456680411,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_9293721262,4434.183333333333,4,1,0,2,0,4328.7,4275.466666666666,,0.0,0.2582324441554439,0.007382043292451447,0.33515754498197714,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_1202976557,4445.25,4,1,0,2,0,4327.55,4270.066666666667,,0.0,0.09856213561292015,0.00634385017715539,0.17737660049116097,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_3290905217,4467.416666666667,4,1,0,2,0,4325.583333333333,4294.066666666667,,0.0,0.26333264936857614,0.005502807364435075,0.45544591393236206,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_7681206493,4388.633333333333,4,1,0,2,0,4313.85,4240.483333333334,,0.0,0.34509224587760806,0.011529785278636477,0.3975953030176441,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_2237629292,4418.15,4,1,0,2,0,4297.833333333333,4270.533333333334,,0.0,0.17167819109808405,0.0038213581099178014,0.32795023558125763,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_9401846232,4396.766666666666,4,1,0,2,0,4289.966666666666,4250.116666666667,,0.0,0.3412204422947166,0.0037338043865567886,0.4704479807130998,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_2683899352,4436.316666666667,4,1,0,2,0,4284.6,4253.633333333333,,0.0,0.166425600817495,0.004076204358721011,0.38463965977781867,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_3938750980,4375.466666666666,4,1,0,2,0,4280.55,4229.133333333333,,0.0,0.12218506216479767,0.009427565821550464,0.21493326426133597,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_4399774767,4478.716666666666,4,1,0,2,0,4274.683333333333,4158.0,,0.0,0.24311279644838743,0.010895978386665823,0.39032386509528405,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_6254027892,4400.433333333333,4,1,0,2,0,4272.516666666666,4242.533333333334,,0.0,0.0922409156673964,0.0020982781998742546,0.38956390658495754,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_2056836448,4386.783333333334,4,1,0,2,0,4267.35,4245.416666666667,,0.0,0.18677314813055884,0.0027240916844916735,0.3016713081339022,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_2184274983,4330.566666666667,4,1,0,2,0,4256.05,4197.283333333334,,0.0,0.08399978447778197,0.009983297028102559,0.24922835348722644,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_0282993182,4401.8,4,1,0,2,0,4255.666666666667,4210.55,,0.0,0.22505944537840578,0.0057097853908249655,0.4775129871113333,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_1083141806,4355.933333333333,4,1,0,2,0,4248.6,4210.633333333333,,0.0,0.33509848635577527,0.005957391450741517,0.34674543534489355,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_4866482740,4387.283333333334,4,1,0,2,0,4236.083333333333,4196.483333333334,,0.0,0.3499356093558276,0.00665559932684235,0.4766047326173752,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_9102426405,4348.933333333333,4,1,0,2,0,4232.933333333333,4208.366666666667,,0.0,0.2954900818591532,0.00264815893552442,0.3741492166661557,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_6522008815,4318.116666666667,4,1,0,2,0,4212.266666666666,4173.65,,0.0,0.08308406056652784,0.003500754572788291,0.40239379050280405,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_8222456623,4301.566666666667,4,1,0,2,0,4210.95,4178.65,,0.0,0.07913783350252235,0.004955558827403969,0.38458081164226987,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_2992481122,4348.133333333333,4,1,0,2,0,4200.666666666667,4150.1,,0.0,0.15849329980681365,0.007769617613688632,0.23102634080524975,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_2539609314,4315.983333333334,4,1,0,2,0,4200.15,4114.05,,0.0,0.12307353673747583,0.007653721245448121,0.3180464861232859,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_2388371340,4318.516666666666,4,1,0,2,0,4184.283333333334,4150.416666666667,,0.0,0.1649640501561107,0.0036895384603509696,0.3329615492974054,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_1743948659,4291.583333333333,4,1,0,2,0,4177.216666666666,4137.383333333333,,0.0,0.24036194877570438,0.004260276898580556,0.4460358453562205,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_1905443980,4283.35,4,1,0,2,0,4173.783333333334,4125.116666666667,,0.0,0.10234979630429453,0.0033774187649075293,0.4247415379706693,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_2256307830,4323.6,4,1,0,2,0,4163.716666666666,4049.8,,0.0,0.07302171030314245,0.020384247694822215,0.25505365898788046,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_4806503770,4335.483333333334,4,1,0,2,0,4162.483333333334,4100.866666666667,,0.0,0.2801456200577406,0.004332465815037924,0.40423405310442123,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_2042473378,4297.566666666667,4,1,0,2,0,4159.5,4100.683333333333,,0.0,0.13511134207729958,0.011087669766612114,0.1643875991840344,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_7776641399,4343.216666666666,4,1,0,2,0,4157.883333333333,4111.083333333333,,0.0,0.09310303807086145,0.006128330384929757,0.211018715007694,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_2523666858,4268.666666666667,4,1,0,2,0,4152.583333333333,4116.616666666667,,0.0,0.1661057316882711,0.0033695142901764793,0.43118850538809933,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_0931266223,4256.0,4,1,0,2,0,4149.933333333333,4128.25,,0.0,0.11502584586466166,0.003614505012531328,0.2752232142857143,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_1119210463,4237.416666666667,4,1,0,2,0,4143.533333333334,4086.5666666666666,,0.0,0.1357391492458062,0.006112214596157249,0.3539184644732443,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_5875279780,4236.766666666666,4,1,0,2,0,4139.016666666666,4104.366666666667,,0.0,0.1807825149681754,0.004834661652360684,0.23090721698150318,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_1502135347,4266.95,4,1,0,2,0,4132.216666666666,4083.6,,0.0,0.27901662780206005,0.007726049442029241,0.41585910310643437,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_0668156644,4239.066666666667,4,1,0,2,0,4130.25,4080.766666666667,,0.0,0.24276570314220108,0.005142641461957035,0.29475828012455574,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_1244195271,4252.2,4,1,0,2,0,4130.0,4082.0,,0.0,0.12102754652493611,0.009630309016509101,0.26628176786918145,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_1128501586,4239.033333333334,4,1,0,2,0,4129.766666666666,4083.883333333333,,0.0,0.22206320623412568,0.004313090248562959,0.34001069426205655,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_1319682550,4216.983333333334,4,1,0,2,0,4121.016666666666,4104.55,,0.0,0.12244139768159701,0.0016164793948280562,0.3292598579553314,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_3703551405,4219.616666666667,4,1,0,2,0,4111.966666666666,4082.5333333333333,,0.0,0.10845771930309625,0.002717466436524645,0.16217112928899544,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_7838474389,4217.533333333334,4,1,0,2,0,4109.383333333333,4095.116666666667,,0.0,0.3305605172059497,0.0014898123705799596,0.43811943790209124,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_4933999204,4170.016666666666,4,1,0,2,0,4103.983333333334,4069.4666666666667,,0.0,0.26733306421637004,0.0032294035595381316,0.3407260562507744,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_8444232809,4211.8,4,1,0,2,0,4103.816666666667,4043.516666666667,,0.0,0.3207892112635928,0.005745761907023126,0.41759659369707336,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_9895980487,4268.183333333333,4,1,0,2,0,4101.466666666666,4066.2166666666667,,0.0,0.22940282946296434,0.003643236193384383,0.4910363894084524,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_6981253985,4194.15,4,1,0,2,0,4089.75,4037.883333333333,,0.0,0.27706448267229355,0.007883997154767158,0.44448815612221787,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_7130121772,4225.05,4,1,0,2,0,4089.383333333333,4058.65,,0.0,0.12075596738500136,0.004011786842759257,0.20194632805134455,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_1077561956,4216.266666666666,4,1,0,2,0,4087.3166666666666,4047.2,,0.0,0.14176838909619885,0.00202786035038897,0.4697599772310417,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_6946297741,4170.35,4,1,0,2,0,4083.65,4050.6666666666665,,0.0,0.1133078358730882,0.004571958388784316,0.24446389391777673,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_9000110914,4169.733333333334,4,1,0,2,0,4080.6666666666665,4060.5666666666666,,0.0,0.08590877114443768,0.003869152303904326,0.24195791897163688,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_2299945416,4164.45,4,1,0,2,0,4077.5333333333333,4049.233333333333,,0.0,0.15784397299363262,0.003786014159532872,0.35734610812952494,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_8100344578,4159.55,4,1,0,2,0,4076.65,4019.6666666666665,,0.0,0.12667636322839412,0.010393752529320078,0.21650579189255245,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_0386429168,4210.233333333334,4,1,0,2,0,4075.65,4036.7,,0.0,0.23907621905357582,0.00672171771952465,0.4294100881186315,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_6276056789,4140.833333333333,4,1,0,2,0,4074.366666666667,4025.6833333333334,,0.0,0.24260012074864157,0.004906419802777219,0.4789011873616422,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_3302469697,4220.933333333333,4,1,0,2,0,4072.0,3998.616666666667,,0.0,0.19662317970748963,0.006653346811131819,0.28240199639890073,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_8657899918,4159.333333333333,4,1,0,2,0,4067.7166666666667,4021.7833333333333,,0.0,0.17350937650264467,0.003838756210931239,0.3102700753325854,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_8566367067,4189.616666666667,4,1,0,2,0,4065.5333333333333,4034.3166666666666,,0.0,0.1226484523245961,0.003250098457695016,0.4429880219749619,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_4360867454,4202.133333333333,4,1,0,2,0,4065.4166666666665,4024.016666666667,,0.0,0.10414551339002413,0.006100076151795913,0.4370200850361721,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_4916199121,4173.483333333334,4,1,0,2,0,4060.633333333333,4014.6666666666665,,0.0,0.25480314205959054,0.003949538554924144,0.47205172338054935,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_0019124482,4181.65,4,1,0,2,0,4058.6833333333334,3982.0333333333333,,0.0,0.36489184891131493,0.011004428076636416,0.4803885228717532,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_6886045565,4149.533333333334,4,1,0,2,0,4053.4666666666667,4008.4,,0.0,0.1691796667898398,0.006004691290586893,0.2318533811030959,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_5378804264,4127.6,4,1,0,2,0,4044.266666666667,3966.233333333333,,0.0,0.19226265464999837,0.009000387634460703,0.44938947572439186,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_0126892511,4136.3,4,1,0,2,0,4040.5,3999.233333333333,,0.0,0.174515871672751,0.004678093948698112,0.22682913070457494,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_2375855696,4175.95,4,1,0,2,0,4038.1666666666665,4000.55,,0.0,0.0940664200162039,0.003887339008688642,0.3622050072438607,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_5968952017,4162.483333333334,4,1,0,2,0,4037.866666666667,3979.5833333333335,,0.0,0.1746593579954274,0.006622649139736295,0.3268241314279537,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_5813154582,4175.916666666667,4,1,0,2,0,4036.8,3990.266666666667,,0.0,0.10242461734948415,0.003512202909540819,0.37756979505497795,0.0,0.0,0,0,0,1,0,1,1,1,4
ORD_3709022353,4180.9,4,1,0,2,0,4036.5,3997.116666666667,,0.0,0.2368389581190653,0.0050906104746187035,0.33196999051240966,0.0,0.0,0,0,0,1,0,1,1,1,4
