case_id,event_count,unique_step_count,cycle_time_min,has_declaration,has_release,has_handover,has_inspection,has_hold,has_recheck,missing_declaration_flag,missing_release_flag,missing_handover_flag,direct_release_flag,exam_branch_flag,amendment_branch_flag,path_complexity_index,cycle_time_min_loop,document_intake_touch_count,declaration_touch_count,recheck_touch_count,document_intake_ratio,declaration_ratio,recheck_ratio,doc_to_decl_min,decl_to_release_min,multiple_doc_reviews_flag,multiple_declarations_flag,multiple_rechecks_flag,amendment_loop_depth,amendment_loop_index,cycle_time_min_exam,total_process_time_min,inspection_touch_count,hold_touch_count,inspection_ratio,hold_ratio,inspection_to_release_min,hold_to_release_min,max_gap_to_next_min,inspection_heavy_flag,hold_heavy_flag,large_customs_gap_flag,exam_escalation_index,cycle_time_min_gate,decl_to_release_min_gate,duty_to_release_min,release_to_handover_min,release_ratio,long_clearance_lag_flag,missing_release_flag_gate,missing_handover_flag_gate,release_gate_index,distance_bucket,service_level,is_cross_border
ORD_0027054089,16,16,2278.15,1,1,1,1,0,0,0,0,0,0,1,0,4,2278.15,4,1,0,0.19875044809750603,0.02016987467901587,0.0,74.26666666666667,2121.1666666666665,1,0,0,0,1.0,2278.15,2278.15,2,0,0.25274894102671025,0.0,2066.0,0.0,0.0,0,1,1,0.25274894102671025,2278.15,2121.1666666666665,1160.6333333333334,859.3333333333334,0.366108465202028,0,0,0,0.9310917484215993,1,2,1
ORD_0031601088,16,16,2782.866666666667,1,1,1,1,0,0,0,0,0,0,1,0,4,2782.866666666667,4,1,0,0.22590613995160863,0.005456004599573581,0.0,43.8,2691.266666666667,1,0,0,0,1.0,2782.866666666667,2782.866666666667,2,0,0.35874278322113884,0.0,2657.3,0.0,0.0,0,1,1,0.35874278322113884,2782.866666666667,2691.266666666667,1447.8666666666666,1213.6666666666667,0.430311669022351,0,0,0,0.967084301559543,1,1,1
ORD_0031939877,16,16,2516.15,1,1,1,1,0,0,0,0,0,0,1,0,4,2516.15,4,1,0,0.28752260397830015,0.022289344169995166,0.0,19.333333333333332,2430.1833333333334,1,0,0,0,1.0,2516.15,2516.15,2,0,0.4435612609211162,0.0,2360.4,0.0,0.0,0,1,1,0.4435612609211162,2516.15,2430.1833333333334,1068.6166666666666,935.8833333333333,0.36951957024289755,0,0,0,0.965834045400049,2,1,1
ORD_0033102991,16,16,2628.0833333333335,1,1,1,1,0,0,0,0,0,0,1,0,4,2628.0833333333335,4,1,0,0.39973364619336016,0.007610108761137711,0.0,42.93333333333333,2536.6,1,0,0,0,1.0,2628.0833333333335,2628.0833333333335,2,0,0.48624155753559306,0.0,2500.7833333333333,0.0,0.0,0,1,1,0.48624155753559306,2628.0833333333335,2536.6,1022.1333333333333,683.7333333333333,0.2558581983067508,0,0,0,0.9651900941750958,2,2,1
ORD_0033309900,16,16,2622.4333333333334,1,1,1,1,0,0,0,0,0,0,1,0,4,2622.4333333333334,4,1,0,0.2349026985115605,0.014871684059334206,0.0,72.26666666666667,2473.5,1,0,0,0,1.0,2622.4333333333334,2622.4333333333334,2,0,0.3342442769438054,0.0,2339.4666666666667,0.0,0.0,0,1,1,0.3342442769438054,2622.4333333333334,2473.5,956.3666666666667,633.9,0.23641528859964664,0,0,0,0.9432079620708502,3,1,1
ORD_0033728910,16,16,2026.4833333333333,1,1,1,1,0,0,0,0,0,0,1,0,4,2026.4833333333333,4,1,0,0.11718987737377559,0.015429027296877184,0.0,48.46666666666667,1941.0833333333333,1,0,0,0,1.0,2026.4833333333333,2026.4833333333333,2,0,0.2764477049733117,0.0,1883.35,0.0,0.0,0,1,1,0.2764477049733117,2026.4833333333333,1941.0833333333333,1016.6166666666667,649.85,0.31681319856236995,0,0,0,0.9578580299204698,1,2,1
ORD_0033843843,16,16,3010.4333333333334,1,1,1,1,0,0,0,0,0,0,1,0,4,3010.4333333333334,4,1,0,0.24245125286503608,0.004157762448373989,0.0,56.483333333333334,2891.2166666666667,1,0,0,0,1.0,3010.4333333333334,3010.4333333333334,2,0,0.2686379590978043,0.0,2872.616666666667,0.0,0.0,0,1,1,0.2686379590978043,3010.4333333333334,2891.2166666666667,1489.7333333333333,869.5166666666667,0.2850032664179022,0,0,0,0.9603988351621583,3,1,1
ORD_0035664246,16,16,2258.116666666667,1,1,1,1,0,0,0,0,0,0,1,0,4,2258.116666666667,4,1,0,0.30647958844760015,0.007749821016038438,0.0,44.766666666666666,2125.4166666666665,1,0,0,0,1.0,2258.116666666667,2258.116666666667,2,0,0.35917837135666153,0.0,2075.2166666666667,0.0,0.0,0,1,1,0.35917837135666153,2258.116666666667,2125.4166666666665,1104.5833333333333,517.6166666666667,0.22647191243440332,0,0,0,0.9412342143526684,4,1,1
ORD_0039272451,16,16,3915.9666666666667,1,1,1,1,0,0,0,0,0,0,1,0,4,3915.9666666666667,4,1,0,0.09821755377556839,0.0015832616893231982,0.0,68.3,3825.866666666667,1,0,0,0,1.0,3915.9666666666667,3915.9666666666667,2,0,0.19688625201099771,0.0,3801.733333333333,0.0,0.0,0,1,1,0.19688625201099771,3915.9666666666667,3825.866666666667,1679.8333333333333,1131.4333333333334,0.2864086347347185,0,0,0,0.9769916325470935,2,1,1
ORD_0042569135,16,16,3377.6,1,1,1,1,0,0,0,0,0,0,1,0,4,3377.6,4,1,0,0.25160370282646455,0.003483735986104532,0.0,53.36666666666667,3248.8333333333335,1,0,0,0,1.0,3377.6,3377.6,2,0,0.3170150402652771,0.0,3223.883333333333,0.0,0.0,0,1,1,0.3170150402652771,3377.6,3248.8333333333335,1152.05,405.3666666666667,0.11840261329543661,0,0,0,0.9618762829622612,2,2,1
ORD_0043857406,16,16,2780.6833333333334,1,1,1,1,0,0,0,0,0,0,1,0,4,2780.6833333333334,4,1,0,0.35301874239545433,0.0061795362051294345,0.0,59.06666666666667,2686.8333333333335,1,0,0,0,1.0,2780.6833333333334,2780.6833333333334,2,0,0.4370268698940908,0.0,2640.233333333333,0.0,0.0,0,1,1,0.4370268698940908,2780.6833333333334,2686.8333333333335,1347.1333333333334,1078.1666666666667,0.38293345160961634,0,0,0,0.9662493032288226,3,1,1
ORD_0044545562,16,16,3793.65,1,1,1,1,0,0,0,0,0,0,1,0,4,3793.65,4,1,0,0.19433351345889402,0.0036112978266313444,0.0,61.35,3648.7,1,0,0,0,1.0,3793.65,3793.65,2,0,0.4073297923284085,0.0,3620.0833333333335,0.0,0.0,0,1,1,0.4073297923284085,3793.65,3648.7,1801.6833333333334,1456.0,0.3787645143858817,0,0,0,0.9617914146007143,2,1,1
ORD_0046356598,16,16,2103.65,1,1,1,1,0,0,0,0,0,0,1,0,4,2103.65,4,1,0,0.16785111591757182,0.016819971636599877,0.0,51.233333333333334,1998.4166666666667,1,0,0,0,1.0,2103.65,2103.65,2,0,0.3511357244155,0.0,1945.2333333333333,0.0,0.0,0,1,1,0.3511357244155,2103.65,1998.4166666666667,945.9666666666667,629.1666666666666,0.2951378160181906,0,0,0,0.9499758356507341,1,1,1
ORD_0047759506,16,16,2587.616666666667,1,1,1,1,0,0,0,0,0,0,1,0,4,2587.616666666667,4,1,0,0.14251853378591625,0.00781929317196648,0.0,69.86666666666666,2468.3166666666666,1,0,0,0,1.0,2587.616666666667,2587.616666666667,2,0,0.2428296308701057,0.0,2437.5666666666666,0.0,0.0,0,1,1,0.2428296308701057,2587.616666666667,2468.3166666666666,1136.65,903.05,0.34676697346979524,0,0,0,0.95389579857913,1,1,1
ORD_0048229801,16,16,2947.6,1,1,1,1,0,0,0,0,0,0,1,0,4,2947.6,4,1,0,0.08648844257475008,0.007045279775636676,0.0,66.61666666666666,2806.266666666667,1,0,0,0,1.0,2947.6,2947.6,2,0,0.18850929569819513,0.0,2759.9666666666667,0.0,0.0,0,1,1,0.18850929569819513,2947.6,2806.266666666667,1482.5333333333333,1170.1666666666667,0.3921099651694034,0,0,0,0.9520513864386847,2,1,1
ORD_0051150364,16,16,3316.35,1,1,1,1,0,0,0,0,0,0,1,0,4,3316.35,4,1,0,0.23168041169759926,0.0075132801624275694,0.0,52.06666666666667,3192.0333333333333,1,0,0,0,1.0,3316.35,3316.35,2,0,0.30821535724516413,0.0,3149.05,0.0,0.0,0,1,1,0.30821535724516413,3316.35,3192.0333333333333,1181.55,728.3833333333333,0.2171765143405652,0,0,0,0.9625140088752192,3,1,1
ORD_0052122110,16,16,3821.633333333333,1,1,1,1,0,0,0,0,0,0,1,0,4,3821.633333333333,4,1,0,0.1020811345934112,0.004073301991295171,0.0,62.416666666666664,3687.45,1,0,0,0,1.0,3821.633333333333,3821.633333333333,2,0,0.4645788449964675,0.0,3632.7166666666667,0.0,0.0,0,1,1,0.4645788449964675,3821.633333333333,3687.45,1511.3,1063.75,0.2772287590820679,0,0,0,0.9648884857259985,2,0,1
ORD_0052551721,16,16,2515.0666666666666,1,1,1,1,0,0,0,0,0,0,1,0,4,2515.0666666666666,4,1,0,0.21695912633197267,0.0049700471823145844,0.0,56.75,2396.9166666666665,1,0,0,0,1.0,2515.0666666666666,2515.0666666666666,2,0,0.2880705614165297,0.0,2361.6666666666665,0.0,0.0,0,1,1,0.2880705614165297,2515.0666666666666,2396.9166666666665,1062.3666666666666,723.2,0.2844457403382283,0,0,0,0.9530231140327625,2,0,1
ORD_0054345018,16,16,2850.15,1,1,1,1,0,0,0,0,0,0,1,0,4,2850.15,4,1,0,0.1152278535047863,0.0024384681507990807,0.0,65.76666666666667,2729.1666666666665,1,0,0,0,1.0,2850.15,2850.15,2,0,0.41485535848990407,0.0,2711.5666666666666,0.0,0.0,0,1,1,0.41485535848990407,2850.15,2729.1666666666665,932.7666666666667,612.5833333333334,0.21252097842803597,0,0,0,0.9575519417106702,2,0,1
ORD_0055419138,16,16,2858.2166666666667,1,1,1,1,0,0,0,0,0,0,1,0,4,2858.2166666666667,4,1,0,0.14173173249053897,0.0037027750403806573,0.0,39.95,2772.2,1,0,0,0,1.0,2858.2166666666667,2858.2166666666667,2,0,0.2043931822290123,0.0,2732.5833333333335,0.0,0.0,0,1,1,0.2043931822290123,2858.2166666666667,2772.2,1105.2,538.3,0.18261969876321482,0,0,0,0.9699054771914888,2,1,1
ORD_0056138917,16,16,2180.15,1,1,1,1,0,0,0,0,0,0,1,0,4,2180.15,4,1,0,0.274224250624957,0.00828689157473874,0.0,88.78333333333333,2038.4333333333334,1,0,0,0,1.0,2180.15,2180.15,2,0,0.39459058627464466,0.0,1987.8,0.0,0.0,0,1,1,0.39459058627464466,2180.15,2038.4333333333334,1024.0833333333333,749.4833333333333,0.3395561467483124,0,0,0,0.9349968274354211,3,1,1
ORD_0056622231,16,16,3721.9333333333334,1,1,1,1,0,0,0,0,0,0,1,0,4,3721.9333333333334,4,1,0,0.3211144745562342,0.002677819771086711,0.0,73.55,3598.1833333333334,1,0,0,0,1.0,3721.9333333333334,3721.9333333333334,2,0,0.48589890558670223,0.0,3559.7833333333333,0.0,0.0,0,1,1,0.48589890558670223,3721.9333333333334,3598.1833333333334,1521.45,1157.8666666666666,0.3072104103602071,0,0,0,0.9667511508355873,3,1,1
ORD_0062785296,16,16,3332.5666666666666,1,1,1,1,0,0,0,0,0,0,1,0,4,3332.5666666666666,4,1,0,0.2988587375096272,0.006451483841283495,0.0,50.56666666666667,3229.116666666667,1,0,0,0,1.0,3332.5666666666666,3332.5666666666666,2,0,0.5579633315662602,0.0,3186.016666666667,0.0,0.0,1,1,1,0.5579633315662602,3332.5666666666666,3229.116666666667,651.1833333333333,463.15,0.1359662722426158,0,0,0,0.9689578603078709,1,1,1
ORD_0064833823,16,16,2288.8,1,1,1,1,0,0,0,0,0,0,1,0,4,2288.8,4,1,0,0.15227047652336015,0.010798963066526853,0.0,68.8,2165.05,1,0,0,0,1.0,2288.8,2288.8,2,0,0.32241057905161363,0.0,2130.7,0.0,0.0,0,1,1,0.32241057905161363,2288.8,2165.05,1090.9666666666667,850.15,0.36450687405336124,0,0,0,0.9459323663054876,3,1,1
ORD_0069951956,16,16,3832.5666666666666,1,1,1,1,0,0,0,0,0,0,1,0,4,3832.5666666666666,4,1,0,0.06842672882402567,0.011750176122180957,0.0,29.183333333333334,3741.983333333333,1,0,0,0,1.0,3832.5666666666666,3832.5666666666666,2,0,0.42847265105194954,0.0,3665.4,0.0,0.0,0,1,1,0.42847265105194954,3832.5666666666666,3741.983333333333,1927.1833333333334,1645.0833333333333,0.42673752141732696,0,0,0,0.9763648381850283,1,1,1
ORD_0071564771,16,16,2698.5333333333333,1,1,1,1,0,0,0,0,0,0,1,0,4,2698.5333333333333,4,1,0,0.10477913928553782,0.006318246948959929,0.0,40.583333333333336,2606.983333333333,1,0,0,0,1.0,2698.5333333333333,2698.5333333333333,2,0,0.3329277632294086,0.0,2583.133333333333,0.0,0.0,0,1,1,0.3329277632294086,2698.5333333333333,2606.983333333333,1185.9833333333333,944.4,0.34456988981669057,0,0,0,0.9660741637432679,2,1,1
ORD_0072637699,16,16,4081.983333333333,1,1,1,1,0,0,0,0,0,0,1,0,4,4081.983333333333,4,1,0,0.25105443024020185,0.004756674655702498,0.0,68.15,3919.4333333333334,1,0,0,0,1.0,4081.983333333333,4081.983333333333,2,0,0.46534160273396513,0.0,3862.3,0.0,0.0,0,1,1,0.46534160273396513,4081.983333333333,3919.4333333333334,1317.95,711.3333333333334,0.1696193435380677,1,0,0,0.9601786713158228,1,1,1
ORD_0073333661,16,16,3070.6,1,1,1,1,0,0,0,0,0,0,1,0,4,3070.6,4,1,0,0.1888284591502204,0.00852167871642893,0.0,99.86666666666666,2896.45,1,0,0,0,1.0,3070.6,3070.6,2,0,0.3422078204042641,0.0,2854.5,0.0,0.0,0,1,1,0.3422078204042641,3070.6,2896.45,1452.2166666666667,1175.0833333333333,0.38099502811611197,0,0,0,0.9432847000586204,1,2,1
ORD_0080291921,16,16,2068.3166666666666,1,1,1,1,0,0,0,0,0,0,1,0,4,2068.3166666666666,4,1,0,0.2978025608586693,0.010693075689570425,0.0,32.03333333333333,1966.0833333333333,1,0,0,0,1.0,2068.3166666666666,2068.3166666666666,2,0,0.49635371759643515,0.0,1937.7,0.0,0.0,0,1,1,0.49635371759643515,2068.3166666666666,1966.0833333333333,665.2333333333333,475.9,0.22478021579545365,0,0,0,0.9505717209647137,2,0,1
ORD_0082062741,16,16,2269.4,1,1,1,1,0,0,0,0,0,0,1,0,4,2269.4,4,1,0,0.27529302899444785,0.015481331335742192,0.0,47.4,2180.3166666666666,1,0,0,0,1.0,2269.4,2269.4,2,0,0.3666828236538292,0.0,2109.45,0.0,0.0,0,1,1,0.3666828236538292,2269.4,2180.3166666666666,1006.4,684.4666666666667,0.3001233806292412,0,0,0,0.9607458652801033,2,2,1
ORD_0082249542,16,16,3217.5333333333333,1,1,1,1,0,0,0,0,0,0,1,0,4,3217.5333333333333,4,1,0,0.1087220023620579,0.003931583200381244,0.0,40.68333333333333,3113.4666666666667,1,0,0,0,1.0,3217.5333333333333,3217.5333333333333,2,0,0.18768518326668462,0.0,3085.383333333333,0.0,0.0,0,1,1,0.18768518326668462,3217.5333333333333,3113.4666666666667,1572.25,714.9833333333333,0.22088867248202557,0,0,0,0.9676563827362576,1,1,1
ORD_0084811483,16,16,1928.75,1,1,1,1,0,0,0,0,0,0,1,0,4,1928.75,4,1,0,0.08878807517822424,0.009963275005400734,0.0,39.31666666666667,1837.1166666666666,1,0,0,0,1.0,1928.75,1928.75,2,0,0.27308705984013826,0.0,1805.9333333333334,0.0,0.0,0,1,1,0.27308705984013826,1928.75,1837.1166666666666,982.1166666666667,758.6833333333333,0.3903046014257939,0,0,0,0.9524908187513501,4,2,1
ORD_0086138859,16,16,2476.4666666666667,1,1,1,1,0,0,0,0,0,0,1,0,4,2476.4666666666667,4,1,0,0.1863878644305058,0.005343634748431905,0.0,54.9,2374.3166666666666,1,0,0,0,1.0,2476.4666666666667,2476.4666666666667,2,0,0.4078996958031604,0.0,2327.0,0.0,0.0,0,1,1,0.4078996958031604,2476.4666666666667,2374.3166666666666,1091.7166666666667,673.7833333333333,0.26950359382991895,0,0,0,0.9587517161547365,1,0,1
ORD_0088411040,16,16,2225.7833333333333,1,1,1,1,0,0,0,0,0,0,1,0,4,2225.7833333333333,4,1,0,0.17611777127153735,0.02235168143050761,0.0,51.583333333333336,2118.133333333333,1,0,0,0,1.0,2225.7833333333333,2225.7833333333333,2,0,0.21396212569357606,0.0,2058.4333333333334,0.0,0.0,0,1,1,0.21396212569357606,2225.7833333333333,2118.133333333333,1277.0166666666667,900.9666666666667,0.40169378570840225,0,0,0,0.9516350049046403,1,1,1
ORD_0088930328,16,16,2142.766666666667,1,1,1,1,0,0,0,0,0,0,1,0,4,2142.766666666667,4,1,0,0.2542118445001011,0.010578224413919698,0.0,49.61666666666667,2048.5333333333333,1,0,0,0,1.0,2142.766666666667,2142.766666666667,2,0,0.3264004480189163,0.0,1983.1166666666666,0.0,0.0,0,1,1,0.3264004480189163,2142.766666666667,2048.5333333333333,1065.2666666666667,640.9166666666666,0.29268235769954726,0,0,0,0.9560225876203661,2,1,1
ORD_0091539146,16,16,2541.85,1,1,1,1,0,0,0,0,0,0,1,0,4,2541.85,4,1,0,0.12336159358997056,0.012995783910668739,0.0,51.6,2455.7,1,0,0,0,1.0,2541.85,2541.85,2,0,0.24177928149444958,0.0,2401.0666666666666,0.0,0.0,0,1,1,0.24177928149444958,2541.85,2455.7,1049.3333333333333,630.55,0.24608716748300122,0,0,0,0.966107362747605,3,2,1
ORD_0096024379,16,16,2193.616666666667,1,1,1,1,0,0,0,0,0,0,1,0,4,2193.616666666667,4,1,0,0.1503681135415638,0.008046073075666516,0.0,42.65,2111.5333333333333,1,0,0,0,1.0,2193.616666666667,2193.616666666667,2,0,0.3207716328437816,0.0,2084.1666666666665,0.0,0.0,0,1,1,0.3207716328437816,2193.616666666667,2111.5333333333333,1123.9833333333333,824.4,0.3730673089342562,0,0,0,0.9625808216263856,2,1,1
ORD_0101940685,16,16,3077.7166666666667,1,1,1,1,0,0,0,0,0,0,1,0,4,3077.7166666666667,4,1,0,0.2252481547467549,0.007364767170467284,0.0,57.35,2975.1666666666665,1,0,0,0,1.0,3077.7166666666667,3077.7166666666667,2,0,0.3446331966880209,0.0,2895.5666666666666,0.0,0.0,0,1,1,0.3446331966880209,3077.7166666666667,2975.1666666666665,1539.5166666666667,729.6833333333333,0.23480069098844925,0,0,0,0.9666798438236137,1,1,1
ORD_0103228430,16,16,3117.5833333333335,1,1,1,1,0,0,0,0,0,0,1,0,4,3117.5833333333335,4,1,0,0.158279650370212,0.0029242736093662296,0.0,78.53333333333333,2997.35,1,0,0,0,1.0,3117.5833333333335,3117.583333333333,2,0,0.3678864505092085,0.0,2952.3,0.0,0.0,0,1,1,0.3678864505092085,3117.5833333333335,2997.35,1276.1833333333334,934.9166666666666,0.29646895298174336,0,0,0,0.9614338028921974,1,2,1
ORD_0110313391,16,16,2411.8166666666666,1,1,1,1,0,0,0,0,0,0,1,0,4,2411.8166666666666,4,1,0,0.14147012279816737,0.00783641653248934,0.0,39.56666666666667,2324.633333333333,1,0,0,0,1.0,2411.8166666666666,2411.8166666666666,2,0,0.20192247890594228,0.0,2279.5833333333335,0.0,0.0,0,1,1,0.20192247890594228,2411.8166666666666,2324.633333333333,1278.3333333333333,725.5833333333334,0.29796349916038395,0,0,0,0.9638515918152982,3,1,1
ORD_0115924810,16,16,2989.7833333333333,1,1,1,1,0,0,0,0,0,0,1,0,4,2989.7833333333333,4,1,0,0.32363549198102426,0.011901642816926534,0.0,48.916666666666664,2820.8333333333335,1,0,0,0,1.0,2989.7833333333333,2989.7833333333333,2,0,0.3415966597356553,0.0,2764.3,0.0,0.0,0,1,1,0.3415966597356553,2989.7833333333333,2820.8333333333335,1335.7,882.0666666666667,0.2891012169220736,0,0,0,0.9434908884144336,3,1,1
ORD_0116401489,16,16,2950.983333333333,1,1,1,1,0,0,0,0,0,0,1,0,4,2950.983333333333,4,1,0,0.17303836574249262,0.01080430816846362,0.0,43.78333333333333,2861.9333333333334,1,0,0,0,1.0,2950.983333333333,2950.983333333333,2,0,0.44764739437136775,0.0,2816.55,0.0,0.0,0,1,1,0.44764739437136775,2950.983333333333,2861.9333333333334,1122.6833333333334,821.1833333333333,0.27713925866519074,0,0,0,0.9698236181159954,3,1,1
ORD_0117531863,16,16,3368.233333333333,1,1,1,1,0,0,0,0,0,0,1,0,4,3368.233333333333,4,1,0,0.13087474145694578,0.0033400298870822492,0.0,83.58333333333333,3241.983333333333,1,0,0,0,1.0,3368.233333333333,3368.233333333333,2,0,0.1824448029134957,0.0,3203.8,0.0,0.0,0,1,1,0.1824448029134957,3368.233333333333,3241.983333333333,1483.7,1090.8666666666666,0.32142468356309445,0,0,0,0.9625174423782992,4,2,1
ORD_0118178356,16,16,2121.766666666667,1,1,1,1,0,0,0,0,0,0,1,0,4,2121.766666666667,4,1,0,0.13036306222801752,0.005215779303410679,0.0,80.43333333333334,1982.7666666666667,1,0,0,0,1.0,2121.766666666667,2121.766666666667,2,0,0.31971784519189983,0.0,1942.9166666666667,0.0,0.0,0,1,1,0.31971784519189983,2121.766666666667,1982.7666666666667,1095.45,599.8,0.27557224325640584,0,0,0,0.9344885551348718,3,1,1
ORD_0118616499,16,16,3528.85,1,1,1,1,0,0,0,0,0,0,1,0,4,3528.85,4,1,0,0.07794323929892175,0.0073347785633657795,0.0,33.733333333333334,3409.866666666667,1,0,0,0,1.0,3528.85,3528.8500000000004,2,0,0.28432303252712166,0.0,3360.7166666666667,0.0,0.0,0,1,1,0.28432303252712166,3528.85,3409.866666666667,1753.6666666666667,1069.05,0.2992617991697012,0,0,0,0.9662826888835362,2,0,1
ORD_0119619523,16,16,2521.1666666666665,1,1,1,1,0,0,0,0,0,0,1,0,4,2521.1666666666665,4,1,0,0.1074766972962253,0.016844053678852385,0.0,49.25,2409.8166666666666,1,0,0,0,1.0,2521.1666666666665,2521.1666666666665,2,0,0.269875057843591,0.0,2341.766666666667,0.0,0.0,0,1,1,0.269875057843591,2521.1666666666665,2409.8166666666666,1481.1833333333334,863.0166666666667,0.3372049976862564,0,0,0,0.9558339393138098,2,1,1
