case_id,event_count,unique_step_count,cycle_time_min,has_declaration,has_release,has_handover,has_inspection,has_hold,has_recheck,missing_declaration_flag,missing_release_flag,missing_handover_flag,direct_release_flag,exam_branch_flag,amendment_branch_flag,path_complexity_index
ORD_0194888251,16,16,3090.8333333333335,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0195679156,16,16,2977.616666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0195982434,16,16,1970.6166666666666,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0197271512,16,16,2701.3,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0201225952,16,16,2548.116666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0206667077,16,16,3159.0,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0208368523,16,16,3045.7,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0210341466,16,16,2472.233333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0210926375,16,16,2141.25,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0211316849,16,16,2128.1666666666665,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0211686785,16,16,2406.133333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0212471817,16,16,4030.483333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0217462976,16,16,3340.0333333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0218991535,16,16,4142.7,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0221645315,16,16,2879.483333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0222564636,16,16,3218.9666666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0225487659,16,16,3151.1833333333334,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0228710766,16,16,2295.4166666666665,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0232424441,16,16,3220.2,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0233022249,16,16,3124.8166666666666,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0237834277,16,16,2618.133333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0237888010,16,16,4669.633333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0237948804,16,16,2359.5333333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0242086433,16,16,2597.266666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0245848498,16,16,2913.1833333333334,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0250302436,16,16,2799.5,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0251825148,16,16,2569.45,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0252367572,16,16,2470.05,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0252855367,16,16,2339.0,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0254414824,16,16,3161.65,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0257004828,16,16,4082.2166666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0260889834,16,16,3748.55,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0261067557,16,16,2560.7833333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0265081514,16,16,2582.25,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0265244816,16,16,3995.016666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0269799228,16,16,2836.616666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0271710508,16,16,2606.4,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0273070479,16,16,3185.75,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0279573902,16,16,3056.55,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0279620207,16,16,2692.8333333333335,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0280875197,16,16,2520.1666666666665,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0282993182,16,16,4401.8,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0284618495,16,16,3074.4,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0285198200,16,16,1963.4,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0297184196,16,16,2711.483333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0297642349,16,16,2622.0666666666666,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0303378880,16,16,2012.8666666666666,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0308595984,16,16,3472.8,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0308918757,16,16,3000.616666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0309240818,16,16,2133.883333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0309782083,16,16,3575.3,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0309813601,16,16,2774.4,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0311166288,16,16,2440.15,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0313414291,16,16,3169.8166666666666,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0316939483,16,16,2423.4166666666665,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0318590601,16,16,2464.7,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0324714113,16,16,2878.6666666666665,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0325010794,16,16,2905.3166666666666,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0328924222,16,16,1574.1,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0337640925,16,16,3684.266666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0344761623,16,16,2682.266666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0352864434,16,16,3554.4,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0352931297,16,16,3375.733333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0363859573,16,16,2281.7166666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0367233767,16,16,2350.95,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0368927552,16,16,2924.366666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0372106650,16,16,2706.5333333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0375871555,16,16,2186.0,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0378142977,16,16,2241.133333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0386429168,16,16,4210.233333333334,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0386436539,16,16,4086.4,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0387081473,16,16,2600.75,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0387083062,16,16,2790.5,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0392001648,16,16,3626.05,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0392075616,16,16,2672.233333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0392779406,16,16,2704.3,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0396787742,16,16,3435.266666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0397168139,16,16,2830.366666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0399823589,16,16,2677.266666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0400606360,16,16,1903.7,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0402081985,16,16,2831.733333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0405804119,16,16,2013.6333333333334,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0407280805,16,16,3053.0666666666666,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0407374020,16,16,2643.733333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0410542198,16,16,3373.3166666666666,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0411058901,16,16,2657.85,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0411774127,16,16,2151.7833333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0413084772,16,16,3251.55,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0413624879,16,16,3301.65,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0416054237,16,16,2358.016666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0421669059,16,16,2674.8,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0424044410,16,16,2568.1833333333334,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0425570741,16,16,3358.9333333333334,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0429968971,16,16,3083.1,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0430371089,16,16,2986.633333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0430877911,16,16,2270.75,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0431764409,16,16,2673.5,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0432186802,16,16,3270.1833333333334,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0437695220,16,16,3228.0333333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0437792238,16,16,3647.7833333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0441940891,16,16,3438.8333333333335,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0444212122,16,16,3126.983333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0446266292,16,16,2953.616666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0446515635,16,16,3233.883333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0452471575,16,16,2458.233333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0455557885,16,16,2799.0,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0457378162,16,16,3413.1,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0458102148,16,16,1747.5333333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0459600765,16,16,2687.616666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0459620912,16,16,2577.75,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0461808813,16,16,2822.4,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0462064970,16,16,3201.8166666666666,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0465092912,16,16,2569.9166666666665,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0465372035,16,16,3226.4166666666665,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0466421593,16,16,3316.7833333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0467025404,16,16,2837.5666666666666,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0468212448,16,16,2857.85,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0471816616,16,16,3401.983333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0477980443,16,16,4496.983333333334,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0481844828,16,16,2319.483333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0483977434,16,16,3201.1833333333334,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0484474872,16,16,2316.9,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0485563184,16,16,3842.616666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0485578756,16,16,3845.116666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0485935084,16,16,2618.5833333333335,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0490485163,16,16,4012.233333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0492731215,16,16,2820.7166666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0498150402,16,16,2491.95,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0502600127,16,16,2598.55,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0503681558,16,16,1944.25,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0507198011,16,16,2067.266666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0512894752,16,16,1708.9,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0515870148,16,16,3278.2166666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0517193384,16,16,2295.8,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0521693156,16,16,3066.5833333333335,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0531460593,16,16,2828.55,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0532956083,16,16,2836.75,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0537739927,16,16,3311.2833333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0538689001,16,16,2500.983333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0538892193,16,16,2079.983333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0542036674,16,16,3908.7833333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0542054394,16,16,3308.116666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0542214069,16,16,2485.95,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0543269700,16,16,2363.633333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0546229239,16,16,3900.35,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0548366388,16,16,2646.4666666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0549792296,16,16,3459.5833333333335,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0555660007,16,16,2994.25,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0559256132,16,16,4479.15,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0562918264,16,16,2550.633333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0563837508,16,16,4678.55,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0565496190,16,16,2545.4333333333334,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0567995599,16,16,3352.3166666666666,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0570937026,16,16,2399.5333333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0573270726,16,16,2734.6833333333334,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0578245206,16,16,3855.15,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0580777839,16,16,3840.266666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0581274428,16,16,2966.65,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0583090681,16,16,2496.9166666666665,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0584215289,16,16,3848.3,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0588092317,16,16,2728.133333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0592692661,16,16,3572.7166666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0594336066,16,16,3661.3333333333335,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0601375026,16,16,2754.5333333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0603461077,16,16,3203.95,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0607785275,16,16,3611.65,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0608349171,16,16,3849.2833333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0615930932,16,16,2092.65,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0616049828,16,16,2769.8166666666666,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0624366052,16,16,2101.4166666666665,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0625927862,16,16,2550.7,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0627585778,16,16,2640.6666666666665,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0628485555,16,16,2466.366666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0629019624,16,16,2800.0,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0629310754,16,16,2616.0333333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0631691416,16,16,3364.3,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0632125801,16,16,2584.9666666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0637226370,16,16,3340.3,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0637569323,16,16,2424.983333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0641819490,16,16,2924.1833333333334,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0643949383,16,16,2981.266666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0644869275,16,16,2515.0333333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0646022125,16,16,2241.05,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0647096545,16,16,2150.5,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0650653467,16,16,3286.6666666666665,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0652317577,16,16,2830.9166666666665,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0657010860,16,16,2622.3166666666666,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0660056785,16,16,2593.766666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0663926520,16,16,3161.6,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0665478523,16,16,2131.8333333333335,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0666086572,16,16,2183.9333333333334,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0666774850,16,16,3056.25,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0668156644,16,16,4239.066666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0672447913,16,16,2332.1833333333334,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0676159424,16,16,3075.3166666666666,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0676456929,16,16,2531.0333333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0678356217,16,16,2696.383333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0680283835,16,16,2234.7833333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0681000479,16,16,2216.9333333333334,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0682060118,16,16,3291.9166666666665,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0683174925,16,16,2812.3166666666666,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0685870280,16,16,3194.45,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0690181321,16,16,2375.45,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0690262029,16,16,2367.3,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0693247785,16,16,2608.6,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0694470963,16,16,2085.9,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0695154983,16,16,2940.8166666666666,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0697838834,16,16,2753.05,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0698657472,16,16,2821.4666666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0700265167,16,16,2437.383333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0701542528,16,16,2602.616666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0701795088,16,16,2460.9333333333334,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0703842576,16,16,2669.65,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0710800101,16,16,2779.4666666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_0712676944,16,16,2537.1833333333334,1,1,1,1,0,0,0,0,0,0,1,0,4
