case_id,cycle_time_min,total_process_time_min,inspection_touch_count,hold_touch_count,inspection_ratio,hold_ratio,inspection_to_release_min,hold_to_release_min,max_gap_to_next_min,inspection_heavy_flag,hold_heavy_flag,large_customs_gap_flag,exam_escalation_index
ORD_0052551721,2515.0666666666666,2515.0666666666666,2,0,0.2880705614165297,0.0,2361.6666666666665,,0.0,0,1,1,0.2880705614165297
ORD_0054345018,2850.15,2850.15,2,0,0.41485535848990407,0.0,2711.5666666666666,,0.0,0,1,1,0.41485535848990407
ORD_0055419138,2858.2166666666667,2858.2166666666667,2,0,0.2043931822290123,0.0,2732.5833333333335,,0.0,0,1,1,0.2043931822290123
ORD_0056138917,2180.15,2180.15,2,0,0.39459058627464466,0.0,1987.8,,0.0,0,1,1,0.39459058627464466
ORD_0056622231,3721.9333333333334,3721.9333333333334,2,0,0.48589890558670223,0.0,3559.7833333333333,,0.0,0,1,1,0.48589890558670223
ORD_0062785296,3332.5666666666666,3332.5666666666666,2,0,0.5579633315662602,0.0,3186.016666666667,,0.0,1,1,1,0.5579633315662602
ORD_0064833823,2288.8,2288.8,2,0,0.32241057905161363,0.0,2130.7,,0.0,0,1,1,0.32241057905161363
ORD_0069951956,3832.5666666666666,3832.5666666666666,2,0,0.42847265105194954,0.0,3665.4,,0.0,0,1,1,0.42847265105194954
ORD_0071564771,2698.5333333333333,2698.5333333333333,2,0,0.3329277632294086,0.0,2583.133333333333,,0.0,0,1,1,0.3329277632294086
ORD_0072637699,4081.983333333333,4081.983333333333,2,0,0.46534160273396513,0.0,3862.3,,0.0,0,1,1,0.46534160273396513
ORD_0073333661,3070.6,3070.6,2,0,0.3422078204042641,0.0,2854.5,,0.0,0,1,1,0.3422078204042641
ORD_0080291921,2068.3166666666666,2068.3166666666666,2,0,0.49635371759643515,0.0,1937.7,,0.0,0,1,1,0.49635371759643515
ORD_0082062741,2269.4,2269.4,2,0,0.3666828236538292,0.0,2109.45,,0.0,0,1,1,0.3666828236538292
ORD_0082249542,3217.5333333333333,3217.5333333333333,2,0,0.18768518326668462,0.0,3085.383333333333,,0.0,0,1,1,0.18768518326668462
ORD_0084811483,1928.75,1928.75,2,0,0.27308705984013826,0.0,1805.9333333333334,,0.0,0,1,1,0.27308705984013826
ORD_0086138859,2476.4666666666667,2476.4666666666667,2,0,0.4078996958031604,0.0,2327.0,,0.0,0,1,1,0.4078996958031604
ORD_0088411040,2225.7833333333333,2225.7833333333333,2,0,0.21396212569357606,0.0,2058.4333333333334,,0.0,0,1,1,0.21396212569357606
ORD_0088930328,2142.766666666667,2142.766666666667,2,0,0.3264004480189163,0.0,1983.1166666666666,,0.0,0,1,1,0.3264004480189163
ORD_0091539146,2541.85,2541.85,2,0,0.24177928149444958,0.0,2401.0666666666666,,0.0,0,1,1,0.24177928149444958
ORD_0096024379,2193.616666666667,2193.616666666667,2,0,0.3207716328437816,0.0,2084.1666666666665,,0.0,0,1,1,0.3207716328437816
ORD_0101940685,3077.7166666666667,3077.7166666666667,2,0,0.3446331966880209,0.0,2895.5666666666666,,0.0,0,1,1,0.3446331966880209
ORD_0103228430,3117.5833333333335,3117.583333333333,2,0,0.3678864505092085,0.0,2952.3,,0.0,0,1,1,0.3678864505092085
ORD_0110313391,2411.8166666666666,2411.8166666666666,2,0,0.20192247890594228,0.0,2279.5833333333335,,0.0,0,1,1,0.20192247890594228
ORD_0115924810,2989.7833333333333,2989.7833333333333,2,0,0.3415966597356553,0.0,2764.3,,0.0,0,1,1,0.3415966597356553
ORD_0116401489,2950.983333333333,2950.983333333333,2,0,0.44764739437136775,0.0,2816.55,,0.0,0,1,1,0.44764739437136775
ORD_0117531863,3368.233333333333,3368.233333333333,2,0,0.1824448029134957,0.0,3203.8,,0.0,0,1,1,0.1824448029134957
ORD_0118178356,2121.766666666667,2121.766666666667,2,0,0.31971784519189983,0.0,1942.9166666666667,,0.0,0,1,1,0.31971784519189983
ORD_0118616499,3528.85,3528.8500000000004,2,0,0.28432303252712166,0.0,3360.7166666666667,,0.0,0,1,1,0.28432303252712166
ORD_0119619523,2521.1666666666665,2521.1666666666665,2,0,0.269875057843591,0.0,2341.766666666667,,0.0,0,1,1,0.269875057843591
ORD_0121360628,1839.55,1839.55,2,0,0.28348418544390386,0.0,1695.5,,0.0,0,1,1,0.28348418544390386
ORD_0123726338,3338.866666666667,3338.866666666667,2,0,0.25938442185971283,0.0,3081.25,,0.0,0,1,1,0.25938442185971283
ORD_0125932577,4885.7,4885.7,2,0,0.33936454005226135,0.0,4685.916666666667,,0.0,0,1,1,0.33936454005226135
ORD_0126892511,4136.3,4136.3,2,0,0.22682913070457494,0.0,3999.233333333333,,0.0,0,1,1,0.22682913070457494
ORD_0137086316,2258.6,2258.6,2,0,0.28823164792349243,0.0,2119.05,,0.0,0,1,1,0.28823164792349243
ORD_0140436228,2942.5833333333335,2942.5833333333335,2,0,0.4314632833961089,0.0,2770.9333333333334,,0.0,0,1,1,0.4314632833961089
ORD_0141306562,2433.0833333333335,2433.0833333333335,2,0,0.25665650580539096,0.0,2244.55,,0.0,0,1,1,0.25665650580539096
ORD_0144996844,2566.6666666666665,2566.6666666666665,2,0,0.25523376623376626,0.0,2430.15,,0.0,0,1,1,0.25523376623376626
ORD_0145851815,2263.2,2263.2,2,0,0.2383645575586191,0.0,2049.0833333333335,,0.0,0,1,1,0.2383645575586191
ORD_0148795744,3121.2833333333333,3121.2833333333333,2,0,0.13752890103963647,0.0,2943.3,,0.0,0,1,1,0.13752890103963647
ORD_0152563459,3349.45,3349.45,2,0,0.3717874078828863,0.0,3195.9333333333334,,0.0,0,1,1,0.3717874078828863
ORD_0155601860,3073.7,3073.7,2,0,0.3260348548437822,0.0,2884.6833333333334,,0.0,0,1,1,0.3260348548437822
ORD_0156869042,3114.7833333333333,3114.7833333333333,2,0,0.13226709187904992,0.0,2923.866666666667,,0.0,0,1,1,0.13226709187904992
ORD_0160859500,2963.65,2963.65,2,0,0.24726828966533382,0.0,2812.866666666667,,0.0,0,1,1,0.24726828966533382
ORD_0161838731,3475.983333333333,3475.983333333333,2,0,0.24476527025925518,0.0,3318.85,,0.0,0,1,1,0.24476527025925518
ORD_0164273960,3048.05,3048.05,2,0,0.15512103366633312,0.0,2863.4,,0.0,0,1,1,0.15512103366633312
ORD_0164639525,3475.0833333333335,3475.0833333333335,2,0,0.393108078942951,0.0,3321.8333333333335,,0.0,0,1,1,0.393108078942951
ORD_0165172365,2759.4333333333334,2759.4333333333334,2,0,0.4240182163004481,0.0,2578.016666666667,,0.0,0,1,1,0.4240182163004481
ORD_0173637990,2766.2833333333333,2766.2833333333333,2,0,0.3435777246244962,0.0,2528.6666666666665,,0.0,0,1,1,0.3435777246244962
ORD_0175707667,2492.5666666666666,2492.5666666666666,2,0,0.23541998208005133,0.0,2298.6666666666665,,0.0,0,1,1,0.23541998208005133
ORD_0180920486,2397.5333333333333,2397.5333333333333,2,0,0.3500125128604399,0.0,2237.1833333333334,,0.0,0,1,1,0.3500125128604399
ORD_0181472768,1845.7333333333333,1845.7333333333333,2,0,0.17786968142743623,0.0,1716.1333333333334,,0.0,0,1,1,0.17786968142743623
ORD_0181909750,3569.25,3569.25,2,0,0.304116177534963,0.0,3313.7,,0.0,0,1,1,0.304116177534963
ORD_0187153356,2297.0666666666666,2297.0666666666666,2,0,0.21412816345484095,0.0,2143.8166666666666,,0.0,0,1,1,0.21412816345484095
ORD_0188624377,2663.7166666666667,2663.7166666666667,2,0,0.24072254932018547,0.0,2501.65,,0.0,0,1,1,0.24072254932018547
ORD_0193330436,2868.266666666667,2868.2666666666664,2,0,0.37928830420230575,0.0,2731.516666666667,,0.0,0,1,1,0.37928830420230575
ORD_0194888251,3090.8333333333335,3090.8333333333335,2,0,0.43139929900242646,0.0,2900.133333333333,,0.0,0,1,1,0.43139929900242646
ORD_0195679156,2977.616666666667,2977.616666666667,2,0,0.43799571245459173,0.0,2804.5333333333333,,0.0,0,1,1,0.43799571245459173
ORD_0195982434,1970.6166666666666,1970.6166666666666,2,0,0.30800849141977554,0.0,1806.1333333333334,,0.0,0,1,1,0.30800849141977554
ORD_0197271512,2701.3,2701.3,2,0,0.42317279334641345,0.0,2544.4166666666665,,0.0,0,1,1,0.42317279334641345
ORD_0201225952,2548.116666666667,2548.116666666667,2,0,0.21536167234624262,0.0,2406.25,,0.0,0,1,1,0.21536167234624262
ORD_0206667077,3159.0,3159.0,2,0,0.3765432098765432,0.0,2988.0666666666666,,0.0,0,1,1,0.3765432098765432
ORD_0208368523,3045.7,3045.7,2,0,0.43809852141270206,0.0,2839.9666666666667,,0.0,0,1,1,0.43809852141270206
ORD_0210341466,2472.233333333333,2472.2333333333336,2,0,0.30151549880674694,0.0,2270.9666666666667,,0.0,0,1,1,0.30151549880674694
ORD_0210926375,2141.25,2141.25,2,0,0.43093208795485505,0.0,2013.5,,0.0,0,1,1,0.43093208795485505
ORD_0211316849,2128.1666666666665,2128.1666666666665,2,0,0.3271203696452346,0.0,1931.95,,0.0,0,1,1,0.3271203696452346
ORD_0211686785,2406.133333333333,2406.133333333333,2,0,0.28587360079796076,0.0,2242.7166666666667,,0.0,0,1,1,0.28587360079796076
ORD_0212471817,4030.483333333333,4030.483333333333,2,0,0.5095584069735226,0.0,3837.7166666666667,,0.0,1,1,1,0.5095584069735226
ORD_0217462976,3340.0333333333333,3340.0333333333333,2,0,0.35576990249598306,0.0,3200.8166666666666,,0.0,0,1,1,0.35576990249598306
ORD_0218991535,4142.7,4142.7,2,0,0.5063243778212277,0.0,4003.633333333333,,0.0,1,1,1,0.5063243778212277
ORD_0221645315,2879.483333333333,2879.483333333333,2,0,0.26493178753132796,0.0,2697.233333333333,,0.0,0,1,1,0.26493178753132796
ORD_0222564636,3218.9666666666667,3218.9666666666667,2,0,0.3781493025712185,0.0,3063.6666666666665,,0.0,0,1,1,0.3781493025712185
ORD_0225487659,3151.1833333333334,3151.1833333333334,2,0,0.530938113195572,0.0,3004.3,,0.0,1,1,1,0.530938113195572
ORD_0228710766,2295.4166666666665,2295.4166666666665,2,0,0.2983626792521329,0.0,2121.65,,0.0,0,1,1,0.2983626792521329
ORD_0232424441,3220.2,3220.2,2,0,0.3135830072666294,0.0,2965.983333333333,,0.0,0,1,1,0.3135830072666294
ORD_0233022249,3124.8166666666666,3124.8166666666666,2,0,0.29183578769954505,0.0,2952.133333333333,,0.0,0,1,1,0.29183578769954505
ORD_0237834277,2618.133333333333,2618.133333333333,2,0,0.43287202077816256,0.0,2501.6833333333334,,0.0,0,1,1,0.43287202077816256
ORD_0237888010,4669.633333333333,4669.633333333333,2,0,0.4546681038482679,0.0,4452.766666666666,,0.0,0,1,1,0.4546681038482679
ORD_0237948804,2359.5333333333333,2359.5333333333333,2,0,0.355027830361936,0.0,2184.516666666667,,0.0,0,1,1,0.355027830361936
ORD_0242086433,2597.266666666667,2597.266666666667,2,0,0.4241638645755795,0.0,2483.483333333333,,0.0,0,1,1,0.4241638645755795
ORD_0245848498,2913.1833333333334,2913.1833333333334,2,0,0.20244177331784816,0.0,2740.55,,0.0,0,1,1,0.20244177331784816
ORD_0250302436,2799.5,2799.5,2,0,0.36371375840923975,0.0,2650.6833333333334,,0.0,0,1,1,0.36371375840923975
ORD_0251825148,2569.45,2569.45,2,0,0.3201722807085823,0.0,2374.5833333333335,,0.0,0,1,1,0.3201722807085823
ORD_0252367572,2470.05,2470.05,2,0,0.37452683144065907,0.0,2292.266666666667,,0.0,0,1,1,0.37452683144065907
ORD_0252855367,2339.0,2339.0,2,0,0.3331623200798062,0.0,2204.866666666667,,0.0,0,1,1,0.3331623200798062
ORD_0254414824,3161.65,3161.65,2,0,0.45785692070068895,0.0,2925.3,,0.0,0,1,1,0.45785692070068895
ORD_0257004828,4082.2166666666667,4082.2166666666667,2,0,0.3836681868102706,0.0,3893.383333333333,,0.0,0,1,1,0.3836681868102706
ORD_0260889834,3748.55,3748.5499999999997,2,0,0.2364914433580985,0.0,3609.4,,0.0,0,1,1,0.2364914433580985
ORD_0261067557,2560.7833333333333,2560.7833333333333,2,0,0.24079220551003275,0.0,2284.5666666666666,,0.0,0,1,1,0.24079220551003275
ORD_0265081514,2582.25,2582.25,2,0,0.2495433568915997,0.0,2377.9666666666667,,0.0,0,1,1,0.2495433568915997
ORD_0265244816,3995.016666666667,3995.0166666666664,2,0,0.15022465488254116,0.0,3853.733333333333,,0.0,0,1,1,0.15022465488254116
ORD_0269799228,2836.616666666667,2836.616666666667,2,0,0.3907236907818587,0.0,2633.1666666666665,,0.0,0,1,1,0.3907236907818587
ORD_0271710508,2606.4,2606.4,2,0,0.5041116738285246,0.0,2324.65,,0.0,1,1,1,0.5041116738285246
ORD_0273070479,3185.75,3185.75,2,0,0.2783645923251981,0.0,3047.4,,0.0,0,1,1,0.2783645923251981
ORD_0279573902,3056.55,3056.55,2,0,0.30448272289563943,0.0,2874.2,,0.0,0,1,1,0.30448272289563943
ORD_0279620207,2692.8333333333335,2692.833333333333,2,0,0.36998824039116174,0.0,2507.733333333333,,0.0,0,1,1,0.36998824039116174
ORD_0280875197,2520.1666666666665,2520.1666666666665,2,0,0.26713841677137756,0.0,2392.983333333333,,0.0,0,1,1,0.26713841677137756
ORD_0282993182,4401.8,4401.8,2,0,0.4775129871113333,0.0,4210.55,,0.0,0,1,1,0.4775129871113333
ORD_0284618495,3074.4,3074.4,2,0,0.49520231589903724,0.0,2877.516666666667,,0.0,0,1,1,0.49520231589903724
ORD_0285198200,1963.4,1963.4,2,0,0.3121965298292078,0.0,1802.2833333333333,,0.0,0,1,1,0.3121965298292078
ORD_0297184196,2711.483333333333,2711.4833333333336,2,0,0.2906158375796765,0.0,2590.5,,0.0,0,1,1,0.2906158375796765
ORD_0297642349,2622.0666666666666,2622.0666666666666,2,0,0.5683684625359132,0.0,2454.85,,0.0,1,1,1,0.5683684625359132
ORD_0303378880,2012.8666666666666,2012.8666666666668,2,0,0.22116053389858575,0.0,1855.0833333333333,,0.0,0,1,1,0.22116053389858575
ORD_0308595984,3472.8,3472.8,2,0,0.37249481686247404,0.0,3230.3,,0.0,0,1,1,0.37249481686247404
ORD_0308918757,3000.616666666667,3000.616666666667,2,0,0.390675250087482,0.0,2887.0666666666666,,0.0,0,1,1,0.390675250087482
ORD_0309240818,2133.883333333333,2133.883333333333,2,0,0.32076886427717854,0.0,1945.3833333333334,,0.0,0,1,1,0.32076886427717854
ORD_0309782083,3575.3,3575.3,2,0,0.5604191722839108,0.0,3422.85,,0.0,1,1,1,0.5604191722839108
ORD_0309813601,2774.4,2774.4,2,0,0.15701292772010764,0.0,2644.116666666667,,0.0,0,1,1,0.15701292772010764
ORD_0311166288,2440.15,2440.15,2,0,0.3611321708364923,0.0,2311.9,,0.0,0,1,1,0.3611321708364923
ORD_0313414291,3169.8166666666666,3169.8166666666666,2,0,0.31141128035795973,0.0,2958.633333333333,,0.0,0,1,1,0.31141128035795973
ORD_0316939483,2423.4166666666665,2423.416666666667,2,0,0.3727932326948867,0.0,2289.3333333333335,,0.0,0,1,1,0.3727932326948867
ORD_0318590601,2464.7,2464.7000000000003,2,0,0.3416575377665977,0.0,2378.0666666666666,,0.0,0,1,1,0.3416575377665977
ORD_0324714113,2878.6666666666665,2878.6666666666665,2,0,0.4317566002779064,0.0,2638.6833333333334,,0.0,0,1,1,0.4317566002779064
ORD_0325010794,2905.3166666666666,2905.3166666666666,2,0,0.3520614505590326,0.0,2760.0333333333333,,0.0,0,1,1,0.3520614505590326
ORD_0328924222,1574.1,1574.1,2,0,0.32946869110391125,0.0,1431.7833333333333,,0.0,0,1,1,0.32946869110391125
ORD_0337640925,3684.266666666667,3684.266666666667,2,0,0.3630935147654893,0.0,3472.7833333333333,,0.0,0,1,1,0.3630935147654893
ORD_0344761623,2682.266666666667,2682.2666666666664,2,0,0.1748024059253368,0.0,2484.15,,0.0,0,1,1,0.1748024059253368
ORD_0352864434,3554.4,3554.4,2,0,0.24747730512416535,0.0,3384.133333333333,,0.0,0,1,1,0.24747730512416535
ORD_0352931297,3375.733333333333,3375.7333333333336,2,0,0.42089620033177977,0.0,3191.483333333333,,0.0,0,1,1,0.42089620033177977
ORD_0363859573,2281.7166666666667,2281.7166666666667,2,0,0.35242470946582616,0.0,2074.7833333333333,,0.0,0,1,1,0.35242470946582616
ORD_0367233767,2350.95,2350.95,2,0,0.24047725387609267,0.0,2222.8,,0.0,0,1,1,0.24047725387609267
ORD_0368927552,2924.366666666667,2924.366666666667,2,0,0.27429870855227917,0.0,2747.116666666667,,0.0,0,1,1,0.27429870855227917
ORD_0372106650,2706.5333333333333,2706.5333333333333,2,0,0.15782181388245725,0.0,2518.5666666666666,,0.0,0,1,1,0.15782181388245725
ORD_0375871555,2186.0,2186.0,2,0,0.3759606587374199,0.0,2009.9333333333334,,0.0,0,1,1,0.3759606587374199
ORD_0378142977,2241.133333333333,2241.133333333333,2,0,0.3451601868102448,0.0,2100.383333333333,,0.0,0,1,1,0.3451601868102448
ORD_0386429168,4210.233333333334,4210.233333333334,2,0,0.4294100881186315,0.0,4036.7,,0.0,0,1,1,0.4294100881186315
ORD_0386436539,4086.4,4086.4,2,0,0.5287131297311407,0.0,3923.2833333333333,,0.0,1,1,1,0.5287131297311407
ORD_0387081473,2600.75,2600.75,2,0,0.3524239802621039,0.0,2414.0,,0.0,0,1,1,0.3524239802621039
ORD_0387083062,2790.5,2790.5,2,0,0.3047064444842621,0.0,2624.1666666666665,,0.0,0,1,1,0.3047064444842621
ORD_0392001648,3626.05,3626.05,2,0,0.29106511677077446,0.0,3422.0666666666666,,0.0,0,1,1,0.29106511677077446
ORD_0392075616,2672.233333333333,2672.233333333333,2,0,0.48025372035875113,0.0,2522.7166666666667,,0.0,0,1,1,0.48025372035875113
ORD_0392779406,2704.3,2704.2999999999997,2,0,0.3105239803276264,0.0,2580.233333333333,,0.0,0,1,1,0.3105239803276264
ORD_0396787742,3435.266666666667,3435.266666666667,2,0,0.2349405189310873,0.0,3220.5333333333333,,0.0,0,1,1,0.2349405189310873
ORD_0397168139,2830.366666666667,2830.366666666667,2,0,0.4242088775305908,0.0,2594.1833333333334,,0.0,0,1,1,0.4242088775305908
ORD_0399823589,2677.266666666667,2677.266666666667,2,0,0.3507868721830723,0.0,2528.116666666667,,0.0,0,1,1,0.3507868721830723
ORD_0400606360,1903.7,1903.7,2,0,0.30388191416714816,0.0,1760.3833333333334,,0.0,0,1,1,0.30388191416714816
ORD_0402081985,2831.733333333333,2831.7333333333336,2,0,0.16453408983896786,0.0,2676.616666666667,,0.0,0,1,1,0.16453408983896786
ORD_0405804119,2013.6333333333334,2013.6333333333334,2,0,0.43933850916254197,0.0,1818.7833333333333,,0.0,0,1,1,0.43933850916254197
ORD_0407280805,3053.0666666666666,3053.0666666666666,2,0,0.3039675954231811,0.0,2912.383333333333,,0.0,0,1,1,0.3039675954231811
ORD_0407374020,2643.733333333333,2643.7333333333336,2,0,0.2870561831753076,0.0,2523.45,,0.0,0,1,1,0.2870561831753076
ORD_0410542198,3373.3166666666666,3373.3166666666666,2,0,0.3277486548846585,0.0,3147.2,,0.0,0,1,1,0.3277486548846585
ORD_0411058901,2657.85,2657.85,2,0,0.31822713847658823,0.0,2496.2,,0.0,0,1,1,0.31822713847658823
ORD_0411774127,2151.7833333333333,2151.7833333333333,2,0,0.19445885970551557,0.0,1992.45,,0.0,0,1,1,0.19445885970551557
ORD_0413084772,3251.55,3251.55,2,0,0.2753712332067271,0.0,3100.3166666666666,,0.0,0,1,1,0.2753712332067271
ORD_0413624879,3301.65,3301.65,2,0,0.3033028940075417,0.0,3110.7166666666667,,0.0,0,1,1,0.3033028940075417
ORD_0416054237,2358.016666666667,2358.016666666667,2,0,0.19819622422798822,0.0,2216.4333333333334,,0.0,0,1,1,0.19819622422798822
ORD_0421669059,2674.8,2674.7999999999997,2,0,0.20943621953043223,0.0,2522.616666666667,,0.0,0,1,1,0.20943621953043223
ORD_0424044410,2568.1833333333334,2568.1833333333334,2,0,0.1915945772303379,0.0,2422.266666666667,,0.0,0,1,1,0.1915945772303379
ORD_0425570741,3358.9333333333334,3358.9333333333334,2,0,0.4592678231184503,0.0,3107.8166666666666,,0.0,0,1,1,0.4592678231184503
ORD_0429968971,3083.1,3083.1,2,0,0.39452715340620376,0.0,2928.233333333333,,0.0,0,1,1,0.39452715340620376
ORD_0430371089,2986.633333333333,2986.633333333333,2,0,0.40516077188361477,0.0,2843.6,,0.0,0,1,1,0.40516077188361477
ORD_0430877911,2270.75,2270.75,2,0,0.28973540313406,0.0,1962.9666666666667,,0.0,0,1,1,0.28973540313406
ORD_0431764409,2673.5,2673.5,2,0,0.44808927124244124,0.0,2542.55,,0.0,0,1,1,0.44808927124244124
ORD_0432186802,3270.1833333333334,3270.1833333333334,2,0,0.36330277099652925,0.0,3116.85,,0.0,0,1,1,0.36330277099652925
ORD_0437695220,3228.0333333333333,3228.0333333333333,2,0,0.1384847327061885,0.0,3051.733333333333,,0.0,0,1,1,0.1384847327061885
ORD_0437792238,3647.7833333333333,3647.7833333333333,2,0,0.2728826182110597,0.0,3540.1666666666665,,0.0,0,1,1,0.2728826182110597
ORD_0441940891,3438.8333333333335,3438.8333333333335,2,0,0.26908350700334416,0.0,3219.0833333333335,,0.0,0,1,1,0.26908350700334416
ORD_0444212122,3126.983333333333,3126.983333333333,2,0,0.3269391692739009,0.0,2932.05,,0.0,0,1,1,0.3269391692739009
ORD_0446266292,2953.616666666667,2953.616666666667,2,0,0.3299401298972446,0.0,2758.9,,0.0,0,1,1,0.3299401298972446
ORD_0446515635,3233.883333333333,3233.883333333333,2,0,0.45981353687259385,0.0,3120.9166666666665,,0.0,0,1,1,0.45981353687259385
ORD_0452471575,2458.233333333333,2458.2333333333336,2,0,0.2370943902802826,0.0,2297.7166666666667,,0.0,0,1,1,0.2370943902802826
ORD_0455557885,2799.0,2799.0,2,0,0.4442777182327021,0.0,2609.266666666667,,0.0,0,1,1,0.4442777182327021
ORD_0457378162,3413.1,3413.1,2,0,0.4955075053958767,0.0,3253.516666666667,,0.0,0,1,1,0.4955075053958767
ORD_0458102148,1747.5333333333333,1747.5333333333333,2,0,0.2622553694731622,0.0,1598.5833333333333,,0.0,0,1,1,0.2622553694731622
ORD_0459600765,2687.616666666667,2687.6166666666663,2,0,0.2737989668665547,0.0,2549.0666666666666,,0.0,0,1,1,0.2737989668665547
ORD_0459620912,2577.75,2577.75,2,0,0.3143956292632463,0.0,2462.75,,0.0,0,1,1,0.3143956292632463
ORD_0461808813,2822.4,2822.4,2,0,0.1628165154950869,0.0,2665.4666666666667,,0.0,0,1,1,0.1628165154950869
ORD_0462064970,3201.8166666666666,3201.8166666666666,2,0,0.31421744946879115,0.0,3024.0333333333333,,0.0,0,1,1,0.31421744946879115
ORD_0465092912,2569.9166666666665,2569.9166666666665,2,0,0.21607056000518823,0.0,2411.2,,0.0,0,1,1,0.21607056000518823
ORD_0465372035,3226.4166666666665,3226.4166666666665,2,0,0.3525893018570654,0.0,3013.0333333333333,,0.0,0,1,1,0.3525893018570654
ORD_0466421593,3316.7833333333333,3316.7833333333333,2,0,0.15556236715291422,0.0,3108.6,,0.0,0,1,1,0.15556236715291422
ORD_0467025404,2837.5666666666666,2837.5666666666666,2,0,0.36368014848402974,0.0,2610.366666666667,,0.0,0,1,1,0.36368014848402974
ORD_0468212448,2857.85,2857.85,2,0,0.32745478827323576,0.0,2712.483333333333,,0.0,0,1,1,0.32745478827323576
ORD_0471816616,3401.983333333333,3401.9833333333336,2,0,0.21482566542066148,0.0,3264.483333333333,,0.0,0,1,1,0.21482566542066148
ORD_0477980443,4496.983333333334,4496.983333333334,2,0,0.4711306468410304,0.0,4346.616666666667,,0.0,0,1,1,0.4711306468410304
