case_id,cycle_time_min,document_intake_touch_count,declaration_touch_count,recheck_touch_count,document_intake_ratio,declaration_ratio,recheck_ratio,doc_to_decl_min,decl_to_release_min,multiple_doc_reviews_flag,multiple_declarations_flag,multiple_rechecks_flag,amendment_loop_depth,amendment_loop_index
ORD_0033728910,2026.4833333333333,4,1,0,0.11718987737377559,0.015429027296877184,0.0,48.46666666666667,1941.0833333333333,1,0,0,0,1.0
ORD_0033843843,3010.4333333333334,4,1,0,0.24245125286503608,0.004157762448373989,0.0,56.483333333333334,2891.2166666666667,1,0,0,0,1.0
ORD_0035664246,2258.116666666667,4,1,0,0.30647958844760015,0.007749821016038438,0.0,44.766666666666666,2125.4166666666665,1,0,0,0,1.0
ORD_0039272451,3915.9666666666667,4,1,0,0.09821755377556839,0.0015832616893231982,0.0,68.3,3825.866666666667,1,0,0,0,1.0
ORD_0042569135,3377.6,4,1,0,0.25160370282646455,0.003483735986104532,0.0,53.36666666666667,3248.8333333333335,1,0,0,0,1.0
ORD_0043857406,2780.6833333333334,4,1,0,0.35301874239545433,0.0061795362051294345,0.0,59.06666666666667,2686.8333333333335,1,0,0,0,1.0
ORD_0044545562,3793.65,4,1,0,0.19433351345889402,0.0036112978266313444,0.0,61.35,3648.7,1,0,0,0,1.0
ORD_0046356598,2103.65,4,1,0,0.16785111591757182,0.016819971636599877,0.0,51.233333333333334,1998.4166666666667,1,0,0,0,1.0
ORD_0047759506,2587.616666666667,4,1,0,0.14251853378591625,0.00781929317196648,0.0,69.86666666666666,2468.3166666666666,1,0,0,0,1.0
ORD_0048229801,2947.6,4,1,0,0.08648844257475008,0.007045279775636676,0.0,66.61666666666666,2806.266666666667,1,0,0,0,1.0
ORD_0051150364,3316.35,4,1,0,0.23168041169759926,0.0075132801624275694,0.0,52.06666666666667,3192.0333333333333,1,0,0,0,1.0
ORD_0052122110,3821.633333333333,4,1,0,0.1020811345934112,0.004073301991295171,0.0,62.416666666666664,3687.45,1,0,0,0,1.0
ORD_0052551721,2515.0666666666666,4,1,0,0.21695912633197267,0.0049700471823145844,0.0,56.75,2396.9166666666665,1,0,0,0,1.0
ORD_0054345018,2850.15,4,1,0,0.1152278535047863,0.0024384681507990807,0.0,65.76666666666667,2729.1666666666665,1,0,0,0,1.0
ORD_0055419138,2858.2166666666667,4,1,0,0.14173173249053897,0.0037027750403806573,0.0,39.95,2772.2,1,0,0,0,1.0
ORD_0056138917,2180.15,4,1,0,0.274224250624957,0.00828689157473874,0.0,88.78333333333333,2038.4333333333334,1,0,0,0,1.0
ORD_0056622231,3721.9333333333334,4,1,0,0.3211144745562342,0.002677819771086711,0.0,73.55,3598.1833333333334,1,0,0,0,1.0
ORD_0062785296,3332.5666666666666,4,1,0,0.2988587375096272,0.006451483841283495,0.0,50.56666666666667,3229.116666666667,1,0,0,0,1.0
ORD_0064833823,2288.8,4,1,0,0.15227047652336015,0.010798963066526853,0.0,68.8,2165.05,1,0,0,0,1.0
ORD_0069951956,3832.5666666666666,4,1,0,0.06842672882402567,0.011750176122180957,0.0,29.183333333333334,3741.983333333333,1,0,0,0,1.0
ORD_0071564771,2698.5333333333333,4,1,0,0.10477913928553782,0.006318246948959929,0.0,40.583333333333336,2606.983333333333,1,0,0,0,1.0
ORD_0072637699,4081.983333333333,4,1,0,0.25105443024020185,0.004756674655702498,0.0,68.15,3919.4333333333334,1,0,0,0,1.0
ORD_0073333661,3070.6,4,1,0,0.1888284591502204,0.00852167871642893,0.0,99.86666666666666,2896.45,1,0,0,0,1.0
ORD_0080291921,2068.3166666666666,4,1,0,0.2978025608586693,0.010693075689570425,0.0,32.03333333333333,1966.0833333333333,1,0,0,0,1.0
ORD_0082062741,2269.4,4,1,0,0.27529302899444785,0.015481331335742192,0.0,47.4,2180.3166666666666,1,0,0,0,1.0
ORD_0082249542,3217.5333333333333,4,1,0,0.1087220023620579,0.003931583200381244,0.0,40.68333333333333,3113.4666666666667,1,0,0,0,1.0
ORD_0084811483,1928.75,4,1,0,0.08878807517822424,0.009963275005400734,0.0,39.31666666666667,1837.1166666666666,1,0,0,0,1.0
ORD_0086138859,2476.4666666666667,4,1,0,0.1863878644305058,0.005343634748431905,0.0,54.9,2374.3166666666666,1,0,0,0,1.0
ORD_0088411040,2225.7833333333333,4,1,0,0.17611777127153735,0.02235168143050761,0.0,51.583333333333336,2118.133333333333,1,0,0,0,1.0
ORD_0088930328,2142.766666666667,4,1,0,0.2542118445001011,0.010578224413919698,0.0,49.61666666666667,2048.5333333333333,1,0,0,0,1.0
ORD_0091539146,2541.85,4,1,0,0.12336159358997056,0.012995783910668739,0.0,51.6,2455.7,1,0,0,0,1.0
ORD_0096024379,2193.616666666667,4,1,0,0.1503681135415638,0.008046073075666516,0.0,42.65,2111.5333333333333,1,0,0,0,1.0
ORD_0101940685,3077.7166666666667,4,1,0,0.2252481547467549,0.007364767170467284,0.0,57.35,2975.1666666666665,1,0,0,0,1.0
ORD_0103228430,3117.5833333333335,4,1,0,0.158279650370212,0.0029242736093662296,0.0,78.53333333333333,2997.35,1,0,0,0,1.0
ORD_0110313391,2411.8166666666666,4,1,0,0.14147012279816737,0.00783641653248934,0.0,39.56666666666667,2324.633333333333,1,0,0,0,1.0
ORD_0115924810,2989.7833333333333,4,1,0,0.32363549198102426,0.011901642816926534,0.0,48.916666666666664,2820.8333333333335,1,0,0,0,1.0
ORD_0116401489,2950.983333333333,4,1,0,0.17303836574249262,0.01080430816846362,0.0,43.78333333333333,2861.9333333333334,1,0,0,0,1.0
ORD_0117531863,3368.233333333333,4,1,0,0.13087474145694578,0.0033400298870822492,0.0,83.58333333333333,3241.983333333333,1,0,0,0,1.0
ORD_0118178356,2121.766666666667,4,1,0,0.13036306222801752,0.005215779303410679,0.0,80.43333333333334,1982.7666666666667,1,0,0,0,1.0
ORD_0118616499,3528.85,4,1,0,0.07794323929892175,0.0073347785633657795,0.0,33.733333333333334,3409.866666666667,1,0,0,0,1.0
ORD_0119619523,2521.1666666666665,4,1,0,0.1074766972962253,0.016844053678852385,0.0,49.25,2409.8166666666666,1,0,0,0,1.0
ORD_0121360628,1839.55,4,1,0,0.23281962074057969,0.003415690431536698,0.0,80.96666666666667,1714.85,1,0,0,0,1.0
ORD_0123726338,3338.866666666667,4,1,0,0.2175139268813769,0.007138150669887986,0.0,94.35,3155.3333333333335,1,0,0,0,1.0
ORD_0125932577,4885.7,4,1,0,0.16960722107374582,0.0051579098184497615,0.0,71.11666666666666,4751.8,1,0,0,0,1.0
ORD_0126892511,4136.3,4,1,0,0.174515871672751,0.004678093948698112,0.0,59.583333333333336,4040.5,1,0,0,0,1.0
ORD_0137086316,2258.6,4,1,0,0.07858112695179906,0.00425779981699578,0.0,47.28333333333333,2159.4666666666667,1,0,0,0,1.0
ORD_0140436228,2942.5833333333335,4,1,0,0.30895188468182716,0.002990569510917278,0.0,54.31666666666667,2812.9166666666665,1,0,0,0,1.0
ORD_0141306562,2433.0833333333335,4,1,0,0.13363701750179813,0.003925060793917183,0.0,38.2,2295.85,1,0,0,0,1.0
ORD_0144996844,2566.6666666666665,4,1,0,0.18762337662337666,0.009707792207792209,0.0,63.9,2478.45,1,0,0,0,1.0
ORD_0145851815,2263.2,4,1,0,0.17302197478496525,0.005125486037469071,0.0,71.76666666666667,2083.5833333333335,1,0,0,0,1.0
ORD_0148795744,3121.2833333333333,4,1,0,0.11225083699546662,0.011490999962622213,0.0,54.61666666666667,3020.4666666666667,1,0,0,0,1.0
ORD_0152563459,3349.45,4,1,0,0.21468201246970897,0.004552986311185419,0.0,48.1,3233.35,1,0,0,0,1.0
ORD_0155601860,3073.7,4,1,0,0.1108490310266671,0.012818427302599474,0.0,67.08333333333333,2966.5333333333333,1,0,0,0,1.0
ORD_0156869042,3114.7833333333333,4,1,0,0.10202421784286761,0.004853200062069593,0.0,92.35,2978.883333333333,1,0,0,0,1.0
ORD_0160859500,2963.65,4,1,0,0.09868461750431619,0.009802102137566852,0.0,48.03333333333333,2868.3333333333335,1,0,0,0,1.0
ORD_0161838731,3475.983333333333,4,1,0,0.12735964403358283,0.001404878235894879,0.0,55.25,3339.116666666667,1,0,0,0,1.0
ORD_0164273960,3048.05,4,1,0,0.07360443562277522,0.009962653718497617,0.0,60.733333333333334,2922.5,1,0,0,0,1.0
ORD_0164639525,3475.0833333333335,4,1,0,0.17257140116543968,0.004709719191386298,0.0,46.38333333333333,3365.6,1,0,0,0,1.0
ORD_0165172365,2759.4333333333334,4,1,0,0.28465989393957697,0.005429858787432202,0.0,89.66666666666667,2610.2833333333333,1,0,0,0,1.0
ORD_0173637990,2766.2833333333333,4,1,0,0.21324641365972394,0.02070768841465986,0.0,65.11666666666666,2627.5333333333333,1,0,0,0,1.0
ORD_0175707667,2492.5666666666666,4,1,0,0.1672372520962328,0.0045535391898578435,0.0,87.65,2362.4666666666667,1,0,0,0,1.0
ORD_0180920486,2397.5333333333333,4,1,0,0.10010288351917249,0.009009259516725524,0.0,72.11666666666666,2277.15,1,0,0,0,1.0
ORD_0181472768,1845.7333333333333,4,1,0,0.12249873582315972,0.005770064292422163,0.0,36.36666666666667,1751.8166666666666,1,0,0,0,1.0
ORD_0181909750,3569.25,4,1,0,0.19258947958254535,0.003516144848357498,0.0,120.43333333333334,3353.8,1,0,0,0,1.0
ORD_0187153356,2297.0666666666666,4,1,0,0.14156460413280705,0.01314720222892965,0.0,69.85,2187.9,1,0,0,0,1.0
ORD_0188624377,2663.7166666666667,4,1,0,0.14373400574385412,0.008816002702990183,0.0,67.18333333333334,2550.133333333333,1,0,0,0,1.0
ORD_0193330436,2868.266666666667,4,1,0,0.28281308107103015,0.003364401264410562,0.0,64.86666666666666,2748.1666666666665,1,0,0,0,1.0
ORD_0194888251,3090.8333333333335,4,1,0,0.2680506875168509,0.003046643300080884,0.0,43.06666666666667,2952.05,1,0,0,0,1.0
ORD_0195679156,2977.616666666667,4,1,0,0.2760093363260326,0.00802655367547871,0.0,76.05,2866.9166666666665,1,0,0,0,1.0
ORD_0195982434,1970.6166666666666,4,1,0,0.1933151213241202,0.006224785811547994,0.0,46.13333333333333,1844.65,1,0,0,0,1.0
ORD_0197271512,2701.3,4,1,0,0.26765507965300656,0.004300398573526327,0.0,84.21666666666667,2569.65,1,0,0,0,1.0
ORD_0201225952,2548.116666666667,4,1,0,0.11194542374433404,0.01034751156082597,0.0,40.9,2452.383333333333,1,0,0,0,1.0
ORD_0206667077,3159.0,4,1,0,0.24074074074074073,0.012208504801097395,0.0,49.333333333333336,3082.3,1,0,0,0,1.0
ORD_0208368523,3045.7,4,1,0,0.10282255857985577,0.014380930492169288,0.0,53.0,2895.233333333333,1,0,0,0,1.0
ORD_0210341466,2472.233333333333,4,1,0,0.16684644113959038,0.003593242277562797,0.0,84.85,2319.7,1,0,0,0,1.0
ORD_0210926375,2141.25,4,1,0,0.24725432963611602,0.008001556723097878,0.0,59.53333333333333,2047.7,1,0,0,0,1.0
ORD_0211316849,2128.1666666666665,4,1,0,0.24033988566058426,0.012044795990288982,0.0,105.78333333333333,1973.35,1,0,0,0,1.0
ORD_0211686785,2406.133333333333,4,1,0,0.1307838302116813,0.009780560789094537,0.0,69.3,2283.9333333333334,1,0,0,0,1.0
ORD_0212471817,4030.483333333333,4,1,0,0.36706515761137004,0.0026092817652142632,0.0,46.55,3895.233333333333,1,0,0,0,1.0
ORD_0217462976,3340.0333333333333,4,1,0,0.32198780451292897,0.006701529924851049,0.0,54.15,3235.0,1,0,0,0,1.0
ORD_0218991535,4142.7,4,1,0,0.3600671059936756,0.005205944593300665,0.0,57.21666666666667,4034.266666666667,1,0,0,0,1.0
ORD_0221645315,2879.483333333333,4,1,0,0.12112126596785304,0.008983093031736018,0.0,82.0,2752.516666666667,1,0,0,0,1.0
ORD_0222564636,3218.9666666666667,4,1,0,0.17109527902328905,0.0067827149499321724,0.0,55.15,3112.7166666666667,1,0,0,0,1.0
ORD_0225487659,3151.1833333333334,4,1,0,0.24740970323317696,0.001486214173511538,0.0,35.9,3055.6666666666665,1,0,0,0,1.0
ORD_0228710766,2295.4166666666665,4,1,0,0.18661100018152116,0.005975676166273371,0.0,91.0,2147.0833333333335,1,0,0,0,1.0
ORD_0232424441,3220.2,4,1,0,0.2042782021820591,0.009342069850733908,0.0,45.45,3028.9333333333334,1,0,0,0,1.0
ORD_0233022249,3124.8166666666666,4,1,0,0.1654390390902933,0.00405890478908096,0.0,85.18333333333334,2988.1833333333334,1,0,0,0,1.0
ORD_0237834277,2618.133333333333,4,1,0,0.09949200448156448,0.004844418415155836,0.0,35.083333333333336,2532.2,1,0,0,0,1.0
ORD_0237888010,4669.633333333333,4,1,0,0.1824554390423231,0.008630227926532417,0.0,83.4,4523.433333333333,1,0,0,0,1.0
ORD_0237948804,2359.5333333333333,4,1,0,0.14596106574746417,0.010567061283304608,0.0,105.7,2219.6833333333334,1,0,0,0,1.0
ORD_0242086433,2597.266666666667,4,1,0,0.28726353345825095,0.008419107266613619,0.0,29.7,2522.3,1,0,0,0,1.0
ORD_0245848498,2913.1833333333334,4,1,0,0.14753047925808538,0.010566905618710347,0.0,74.08333333333333,2783.733333333333,1,0,0,0,1.0
ORD_0250302436,2799.5,4,1,0,0.21779484431743765,0.011186521402631423,0.0,62.18333333333333,2695.116666666667,1,0,0,0,1.0
ORD_0251825148,2569.45,4,1,0,0.23881894309417712,0.009619438660673166,0.0,96.3,2405.05,1,0,0,0,1.0
ORD_0252367572,2470.05,4,1,0,0.31137021517783037,0.009642179982861345,0.0,50.2,2356.5666666666666,1,0,0,0,1.0
ORD_0252855367,2339.0,4,1,0,0.10102607952116288,0.016110873592703433,0.0,21.55,2255.65,1,0,0,0,1.0
ORD_0254414824,3161.65,4,1,0,0.09788138050279654,0.006821332742924317,0.0,69.73333333333333,2987.633333333333,1,0,0,0,1.0
ORD_0257004828,4082.2166666666667,4,1,0,0.30192746587842395,0.0034621712876582575,0.0,83.45,3922.3333333333335,1,0,0,0,1.0
ORD_0260889834,3748.55,4,1,0,0.1429930684309044,0.0028944525216417017,0.0,23.5,3665.1,1,0,0,0,1.0
ORD_0261067557,2560.7833333333333,4,1,0,0.20791164162007722,0.010270294896743835,0.0,116.95,2395.9166666666665,1,0,0,0,1.0
ORD_0265081514,2582.25,4,1,0,0.16476586955820183,0.010423726078678155,0.0,72.01666666666667,2426.016666666667,1,0,0,0,1.0
ORD_0265244816,3995.016666666667,4,1,0,0.10064622175126511,0.006791794777660502,0.0,22.766666666666666,3910.2,1,0,0,0,1.0
ORD_0269799228,2836.616666666667,4,1,0,0.15686527964652727,0.01336098756147288,0.0,88.46666666666667,2688.4333333333334,1,0,0,0,1.0
ORD_0271710508,2606.4,4,1,0,0.11996112134233679,0.015059085328422345,0.0,68.78333333333333,2438.9666666666667,1,0,0,0,1.0
ORD_0273070479,3185.75,4,1,0,0.2098877815271129,0.01242512228936148,0.0,46.233333333333334,3107.9,1,0,0,0,1.0
ORD_0279573902,3056.55,4,1,0,0.23090303337641022,0.01879570103548118,0.0,69.85,2954.516666666667,1,0,0,0,1.0
ORD_0279620207,2692.8333333333335,4,1,0,0.17012440428297335,0.017119514761403727,0.0,51.71666666666667,2565.3,1,0,0,0,1.0
ORD_0280875197,2520.1666666666665,4,1,0,0.12039547648965014,0.005773427683354276,0.0,50.13333333333333,2417.4333333333334,1,0,0,0,1.0
ORD_0282993182,4401.8,4,1,0,0.22505944537840578,0.0057097853908249655,0.0,95.48333333333333,4255.666666666667,1,0,0,0,1.0
ORD_0284618495,3074.4,4,1,0,0.1794117009280944,0.019819585393355883,0.0,47.733333333333334,2945.133333333333,1,0,0,0,1.0
ORD_0285198200,1963.4,4,1,0,0.19817663237241517,0.0031323214831414895,0.0,70.05,1830.1666666666667,1,0,0,0,1.0
ORD_0297184196,2711.483333333333,4,1,0,0.24719556946075028,0.004032233279447289,0.0,31.2,2615.75,1,0,0,0,1.0
ORD_0297642349,2622.0666666666666,4,1,0,0.253896417584094,0.017537057283059165,0.0,74.1,2506.15,1,0,0,0,1.0
ORD_0303378880,2012.8666666666666,4,1,0,0.11382605239625078,0.009025270758122744,0.0,56.21666666666667,1919.5166666666667,1,0,0,0,1.0
ORD_0308595984,3472.8,4,1,0,0.23871227827689476,0.00664689395684558,0.0,83.78333333333333,3279.0,1,0,0,0,1.0
ORD_0308918757,3000.616666666667,4,1,0,0.0956692235484928,0.005354454917600271,0.0,36.75,2914.6,1,0,0,0,1.0
ORD_0309240818,2133.883333333333,4,1,0,0.23242445307069273,0.0051549209969304795,0.0,53.21666666666667,1973.35,1,0,0,0,1.0
ORD_0309782083,3575.3,4,1,0,0.30552680893911005,0.006661445659571691,0.0,60.68333333333333,3462.15,1,0,0,0,1.0
ORD_0309813601,2774.4,4,1,0,0.0686815167243368,0.006565984236831987,0.0,52.3,2669.5,1,0,0,0,1.0
ORD_0311166288,2440.15,4,1,0,0.318334255407796,0.0046786741252245415,0.0,82.11666666666666,2336.366666666667,1,0,0,0,1.0
ORD_0313414291,3169.8166666666666,4,1,0,0.16406837409103575,0.008812286725310087,0.0,58.7,3061.016666666667,1,0,0,0,1.0
ORD_0316939483,2423.4166666666665,4,1,0,0.1546989443279117,0.009360063271551871,0.0,62.71666666666667,2331.0333333333333,1,0,0,0,1.0
ORD_0318590601,2464.7,4,1,0,0.12507945524134106,0.002833340095481532,0.0,31.6,2390.516666666667,1,0,0,0,1.0
ORD_0324714113,2878.6666666666665,4,1,0,0.28465145900880034,0.005008105604446503,0.0,137.26666666666668,2674.3333333333335,1,0,0,0,1.0
ORD_0325010794,2905.3166666666666,4,1,0,0.16785892530361005,0.008392659434714518,0.0,39.25,2806.55,1,0,0,0,1.0
ORD_0328924222,1574.1,4,1,0,0.20361899921648352,0.015649154013933887,0.0,39.56666666666667,1469.7333333333333,1,0,0,0,1.0
ORD_0337640925,3684.266666666667,4,1,0,0.16137087434858133,0.0038587507237984944,0.0,73.48333333333333,3526.9166666666665,1,0,0,0,1.0
ORD_0344761623,2682.266666666667,4,1,0,0.1448588258686683,0.004765869662474525,0.0,95.3,2552.0,1,0,0,0,1.0
ORD_0352864434,3554.4,4,1,0,0.12283835996698929,0.0057674994373171275,0.0,81.78333333333333,3423.616666666667,1,0,0,0,1.0
ORD_0352931297,3375.733333333333,4,1,0,0.2260052136819654,0.002715459356979224,0.0,51.516666666666666,3213.5833333333335,1,0,0,0,1.0
ORD_0363859573,2281.7166666666667,4,1,0,0.1954449500741401,0.005682855744578278,0.0,108.9,2106.05,1,0,0,0,1.0
ORD_0367233767,2350.95,4,1,0,0.11391848685283255,0.009457169796607047,0.0,55.766666666666666,2257.5,1,0,0,0,1.0
ORD_0368927552,2924.366666666667,4,1,0,0.15756688057813087,0.009272663026752231,0.0,45.3,2796.6833333333334,1,0,0,0,1.0
ORD_0372106650,2706.5333333333333,4,1,0,0.11728410266515592,0.00583156805753978,0.0,63.06666666666667,2561.65,1,0,0,0,1.0
ORD_0375871555,2186.0,4,1,0,0.23560536749008842,0.008257090576395242,0.0,95.53333333333333,2051.5333333333333,1,0,0,0,1.0
ORD_0378142977,2241.133333333333,4,1,0,0.24631139007050004,0.006975637326352738,0.0,41.95,2140.4333333333334,1,0,0,0,1.0
ORD_0386429168,4210.233333333334,4,1,0,0.23907621905357582,0.00672171771952465,0.0,39.7,4075.65,1,0,0,0,1.0
ORD_0386436539,4086.4,4,1,0,0.19573055338031844,0.005705918820151396,0.0,74.68333333333334,3978.7,1,0,0,0,1.0
ORD_0387081473,2600.75,4,1,0,0.14329840751065398,0.010490563619468743,0.0,55.45,2468.35,1,0,0,0,1.0
ORD_0387083062,2790.5,4,1,0,0.17257958549841723,0.008570745983396046,0.0,58.516666666666666,2678.9166666666665,1,0,0,0,1.0
ORD_0392001648,3626.05,4,1,0,0.2010130399010861,0.015705795562664607,0.0,80.61666666666666,3495.483333333333,1,0,0,0,1.0
ORD_0392075616,2672.233333333333,4,1,0,0.23629423578280345,0.01728890940162411,0.0,47.95,2601.55,1,0,0,0,1.0
ORD_0392779406,2704.3,4,1,0,0.19735236475243134,0.004542148923319652,0.0,37.43333333333333,2607.6833333333334,1,0,0,0,1.0
ORD_0396787742,3435.266666666667,4,1,0,0.1497021094917425,0.02137146073085059,0.0,56.166666666666664,3311.35,1,0,0,0,1.0
ORD_0397168139,2830.366666666667,4,1,0,0.10965599274534513,0.010434454899836298,0.0,92.36666666666666,2638.4,1,0,0,0,1.0
ORD_0399823589,2677.266666666667,4,1,0,0.25453821061281406,0.0034674668193929127,0.0,79.7,2557.866666666667,1,0,0,0,1.0
ORD_0400606360,1903.7,4,1,0,0.17588555619758015,0.009963054402829576,0.0,52.7,1809.3666666666666,1,0,0,0,1.0
ORD_0402081985,2831.733333333333,4,1,0,0.09686058009228739,0.0027074112439966097,0.0,74.96666666666667,2695.5333333333333,1,0,0,0,1.0
ORD_0405804119,2013.6333333333334,4,1,0,0.3384843318048635,0.010420632687182373,0.0,58.3,1858.95,1,0,0,0,1.0
ORD_0407280805,3053.0666666666666,4,1,0,0.06078041750371212,0.0038376714123504237,0.0,54.05,2940.116666666667,1,0,0,0,1.0
ORD_0407374020,2643.733333333333,4,1,0,0.1484327718378051,0.004482297760742384,0.0,46.46666666666667,2546.9,1,0,0,0,1.0
ORD_0410542198,3373.3166666666666,4,1,0,0.19388929787202508,0.011724366227105865,0.0,84.81666666666666,3207.2,1,0,0,0,1.0
ORD_0411058901,2657.85,4,1,0,0.24983225790269079,0.005618576418282948,0.0,46.88333333333333,2527.883333333333,1,0,0,0,1.0
ORD_0411774127,2151.7833333333333,4,1,0,0.10072265640127956,0.013810250412448589,0.0,51.2,2047.4833333333333,1,0,0,0,1.0
ORD_0413084772,3251.55,4,1,0,0.1955272613574039,0.005884373093857801,0.0,65.15,3133.8,1,0,0,0,1.0
ORD_0413624879,3301.65,4,1,0,0.14184321980423928,0.003286235670043766,0.0,54.11666666666667,3168.233333333333,1,0,0,0,1.0
ORD_0416054237,2358.016666666667,4,1,0,0.12837766201822154,0.003597656222390285,0.0,61.25,2233.4166666666665,1,0,0,0,1.0
ORD_0421669059,2674.8,4,1,0,0.07695902497382982,0.006841633019291163,0.0,45.666666666666664,2561.1,1,0,0,0,1.0
ORD_0424044410,2568.1833333333334,4,1,0,0.13390139592838,0.005620055681383079,0.0,50.4,2461.35,1,0,0,0,1.0
ORD_0425570741,3358.9333333333334,4,1,0,0.2432964830104795,0.03133435217529374,0.0,66.25,3231.516666666667,1,0,0,0,1.0
ORD_0429968971,3083.1,4,1,0,0.21569740412787994,0.005254451688235866,0.0,50.85,2982.633333333333,1,0,0,0,1.0
ORD_0430371089,2986.633333333333,4,1,0,0.18511925356309786,0.008426433330729139,0.0,48.766666666666666,2880.383333333333,1,0,0,0,1.0
ORD_0430877911,2270.75,4,1,0,0.1691658409482917,0.018363976659693936,0.0,110.71666666666667,2031.8333333333333,1,0,0,0,1.0
ORD_0431764409,2673.5,4,1,0,0.18603578330528023,0.007225235334455458,0.0,31.183333333333334,2591.7,1,0,0,0,1.0
ORD_0432186802,3270.1833333333334,4,1,0,0.2625999561696337,0.0068497688712661365,0.0,59.9,3156.2833333333333,1,0,0,0,1.0
ORD_0437695220,3228.0333333333333,4,1,0,0.06807550520957033,0.004868805567889633,0.0,59.483333333333334,3128.9666666666667,1,0,0,0,1.0
ORD_0437792238,3647.7833333333333,4,1,0,0.11564100572493798,0.0030657888123837764,0.0,46.516666666666666,3568.983333333333,1,0,0,0,1.0
ORD_0441940891,3438.8333333333335,4,1,0,0.2281878544079872,0.008641496631609557,0.0,141.75,3264.3166666666666,1,0,0,0,1.0
ORD_0444212122,3126.983333333333,4,1,0,0.18858964177402077,0.013196957664202454,0.0,50.733333333333334,3011.233333333333,1,0,0,0,1.0
ORD_0446266292,2953.616666666667,4,1,0,0.2191945467985577,0.013853072786470822,0.0,77.21666666666667,2823.3,1,0,0,0,1.0
ORD_0446515635,3233.883333333333,4,1,0,0.10545113460081533,0.007246190081068684,0.0,44.61666666666667,3155.8166666666666,1,0,0,0,1.0
ORD_0452471575,2458.233333333333,4,1,0,0.19048910464154473,0.004630696841905433,0.0,69.63333333333334,2323.4666666666667,1,0,0,0,1.0
ORD_0455557885,2799.0,4,1,0,0.2619268786471359,0.007705132785518638,0.0,49.1,2707.766666666667,1,0,0,0,1.0
ORD_0457378162,3413.1,4,1,0,0.196048558006895,0.00778861836258338,0.0,44.96666666666667,3305.6833333333334,1,0,0,0,1.0
ORD_0458102148,1747.5333333333333,4,1,0,0.13298744897569909,0.016098882234006028,0.0,53.06666666666667,1643.9,1,0,0,0,1.0
ORD_0459600765,2687.616666666667,4,1,0,0.2076436991882523,0.004427714765870629,0.0,52.68333333333333,2581.6,1,0,0,0,1.0
ORD_0459620912,2577.75,4,1,0,0.2835612452720395,0.002980635567193612,0.0,30.383333333333333,2488.1,1,0,0,0,1.0
ORD_0461808813,2822.4,4,1,0,0.05604568216175359,0.005237859032501889,0.0,49.85,2716.15,1,0,0,0,1.0
ORD_0462064970,3201.8166666666666,4,1,0,0.13495463512901532,0.005434414837410011,0.0,64.13333333333334,3087.85,1,0,0,0,1.0
ORD_0465092912,2569.9166666666665,4,1,0,0.11082719932552934,0.005311456272901197,0.0,78.23333333333333,2440.7833333333333,1,0,0,0,1.0
