case_id,total_duration_min,document_intake_duration_min,declaration_duration_min,inspection_duration_min,hold_duration_min,recheck_duration_min,release_duration_min,inspection_touch_count,hold_touch_count,release_touch_count,document_intake_ratio,declaration_ratio,inspection_ratio,hold_ratio,recheck_ratio,release_ratio,inspection_heavy_flag,hold_heavy_flag
ORD_0051150364,3316.35,768.3333333333333,24.916666666666668,1022.15,0.0,0.0,720.2333333333333,2,0,3,0.23168041169759926,0.0075132801624275694,0.30821535724516413,0.0,0.0,0.2171765143405652,0,1
ORD_0052122110,3821.633333333333,390.1166666666667,15.566666666666666,1775.45,0.0,0.0,1059.4666666666667,2,0,3,0.1020811345934112,0.004073301991295171,0.4645788449964675,0.0,0.0,0.2772287590820679,0,1
ORD_0052551721,2515.0666666666666,545.6666666666667,12.5,724.5166666666667,0.0,0.0,715.4,2,0,3,0.21695912633197267,0.0049700471823145844,0.2880705614165297,0.0,0.0,0.2844457403382283,0,1
ORD_0054345018,2850.15,328.4166666666667,6.95,1182.4,0.0,0.0,605.7166666666667,2,0,3,0.1152278535047863,0.0024384681507990807,0.41485535848990407,0.0,0.0,0.21252097842803597,0,1
ORD_0055419138,2858.2166666666667,405.09999999999997,10.583333333333334,584.2,0.0,0.0,521.9666666666667,2,0,3,0.14173173249053897,0.0037027750403806573,0.2043931822290123,0.0,0.0,0.18261969876321482,0,1
ORD_0056138917,2180.15,597.85,18.066666666666666,860.2666666666667,0.0,0.0,740.2833333333333,2,0,3,0.274224250624957,0.00828689157473874,0.39459058627464466,0.0,0.0,0.3395561467483124,0,1
ORD_0056622231,3721.9333333333334,1195.1666666666667,9.966666666666667,1808.4833333333333,0.0,0.0,1143.4166666666667,2,0,3,0.3211144745562342,0.002677819771086711,0.48589890558670223,0.0,0.0,0.3072104103602071,0,1
ORD_0062785296,3332.5666666666666,995.9666666666666,21.5,1859.4499999999998,0.0,0.0,453.1166666666666,2,0,3,0.2988587375096272,0.006451483841283495,0.5579633315662602,0.0,0.0,0.1359662722426158,1,1
ORD_0064833823,2288.8,348.5166666666667,24.716666666666665,737.9333333333334,0.0,0.0,834.2833333333333,2,0,3,0.15227047652336015,0.010798963066526853,0.32241057905161363,0.0,0.0,0.36450687405336124,0,1
ORD_0069951956,3832.5666666666666,262.25,45.03333333333333,1642.15,0.0,0.0,1635.5,2,0,3,0.06842672882402567,0.011750176122180957,0.42847265105194954,0.0,0.0,0.42673752141732696,0,1
ORD_0071564771,2698.5333333333333,282.75,17.05,898.4166666666667,0.0,0.0,929.8333333333334,2,0,3,0.10477913928553782,0.006318246948959929,0.3329277632294086,0.0,0.0,0.34456988981669057,0,1
ORD_0072637699,4081.983333333333,1024.8,19.416666666666668,1899.5166666666667,0.0,0.0,692.3833333333333,2,0,3,0.25105443024020185,0.004756674655702498,0.46534160273396513,0.0,0.0,0.1696193435380677,0,1
ORD_0073333661,3070.6,579.8166666666667,26.166666666666668,1050.7833333333333,0.0,0.0,1169.8833333333334,2,0,3,0.1888284591502204,0.00852167871642893,0.3422078204042641,0.0,0.0,0.38099502811611197,0,1
ORD_0080291921,2068.3166666666666,615.95,22.116666666666667,1026.6166666666668,0.0,0.0,464.9166666666667,2,0,3,0.2978025608586693,0.010693075689570425,0.49635371759643515,0.0,0.0,0.22478021579545365,0,1
ORD_0082062741,2269.4,624.75,35.13333333333333,832.1500000000001,0.0,0.0,681.1,2,0,3,0.27529302899444785,0.015481331335742192,0.3666828236538292,0.0,0.0,0.3001233806292412,0,1
ORD_0082249542,3217.5333333333333,349.81666666666666,12.65,603.8833333333333,0.0,0.0,710.7166666666667,2,0,3,0.1087220023620579,0.003931583200381244,0.18768518326668462,0.0,0.0,0.22088867248202557,0,1
ORD_0084811483,1928.75,171.25,19.216666666666665,526.7166666666667,0.0,0.0,752.8,2,0,3,0.08878807517822424,0.009963275005400734,0.27308705984013826,0.0,0.0,0.3903046014257939,0,1
ORD_0086138859,2476.4666666666667,461.5833333333333,13.233333333333333,1010.15,0.0,0.0,667.4166666666666,2,0,3,0.1863878644305058,0.005343634748431905,0.4078996958031604,0.0,0.0,0.26950359382991895,0,1
ORD_0088411040,2225.7833333333333,392.0,49.75,476.23333333333335,0.0,0.0,894.0833333333333,2,0,3,0.17611777127153735,0.02235168143050761,0.21396212569357606,0.0,0.0,0.40169378570840225,0,1
ORD_0088930328,2142.766666666667,544.7166666666667,22.666666666666668,699.4,0.0,0.0,627.15,2,0,3,0.2542118445001011,0.010578224413919698,0.3264004480189163,0.0,0.0,0.29268235769954726,0,1
ORD_0091539146,2541.85,313.56666666666666,33.03333333333333,614.5666666666666,0.0,0.0,625.5166666666667,2,0,3,0.12336159358997056,0.012995783910668739,0.24177928149444958,0.0,0.0,0.24608716748300122,0,1
ORD_0096024379,2193.616666666667,329.85,17.65,703.65,0.0,0.0,818.3666666666667,2,0,3,0.1503681135415638,0.008046073075666516,0.3207716328437816,0.0,0.0,0.3730673089342562,0,1
ORD_0101940685,3077.7166666666667,693.25,22.666666666666668,1060.6833333333334,0.0,0.0,722.6500000000001,2,0,3,0.2252481547467549,0.007364767170467284,0.3446331966880209,0.0,0.0,0.23480069098844925,0,1
ORD_0103228430,3117.583333333333,493.45,9.116666666666667,1146.9166666666665,0.0,0.0,924.2666666666667,2,0,3,0.158279650370212,0.0029242736093662296,0.3678864505092085,0.0,0.0,0.29646895298174336,0,1
ORD_0110313391,2411.8166666666666,341.20000000000005,18.9,487.0,0.0,0.0,718.6333333333333,2,0,3,0.14147012279816737,0.00783641653248934,0.20192247890594228,0.0,0.0,0.29796349916038395,0,1
ORD_0115924810,2989.7833333333333,967.6,35.583333333333336,1021.3,0.0,0.0,864.3500000000001,2,0,3,0.32363549198102426,0.011901642816926534,0.3415966597356553,0.0,0.0,0.2891012169220736,0,1
ORD_0116401489,2950.983333333333,510.6333333333333,31.883333333333333,1321.0,0.0,0.0,817.8333333333334,2,0,3,0.17303836574249262,0.01080430816846362,0.44764739437136775,0.0,0.0,0.27713925866519074,0,1
ORD_0117531863,3368.233333333333,440.81666666666666,11.25,614.5166666666667,0.0,0.0,1082.6333333333334,2,0,3,0.13087474145694578,0.0033400298870822492,0.1824448029134957,0.0,0.0,0.32142468356309445,0,1
ORD_0118178356,2121.766666666667,276.6,11.066666666666666,678.3666666666667,0.0,0.0,584.7,2,0,3,0.13036306222801752,0.005215779303410679,0.31971784519189983,0.0,0.0,0.27557224325640584,0,1
ORD_0118616499,3528.8500000000004,275.05,25.883333333333333,1003.3333333333334,0.0,0.0,1056.0500000000002,2,0,3,0.07794323929892175,0.0073347785633657795,0.28432303252712166,0.0,0.0,0.2992617991697012,0,1
ORD_0119619523,2521.1666666666665,270.9666666666667,42.46666666666667,680.4000000000001,0.0,0.0,850.15,2,0,3,0.1074766972962253,0.016844053678852385,0.269875057843591,0.0,0.0,0.3372049976862564,0,1
ORD_0121360628,1839.55,428.28333333333336,6.283333333333333,521.4833333333333,0.0,0.0,606.0999999999999,2,0,3,0.23281962074057969,0.003415690431536698,0.28348418544390386,0.0,0.0,0.3294827539343861,0,1
ORD_0123726338,3338.866666666667,726.25,23.833333333333332,866.05,0.0,0.0,1158.5166666666667,2,0,3,0.2175139268813769,0.007138150669887986,0.25938442185971283,0.0,0.0,0.34697901483537325,0,1
ORD_0125932577,4885.7,828.65,25.2,1658.0333333333333,0.0,0.0,1667.65,2,0,3,0.16960722107374582,0.0051579098184497615,0.33936454005226135,0.0,0.0,0.341332869394355,0,1
ORD_0126892511,4136.3,721.85,19.35,938.2333333333333,0.0,0.0,1443.8,2,0,3,0.174515871672751,0.004678093948698112,0.22682913070457494,0.0,0.0,0.3490559195416193,0,1
ORD_0137086316,2258.6,177.48333333333335,9.616666666666667,651.0,0.0,0.0,400.05,2,0,3,0.07858112695179906,0.00425779981699578,0.28823164792349243,0.0,0.0,0.17712299654653327,0,1
ORD_0140436228,2942.5833333333335,909.1166666666667,8.8,1269.6166666666668,0.0,0.0,991.6333333333333,2,0,3,0.30895188468182716,0.002990569510917278,0.4314632833961089,0.0,0.0,0.3369941378040837,0,1
ORD_0141306562,2433.0833333333335,325.15000000000003,9.55,624.4666666666667,0.0,0.0,480.33333333333337,2,0,3,0.13363701750179813,0.003925060793917183,0.25665650580539096,0.0,0.0,0.19741754289824298,0,1
ORD_0144996844,2566.6666666666665,481.5666666666667,24.916666666666668,655.1,0.0,0.0,730.65,2,0,3,0.18762337662337666,0.009707792207792209,0.25523376623376626,0.0,0.0,0.2846688311688312,0,1
ORD_0145851815,2263.2,391.5833333333333,11.6,539.4666666666667,0.0,0.0,723.2333333333333,2,0,3,0.17302197478496525,0.005125486037469071,0.2383645575586191,0.0,0.0,0.31956227170967366,0,1
ORD_0148795744,3121.2833333333333,350.3666666666667,35.86666666666667,429.26666666666665,0.0,0.0,1021.5666666666667,2,0,3,0.11225083699546662,0.011490999962622213,0.13752890103963647,0.0,0.0,0.32729059094282803,0,1
ORD_0152563459,3349.45,719.0666666666667,15.25,1245.2833333333333,0.0,0.0,756.0833333333334,2,0,3,0.21468201246970897,0.004552986311185419,0.3717874078828863,0.0,0.0,0.22573357814964648,0,1
ORD_0155601860,3073.7,340.71666666666664,39.4,1002.1333333333333,0.0,0.0,752.6666666666666,2,0,3,0.1108490310266671,0.012818427302599474,0.3260348548437822,0.0,0.0,0.2448731713136177,0,1
ORD_0156869042,3114.7833333333333,317.7833333333333,15.116666666666667,411.98333333333335,0.0,0.0,1517.6166666666668,2,0,3,0.10202421784286761,0.004853200062069593,0.13226709187904992,0.0,0.0,0.48723025143535936,0,1
ORD_0160859500,2963.65,292.4666666666667,29.05,732.8166666666666,0.0,0.0,1268.4166666666665,2,0,3,0.09868461750431619,0.009802102137566852,0.24726828966533382,0.0,0.0,0.4279913844977195,0,1
ORD_0161838731,3475.983333333333,442.7,4.883333333333334,850.8,0.0,0.0,1570.1666666666665,2,0,3,0.12735964403358283,0.001404878235894879,0.24476527025925518,0.0,0.0,0.4517186983059949,0,1
ORD_0164273960,3048.05,224.35000000000002,30.366666666666667,472.81666666666666,0.0,0.0,1076.45,2,0,3,0.07360443562277522,0.009962653718497617,0.15512103366633312,0.0,0.0,0.35316021718803825,0,1
ORD_0164639525,3475.0833333333335,599.7,16.366666666666667,1366.0833333333335,0.0,0.0,1020.6,2,0,3,0.17257140116543968,0.004709719191386298,0.393108078942951,0.0,0.0,0.29369079878180376,0,1
ORD_0165172365,2759.4333333333334,785.5,14.983333333333333,1170.05,0.0,0.0,669.7,2,0,3,0.28465989393957697,0.005429858787432202,0.4240182163004481,0.0,0.0,0.242694756169745,0,1
ORD_0173637990,2766.2833333333333,589.9,57.28333333333333,950.4333333333334,0.0,0.0,1107.0333333333333,2,0,3,0.21324641365972394,0.02070768841465986,0.3435777246244962,0.0,0.0,0.40018797785235305,0,1
ORD_0175707667,2492.5666666666666,416.84999999999997,11.35,586.8,0.0,0.0,1129.35,2,0,3,0.1672372520962328,0.0045535391898578435,0.23541998208005133,0.0,0.0,0.45308717921285957,0,1
ORD_0180920486,2397.5333333333333,240.0,21.6,839.1666666666666,0.0,0.0,688.05,2,0,3,0.10010288351917249,0.009009259516725524,0.3500125128604399,0.0,0.0,0.28698245418902757,0,1
ORD_0181472768,1845.7333333333333,226.1,10.65,328.29999999999995,0.0,0.0,509.5666666666666,2,0,3,0.12249873582315972,0.005770064292422163,0.17786968142743623,0.0,0.0,0.2760781622480676,0,1
ORD_0181909750,3569.25,687.4,12.55,1085.4666666666667,0.0,0.0,709.9666666666667,2,0,3,0.19258947958254535,0.003516144848357498,0.304116177534963,0.0,0.0,0.19891200298848966,0,1
ORD_0187153356,2297.0666666666666,325.18333333333334,30.2,491.8666666666667,0.0,0.0,573.4333333333334,2,0,3,0.14156460413280705,0.01314720222892965,0.21412816345484095,0.0,0.0,0.24963721848154172,0,1
ORD_0188624377,2663.7166666666667,382.8666666666666,23.483333333333334,641.2166666666667,0.0,0.0,1237.1666666666665,2,0,3,0.14373400574385412,0.008816002702990183,0.24072254932018547,0.0,0.0,0.464451299249795,0,1
ORD_0193330436,2868.2666666666664,811.1833333333333,9.65,1087.9,0.0,0.0,845.1333333333333,2,0,3,0.28281308107103015,0.003364401264410562,0.37928830420230575,0.0,0.0,0.29464949795462997,0,1
ORD_0194888251,3090.8333333333335,828.5,9.416666666666666,1333.3833333333332,0.0,0.0,549.2333333333333,2,0,3,0.2680506875168509,0.003046643300080884,0.43139929900242646,0.0,0.0,0.17769749258560258,0,1
ORD_0195679156,2977.616666666667,821.85,23.9,1304.1833333333334,0.0,0.0,784.7,2,0,3,0.2760093363260326,0.00802655367547871,0.43799571245459173,0.0,0.0,0.263532915027119,0,1
ORD_0195982434,1970.6166666666666,380.95,12.266666666666667,606.9666666666667,0.0,0.0,568.0,2,0,3,0.1933151213241202,0.006224785811547994,0.30800849141977554,0.0,0.0,0.2882346473608092,0,1
ORD_0197271512,2701.3,723.0166666666667,11.616666666666667,1143.1166666666668,0.0,0.0,592.0833333333333,2,0,3,0.26765507965300656,0.004300398573526327,0.42317279334641345,0.0,0.0,0.21918459013561367,0,1
ORD_0201225952,2548.116666666667,285.25,26.366666666666667,548.7666666666667,0.0,0.0,621.1666666666667,2,0,3,0.11194542374433404,0.01034751156082597,0.21536167234624262,0.0,0.0,0.24377481407837162,0,1
ORD_0206667077,3159.0,760.5,38.56666666666667,1189.5,0.0,0.0,1080.4,2,0,3,0.24074074074074073,0.012208504801097395,0.3765432098765432,0.0,0.0,0.34200696422918647,0,1
ORD_0208368523,3045.7,313.1666666666667,43.8,1334.3166666666666,0.0,0.0,621.75,2,0,3,0.10282255857985577,0.014380930492169288,0.43809852141270206,0.0,0.0,0.20414026332206062,0,1
ORD_0210341466,2472.2333333333336,412.48333333333335,8.883333333333333,745.4166666666667,0.0,0.0,946.8333333333334,2,0,3,0.16684644113959038,0.003593242277562797,0.30151549880674694,0.0,0.0,0.382987042754864,0,1
ORD_0210926375,2141.25,529.4333333333334,17.133333333333333,922.7333333333333,0.0,0.0,670.05,2,0,3,0.24725432963611602,0.008001556723097878,0.43093208795485505,0.0,0.0,0.3129246935201401,0,1
ORD_0211316849,2128.1666666666665,511.48333333333335,25.633333333333333,696.1666666666667,0.0,0.0,578.6666666666666,2,0,3,0.24033988566058426,0.012044795990288982,0.3271203696452346,0.0,0.0,0.27190852846738195,0,1
ORD_0211686785,2406.133333333333,314.6833333333334,23.533333333333335,687.8499999999999,0.0,0.0,545.7833333333333,2,0,3,0.1307838302116813,0.009780560789094537,0.28587360079796076,0.0,0.0,0.22683004543943255,0,1
ORD_0212471817,4030.483333333333,1479.45,10.516666666666667,2053.7666666666664,0.0,0.0,568.75,2,0,3,0.36706515761137004,0.0026092817652142632,0.5095584069735226,0.0,0.0,0.14111210814253047,1,1
ORD_0217462976,3340.0333333333333,1075.4499999999998,22.383333333333333,1188.2833333333333,0.0,0.0,596.8166666666666,2,0,3,0.32198780451292897,0.006701529924851049,0.35576990249598306,0.0,0.0,0.17868584145866806,0,1
ORD_0218991535,4142.7,1491.6499999999999,21.566666666666666,2097.55,0.0,0.0,1305.45,2,0,3,0.3600671059936756,0.005205944593300665,0.5063243778212277,0.0,0.0,0.3151205735389963,1,1
ORD_0221645315,2879.483333333333,348.76666666666665,25.866666666666667,762.8666666666667,0.0,0.0,1187.2333333333333,2,0,3,0.12112126596785304,0.008983093031736018,0.26493178753132796,0.0,0.0,0.4123077635455435,0,1
ORD_0222564636,3218.9666666666667,550.75,21.833333333333332,1217.25,0.0,0.0,1031.0833333333333,2,0,3,0.17109527902328905,0.0067827149499321724,0.3781493025712185,0.0,0.0,0.32031500792179685,0,1
ORD_0225487659,3151.1833333333334,779.6333333333333,4.683333333333334,1673.0833333333335,0.0,0.0,688.1,2,0,3,0.24740970323317696,0.001486214173511538,0.530938113195572,0.0,0.0,0.21836241411956356,1,1
ORD_0228710766,2295.4166666666665,428.35,13.716666666666667,684.8666666666667,0.0,0.0,926.3166666666667,2,0,3,0.18661100018152116,0.005975676166273371,0.2983626792521329,0.0,0.0,0.40355055363949904,0,1
ORD_0232424441,3220.2,657.8166666666667,30.083333333333332,1009.8,0.0,0.0,1258.3166666666666,2,0,3,0.2042782021820591,0.009342069850733908,0.3135830072666294,0.0,0.0,0.39075730285903565,0,1
ORD_0233022249,3124.8166666666666,516.9666666666667,12.683333333333334,911.9333333333334,0.0,0.0,971.1333333333333,2,0,3,0.1654390390902933,0.00405890478908096,0.29183578769954505,0.0,0.0,0.31078089914608326,0,1
ORD_0237834277,2618.133333333333,260.48333333333335,12.683333333333334,1133.3166666666666,0.0,0.0,349.6,2,0,3,0.09949200448156448,0.004844418415155836,0.43287202077816256,0.0,0.0,0.13353025056019557,0,1
ORD_0237888010,4669.633333333333,852.0,40.3,2123.133333333333,0.0,0.0,627.6666666666666,2,0,3,0.1824554390423231,0.008630227926532417,0.4546681038482679,0.0,0.0,0.13441455074988043,0,1
ORD_0237948804,2359.5333333333333,344.4,24.933333333333334,837.7,0.0,0.0,775.3666666666667,2,0,3,0.14596106574746417,0.010567061283304608,0.355027830361936,0.0,0.0,0.32861017715367447,0,1
ORD_0242086433,2597.266666666667,746.1,21.866666666666667,1101.6666666666667,0.0,0.0,699.7666666666667,2,0,3,0.28726353345825095,0.008419107266613619,0.4241638645755795,0.0,0.0,0.2694242665366154,0,1
ORD_0245848498,2913.1833333333334,429.78333333333336,30.783333333333335,589.75,0.0,0.0,1190.7666666666667,2,0,3,0.14753047925808538,0.010566905618710347,0.20244177331784816,0.0,0.0,0.4087510226499076,0,1
ORD_0250302436,2799.5,609.7166666666667,31.316666666666666,1018.2166666666667,0.0,0.0,844.6333333333333,2,0,3,0.21779484431743765,0.011186521402631423,0.36371375840923975,0.0,0.0,0.3017086384473418,0,1
ORD_0251825148,2569.45,613.6333333333333,24.716666666666665,822.6666666666667,0.0,0.0,695.9333333333333,2,0,3,0.23881894309417712,0.009619438660673166,0.3201722807085823,0.0,0.0,0.2708491441099587,0,1
ORD_0252367572,2470.05,769.1,23.816666666666666,925.1,0.0,0.0,692.3166666666666,2,0,3,0.31137021517783037,0.009642179982861345,0.37452683144065907,0.0,0.0,0.2802844746732522,0,1
ORD_0252855367,2339.0,236.29999999999998,37.68333333333333,779.2666666666667,0.0,0.0,773.0166666666667,2,0,3,0.10102607952116288,0.016110873592703433,0.3331623200798062,0.0,0.0,0.33049023799344446,0,1
ORD_0254414824,3161.65,309.4666666666667,21.566666666666666,1447.5833333333333,0.0,0.0,647.5,2,0,3,0.09788138050279654,0.006821332742924317,0.45785692070068895,0.0,0.0,0.2047981275599766,0,1
ORD_0257004828,4082.2166666666667,1232.5333333333335,14.133333333333333,1566.2166666666667,0.0,0.0,1533.3999999999999,2,0,3,0.30192746587842395,0.0034621712876582575,0.3836681868102706,0.0,0.0,0.375629253714281,0,1
ORD_0260889834,3748.5499999999997,536.0166666666667,10.85,886.5,0.0,0.0,1648.65,2,0,3,0.1429930684309044,0.0028944525216417017,0.2364914433580985,0.0,0.0,0.43981005988982413,0,1
ORD_0261067557,2560.7833333333333,532.4166666666667,26.3,616.6166666666667,0.0,0.0,627.3833333333333,2,0,3,0.20791164162007722,0.010270294896743835,0.24079220551003275,0.0,0.0,0.24499664816104447,0,1
ORD_0265081514,2582.25,425.4666666666667,26.916666666666668,644.3833333333333,0.0,0.0,539.3166666666667,2,0,3,0.16476586955820183,0.010423726078678155,0.2495433568915997,0.0,0.0,0.20885532642721144,0,1
ORD_0265244816,3995.0166666666664,402.0833333333333,27.133333333333333,600.15,0.0,0.0,1477.3166666666666,2,0,3,0.10064622175126511,0.006791794777660502,0.15022465488254116,0.0,0.0,0.3697898632045757,0,1
ORD_0269799228,2836.616666666667,444.9666666666667,37.9,1108.3333333333335,0.0,0.0,430.76666666666665,2,0,3,0.15686527964652727,0.01336098756147288,0.3907236907818587,0.0,0.0,0.15185931596914162,0,1
ORD_0271710508,2606.4,312.66666666666663,39.25,1313.9166666666667,0.0,0.0,644.8166666666666,2,0,3,0.11996112134233679,0.015059085328422345,0.5041116738285246,0.0,0.0,0.24739743196234906,1,1
ORD_0273070479,3185.75,668.65,39.583333333333336,886.8,0.0,0.0,628.0333333333333,2,0,3,0.2098877815271129,0.01242512228936148,0.2783645923251981,0.0,0.0,0.19713829815061862,0,1
ORD_0279573902,3056.55,705.7666666666667,57.45,930.6666666666667,0.0,0.0,1015.1666666666666,2,0,3,0.23090303337641022,0.01879570103548118,0.30448272289563943,0.0,0.0,0.3321282709808989,0,1
ORD_0279620207,2692.833333333333,458.1166666666667,46.1,996.3166666666666,0.0,0.0,903.4499999999999,2,0,3,0.17012440428297335,0.017119514761403727,0.36998824039116174,0.0,0.0,0.33550164015596956,0,1
ORD_0280875197,2520.1666666666665,303.41666666666663,14.55,673.2333333333333,0.0,0.0,841.0,2,0,3,0.12039547648965014,0.005773427683354276,0.26713841677137756,0.0,0.0,0.3337080880894121,0,1
ORD_0282993182,4401.8,990.6666666666666,25.133333333333333,2101.916666666667,0.0,0.0,1104.0333333333333,2,0,3,0.22505944537840578,0.0057097853908249655,0.4775129871113333,0.0,0.0,0.2508140609144744,0,1
ORD_0284618495,3074.4,551.5833333333334,60.93333333333333,1522.45,0.0,0.0,867.2333333333333,2,0,3,0.1794117009280944,0.019819585393355883,0.49520231589903724,0.0,0.0,0.2820821406886981,0,1
ORD_0285198200,1963.4,389.09999999999997,6.15,612.9666666666667,0.0,0.0,548.9666666666667,2,0,3,0.19817663237241517,0.0031323214831414895,0.3121965298292078,0.0,0.0,0.27960001358188175,0,1
ORD_0297184196,2711.4833333333336,670.2666666666668,10.933333333333334,788.0,0.0,0.0,712.6833333333334,2,0,3,0.24719556946075028,0.004032233279447289,0.2906158375796765,0.0,0.0,0.26283891350982547,0,1
ORD_0297642349,2622.0666666666666,665.7333333333333,45.983333333333334,1490.3000000000002,0.0,0.0,521.5333333333333,2,0,3,0.253896417584094,0.017537057283059165,0.5683684625359132,0.0,0.0,0.19890162975769748,1,1
