case_id,event_count,unique_step_count,has_document_intake,has_declaration,has_inspection,has_hold,has_recheck,has_duty_payment,has_release,has_handover,first_start,last_end,total_duration_min,cycle_time_min,missing_declaration,missing_release,missing_doc_or_decl
ORD_0035664246,16,16,1,1,1,0,0,1,1,1,2025-05-21 03:15:05,2025-05-22 16:53:12,2258.116666666667,2258.116666666667,0,0,0
ORD_0039272451,16,16,1,1,1,0,0,1,1,1,2025-05-23 22:12:42,2025-05-26 15:28:40,3915.9666666666667,3915.9666666666667,0,0,0
ORD_0042569135,16,16,1,1,1,0,0,1,1,1,2025-05-04 00:59:51,2025-05-06 09:17:27,3377.6,3377.6,0,0,0
ORD_0043857406,16,16,1,1,1,0,0,1,1,1,2025-05-14 10:45:12,2025-05-16 09:05:53,2780.6833333333334,2780.6833333333334,0,0,0
ORD_0044545562,16,16,1,1,1,0,0,1,1,1,2025-06-11 22:26:30,2025-06-14 13:40:09,3793.65,3793.65,0,0,0
ORD_0046356598,16,16,1,1,1,0,0,1,1,1,2025-04-09 03:11:16,2025-04-10 14:14:55,2103.65,2103.65,0,0,0
ORD_0047759506,16,16,1,1,1,0,0,1,1,1,2025-05-29 15:01:29,2025-05-31 10:09:06,2587.616666666667,2587.616666666667,0,0,0
ORD_0048229801,16,16,1,1,1,0,0,1,1,1,2025-05-02 00:40:34,2025-05-04 01:48:10,2947.6,2947.6,0,0,0
ORD_0051150364,16,16,1,1,1,0,0,1,1,1,2025-04-02 02:21:15,2025-04-04 09:37:36,3316.35,3316.35,0,0,0
ORD_0052122110,16,16,1,1,1,0,0,1,1,1,2025-06-02 08:48:36,2025-06-05 00:30:14,3821.633333333333,3821.633333333333,0,0,0
ORD_0052551721,16,16,1,1,1,0,0,1,1,1,2025-04-23 08:34:35,2025-04-25 02:29:39,2515.0666666666666,2515.0666666666666,0,0,0
ORD_0054345018,16,16,1,1,1,0,0,1,1,1,2025-04-30 10:22:22,2025-05-02 09:52:31,2850.15,2850.15,0,0,0
ORD_0055419138,16,16,1,1,1,0,0,1,1,1,2025-05-20 21:08:20,2025-05-22 20:46:33,2858.2166666666667,2858.2166666666667,0,0,0
ORD_0056138917,16,16,1,1,1,0,0,1,1,1,2025-05-16 22:43:10,2025-05-18 11:03:19,2180.15,2180.15,0,0,0
ORD_0056622231,16,16,1,1,1,0,0,1,1,1,2025-05-10 11:50:48,2025-05-13 01:52:44,3721.9333333333334,3721.9333333333334,0,0,0
ORD_0062785296,16,16,1,1,1,0,0,1,1,1,2025-05-20 02:59:13,2025-05-22 10:31:47,3332.5666666666666,3332.5666666666666,0,0,0
ORD_0064833823,16,16,1,1,1,0,0,1,1,1,2025-06-12 04:42:07,2025-06-13 18:50:55,2288.8,2288.8,0,0,0
ORD_0069951956,16,16,1,1,1,0,0,1,1,1,2025-04-14 04:55:42,2025-04-16 20:48:16,3832.5666666666666,3832.5666666666666,0,0,0
ORD_0071564771,16,16,1,1,1,0,0,1,1,1,2025-04-11 23:33:30,2025-04-13 20:32:02,2698.5333333333333,2698.5333333333333,0,0,0
ORD_0072637699,16,16,1,1,1,0,0,1,1,1,2025-05-22 08:39:07,2025-05-25 04:41:06,4081.983333333333,4081.983333333333,0,0,0
ORD_0073333661,16,16,1,1,1,0,0,1,1,1,2025-05-07 07:16:08,2025-05-09 10:26:44,3070.6,3070.6,0,0,0
ORD_0080291921,16,16,1,1,1,0,0,1,1,1,2025-06-01 00:20:38,2025-06-02 10:48:57,2068.3166666666666,2068.3166666666666,0,0,0
ORD_0082062741,16,16,1,1,1,0,0,1,1,1,2025-05-05 01:25:07,2025-05-06 15:14:31,2269.4,2269.4,0,0,0
ORD_0082249542,16,16,1,1,1,0,0,1,1,1,2025-04-10 16:32:34,2025-04-12 22:10:06,3217.5333333333333,3217.5333333333333,0,0,0
ORD_0084811483,16,16,1,1,1,0,0,1,1,1,2025-04-06 04:57:04,2025-04-07 13:05:49,1928.75,1928.75,0,0,0
ORD_0086138859,16,16,1,1,1,0,0,1,1,1,2025-06-25 10:59:14,2025-06-27 04:15:42,2476.4666666666667,2476.4666666666667,0,0,0
ORD_0088411040,16,16,1,1,1,0,0,1,1,1,2025-06-28 03:24:21,2025-06-29 16:30:08,2225.7833333333333,2225.7833333333333,0,0,0
ORD_0088930328,16,16,1,1,1,0,0,1,1,1,2025-06-16 21:57:56,2025-06-18 09:40:42,2142.766666666667,2142.766666666667,0,0,0
ORD_0091539146,16,16,1,1,1,0,0,1,1,1,2025-05-17 11:56:29,2025-05-19 06:18:20,2541.85,2541.85,0,0,0
ORD_0096024379,16,16,1,1,1,0,0,1,1,1,2025-04-25 22:59:20,2025-04-27 11:32:57,2193.616666666667,2193.616666666667,0,0,0
ORD_0101940685,16,16,1,1,1,0,0,1,1,1,2025-05-03 16:24:58,2025-05-05 19:42:41,3077.7166666666667,3077.7166666666667,0,0,0
ORD_0103228430,16,16,1,1,1,0,0,1,1,1,2025-05-02 21:50:34,2025-05-05 01:48:09,3117.583333333333,3117.5833333333335,0,0,0
ORD_0110313391,16,16,1,1,1,0,0,1,1,1,2025-06-13 01:28:26,2025-06-14 17:40:15,2411.8166666666666,2411.8166666666666,0,0,0
ORD_0115924810,16,16,1,1,1,0,0,1,1,1,2025-06-19 21:59:45,2025-06-21 23:49:32,2989.7833333333333,2989.7833333333333,0,0,0
ORD_0116401489,16,16,1,1,1,0,0,1,1,1,2025-06-24 08:00:07,2025-06-26 09:11:06,2950.983333333333,2950.983333333333,0,0,0
ORD_0117531863,16,16,1,1,1,0,0,1,1,1,2025-06-03 18:42:14,2025-06-06 02:50:28,3368.233333333333,3368.233333333333,0,0,0
ORD_0118178356,16,16,1,1,1,0,0,1,1,1,2025-06-09 00:14:06,2025-06-10 11:35:52,2121.766666666667,2121.766666666667,0,0,0
ORD_0118616499,16,16,1,1,1,0,0,1,1,1,2025-06-23 13:20:30,2025-06-26 00:09:21,3528.8500000000004,3528.85,0,0,0
ORD_0119619523,16,16,1,1,1,0,0,1,1,1,2025-04-06 09:29:23,2025-04-08 03:30:33,2521.1666666666665,2521.1666666666665,0,0,0
ORD_0121360628,16,16,1,1,1,0,0,1,1,1,2025-04-22 16:03:31,2025-04-23 22:43:04,1839.55,1839.55,0,0,0
ORD_0123726338,16,16,1,1,1,0,0,1,1,1,2025-04-03 08:35:34,2025-04-05 16:14:26,3338.866666666667,3338.866666666667,0,0,0
ORD_0125932577,16,16,1,1,1,0,0,1,1,1,2025-05-18 03:21:21,2025-05-21 12:47:03,4885.7,4885.7,0,0,0
ORD_0126892511,16,16,1,1,1,0,0,1,1,1,2025-04-15 15:59:51,2025-04-18 12:56:09,4136.3,4136.3,0,0,0
ORD_0137086316,16,16,1,1,1,0,0,1,1,1,2025-04-19 22:02:00,2025-04-21 11:40:36,2258.6,2258.6,0,0,0
ORD_0140436228,16,16,1,1,1,0,0,1,1,1,2025-04-14 03:18:05,2025-04-16 04:20:40,2942.5833333333335,2942.5833333333335,0,0,0
ORD_0141306562,16,16,1,1,1,0,0,1,1,1,2025-05-01 08:09:21,2025-05-03 00:42:26,2433.0833333333335,2433.0833333333335,0,0,0
ORD_0144996844,16,16,1,1,1,0,0,1,1,1,2025-06-29 11:30:23,2025-07-01 06:17:03,2566.6666666666665,2566.6666666666665,0,0,0
ORD_0145851815,16,16,1,1,1,0,0,1,1,1,2025-04-28 21:01:32,2025-04-30 10:44:44,2263.2,2263.2,0,0,0
ORD_0148795744,16,16,1,1,1,0,0,1,1,1,2025-05-13 17:52:12,2025-05-15 21:53:29,3121.2833333333333,3121.2833333333333,0,0,0
ORD_0152563459,16,16,1,1,1,0,0,1,1,1,2025-04-28 20:37:47,2025-05-01 04:27:14,3349.45,3349.45,0,0,0
ORD_0155601860,16,16,1,1,1,0,0,1,1,1,2025-06-06 08:26:52,2025-06-08 11:40:34,3073.7,3073.7,0,0,0
ORD_0156869042,16,16,1,1,1,0,0,1,1,1,2025-06-18 20:54:51,2025-06-21 00:49:38,3114.7833333333333,3114.7833333333333,0,0,0
ORD_0160859500,16,16,1,1,1,0,0,1,1,1,2025-05-12 01:51:12,2025-05-14 03:14:51,2963.65,2963.65,0,0,0
ORD_0161838731,16,16,1,1,1,0,0,1,1,1,2025-05-11 14:44:40,2025-05-14 00:40:39,3475.983333333333,3475.983333333333,0,0,0
ORD_0164273960,16,16,1,1,1,0,0,1,1,1,2025-05-03 21:34:07,2025-05-06 00:22:10,3048.05,3048.05,0,0,0
ORD_0164639525,16,16,1,1,1,0,0,1,1,1,2025-05-22 12:29:22,2025-05-24 22:24:27,3475.0833333333335,3475.0833333333335,0,0,0
ORD_0165172365,16,16,1,1,1,0,0,1,1,1,2025-04-26 03:22:38,2025-04-28 01:22:04,2759.4333333333334,2759.4333333333334,0,0,0
ORD_0173637990,16,16,1,1,1,0,0,1,1,1,2025-06-19 17:11:09,2025-06-21 15:17:26,2766.2833333333333,2766.2833333333333,0,0,0
ORD_0175707667,16,16,1,1,1,0,0,1,1,1,2025-06-02 13:17:43,2025-06-04 06:50:17,2492.5666666666666,2492.5666666666666,0,0,0
ORD_0180920486,16,16,1,1,1,0,0,1,1,1,2025-05-22 03:14:41,2025-05-23 19:12:13,2397.5333333333333,2397.5333333333333,0,0,0
ORD_0181472768,16,16,1,1,1,0,0,1,1,1,2025-05-29 22:31:13,2025-05-31 05:16:57,1845.7333333333333,1845.7333333333333,0,0,0
ORD_0181909750,16,16,1,1,1,0,0,1,1,1,2025-04-18 12:20:48,2025-04-20 23:50:03,3569.25,3569.25,0,0,0
ORD_0187153356,16,16,1,1,1,0,0,1,1,1,2025-06-24 14:34:28,2025-06-26 04:51:32,2297.0666666666666,2297.0666666666666,0,0,0
ORD_0188624377,16,16,1,1,1,0,0,1,1,1,2025-05-15 08:20:41,2025-05-17 04:44:24,2663.7166666666667,2663.7166666666667,0,0,0
ORD_0193330436,16,16,1,1,1,0,0,1,1,1,2025-04-26 15:20:57,2025-04-28 15:09:13,2868.2666666666664,2868.266666666667,0,0,0
ORD_0194888251,16,16,1,1,1,0,0,1,1,1,2025-06-19 03:42:08,2025-06-21 07:12:58,3090.8333333333335,3090.8333333333335,0,0,0
ORD_0195679156,16,16,1,1,1,0,0,1,1,1,2025-06-04 09:39:47,2025-06-06 11:17:24,2977.616666666667,2977.616666666667,0,0,0
ORD_0195982434,16,16,1,1,1,0,0,1,1,1,2025-06-26 10:14:51,2025-06-27 19:05:28,1970.6166666666666,1970.6166666666666,0,0,0
ORD_0197271512,16,16,1,1,1,0,0,1,1,1,2025-05-11 22:51:23,2025-05-13 19:52:41,2701.3,2701.3,0,0,0
ORD_0201225952,16,16,1,1,1,0,0,1,1,1,2025-05-08 10:58:31,2025-05-10 05:26:38,2548.116666666667,2548.116666666667,0,0,0
ORD_0206667077,16,16,1,1,1,0,0,1,1,1,2025-04-18 18:20:24,2025-04-20 22:59:24,3159.0,3159.0,0,0,0
ORD_0208368523,16,16,1,1,1,0,0,1,1,1,2025-04-19 06:31:41,2025-04-21 09:17:23,3045.7,3045.7,0,0,0
ORD_0210341466,16,16,1,1,1,0,0,1,1,1,2025-05-29 15:39:18,2025-05-31 08:51:32,2472.2333333333336,2472.233333333333,0,0,0
ORD_0210926375,16,16,1,1,1,0,0,1,1,1,2025-05-19 03:12:01,2025-05-20 14:53:16,2141.25,2141.25,0,0,0
ORD_0211316849,16,16,1,1,1,0,0,1,1,1,2025-06-13 14:36:45,2025-06-15 02:04:55,2128.1666666666665,2128.1666666666665,0,0,0
ORD_0211686785,16,16,1,1,1,0,0,1,1,1,2025-04-05 17:22:28,2025-04-07 09:28:36,2406.133333333333,2406.133333333333,0,0,0
ORD_0212471817,16,16,1,1,1,0,0,1,1,1,2025-06-12 23:23:18,2025-06-15 18:33:47,4030.483333333333,4030.483333333333,0,0,0
ORD_0217462976,16,16,1,1,1,0,0,1,1,1,2025-04-08 14:26:32,2025-04-10 22:06:34,3340.0333333333333,3340.0333333333333,0,0,0
ORD_0218991535,16,16,1,1,1,0,0,1,1,1,2025-04-28 16:25:38,2025-05-01 13:28:20,4142.7,4142.7,0,0,0
ORD_0221645315,16,16,1,1,1,0,0,1,1,1,2025-04-08 08:38:23,2025-04-10 08:37:52,2879.483333333333,2879.483333333333,0,0,0
ORD_0222564636,16,16,1,1,1,0,0,1,1,1,2025-04-09 08:24:45,2025-04-11 14:03:43,3218.9666666666667,3218.9666666666667,0,0,0
ORD_0225487659,16,16,1,1,1,0,0,1,1,1,2025-04-26 13:02:33,2025-04-28 17:33:44,3151.1833333333334,3151.1833333333334,0,0,0
ORD_0228710766,16,16,1,1,1,0,0,1,1,1,2025-05-18 12:44:27,2025-05-20 02:59:52,2295.4166666666665,2295.4166666666665,0,0,0
ORD_0232424441,16,16,1,1,1,0,0,1,1,1,2025-04-08 11:55:07,2025-04-10 17:35:19,3220.2,3220.2,0,0,0
ORD_0233022249,16,16,1,1,1,0,0,1,1,1,2025-06-11 05:57:56,2025-06-13 10:02:45,3124.8166666666666,3124.8166666666666,0,0,0
ORD_0237834277,16,16,1,1,1,0,0,1,1,1,2025-06-21 05:34:52,2025-06-23 01:13:00,2618.133333333333,2618.133333333333,0,0,0
ORD_0237888010,16,16,1,1,1,0,0,1,1,1,2025-04-11 08:10:22,2025-04-14 14:00:00,4669.633333333333,4669.633333333333,0,0,0
ORD_0237948804,16,16,1,1,1,0,0,1,1,1,2025-06-24 23:02:22,2025-06-26 14:21:54,2359.5333333333333,2359.5333333333333,0,0,0
ORD_0242086433,16,16,1,1,1,0,0,1,1,1,2025-05-24 01:35:06,2025-05-25 20:52:22,2597.266666666667,2597.266666666667,0,0,0
ORD_0245848498,16,16,1,1,1,0,0,1,1,1,2025-04-02 15:22:12,2025-04-04 15:55:23,2913.1833333333334,2913.1833333333334,0,0,0
ORD_0250302436,16,16,1,1,1,0,0,1,1,1,2025-06-21 23:00:32,2025-06-23 21:40:02,2799.5,2799.5,0,0,0
ORD_0251825148,16,16,1,1,1,0,0,1,1,1,2025-05-24 07:31:27,2025-05-26 02:20:54,2569.45,2569.45,0,0,0
ORD_0252367572,16,16,1,1,1,0,0,1,1,1,2025-07-01 07:14:51,2025-07-03 00:24:54,2470.05,2470.05,0,0,0
ORD_0252855367,16,16,1,1,1,0,0,1,1,1,2025-04-12 20:26:41,2025-04-14 11:25:41,2339.0,2339.0,0,0,0
ORD_0254414824,16,16,1,1,1,0,0,1,1,1,2025-06-30 04:40:36,2025-07-02 09:22:15,3161.65,3161.65,0,0,0
ORD_0257004828,16,16,1,1,1,0,0,1,1,1,2025-05-19 22:51:48,2025-05-22 18:54:01,4082.2166666666667,4082.2166666666667,0,0,0
ORD_0260889834,16,16,1,1,1,0,0,1,1,1,2025-06-23 21:46:56,2025-06-26 12:15:29,3748.5499999999997,3748.55,0,0,0
ORD_0261067557,16,16,1,1,1,0,0,1,1,1,2025-05-16 00:58:56,2025-05-17 19:39:43,2560.7833333333333,2560.7833333333333,0,0,0
ORD_0265081514,16,16,1,1,1,0,0,1,1,1,2025-04-17 10:49:30,2025-04-19 05:51:45,2582.25,2582.25,0,0,0
ORD_0265244816,16,16,1,1,1,0,0,1,1,1,2025-05-01 19:18:32,2025-05-04 13:53:33,3995.0166666666664,3995.016666666667,0,0,0
ORD_0269799228,16,16,1,1,1,0,0,1,1,1,2025-05-29 04:29:05,2025-05-31 03:45:42,2836.616666666667,2836.616666666667,0,0,0
ORD_0271710508,16,16,1,1,1,0,0,1,1,1,2025-04-21 09:02:01,2025-04-23 04:28:25,2606.4,2606.4,0,0,0
ORD_0273070479,16,16,1,1,1,0,0,1,1,1,2025-05-24 01:43:28,2025-05-26 06:49:13,3185.75,3185.75,0,0,0
ORD_0279573902,16,16,1,1,1,0,0,1,1,1,2025-05-27 17:24:26,2025-05-29 20:20:59,3056.55,3056.55,0,0,0
ORD_0279620207,16,16,1,1,1,0,0,1,1,1,2025-05-20 13:40:13,2025-05-22 10:33:03,2692.833333333333,2692.8333333333335,0,0,0
ORD_0280875197,16,16,1,1,1,0,0,1,1,1,2025-04-15 21:27:54,2025-04-17 15:28:04,2520.1666666666665,2520.1666666666665,0,0,0
ORD_0282993182,16,16,1,1,1,0,0,1,1,1,2025-04-17 23:31:07,2025-04-21 00:52:55,4401.8,4401.8,0,0,0
ORD_0284618495,16,16,1,1,1,0,0,1,1,1,2025-05-26 18:36:52,2025-05-28 21:51:16,3074.4,3074.4,0,0,0
ORD_0285198200,16,16,1,1,1,0,0,1,1,1,2025-06-29 10:03:30,2025-06-30 18:46:54,1963.4,1963.4,0,0,0
ORD_0297184196,16,16,1,1,1,0,0,1,1,1,2025-06-04 03:02:29,2025-06-06 00:13:58,2711.4833333333336,2711.483333333333,0,0,0
ORD_0297642349,16,16,1,1,1,0,0,1,1,1,2025-06-29 13:20:10,2025-07-01 09:02:14,2622.0666666666666,2622.0666666666666,0,0,0
ORD_0303378880,16,16,1,1,1,0,0,1,1,1,2025-06-22 07:18:12,2025-06-23 16:51:04,2012.8666666666668,2012.8666666666666,0,0,0
ORD_0308595984,16,16,1,1,1,0,0,1,1,1,2025-05-19 09:11:57,2025-05-21 19:04:45,3472.8,3472.8,0,0,0
ORD_0308918757,16,16,1,1,1,0,0,1,1,1,2025-04-26 00:01:23,2025-04-28 02:02:00,3000.616666666667,3000.616666666667,0,0,0
ORD_0309240818,16,16,1,1,1,0,0,1,1,1,2025-06-28 17:45:40,2025-06-30 05:19:33,2133.883333333333,2133.883333333333,0,0,0
ORD_0309782083,16,16,1,1,1,0,0,1,1,1,2025-05-09 21:47:11,2025-05-12 09:22:29,3575.3,3575.3,0,0,0
ORD_0309813601,16,16,1,1,1,0,0,1,1,1,2025-04-05 07:41:19,2025-04-07 05:55:43,2774.4,2774.4,0,0,0
ORD_0311166288,16,16,1,1,1,0,0,1,1,1,2025-04-11 21:37:09,2025-04-13 14:17:18,2440.15,2440.15,0,0,0
ORD_0313414291,16,16,1,1,1,0,0,1,1,1,2025-06-25 00:19:14,2025-06-27 05:09:03,3169.8166666666666,3169.8166666666666,0,0,0
ORD_0316939483,16,16,1,1,1,0,0,1,1,1,2025-04-04 18:54:20,2025-04-06 11:17:45,2423.416666666667,2423.4166666666665,0,0,0
ORD_0318590601,16,16,1,1,1,0,0,1,1,1,2025-04-03 02:24:42,2025-04-04 19:29:24,2464.7000000000003,2464.7,0,0,0
ORD_0324714113,16,16,1,1,1,0,0,1,1,1,2025-04-08 20:43:32,2025-04-10 20:42:12,2878.6666666666665,2878.6666666666665,0,0,0
ORD_0325010794,16,16,1,1,1,0,0,1,1,1,2025-05-13 01:31:31,2025-05-15 01:56:50,2905.3166666666666,2905.3166666666666,0,0,0
ORD_0328924222,16,16,1,1,1,0,0,1,1,1,2025-05-04 11:59:29,2025-05-05 14:13:35,1574.1,1574.1,0,0,0
ORD_0337640925,16,16,1,1,1,0,0,1,1,1,2025-05-12 15:31:14,2025-05-15 04:55:30,3684.266666666667,3684.266666666667,0,0,0
ORD_0344761623,16,16,1,1,1,0,0,1,1,1,2025-06-20 07:27:35,2025-06-22 04:09:51,2682.2666666666664,2682.266666666667,0,0,0
ORD_0352864434,16,16,1,1,1,0,0,1,1,1,2025-05-27 03:43:53,2025-05-29 14:58:17,3554.4,3554.4,0,0,0
ORD_0352931297,16,16,1,1,1,0,0,1,1,1,2025-06-30 03:02:06,2025-07-02 11:17:50,3375.7333333333336,3375.733333333333,0,0,0
ORD_0363859573,16,16,1,1,1,0,0,1,1,1,2025-04-15 14:07:25,2025-04-17 04:09:08,2281.7166666666667,2281.7166666666667,0,0,0
ORD_0367233767,16,16,1,1,1,0,0,1,1,1,2025-06-01 07:00:17,2025-06-02 22:11:14,2350.95,2350.95,0,0,0
ORD_0368927552,16,16,1,1,1,0,0,1,1,1,2025-06-20 08:41:15,2025-06-22 09:25:37,2924.366666666667,2924.366666666667,0,0,0
ORD_0372106650,16,16,1,1,1,0,0,1,1,1,2025-06-04 09:44:11,2025-06-06 06:50:43,2706.5333333333333,2706.5333333333333,0,0,0
ORD_0375871555,16,16,1,1,1,0,0,1,1,1,2025-05-29 00:49:49,2025-05-30 13:15:49,2186.0,2186.0,0,0,0
ORD_0378142977,16,16,1,1,1,0,0,1,1,1,2025-06-19 22:01:17,2025-06-21 11:22:25,2241.133333333333,2241.133333333333,0,0,0
ORD_0386429168,16,16,1,1,1,0,0,1,1,1,2025-06-10 18:13:36,2025-06-13 16:23:50,4210.233333333334,4210.233333333334,0,0,0
ORD_0386436539,16,16,1,1,1,0,0,1,1,1,2025-05-03 21:37:00,2025-05-06 17:43:24,4086.4,4086.4,0,0,0
ORD_0387081473,16,16,1,1,1,0,0,1,1,1,2025-04-27 03:16:25,2025-04-28 22:37:10,2600.75,2600.75,0,0,0
ORD_0387083062,16,16,1,1,1,0,0,1,1,1,2025-05-14 12:49:11,2025-05-16 11:19:41,2790.5,2790.5,0,0,0
ORD_0392001648,16,16,1,1,1,0,0,1,1,1,2025-05-11 20:54:36,2025-05-14 09:20:39,3626.05,3626.05,0,0,0
ORD_0392075616,16,16,1,1,1,0,0,1,1,1,2025-05-28 02:56:51,2025-05-29 23:29:05,2672.233333333333,2672.233333333333,0,0,0
ORD_0392779406,16,16,1,1,1,0,0,1,1,1,2025-06-29 20:47:41,2025-07-01 17:51:59,2704.2999999999997,2704.3,0,0,0
ORD_0396787742,16,16,1,1,1,0,0,1,1,1,2025-05-23 20:10:28,2025-05-26 05:25:44,3435.266666666667,3435.266666666667,0,0,0
ORD_0397168139,16,16,1,1,1,0,0,1,1,1,2025-04-27 01:48:13,2025-04-29 00:58:35,2830.366666666667,2830.366666666667,0,0,0
ORD_0399823589,16,16,1,1,1,0,0,1,1,1,2025-05-03 22:37:14,2025-05-05 19:14:30,2677.266666666667,2677.266666666667,0,0,0
ORD_0400606360,16,16,1,1,1,0,0,1,1,1,2025-04-20 09:08:19,2025-04-21 16:52:01,1903.7,1903.7,0,0,0
ORD_0402081985,16,16,1,1,1,0,0,1,1,1,2025-05-28 00:14:00,2025-05-29 23:25:44,2831.7333333333336,2831.733333333333,0,0,0
ORD_0405804119,16,16,1,1,1,0,0,1,1,1,2025-05-28 14:42:00,2025-05-30 00:15:38,2013.6333333333334,2013.6333333333334,0,0,0
ORD_0407280805,16,16,1,1,1,0,0,1,1,1,2025-06-16 19:21:46,2025-06-18 22:14:50,3053.0666666666666,3053.0666666666666,0,0,0
ORD_0407374020,16,16,1,1,1,0,0,1,1,1,2025-05-21 23:58:03,2025-05-23 20:01:47,2643.7333333333336,2643.733333333333,0,0,0
ORD_0410542198,16,16,1,1,1,0,0,1,1,1,2025-04-24 17:32:11,2025-04-27 01:45:30,3373.3166666666666,3373.3166666666666,0,0,0
ORD_0411058901,16,16,1,1,1,0,0,1,1,1,2025-05-16 11:07:26,2025-05-18 07:25:17,2657.85,2657.85,0,0,0
ORD_0411774127,16,16,1,1,1,0,0,1,1,1,2025-04-19 07:16:43,2025-04-20 19:08:30,2151.7833333333333,2151.7833333333333,0,0,0
ORD_0413084772,16,16,1,1,1,0,0,1,1,1,2025-06-05 14:41:28,2025-06-07 20:53:01,3251.55,3251.55,0,0,0
ORD_0413624879,16,16,1,1,1,0,0,1,1,1,2025-04-21 15:35:46,2025-04-23 22:37:25,3301.65,3301.65,0,0,0
ORD_0416054237,16,16,1,1,1,0,0,1,1,1,2025-04-03 13:43:11,2025-04-05 05:01:12,2358.016666666667,2358.016666666667,0,0,0
ORD_0421669059,16,16,1,1,1,0,0,1,1,1,2025-04-22 09:10:31,2025-04-24 05:45:19,2674.7999999999997,2674.8,0,0,0
ORD_0424044410,16,16,1,1,1,0,0,1,1,1,2025-04-07 08:49:30,2025-04-09 03:37:41,2568.1833333333334,2568.1833333333334,0,0,0
ORD_0425570741,16,16,1,1,1,0,0,1,1,1,2025-06-10 05:47:00,2025-06-12 13:45:56,3358.9333333333334,3358.9333333333334,0,0,0
ORD_0429968971,16,16,1,1,1,0,0,1,1,1,2025-06-09 18:25:20,2025-06-11 21:48:26,3083.1,3083.1,0,0,0
ORD_0430371089,16,16,1,1,1,0,0,1,1,1,2025-05-21 07:40:52,2025-05-23 09:27:30,2986.633333333333,2986.633333333333,0,0,0
ORD_0430877911,16,16,1,1,1,0,0,1,1,1,2025-06-05 07:36:17,2025-06-06 21:27:02,2270.75,2270.75,0,0,0
ORD_0431764409,16,16,1,1,1,0,0,1,1,1,2025-05-13 14:58:01,2025-05-15 11:31:31,2673.5,2673.5,0,0,0
ORD_0432186802,16,16,1,1,1,0,0,1,1,1,2025-05-27 03:53:02,2025-05-29 10:23:13,3270.1833333333334,3270.1833333333334,0,0,0
ORD_0437695220,16,16,1,1,1,0,0,1,1,1,2025-06-22 11:36:41,2025-06-24 17:24:43,3228.0333333333333,3228.0333333333333,0,0,0
ORD_0437792238,16,16,1,1,1,0,0,1,1,1,2025-04-30 09:34:33,2025-05-02 22:22:20,3647.7833333333333,3647.7833333333333,0,0,0
