case_id,distance_bucket,service_level,warehouse_code,hub_code,port_code,is_cross_border
ORD_0498150402,1,2,WH_HN_01,HUB_THU_DUC,CAI_MEP,1
ORD_2321819975,4,1,WH_HCM_02,HUB_THU_DUC,,0
ORD_1817040966,3,1,WH_HN_01,HUB_TAN_BINH,,0
ORD_4791916879,1,1,WH_HCM_01,HUB_BINH_TAN,,0
ORD_5913593702,2,1,WH_HCM_01,HUB_HA_NOI,CAT_LAI,1
ORD_5081208156,3,1,WH_HCM_01,HUB_BINH_TAN,CAI_MEP,1
ORD_1513803192,3,2,WH_HN_01,HUB_TAN_BINH,CAT_LAI,1
ORD_3697819341,1,1,WH_HCM_02,HUB_TAN_BINH,,0
ORD_5744329830,2,2,WH_HCM_01,HUB_HA_NOI,,0
ORD_3991420772,4,0,WH_HCM_02,HUB_HA_NOI,,0
ORD_1647741656,3,1,WH_HN_01,HUB_THU_DUC,,0
ORD_7303033940,4,1,WH_HCM_01,HUB_HA_NOI,,0
ORD_3222940887,2,1,WH_HCM_02,HUB_HA_NOI,CAI_MEP,1
ORD_3727903168,1,2,WH_DN_01,HUB_THU_DUC,,0
ORD_2414980506,2,1,WH_HCM_01,HUB_THU_DUC,,0
ORD_0921577894,1,1,WH_HN_01,HUB_TAN_BINH,,0
ORD_0039517929,2,2,WH_HN_01,HUB_THU_DUC,,0
ORD_7138313122,2,1,WH_HN_01,HUB_HA_NOI,,0
ORD_0392861764,2,1,WH_HCM_01,HUB_HA_NOI,,0
ORD_5870747698,2,1,WH_HCM_02,HUB_THU_DUC,,0
ORD_1989726895,1,1,WH_HCM_01,HUB_TAN_BINH,,0
ORD_5499232671,1,0,WH_DN_01,HUB_BINH_TAN,,0
ORD_4081239314,2,0,WH_DN_01,HUB_BINH_TAN,CAT_LAI,1
ORD_5466692672,2,1,WH_HCM_02,HUB_THU_DUC,,0
ORD_2416129321,4,2,WH_HN_01,HUB_TAN_BINH,,0
ORD_3772984971,1,1,WH_HCM_02,HUB_BINH_TAN,HAI_PHONG,1
ORD_3884284168,4,1,WH_DN_01,HUB_TAN_BINH,,0
ORD_1705647680,3,2,WH_HCM_02,HUB_BINH_TAN,,0
ORD_3275568137,3,1,WH_HN_01,HUB_TAN_BINH,,0
ORD_8634480942,1,1,WH_HCM_01,HUB_THU_DUC,,0
ORD_8322154494,1,2,WH_HCM_02,HUB_BINH_TAN,CAI_MEP,1
ORD_7840246864,4,1,WH_HCM_02,HUB_HA_NOI,,0
ORD_0755802564,1,2,WH_DN_01,HUB_TAN_BINH,,0
ORD_4499172983,2,1,WH_HCM_01,HUB_THU_DUC,DA_NANG,1
ORD_7739330487,1,2,WH_HCM_01,HUB_HA_NOI,,0
ORD_7510137831,3,2,WH_DN_01,HUB_THU_DUC,HAI_PHONG,1
ORD_4515419559,2,1,WH_HCM_01,HUB_BINH_TAN,,0
ORD_2866428794,1,1,WH_DN_01,HUB_BINH_TAN,,0
ORD_5926562823,1,1,WH_DN_01,HUB_THU_DUC,,0
ORD_6584271143,2,0,WH_HCM_01,HUB_HA_NOI,DA_NANG,1
ORD_6228739903,2,1,WH_DN_01,HUB_BINH_TAN,DA_NANG,1
ORD_5878034619,1,1,WH_HCM_01,HUB_THU_DUC,DA_NANG,1
ORD_2055069303,1,0,WH_HN_01,HUB_TAN_BINH,,0
ORD_3293166109,2,1,WH_DN_01,HUB_THU_DUC,,0
ORD_0336429275,3,1,WH_HCM_02,HUB_BINH_TAN,,0
ORD_7179940649,1,1,WH_HCM_01,HUB_HA_NOI,DA_NANG,1
ORD_8586180812,2,0,WH_HN_01,HUB_TAN_BINH,,0
ORD_2937625847,2,1,WH_HCM_01,HUB_BINH_TAN,,0
ORD_1812000926,1,2,WH_HCM_02,HUB_HA_NOI,CAI_MEP,1
ORD_0386429168,1,1,WH_DN_01,HUB_TAN_BINH,HAI_PHONG,1
ORD_3589635032,1,1,WH_HN_01,HUB_HA_NOI,,0
ORD_4353230119,3,1,WH_HCM_01,HUB_BINH_TAN,CAI_MEP,1
ORD_5887725368,4,1,WH_HN_01,HUB_BINH_TAN,,0
ORD_4451126376,1,2,WH_HCM_02,HUB_HA_NOI,CAT_LAI,1
ORD_9217467077,2,2,WH_HN_01,HUB_THU_DUC,,0
ORD_5771505128,3,1,WH_DN_01,HUB_TAN_BINH,,0
ORD_1180350867,1,1,WH_HCM_01,HUB_BINH_TAN,,0
ORD_5766547308,2,0,WH_DN_01,HUB_BINH_TAN,,0
ORD_5222770701,3,2,WH_HN_01,HUB_THU_DUC,,0
ORD_1803229565,4,1,WH_DN_01,HUB_BINH_TAN,HAI_PHONG,1
ORD_7489443977,1,1,WH_DN_01,HUB_THU_DUC,,0
ORD_4165243233,1,0,WH_HN_01,HUB_TAN_BINH,,0
ORD_3674280138,4,0,WH_HN_01,HUB_HA_NOI,CAT_LAI,1
ORD_5090403071,1,1,WH_HCM_02,HUB_BINH_TAN,,0
ORD_6432313896,4,2,WH_HCM_02,HUB_TAN_BINH,,0
ORD_3553067716,2,1,WH_HCM_02,HUB_BINH_TAN,,0
ORD_2734484520,1,1,WH_HCM_02,HUB_HA_NOI,HAI_PHONG,1
ORD_3729004774,4,1,WH_HCM_01,HUB_THU_DUC,CAT_LAI,1
ORD_2388371340,4,1,WH_HCM_01,HUB_HA_NOI,HAI_PHONG,1
ORD_4468757103,1,2,WH_HCM_02,HUB_TAN_BINH,,0
ORD_6016686907,2,1,WH_HCM_01,HUB_TAN_BINH,,0
ORD_5453397125,2,2,WH_HCM_01,HUB_BINH_TAN,DA_NANG,1
ORD_5863813134,3,0,WH_DN_01,HUB_BINH_TAN,CAT_LAI,1
ORD_5670443338,3,1,WH_DN_01,HUB_HA_NOI,,0
ORD_3587502558,2,2,WH_HN_01,HUB_THU_DUC,DA_NANG,1
ORD_9380245106,2,1,WH_HN_01,HUB_THU_DUC,CAT_LAI,1
ORD_3899654454,3,1,WH_DN_01,HUB_THU_DUC,DA_NANG,1
ORD_8477198972,2,2,WH_HN_01,HUB_THU_DUC,CAI_MEP,1
ORD_3711888521,2,1,WH_HCM_02,HUB_BINH_TAN,,0
ORD_4909150249,2,1,WH_HCM_01,HUB_THU_DUC,,0
ORD_9202796415,3,2,WH_DN_01,HUB_HA_NOI,,0
ORD_7538231709,2,1,WH_HCM_01,HUB_HA_NOI,HAI_PHONG,1
ORD_6930255198,3,1,WH_HN_01,HUB_TAN_BINH,,0
ORD_6341250872,1,2,WH_HCM_02,HUB_THU_DUC,CAT_LAI,1
ORD_7275000106,3,1,WH_HN_01,HUB_THU_DUC,,0
ORD_7887300935,3,2,WH_HCM_02,HUB_TAN_BINH,CAI_MEP,1
ORD_3931288180,3,2,WH_HN_01,HUB_TAN_BINH,DA_NANG,1
ORD_8906209670,3,1,WH_HCM_02,HUB_HA_NOI,CAI_MEP,1
ORD_1373329707,1,1,WH_HCM_01,HUB_BINH_TAN,HAI_PHONG,1
ORD_5037339179,2,0,WH_HCM_01,HUB_THU_DUC,CAI_MEP,1
ORD_4812931730,2,1,WH_HCM_02,HUB_BINH_TAN,,0
ORD_7047379681,2,2,WH_DN_01,HUB_BINH_TAN,DA_NANG,1
ORD_6116743343,2,1,WH_DN_01,HUB_BINH_TAN,DA_NANG,1
ORD_2635090023,1,0,WH_DN_01,HUB_BINH_TAN,,0
ORD_2835839310,3,2,WH_HCM_02,HUB_TAN_BINH,CAT_LAI,1
ORD_6441383720,3,1,WH_HN_01,HUB_THU_DUC,,0
ORD_4443336813,1,1,WH_HCM_02,HUB_BINH_TAN,,0
ORD_5682980114,3,1,WH_DN_01,HUB_THU_DUC,,0
ORD_5856505555,2,1,WH_DN_01,HUB_THU_DUC,,0
ORD_3880761966,2,0,WH_HCM_02,HUB_TAN_BINH,,0
ORD_8562720718,4,1,WH_HN_01,HUB_HA_NOI,,0
ORD_1410992243,2,2,WH_HCM_01,HUB_HA_NOI,,0
ORD_0228077743,2,1,WH_HCM_01,HUB_BINH_TAN,,0
ORD_5374830321,2,1,WH_HCM_02,HUB_TAN_BINH,,0
ORD_6887334967,1,0,WH_HCM_01,HUB_BINH_TAN,HAI_PHONG,1
ORD_9696952460,1,2,WH_HCM_02,HUB_HA_NOI,,0
ORD_8386739284,3,1,WH_DN_01,HUB_HA_NOI,,0
ORD_3377208673,3,2,WH_HN_01,HUB_THU_DUC,,0
ORD_6130099441,2,1,WH_HN_01,HUB_HA_NOI,HAI_PHONG,1
ORD_3310278874,1,1,WH_HCM_01,HUB_TAN_BINH,,0
ORD_8216137612,1,0,WH_DN_01,HUB_TAN_BINH,CAT_LAI,1
ORD_4023565150,2,1,WH_HCM_01,HUB_HA_NOI,CAI_MEP,1
ORD_8938450835,2,1,WH_HCM_02,HUB_BINH_TAN,,0
ORD_7751117867,4,1,WH_HCM_01,HUB_BINH_TAN,,0
ORD_7620311166,2,1,WH_HCM_01,HUB_THU_DUC,,0
ORD_4190045686,1,0,WH_HN_01,HUB_THU_DUC,,0
ORD_6794109699,1,2,WH_HCM_01,HUB_HA_NOI,,0
ORD_8529640486,1,0,WH_HCM_02,HUB_THU_DUC,,0
ORD_4761891198,2,0,WH_HCM_02,HUB_HA_NOI,CAI_MEP,1
ORD_4354770811,2,1,WH_HCM_02,HUB_THU_DUC,,0
ORD_3868139583,2,1,WH_HN_01,HUB_BINH_TAN,DA_NANG,1
ORD_0047853274,2,2,WH_HN_01,HUB_HA_NOI,,0
ORD_0148795744,1,1,WH_HN_01,HUB_THU_DUC,HAI_PHONG,1
ORD_3477336125,2,1,WH_DN_01,HUB_TAN_BINH,CAI_MEP,1
ORD_8251590004,1,1,WH_HCM_01,HUB_BINH_TAN,,0
ORD_8300059623,1,1,WH_HN_01,HUB_TAN_BINH,,0
ORD_1786072311,1,1,WH_DN_01,HUB_TAN_BINH,,0
ORD_0014275379,1,1,WH_HCM_02,HUB_TAN_BINH,,0
ORD_6803469316,3,1,WH_HN_01,HUB_BINH_TAN,,0
ORD_2330242761,1,1,WH_HN_01,HUB_TAN_BINH,HAI_PHONG,1
ORD_5481398439,1,1,WH_HN_01,HUB_HA_NOI,,0
ORD_0620071270,3,1,WH_HCM_02,HUB_THU_DUC,,0
ORD_5384322247,1,1,WH_HCM_01,HUB_TAN_BINH,CAI_MEP,1
ORD_9216204169,2,2,WH_HN_01,HUB_TAN_BINH,,0
ORD_9144495480,1,1,WH_DN_01,HUB_THU_DUC,CAT_LAI,1
ORD_7769371825,2,2,WH_HCM_01,HUB_TAN_BINH,DA_NANG,1
ORD_9055643266,2,1,WH_HN_01,HUB_BINH_TAN,,0
ORD_0652317577,3,1,WH_DN_01,HUB_THU_DUC,CAI_MEP,1
ORD_1451361642,2,2,WH_HCM_02,HUB_HA_NOI,,0
ORD_4225643048,3,2,WH_HN_01,HUB_TAN_BINH,,0
ORD_0099476785,1,1,WH_HCM_02,HUB_BINH_TAN,,0
ORD_6357468624,3,1,WH_DN_01,HUB_TAN_BINH,,0
ORD_2628388443,1,1,WH_HCM_01,HUB_BINH_TAN,,0
ORD_1913713818,1,1,WH_HCM_02,HUB_HA_NOI,,0
ORD_5378022974,3,1,WH_HCM_01,HUB_BINH_TAN,,0
ORD_4065918504,3,1,WH_HN_01,HUB_TAN_BINH,,0
ORD_4785221090,1,1,WH_HN_01,HUB_THU_DUC,,0
ORD_4044565390,1,0,WH_HCM_02,HUB_HA_NOI,,0
ORD_1749142268,1,2,WH_HCM_02,HUB_TAN_BINH,,0
ORD_5734084858,3,1,WH_DN_01,HUB_TAN_BINH,,0
ORD_6922438567,1,2,WH_HN_01,HUB_TAN_BINH,CAT_LAI,1
ORD_7861939348,4,1,WH_DN_01,HUB_BINH_TAN,DA_NANG,1
ORD_5537054843,1,1,WH_DN_01,HUB_TAN_BINH,CAT_LAI,1
ORD_9108720401,2,0,WH_HCM_01,HUB_TAN_BINH,,0
ORD_3700065108,1,0,WH_HCM_02,HUB_BINH_TAN,,0
ORD_3437264961,2,1,WH_DN_01,HUB_BINH_TAN,,0
ORD_8996896051,2,1,WH_HCM_02,HUB_TAN_BINH,,0
ORD_1452475804,3,2,WH_HCM_02,HUB_THU_DUC,CAT_LAI,1
ORD_7307268103,2,0,WH_HN_01,HUB_HA_NOI,DA_NANG,1
ORD_2912441322,2,0,WH_HCM_02,HUB_TAN_BINH,,0
ORD_0295309950,2,1,WH_HCM_02,HUB_THU_DUC,,0
ORD_4549013122,1,1,WH_HCM_02,HUB_HA_NOI,HAI_PHONG,1
ORD_5601441036,2,1,WH_HCM_01,HUB_THU_DUC,CAI_MEP,1
ORD_0876445535,3,1,WH_HCM_02,HUB_HA_NOI,,0
ORD_7794214790,2,1,WH_HCM_02,HUB_TAN_BINH,,0
ORD_7556026370,1,2,WH_HN_01,HUB_THU_DUC,,0
ORD_5401456738,2,1,WH_DN_01,HUB_HA_NOI,,0
ORD_4117350743,1,1,WH_HCM_02,HUB_HA_NOI,,0
ORD_4907567549,4,1,WH_DN_01,HUB_HA_NOI,CAT_LAI,1
ORD_6757825116,1,1,WH_HCM_01,HUB_HA_NOI,,0
ORD_9522967246,2,1,WH_DN_01,HUB_HA_NOI,,0
ORD_9766521359,4,1,WH_DN_01,HUB_BINH_TAN,DA_NANG,1
ORD_5495180898,4,2,WH_DN_01,HUB_TAN_BINH,,0
ORD_3497747656,1,1,WH_HCM_01,HUB_TAN_BINH,,0
ORD_6930850485,2,2,WH_DN_01,HUB_THU_DUC,,0
ORD_2673815105,1,1,WH_HN_01,HUB_BINH_TAN,,0
ORD_1166299340,2,1,WH_HCM_01,HUB_BINH_TAN,,0
ORD_0173271859,1,1,WH_HN_01,HUB_BINH_TAN,,0
ORD_0523550199,1,1,WH_HCM_02,HUB_TAN_BINH,,0
ORD_7524062533,3,1,WH_HCM_01,HUB_BINH_TAN,CAT_LAI,1
ORD_5006826333,1,1,WH_HCM_01,HUB_TAN_BINH,CAI_MEP,1
ORD_9863266606,3,1,WH_HN_01,HUB_BINH_TAN,,0
ORD_9647797527,2,1,WH_HCM_01,HUB_HA_NOI,,0
ORD_9498137732,2,1,WH_HCM_02,HUB_BINH_TAN,DA_NANG,1
ORD_9554581980,2,1,WH_HCM_01,HUB_TAN_BINH,,0
ORD_0761258841,3,0,WH_HCM_01,HUB_HA_NOI,HAI_PHONG,1
ORD_7828494351,1,2,WH_DN_01,HUB_THU_DUC,,0
ORD_4880997203,2,1,WH_HCM_01,HUB_HA_NOI,,0
ORD_5758467032,4,2,WH_DN_01,HUB_BINH_TAN,,0
ORD_6672228065,4,1,WH_HCM_02,HUB_BINH_TAN,,0
ORD_8808155417,3,2,WH_DN_01,HUB_HA_NOI,CAI_MEP,1
ORD_8975922489,2,1,WH_HCM_02,HUB_THU_DUC,CAT_LAI,1
ORD_7375543758,1,1,WH_DN_01,HUB_BINH_TAN,HAI_PHONG,1
ORD_4333880903,2,1,WH_DN_01,HUB_THU_DUC,,0
ORD_2083382590,2,1,WH_HCM_02,HUB_TAN_BINH,,0
ORD_9480913046,2,1,WH_DN_01,HUB_THU_DUC,CAT_LAI,1
ORD_7130121772,1,1,WH_HCM_01,HUB_HA_NOI,CAT_LAI,1
ORD_6152150413,1,1,WH_HN_01,HUB_TAN_BINH,HAI_PHONG,1
ORD_2773569840,3,1,WH_HCM_02,HUB_TAN_BINH,,0
ORD_8958855142,1,1,WH_HCM_02,HUB_HA_NOI,,0
ORD_7488601609,1,1,WH_HCM_01,HUB_HA_NOI,,0
ORD_0746407521,1,1,WH_DN_01,HUB_TAN_BINH,,0
ORD_2907423702,1,2,WH_DN_01,HUB_TAN_BINH,,0
ORD_5222974514,2,1,WH_HN_01,HUB_BINH_TAN,,0
ORD_7076637452,2,1,WH_HN_01,HUB_THU_DUC,HAI_PHONG,1
ORD_6521990489,2,1,WH_DN_01,HUB_HA_NOI,,0
ORD_8801199151,1,1,WH_HN_01,HUB_HA_NOI,,0
ORD_7411228236,1,2,WH_HCM_02,HUB_THU_DUC,,0
ORD_3426938680,2,2,WH_HCM_01,HUB_TAN_BINH,CAI_MEP,1
ORD_0205790185,1,2,WH_HCM_02,HUB_THU_DUC,,0
ORD_8654603267,3,0,WH_HCM_01,HUB_BINH_TAN,,0
ORD_2625569149,1,0,WH_HN_01,HUB_THU_DUC,,0
ORD_8178080118,2,2,WH_HN_01,HUB_BINH_TAN,CAI_MEP,1
ORD_8956860001,1,1,WH_DN_01,HUB_TAN_BINH,,0
ORD_2660526569,2,2,WH_DN_01,HUB_THU_DUC,HAI_PHONG,1
ORD_4277647231,1,1,WH_DN_01,HUB_THU_DUC,,0
ORD_4524891395,1,2,WH_HCM_02,HUB_HA_NOI,,0
ORD_5824005306,4,1,WH_HCM_02,HUB_TAN_BINH,,0
ORD_5203218649,2,1,WH_DN_01,HUB_HA_NOI,,0
ORD_4275747470,2,1,WH_HCM_01,HUB_THU_DUC,,0
ORD_7970572442,4,0,WH_HCM_02,HUB_HA_NOI,,0
ORD_9919641484,2,1,WH_DN_01,HUB_TAN_BINH,,0
ORD_4882358587,2,1,WH_HN_01,HUB_HA_NOI,CAI_MEP,1
ORD_7833342982,3,0,WH_HCM_01,HUB_BINH_TAN,,0
ORD_1141629267,3,1,WH_HCM_01,HUB_BINH_TAN,,0
ORD_4587228481,3,2,WH_HCM_02,HUB_BINH_TAN,HAI_PHONG,1
ORD_8487786557,1,1,WH_HN_01,HUB_BINH_TAN,CAI_MEP,1
ORD_6945359235,1,1,WH_DN_01,HUB_HA_NOI,CAI_MEP,1
ORD_1017845361,1,1,WH_HCM_02,HUB_HA_NOI,HAI_PHONG,1
ORD_0317450210,3,1,WH_HCM_01,HUB_TAN_BINH,,0
ORD_6918071524,1,0,WH_HCM_02,HUB_HA_NOI,,0
ORD_8050132740,3,1,WH_DN_01,HUB_HA_NOI,CAT_LAI,1
ORD_1264397652,3,2,WH_HCM_01,HUB_HA_NOI,CAI_MEP,1
ORD_8065206341,2,1,WH_HCM_01,HUB_THU_DUC,,0
ORD_3145975403,2,1,WH_DN_01,HUB_HA_NOI,,0
ORD_2455214178,1,1,WH_HN_01,HUB_BINH_TAN,CAI_MEP,1
ORD_2707899547,2,1,WH_HCM_02,HUB_THU_DUC,,0
ORD_1559104264,3,0,WH_HCM_01,HUB_TAN_BINH,,0
ORD_4101471589,1,1,WH_HCM_01,HUB_THU_DUC,,0
ORD_1747257460,2,2,WH_HCM_01,HUB_BINH_TAN,,0
ORD_4649012740,4,1,WH_DN_01,HUB_THU_DUC,,0
ORD_1289868548,2,2,WH_HCM_01,HUB_TAN_BINH,CAI_MEP,1
ORD_2160087017,1,1,WH_HN_01,HUB_BINH_TAN,CAI_MEP,1
ORD_4735215693,2,1,WH_HCM_01,HUB_THU_DUC,,0
ORD_8753987150,1,1,WH_HCM_02,HUB_THU_DUC,DA_NANG,1
ORD_3263061312,2,1,WH_HCM_01,HUB_THU_DUC,DA_NANG,1
ORD_1484870963,3,1,WH_HCM_02,HUB_BINH_TAN,,0
ORD_0938502364,1,2,WH_HN_01,HUB_THU_DUC,HAI_PHONG,1
ORD_3424458694,2,2,WH_HCM_02,HUB_THU_DUC,CAI_MEP,1
ORD_7771725016,3,1,WH_HCM_02,HUB_THU_DUC,,0
ORD_5020865195,1,2,WH_HCM_02,HUB_BINH_TAN,,0
ORD_7147831091,3,1,WH_HN_01,HUB_HA_NOI,,0
ORD_7521075827,1,1,WH_HCM_01,HUB_THU_DUC,,0
ORD_8072851257,2,1,WH_HCM_02,HUB_HA_NOI,,0
ORD_9446370778,3,2,WH_HCM_01,HUB_THU_DUC,CAT_LAI,1
ORD_9245300953,1,1,WH_HN_01,HUB_TAN_BINH,DA_NANG,1
ORD_6828892165,2,1,WH_DN_01,HUB_BINH_TAN,HAI_PHONG,1
ORD_4222061588,2,1,WH_HCM_02,HUB_TAN_BINH,,0
ORD_6396679729,2,2,WH_HCM_01,HUB_THU_DUC,,0
ORD_0221645315,3,1,WH_HN_01,HUB_TAN_BINH,CAT_LAI,1
ORD_2388272653,3,2,WH_HCM_02,HUB_TAN_BINH,,0
ORD_4993220414,2,1,WH_HCM_02,HUB_TAN_BINH,,0
ORD_4117972517,2,1,WH_HN_01,HUB_THU_DUC,,0
ORD_7082258440,4,1,WH_DN_01,HUB_THU_DUC,,0
ORD_1233231328,4,1,WH_HN_01,HUB_THU_DUC,,0
ORD_7058658528,3,1,WH_HCM_01,HUB_TAN_BINH,,0
ORD_9171348983,2,0,WH_DN_01,HUB_BINH_TAN,,0
ORD_6489991644,4,1,WH_HN_01,HUB_HA_NOI,,0
ORD_9162401332,1,1,WH_DN_01,HUB_TAN_BINH,,0
ORD_8134207288,1,2,WH_HCM_02,HUB_THU_DUC,HAI_PHONG,1
ORD_2527711801,1,1,WH_HCM_01,HUB_THU_DUC,CAT_LAI,1
ORD_5019888377,1,1,WH_HCM_01,HUB_THU_DUC,,0
ORD_7179435129,3,0,WH_HN_01,HUB_THU_DUC,DA_NANG,1
ORD_0417263447,1,1,WH_HCM_02,HUB_THU_DUC,,0
ORD_5802014948,3,1,WH_DN_01,HUB_HA_NOI,DA_NANG,1
ORD_6972562020,2,2,WH_HCM_02,HUB_BINH_TAN,DA_NANG,1
ORD_4014488333,2,1,WH_DN_01,HUB_HA_NOI,,0
ORD_5430174350,2,1,WH_HCM_02,HUB_BINH_TAN,,0
ORD_9735534966,1,2,WH_HN_01,HUB_HA_NOI,HAI_PHONG,1
ORD_7163855828,1,0,WH_DN_01,HUB_BINH_TAN,,0
ORD_6928689418,3,2,WH_HN_01,HUB_HA_NOI,CAT_LAI,1
ORD_3269258792,1,1,WH_HCM_02,HUB_THU_DUC,,0
ORD_9276743787,3,1,WH_HCM_01,HUB_HA_NOI,,0
ORD_6200060867,3,1,WH_HCM_02,HUB_HA_NOI,DA_NANG,1
ORD_5740990707,3,1,WH_HCM_01,HUB_BINH_TAN,,0
ORD_5256635656,2,2,WH_HCM_02,HUB_HA_NOI,DA_NANG,1
ORD_6040263049,1,1,WH_HCM_01,HUB_HA_NOI,,0
ORD_8651147961,4,1,WH_HCM_01,HUB_BINH_TAN,HAI_PHONG,1
ORD_4841365644,2,1,WH_HCM_01,HUB_BINH_TAN,,0
ORD_4280834429,2,1,WH_HCM_02,HUB_TAN_BINH,CAI_MEP,1
ORD_6275669518,1,0,WH_HN_01,HUB_BINH_TAN,HAI_PHONG,1
ORD_2353136424,3,1,WH_HCM_01,HUB_TAN_BINH,CAT_LAI,1
ORD_2457296214,1,1,WH_HN_01,HUB_THU_DUC,HAI_PHONG,1
ORD_2605395101,4,2,WH_HN_01,HUB_BINH_TAN,,0
ORD_9583945609,1,1,WH_HCM_01,HUB_THU_DUC,,0
ORD_2076157033,2,2,WH_HN_01,HUB_BINH_TAN,,0
ORD_5059475750,1,1,WH_DN_01,HUB_THU_DUC,DA_NANG,1
ORD_4925344652,3,1,WH_DN_01,HUB_THU_DUC,CAI_MEP,1
ORD_0430877911,1,1,WH_DN_01,HUB_TAN_BINH,CAT_LAI,1
