case_id,cycle_time_min,delivery_attempt_count,hub_depot_touch_count,max_gap_to_next_min,linehaul_ratio,hub_depot_ratio,last_mile_ratio,flag_missing_delivery_end,flag_missing_linehaul,flag_many_delivery_attempts,flag_many_hub_touches,flag_large_inter_event_gap,issue_score
ORD_3401320717,1659.7666666666667,2,8,0.0,0.37322515212981744,0.305052919085012,0.17666137810535615,0,0,0,1,1,2
ORD_5880717027,1654.4166666666667,2,8,0.0,0.40811967964539364,0.429385987004483,0.031531758424419486,0,0,0,1,1,2
ORD_8618895662,1654.1166666666666,2,8,0.0,0.31787358811853256,0.5061210918214152,0.01563775227462795,0,0,0,1,1,2
ORD_5824644603,1653.5666666666666,2,8,0.0,0.5952284959783901,0.17637631785836674,0.05638317172979619,0,0,0,1,1,2
ORD_2266508741,1653.4333333333334,2,8,0.0,0.5284156200229825,0.2622220430215914,0.026439933068564403,0,0,0,1,1,2
ORD_7067882894,1651.25,2,8,0.0,0.4541206156951804,0.38985616956850877,0.02422407267221802,0,0,0,1,1,2
ORD_2049491307,1650.5666666666666,2,8,0.0,0.3198497485711978,0.45431871882383823,0.052789950925944615,0,0,0,1,1,2
ORD_0664978407,1650.4833333333333,2,8,0.0,0.3198053095557866,0.52217027335427,0.02115541911965182,0,0,0,1,1,2
ORD_5929495650,1649.6,2,8,0.0,0.6350226317491108,0.20588829615260262,0.045990947300355633,0,0,0,1,1,2
ORD_3893864683,1647.9666666666667,2,8,0.0,0.5239082505714112,0.18704868625983534,0.08370921741944617,0,0,0,1,1,2
ORD_4139955364,1646.65,2,8,0.0,0.4859360924705716,0.33146084474539217,0.05827994210467718,0,0,0,1,1,2
ORD_2663496980,1646.2333333333333,2,8,0.0,0.6205985380768219,0.1946159920626886,0.022293316054832247,0,0,0,1,1,2
ORD_8295170355,1640.3666666666666,2,8,0.0,0.4249761232244823,0.3716039096949869,0.03240129239397695,0,0,0,1,1,2
ORD_4462049333,1636.9166666666667,2,8,0.0,0.3789848801099629,0.37333401211627554,0.02844779310695922,0,0,0,1,1,2
ORD_9873238043,1634.65,2,8,0.0,0.605338553614943,0.1372465053681216,0.025010450759081964,0,0,0,1,1,2
ORD_3245376579,1633.1666666666667,2,8,0.0,0.4435350545974079,0.3996938463108481,0.041514440249005,0,0,0,1,1,2
ORD_1279124951,1632.9333333333334,2,8,0.0,0.4584183881766963,0.3832877439372907,0.03500857352821099,0,0,0,1,1,2
ORD_5489718326,1631.45,2,8,0.0,0.6635508290171321,0.16129823163443563,0.042528629950861714,0,0,0,1,1,2
ORD_2791597272,1626.2,2,8,0.0,0.7448960767433279,0.10038740622309679,0.03836141516008691,0,0,0,1,1,2
ORD_5607974429,1625.35,2,8,0.0,0.5562904400077932,0.25933901416105254,0.030629300355820798,0,0,0,1,1,2
ORD_5152796442,1625.0,2,8,0.0,0.6603076923076923,0.16158974358974357,0.04121025641025641,0,0,0,1,1,2
ORD_5306603243,1624.7833333333333,2,8,0.0,0.6562310872218861,0.158308287258814,0.032445351687917366,0,0,0,1,1,2
ORD_4805709054,1622.8166666666666,2,8,0.0,0.42130452197311263,0.3511898037363021,0.05184401606260719,0,0,0,1,1,2
ORD_4090464252,1619.4666666666667,2,8,0.0,0.6708381360118559,0.1571196278610242,0.04160834842746583,0,0,0,1,1,2
ORD_3614058597,1619.15,2,8,0.0,0.510103037602034,0.24652852834306072,0.061163779349247036,0,0,0,1,1,2
ORD_7303033940,1616.5166666666667,2,8,0.0,0.4693734470208576,0.2955325751873885,0.05832499922673238,0,0,0,1,1,2
ORD_4239043830,1613.7166666666667,2,8,0.0,0.5060987575266208,0.2274872705865342,0.03793520134678744,0,0,0,1,1,2
ORD_6686546258,1612.2833333333333,2,8,0.0,0.5854223306490794,0.22370964574051294,0.06852600349400953,0,0,0,1,1,2
ORD_7398928367,1611.6666666666667,2,8,0.0,0.39601861427094104,0.40537745604963815,0.05704239917269907,0,0,0,1,1,2
ORD_3515581157,1611.45,2,8,0.0,0.6122126035558038,0.19392472617828663,0.03351019268360793,0,0,0,1,1,2
ORD_0057192957,1609.35,2,8,0.0,0.560060479903895,0.2785493107983555,0.027267737492362342,0,0,0,1,1,2
ORD_5658338246,1607.35,2,8,0.0,0.4314140251552763,0.38307358903370975,0.026638048133055443,0,0,0,1,1,2
ORD_7582892597,1605.0166666666667,2,8,0.0,0.5385406174390712,0.24514802546183323,0.038265438572808175,0,0,0,1,1,2
ORD_0704913735,1604.5,2,8,0.0,0.3770333437207853,0.4091825075309026,0.0679962605172951,0,0,0,1,1,2
ORD_0465372035,1600.6333333333334,2,8,0.0,0.5529998542243696,0.2224431995668381,0.07205481163706033,0,0,0,1,1,2
ORD_4139192543,1598.35,2,8,0.0,0.6253010917508681,0.17708887290017833,0.04395157506178247,0,0,0,1,1,2
ORD_8958836194,1596.9333333333334,2,8,0.0,0.345067629623445,0.4151603072555732,0.029848877014277367,0,0,0,1,1,2
ORD_9671671487,1593.8833333333334,2,8,0.0,0.5329227358756915,0.24473769514707264,0.04998274654146581,0,0,0,1,1,2
ORD_9311044896,1591.65,2,8,0.0,0.7146357553482235,0.13260871841589963,0.034356380695085814,0,0,0,1,1,2
ORD_2212671037,1591.0333333333333,2,8,0.0,0.6677107121158157,0.10837820284511115,0.05101506358551046,0,0,0,1,1,2
ORD_5833930483,1586.6333333333334,2,8,0.0,0.310930901909704,0.46598668039244523,0.05575747389651043,0,0,0,1,1,2
ORD_1313995459,1582.75,2,8,0.0,0.569978413099563,0.23156952561470018,0.04386879376612437,0,0,0,1,1,2
ORD_3864520285,1579.9666666666667,2,8,0.0,0.5614042490347898,0.20162872634443768,0.06205827127154581,0,0,0,1,1,2
ORD_2045053114,1578.6166666666666,2,8,0.0,0.5943600409641353,0.1837368159886821,0.03787070958750805,0,0,0,1,1,2
ORD_6865715543,1577.5666666666666,2,8,0.0,0.5720307646797812,0.24076108775117802,0.023644008705390157,0,0,0,1,1,2
ORD_4455351340,1575.0333333333333,2,8,0.0,0.403621087384394,0.3741719751962922,0.054644346151404205,0,0,0,1,1,2
ORD_7069130027,1573.6333333333334,2,8,0.0,0.46742146624584296,0.3716346459361562,0.04566925798046983,0,0,0,1,1,2
ORD_7182918362,1572.2166666666667,2,8,0.0,0.2923367220378871,0.4627542853508317,0.06263979731377142,0,0,0,1,1,2
ORD_7154158100,1568.4,2,8,0.0,0.5463104650174274,0.2759712658335458,0.05764898410269488,0,0,0,1,1,2
ORD_5672403700,1566.1166666666666,2,8,0.0,0.6255281109325616,0.14362488958889824,0.03428863324358552,0,0,0,1,1,2
ORD_2571590584,1564.3833333333334,2,8,0.0,0.7161501337055068,0.07448089236440343,0.04225307096513002,0,0,0,1,1,2
ORD_6248741860,1563.9333333333334,2,8,0.0,0.6508269747218551,0.20128735240206314,0.02515026215951234,0,0,0,1,1,2
ORD_0233069275,1563.8,2,8,0.0,0.5485356183655199,0.24887027326597608,0.033241676258686105,0,0,0,1,1,2
ORD_7978256146,1562.1333333333334,2,8,0.0,0.5884687606691703,0.17860191191532945,0.06080360191191533,0,0,0,1,1,2
ORD_4111568212,1559.4833333333333,2,8,0.0,0.2373542519424168,0.5942887067297931,0.04193696630294222,0,0,0,1,1,2
ORD_6728961323,1558.6833333333334,2,8,0.0,0.4723644956747683,0.304348755894398,0.058393302039114206,0,0,0,1,1,2
ORD_3763108964,1557.3333333333333,2,8,0.0,0.601294948630137,0.12450770547945204,0.08517765410958904,0,0,0,1,1,2
ORD_0526067306,1553.15,2,8,0.0,0.6874953052398888,0.11608666258893217,0.0388135938791059,0,0,0,1,1,2
ORD_5889139543,1553.15,2,8,0.0,0.613870735816459,0.2386547768513451,0.02016332399746751,0,0,0,1,1,2
ORD_3472559129,1550.45,2,8,0.0,0.5007363453620992,0.2760058907628968,0.0682167542756404,0,0,0,1,1,2
ORD_4665075332,1549.4833333333333,2,8,0.0,0.6057718164119222,0.20692919145091374,0.02428766578106681,0,0,0,1,1,2
ORD_6564135866,1548.6166666666666,2,8,0.0,0.5719082622125122,0.23181979616216622,0.0336967401013808,0,0,0,1,1,2
ORD_3421512737,1548.5166666666667,2,8,0.0,0.38032095230919916,0.4587723735617957,0.02770393171960263,0,0,0,1,1,2
ORD_9209383083,1547.7666666666667,2,8,0.0,0.3097689143497082,0.45328753257381604,0.052699588654620634,0,0,0,1,1,2
ORD_3675172044,1546.4666666666667,2,8,0.0,0.5564620425054964,0.2291244557485882,0.04058714488942536,0,0,0,1,1,2
ORD_8562720718,1546.2333333333333,2,8,0.0,0.6647228749434109,0.164033026494492,0.03705779636536098,0,0,0,1,1,2
ORD_2594091957,1546.2166666666667,2,8,0.0,0.46942537160596287,0.28896338374311487,0.07683269916893924,0,0,0,1,1,2
ORD_7507503367,1545.4833333333333,2,8,0.0,0.6396596533986132,0.15240108272492964,0.03812183890692232,0,0,0,1,1,2
ORD_7426464928,1543.7333333333333,2,8,0.0,0.6814000690965624,0.11501338745897391,0.08109129383313181,0,0,0,1,1,2
ORD_7778331472,1542.5666666666666,2,8,0.0,0.5176653629232664,0.2392441169479439,0.062028653542796644,0,0,0,1,1,2
ORD_2356275174,1542.25,2,8,0.0,0.44783055060247473,0.31863619171124435,0.049170584103312265,0,0,0,1,1,2
ORD_9860827708,1540.7166666666667,2,8,0.0,0.22903843449476974,0.5927003667124606,0.03424813128089742,0,0,0,1,1,2
ORD_6121168943,1539.8333333333333,2,8,0.0,0.6689685030847494,0.1324169282389869,0.048933867301656025,0,0,0,1,1,2
ORD_8886531418,1539.7666666666667,2,8,0.0,0.5874916112830949,0.22359448401272922,0.049520490117550275,0,0,0,1,1,2
ORD_8231753705,1539.7333333333333,2,8,0.0,0.6585122965015587,0.11391582958087981,0.05213023900242466,0,0,0,1,1,2
ORD_8887444492,1539.0,2,8,0.0,0.6900909681611436,0.12266623348494692,0.042040285899935026,0,0,0,1,1,2
ORD_8016718075,1537.9,2,8,0.0,0.28407785508377226,0.5459501051217027,0.02923900557036652,0,0,0,1,1,2
ORD_7513571545,1536.9166666666667,2,8,0.0,0.5000379547795912,0.31643441956297785,0.03856205606463157,0,0,0,1,1,2
ORD_6618563651,1536.7833333333333,2,8,0.0,0.3558406628563992,0.43418612469769113,0.09755224657563961,0,0,0,1,1,2
ORD_6072098700,1536.45,2,8,0.0,0.5337086574028876,0.2301734517882131,0.07177801642313993,0,0,0,1,1,2
ORD_7460017693,1533.7,2,8,0.0,0.5699180630718741,0.2190780465540849,0.05487818130447066,0,0,0,1,1,2
ORD_3488341166,1532.0166666666667,2,8,0.0,0.5963490388485765,0.22319165370263597,0.03377900588548863,0,0,0,1,1,2
ORD_1845168130,1531.7,2,8,0.0,0.5659180431329025,0.19981066788535615,0.07909512306587452,0,0,0,1,1,2
ORD_7995982183,1526.1666666666667,2,8,0.0,0.6479851479742273,0.14842197226165774,0.04062465873102544,0,0,0,1,1,2
ORD_9363339741,1526.0166666666667,2,8,0.0,0.39450202597175654,0.3837550922335929,0.06193685084260766,0,0,0,1,1,2
ORD_0510585102,1523.9833333333333,2,8,0.0,0.5016130972560943,0.27848073579107385,0.06111177943765789,0,0,0,1,1,2
ORD_4826275967,1523.9,2,8,0.0,0.640888509744734,0.13108909158518714,0.042041253800555595,0,0,0,1,1,2
ORD_3947042196,1522.5666666666666,2,8,0.0,0.5185870350504631,0.30878779254329314,0.024738927687895443,0,0,0,1,1,2
ORD_3137175007,1519.9166666666667,2,8,0.0,0.5114534788091452,0.29566313942650363,0.08746093535829814,0,0,0,1,1,2
ORD_0515870148,1519.8166666666666,2,8,0.0,0.577558696772637,0.158144074394938,0.07107216879228855,0,0,0,1,1,2
ORD_1839428939,1518.6666666666667,2,8,0.0,0.23086040386303774,0.6120061457418788,0.03695127304653204,0,0,0,1,1,2
ORD_2996868111,1515.8,2,8,0.0,0.6804327747723975,0.13387869991643578,0.052667458327835696,0,0,0,1,1,2
ORD_3389224307,1515.6166666666666,2,8,0.0,0.5865269362305772,0.16677480013635812,0.060844320793516385,0,0,0,1,1,2
ORD_9737063360,1515.2333333333333,2,8,0.0,0.6022724772862265,0.20624986250742458,0.04150075895901622,0,0,0,1,1,2
ORD_7449892398,1514.5333333333333,2,8,0.0,0.6217096575402764,0.22190553745928343,0.035841623382339996,0,0,0,1,1,2
ORD_9523421628,1513.4166666666667,2,8,0.0,0.31205330102967893,0.44004184791586365,0.04107703320301745,0,0,0,1,1,2
ORD_6235749800,1511.3,2,8,0.0,0.595072674739187,0.1967070292684003,0.07679922362645845,0,0,0,1,1,2
ORD_9969390306,1511.2666666666667,2,8,0.0,0.4427191318540738,0.4054986986633729,0.022541797167938596,0,0,0,1,1,2
ORD_5265314497,1510.35,2,8,0.0,0.48887123293717794,0.3101157568334051,0.03692300901557034,0,0,0,1,1,2
ORD_2600185103,1510.1166666666666,2,8,0.0,0.5719977485183264,0.2540973655457084,0.04150893418830775,0,0,0,1,1,2
ORD_7066962121,1509.3666666666666,2,8,0.0,0.6071089419403282,0.17336189571785074,0.06335990812923742,0,0,0,1,1,2
ORD_7121239861,1505.9333333333334,2,8,0.0,0.3576187524901501,0.47904953738545314,0.0324272876178671,0,0,0,1,1,2
ORD_5768605191,1505.55,2,8,0.0,0.515182712851339,0.2984955664043041,0.028826674637175784,0,0,0,1,1,2
ORD_2871210447,1504.8833333333334,2,8,0.0,0.6238578848858716,0.16764311740666496,0.04902927137208864,0,0,0,1,1,2
ORD_4023270311,1503.15,2,8,0.0,0.5355863797137124,0.24664870438745304,0.05969685881870296,0,0,0,1,1,2
ORD_1447446511,1501.6833333333334,2,8,0.0,0.43911832277111246,0.3269442070565255,0.06314025371527508,0,0,0,1,1,2
ORD_0889489403,1501.3166666666666,2,8,0.0,0.6637840118118541,0.1147215222193852,0.061712496808357116,0,0,0,1,1,2
ORD_0040417328,1500.7333333333333,2,8,0.0,0.3062724890053751,0.500255430678335,0.0649349207054329,0,0,0,1,1,2
ORD_5839217979,1499.9666666666667,2,8,0.0,0.44422098268850413,0.3553412298051068,0.0489788661970266,0,0,0,1,1,2
ORD_7709412139,1499.3,2,8,0.0,0.6847528846795172,0.12315747348762755,0.03352675693101225,0,0,0,1,1,2
ORD_3321276699,1499.0833333333333,2,8,0.0,0.5532825615654011,0.25838012118516873,0.03471010061704374,0,0,0,1,1,2
ORD_4048135394,1497.1833333333334,2,8,0.0,0.5867239594349389,0.20363794235842858,0.07399450078480702,0,0,0,1,1,2
ORD_8222077356,1496.4333333333334,2,8,0.0,0.5501191722540263,0.2122045753235471,0.08314213797251241,0,0,0,1,1,2
ORD_3858426275,1494.6166666666666,2,8,0.0,0.4160821615352877,0.3328947221695641,0.06885823566800851,0,0,0,1,1,2
ORD_6801457624,1494.6,2,8,0.0,0.09713858780498685,0.7030086087693475,0.02947276863374816,0,0,0,1,1,2
ORD_3148190294,1494.5333333333333,2,8,0.0,0.43376973860290835,0.4029239896511732,0.038016326166473366,0,0,0,1,1,2
ORD_9320049431,1494.3666666666666,2,8,0.0,0.5251500078070978,0.27928219312529273,0.016450670295108296,0,0,0,1,1,2
ORD_7985394199,1494.1166666666666,2,8,0.0,0.2157573594208395,0.5543409149218602,0.07787209834127187,0,0,0,1,1,2
ORD_3492675873,1488.3166666666666,2,8,0.0,0.704576758978264,0.10510755999507274,0.03498359444114715,0,0,0,1,1,2
ORD_6460578851,1488.25,2,8,0.0,0.6238087238927151,0.21723500755921385,0.017839744666554677,0,0,0,1,1,2
ORD_2980083258,1486.9666666666667,2,8,0.0,0.45012217265574206,0.32456454975453386,0.03733551525476921,0,0,0,1,1,2
ORD_5295862333,1482.9,2,8,0.0,0.6714995391912244,0.11498864836918653,0.05819677658641851,0,0,0,1,1,2
ORD_5248553527,1482.8166666666666,2,8,0.0,0.375119423619463,0.380952916184289,0.06546100327080219,0,0,0,1,1,2
