case_id,event_count,unique_step_count,total_process_time_min,cycle_time_min,linehaul_duration_min,hub_depot_duration_min,last_mile_duration_min,linehaul_ratio,hub_depot_ratio,last_mile_ratio,delivery_attempt_count,hub_depot_touch_count,max_gap_to_next_min
ORD_0039272451,29,29,751.4833333333333,751.4833333333333,284.54999999999995,199.98333333333332,86.06666666666666,0.3786511122446716,0.2661181219366142,0.11452904256026968,2,8,0.0
ORD_0039517929,29,29,537.7166666666667,537.7166666666667,127.64999999999999,165.29999999999998,59.733333333333334,0.2373926789201252,0.30741096612218327,0.11108700368843566,2,8,0.0
ORD_0040417328,29,29,1500.7333333333333,1500.7333333333333,459.6333333333333,750.75,97.45,0.3062724890053751,0.500255430678335,0.0649349207054329,2,8,0.0
ORD_0041581886,29,29,820.5333333333333,820.5333333333333,339.5333333333333,184.95000000000002,31.7,0.4137959051023724,0.2254021774455639,0.03863340916477088,2,8,0.0
ORD_0042501265,29,29,704.5,704.5,159.78333333333333,242.13333333333333,88.81666666666666,0.22680387982020345,0.34369529216938727,0.1260704991719896,2,8,0.0
ORD_0042569135,29,29,855.35,855.35,388.43333333333334,142.61666666666667,76.73333333333333,0.45412209426940237,0.16673486487013114,0.08970986535726116,2,8,0.0
ORD_0042678950,29,29,962.75,962.75,492.0333333333333,117.86666666666666,153.96666666666667,0.5110707175625379,0.12242707521855795,0.15992382930840474,2,8,0.0
ORD_0043857406,29,29,1075.55,1075.55,568.4,292.8833333333333,34.75,0.5284738041002278,0.2723102908589404,0.03230905118311562,2,8,0.0
ORD_0044395926,29,29,902.4333333333334,902.4333333333333,373.8,132.31666666666666,129.11666666666667,0.4142134229675322,0.14662209581501864,0.1430761275071104,2,8,0.0
ORD_0044545562,29,29,749.2666666666667,749.2666666666667,237.25,220.56666666666666,94.83333333333333,0.31664293976332414,0.294376723907821,0.12656820001779517,2,8,0.0
ORD_0045126980,29,29,677.1833333333333,677.1833333333333,163.45,220.74999999999997,32.333333333333336,0.24136742881051415,0.3259826241047476,0.04774679431960819,2,8,0.0
ORD_0045993843,29,29,801.6333333333333,801.6333333333333,392.4666666666667,161.6,36.61666666666667,0.48958376647677665,0.20158842363507837,0.04567757495114142,2,8,0.0
ORD_0046356598,29,29,556.3666666666667,556.3666666666667,96.58333333333334,199.33333333333334,78.51666666666667,0.17359654903840394,0.3582769157030735,0.14112395901983105,2,8,0.0
ORD_0047759506,29,29,827.5666666666666,827.5666666666667,265.56666666666666,271.06666666666666,69.68333333333334,0.3209006323760422,0.32754662262858986,0.08420268256333831,2,8,0.0
ORD_0047853274,29,29,817.7166666666667,817.7166666666667,361.18333333333334,145.3,102.06666666666666,0.44169740945315206,0.17768990889264824,0.12481911012371848,2,8,0.0
ORD_0047954372,29,29,871.8166666666667,871.8166666666667,213.63333333333333,327.0,79.10000000000001,0.2450438739031524,0.3750788583226596,0.09073008468905924,2,8,0.0
ORD_0048229801,29,29,838.2166666666667,838.2166666666667,358.33333333333337,191.61666666666667,39.483333333333334,0.42749488000318137,0.22860040164635237,0.04710397073151333,2,8,0.0
ORD_0048767541,29,29,1238.8166666666666,1238.8166666666666,394.3666666666667,481.16666666666663,81.35,0.3183414279756219,0.3884082928601219,0.0656675052805769,2,8,0.0
ORD_0049426068,29,29,594.6666666666666,594.6666666666666,123.13333333333334,176.23333333333335,68.96666666666667,0.20706278026905833,0.2963565022421525,0.11597533632286997,2,8,0.0
ORD_0051150364,29,29,1012.05,1012.05,386.54999999999995,338.84999999999997,97.71666666666667,0.38194753223654954,0.3348154735437972,0.09655320059944338,2,8,0.0
ORD_0052122110,29,29,870.6166666666667,870.6166666666667,325.83333333333337,293.3833333333333,60.400000000000006,0.37425579570036566,0.3369833642820223,0.06937611271703965,2,8,0.0
ORD_0052551721,29,29,941.1333333333333,941.1333333333333,366.65,225.53333333333336,67.35,0.38958348090954165,0.23964015017354964,0.07156265495501876,2,8,0.0
ORD_0053456737,29,29,1304.3333333333333,1304.3333333333333,586.85,461.51666666666665,31.049999999999997,0.44992333248147204,0.3538333759263992,0.02380526450293892,2,8,0.0
ORD_0054345018,29,29,991.85,991.85,406.6,253.65,64.3,0.40994101930735494,0.25573423400715833,0.06482835106114836,2,8,0.0
ORD_0055419138,29,29,851.1333333333333,851.1333333333333,212.76666666666665,311.81666666666666,95.66666666666666,0.2499804182658416,0.36635466436907654,0.11239915406908435,2,8,0.0
ORD_0056138917,29,29,1131.4,1131.4,600.1333333333333,227.23333333333335,42.099999999999994,0.530434270225679,0.20084261387072064,0.037210535619586343,2,8,0.0
ORD_0056622231,29,29,860.5333333333333,860.5333333333333,399.6,200.21666666666667,46.21666666666667,0.4643631856213202,0.23266578865819648,0.05370700340873877,2,8,0.0
ORD_0057192957,29,29,1609.35,1609.35,901.3333333333333,448.28333333333336,43.88333333333333,0.560060479903895,0.2785493107983555,0.027267737492362342,2,8,0.0
ORD_0059483224,29,29,645.4666666666667,645.4666666666667,236.95000000000002,114.78333333333335,76.94999999999999,0.3670987399297666,0.1778299938029333,0.11921607105969839,2,8,0.0
ORD_0059581355,29,29,568.9833333333333,568.9833333333333,208.06666666666666,131.28333333333333,62.55,0.36568147866076917,0.23073317906206978,0.10993292129236357,2,8,0.0
ORD_0059604254,29,29,752.2,752.2,238.08333333333334,119.41666666666667,175.06666666666666,0.3165159975183905,0.15875653638216786,0.2327395196313037,2,8,0.0
ORD_0059667242,29,29,897.25,897.25,243.91666666666669,279.8,72.01666666666667,0.27184916875638526,0.31184173864586234,0.08026376892356274,2,8,0.0
ORD_0060150883,29,29,883.4,883.4,376.6833333333333,262.45,27.833333333333332,0.4264017809976605,0.2970907856010867,0.03150705607123991,2,8,0.0
ORD_0062227672,29,29,927.0666666666666,927.0666666666667,393.85,258.3,45.06666666666666,0.4248346037681577,0.27862073924924496,0.048612109880627065,2,8,0.0
ORD_0062260625,29,29,1131.6666666666667,1131.6666666666667,480.95000000000005,382.05,43.5,0.42499263622974964,0.33759941089837997,0.03843888070692194,2,8,0.0
ORD_0062785296,29,29,707.0833333333334,707.0833333333334,205.81666666666666,254.45,40.4,0.2910783736004714,0.3598585739540365,0.05713612256923983,2,8,0.0
ORD_0064833823,29,29,862.4833333333333,862.4833333333333,365.1166666666667,188.89999999999998,67.16666666666666,0.42333185182322364,0.21901872499951686,0.07787590098359387,2,8,0.0
ORD_0066024440,29,29,804.1333333333333,804.1333333333333,168.64999999999998,248.95,72.93333333333334,0.2097289006798209,0.30958796219532414,0.0906980600232134,2,8,0.0
ORD_0069951956,29,29,776.6666666666666,776.6666666666666,293.5833333333333,250.68333333333334,35.583333333333336,0.37800429184549356,0.32276824034334767,0.04581545064377683,2,8,0.0
ORD_0071046305,29,29,701.3166666666666,701.3166666666667,213.3,126.75000000000001,85.7,0.30414220870267833,0.18073148126143684,0.12219872145250602,2,8,0.0
ORD_0071564771,29,29,775.05,775.05,259.9,233.0333333333333,87.96666666666667,0.3353332043093994,0.3006687740575877,0.11349805388899642,2,8,0.0
ORD_0072532693,29,29,781.1,781.1,248.96666666666667,206.86666666666667,75.16666666666666,0.31873853113131057,0.2648401826484018,0.09623180984082276,2,8,0.0
ORD_0072637699,29,29,860.45,860.45,387.33333333333337,175.83333333333334,116.46666666666667,0.45015205222073723,0.20435043678695256,0.13535553102059,2,8,0.0
ORD_0073333661,29,29,623.1666666666666,623.1666666666666,91.46666666666667,155.71666666666667,36.55,0.14677721315859857,0.24987964696442902,0.05865204600160471,2,8,0.0
ORD_0073869732,29,29,612.4333333333333,612.4333333333333,177.91666666666669,134.56666666666666,99.58333333333333,0.2905078103739183,0.2197245958743809,0.16260273227017907,2,8,0.0
ORD_0078750778,29,29,808.2666666666667,808.2666666666667,210.9,308.91666666666663,39.65,0.2609287363906302,0.3821964698119432,0.04905559221379083,2,8,0.0
ORD_0080291921,29,29,830.5333333333333,830.5333333333333,247.66666666666669,230.66666666666666,102.11666666666666,0.29820195858083165,0.2777331834965484,0.12295312249157168,2,8,0.0
ORD_0080965698,29,29,1101.75,1101.75,407.96666666666664,423.48333333333335,62.4,0.3702896906436729,0.38437334543529234,0.05663716814159292,2,8,0.0
ORD_0081594983,29,29,932.5166666666667,932.5166666666667,438.4666666666667,244.58333333333331,38.83333333333333,0.47019713678039715,0.2622830691140462,0.04164358099050955,2,8,0.0
ORD_0082062741,29,29,677.25,677.25,230.15,138.35,65.75,0.3398301956441491,0.20428202288667405,0.09708379475821337,2,8,0.0
ORD_0082249542,29,29,970.1166666666667,970.1166666666667,394.3166666666667,181.13333333333335,66.46666666666667,0.4064631401721443,0.1867129383063893,0.06851409624271995,2,8,0.0
ORD_0084811483,29,29,865.2333333333333,865.2333333333333,323.6166666666667,283.4,33.516666666666666,0.37402242169742267,0.32754170358670104,0.03873714219670994,2,8,0.0
ORD_0085307515,29,29,690.2,690.2,183.76666666666665,246.60000000000002,33.18333333333333,0.26625132811745383,0.35728774268328023,0.04807785183038732,2,8,0.0
ORD_0086138859,29,29,520.4,520.4,121.26666666666667,102.06666666666666,49.9,0.23302587753010506,0.19613118114271075,0.09588777863182167,2,8,0.0
ORD_0087237915,29,29,833.7666666666667,833.7666666666667,367.95,211.35,48.03333333333333,0.4413105185303642,0.2534881861432055,0.05761004277775557,2,8,0.0
ORD_0088411040,29,29,719.4333333333333,719.4333333333333,156.83333333333331,232.0,122.31666666666666,0.21799564472038177,0.32247602279571885,0.17001806977713943,2,8,0.0
ORD_0088930328,29,29,1066.5833333333333,1066.5833333333333,512.1666666666666,126.23333333333333,166.2,0.4801937651379014,0.11835299632783812,0.15582467380264084,2,8,0.0
ORD_0089734288,29,29,718.0166666666667,718.0166666666667,246.70000000000002,193.11666666666667,70.6,0.34358533924467866,0.26895847357303687,0.09832640839349133,2,8,0.0
ORD_0089866093,29,29,723.7,723.7,279.76666666666665,170.33333333333331,88.63333333333334,0.3865782322325088,0.23536456174289527,0.1224724793883285,2,8,0.0
ORD_0091539146,29,29,1019.6,1019.6,155.81666666666666,542.1833333333334,67.81666666666666,0.15282136785667583,0.5317608212370865,0.06651301163855106,2,8,0.0
ORD_0092104066,29,29,563.2,563.2,99.61666666666667,178.55,52.8,0.17687618371212122,0.31702769886363635,0.09374999999999999,2,8,0.0
ORD_0093481641,29,29,844.4499999999999,844.45,377.5833333333333,167.98333333333335,68.21666666666667,0.4471352162156828,0.19892632285313916,0.08078236327392584,2,8,0.0
ORD_0095726321,29,29,792.6,792.6,179.98333333333335,287.05,65.18333333333334,0.2270796534611826,0.36216250315417614,0.08223988560854571,2,8,0.0
ORD_0096024379,29,29,741.1666666666666,741.1666666666666,330.6,144.28333333333333,28.516666666666666,0.4460535192264449,0.19467056442545538,0.038475376658421406,2,8,0.0
ORD_0099442817,29,29,875.2833333333333,875.2833333333333,244.86666666666667,307.04999999999995,78.23333333333333,0.27975703105661026,0.35080069310889805,0.08938058152598206,2,8,0.0
ORD_0099476785,29,29,708.4166666666666,708.4166666666666,195.53333333333333,249.61666666666667,50.4,0.27601458651923305,0.3523585460534055,0.07114457122691448,2,8,0.0
ORD_0100375233,29,29,938.95,938.95,391.1666666666667,213.73333333333332,71.21666666666667,0.4166001029518789,0.22763015425031505,0.07584713421019934,2,8,0.0
ORD_0100659479,29,29,957.7833333333333,957.7833333333333,475.1,210.33333333333331,62.983333333333334,0.49604120625750436,0.21960429463866218,0.06575947935336802,2,8,0.0
ORD_0101182661,29,29,991.45,991.45,393.5,295.35,89.86666666666666,0.39689343890261736,0.29789701951686925,0.09064165279809033,2,8,0.0
ORD_0101940685,29,29,589.9333333333334,589.9333333333333,133.93333333333334,163.36666666666667,90.3,0.22703130297208723,0.2769239462086111,0.15306814329302745,2,8,0.0
ORD_0103228430,29,29,711.7,711.7,253.01666666666665,211.33333333333331,45.06666666666666,0.35551028054892037,0.29694159524144065,0.06332256100416842,2,8,0.0
ORD_0104305047,29,29,813.6666666666666,813.6666666666666,322.66666666666663,160.60000000000002,76.5,0.3965587873822204,0.197378123719787,0.09401884473576404,2,8,0.0
ORD_0105189342,29,29,989.3333333333334,989.3333333333334,406.98333333333335,254.53333333333336,108.96666666666667,0.4113712938005391,0.25727762803234505,0.11014150943396227,2,8,0.0
ORD_0105562077,29,29,913.8666666666667,913.8666666666667,143.43333333333334,402.73333333333335,70.16666666666667,0.15695214473300262,0.4406915669681938,0.0767799824919755,2,8,0.0
ORD_0105610109,29,29,736.4833333333333,736.4833333333333,207.33333333333334,273.6333333333333,61.55,0.2815180248478128,0.3715404286134558,0.08357283486840617,2,8,0.0
ORD_0106109676,29,29,1066.7,1066.7,457.5333333333333,259.1166666666667,104.05000000000001,0.42892409612199617,0.24291428392862724,0.0975438267554139,2,8,0.0
ORD_0106664925,29,29,949.85,949.85,286.0833333333333,360.6333333333333,74.18333333333334,0.30118790686248703,0.3796739836114474,0.07810005088522749,2,8,0.0
ORD_0106740971,29,29,741.0500000000001,741.05,342.98333333333335,126.25,69.86666666666667,0.46283426669365535,0.17036637203967342,0.09428063783370443,2,8,0.0
ORD_0107802385,29,29,996.8166666666667,996.8166666666667,476.3833333333333,218.58333333333334,55.78333333333333,0.4779046631777826,0.2192813790566637,0.05596147736962664,2,8,0.0
ORD_0108324712,29,29,985.4000000000001,985.4,304.6333333333333,372.7833333333333,53.900000000000006,0.30914687774846084,0.3783066098369528,0.05469859955348082,2,8,0.0
ORD_0108677286,29,29,593.5666666666666,593.5666666666667,179.38333333333333,112.93333333333334,80.78333333333333,0.30221261301735275,0.1902622564160162,0.136098163643511,2,8,0.0
ORD_0108709897,29,29,685.75,685.75,251.05,115.44999999999999,117.61666666666666,0.36609551585854905,0.16835581480131243,0.17151537246323975,2,8,0.0
ORD_0108857336,29,29,627.6333333333333,627.6333333333333,185.28333333333336,180.73333333333335,67.38333333333333,0.2952095172340539,0.2879600616070955,0.107360985713527,2,8,0.0
ORD_0110313391,29,29,838.5333333333333,838.5333333333333,324.76666666666665,212.81666666666666,31.75,0.38730322785816507,0.25379631101923994,0.03786373032278582,2,8,0.0
ORD_0112198869,29,29,1044.9833333333333,1044.9833333333333,461.26666666666665,239.78333333333336,47.7,0.44141054881258074,0.22946139491857925,0.04564666103127642,2,8,0.0
ORD_0114039305,29,29,889.3666666666667,889.3666666666667,310.7166666666667,261.68333333333334,69.51666666666667,0.34936846445035796,0.2942355983658783,0.07816423672276152,2,8,0.0
ORD_0115924810,29,29,1053.1833333333334,1053.1833333333334,624.1333333333333,193.20000000000002,56.58333333333333,0.5926160370938899,0.18344384485132376,0.05372600528556281,2,8,0.0
ORD_0116401489,29,29,832.0333333333333,832.0333333333333,244.65,305.01666666666665,60.68333333333334,0.29403870037258123,0.3665918833380073,0.07293377669163896,2,8,0.0
ORD_0117531863,29,29,999.7666666666667,999.7666666666667,557.35,177.9666666666667,49.083333333333336,0.5574800786850266,0.17800820191377992,0.04909478878404962,2,8,0.0
ORD_0117973053,29,29,1353.4833333333333,1353.4833333333333,815.6333333333333,213.65,89.0,0.6026179364356167,0.15785196222093612,0.06575625854277235,2,8,0.0
ORD_0118178356,29,29,1159.1166666666666,1159.1166666666666,437.04999999999995,405.08333333333337,69.65,0.3770543661121256,0.34947589399974127,0.06008886077041426,2,8,0.0
ORD_0118616499,29,29,721.8166666666667,721.8166666666667,207.75,197.91666666666669,91.35,0.2878154656076104,0.2741924311344062,0.1265556812671731,2,8,0.0
ORD_0119619523,29,29,814.1666666666667,814.1666666666666,317.6333333333333,214.2,77.78333333333333,0.3901330603889457,0.26309109518935514,0.09553735926305014,2,8,0.0
ORD_0120856346,29,29,795.0833333333334,795.0833333333334,339.40000000000003,231.03333333333333,35.88333333333333,0.4268734933445132,0.2905775075987842,0.0451315375746777,2,8,0.0
ORD_0121360628,29,29,811.85,811.85,310.73333333333335,154.13333333333333,42.833333333333336,0.3827472234197615,0.18985444766069265,0.05276015684342346,2,8,0.0
ORD_0123471130,29,29,753.05,753.05,226.03333333333333,201.53333333333336,88.75,0.30015713874687383,0.2676227784786314,0.11785406015536817,2,8,0.0
ORD_0123726338,29,29,944.5,944.5,334.75,279.5,60.31666666666667,0.3544203282159873,0.29592376919004765,0.06386094935592024,2,8,0.0
ORD_0124687884,29,29,705.3666666666667,705.3666666666667,133.75,151.75,144.16666666666666,0.18961769292566513,0.21513633571192287,0.20438542601956428,2,8,0.0
ORD_0125359945,29,29,1044.1833333333334,1044.1833333333334,441.5333333333333,292.9666666666667,47.18333333333333,0.42285039344942615,0.28057014253563395,0.045186828622049126,2,8,0.0
ORD_0125932577,29,29,1265.6833333333334,1265.6833333333334,596.7833333333333,384.35,46.78333333333333,0.4715107781040544,0.3036699543066328,0.036962905413413044,2,8,0.0
ORD_0126680792,29,29,707.0833333333334,707.0833333333334,269.2,142.75,53.11666666666667,0.3807189157336476,0.20188568061284617,0.07512080141426046,2,8,0.0
ORD_0126892511,29,29,756.8833333333333,756.8833333333333,336.45000000000005,143.58333333333334,62.366666666666674,0.44452029154647354,0.18970338889745228,0.08239931297205647,2,8,0.0
ORD_0129902354,29,29,594.7,594.7,187.33333333333331,192.93333333333334,28.333333333333332,0.3150047643069334,0.32442127683425814,0.047643069334678545,2,8,0.0
ORD_0130833744,29,29,795.9166666666666,795.9166666666666,291.56666666666666,231.23333333333335,53.88333333333333,0.36632813317977175,0.29052455240288977,0.06769971730708826,2,8,0.0
ORD_0134657689,29,29,664.05,664.05,137.4,212.13333333333333,49.599999999999994,0.20691213011068446,0.3194538563863163,0.07469317069497779,2,8,0.0
ORD_0137086316,29,29,703.5333333333333,703.5333333333333,226.5,183.83333333333331,67.51666666666667,0.3219463659622856,0.26130010423576233,0.09596797119302568,2,8,0.0
ORD_0140436228,29,29,929.0333333333333,929.0333333333333,335.6,288.2,56.233333333333334,0.36123569301424424,0.31021491873273294,0.060528865128628324,2,8,0.0
ORD_0140599690,29,29,1293.2333333333333,1293.2333333333333,703.1333333333334,312.05,50.099999999999994,0.543701832615924,0.24129442998169962,0.038740108771296744,2,8,0.0
ORD_0140666177,29,29,1010.4,1010.4,379.0333333333333,211.65,122.65,0.37513196093956186,0.20947149643705465,0.12138756927949328,2,8,0.0
ORD_0141306562,29,29,1413.8166666666668,1413.8166666666666,755.0833333333334,318.79999999999995,162.08333333333334,0.5340744320927984,0.2254889247780829,0.11464239823645216,2,8,0.0
ORD_0141765524,29,29,634.9666666666667,634.9666666666667,231.78333333333333,162.33333333333331,39.766666666666666,0.36503228515932595,0.25565646490629423,0.06262795947293821,2,8,0.0
ORD_0141891521,29,29,718.5666666666667,718.5666666666667,202.71666666666667,208.51666666666665,53.2,0.28211253885048937,0.2901841629169179,0.07403627591965486,2,8,0.0
ORD_0144691817,29,29,1451.2833333333333,1451.2833333333333,858.95,258.9,75.46666666666667,0.5918554842266041,0.17839383534113484,0.05199995406364482,2,8,0.0
ORD_0144996844,29,29,766.45,766.45,266.65,175.46666666666667,62.5,0.3479026681453454,0.22893426403113923,0.08154478439559006,2,8,0.0
ORD_0145851815,29,29,998.1333333333333,998.1333333333333,395.31666666666666,274.71666666666664,84.33333333333333,0.39605597114613944,0.2752304301362543,0.0844910499599252,2,8,0.0
ORD_0146349870,29,29,778.7833333333333,778.7833333333333,170.98333333333335,292.98333333333335,60.39999999999999,0.21955186508870678,0.3762064759132836,0.07755687290003638,2,8,0.0
ORD_0147198280,29,29,1263.5833333333333,1263.5833333333333,400.44999999999993,549.3333333333334,107.41666666666666,0.31691617753742657,0.43474246521136983,0.08500956275143441,2,8,0.0
