process_code,case_id,risk_score,anomaly_score,overall_severity,top_step_name,top_step_duration_min,top_step_p95,top_step_deviation_p95,top_step_zscore,top_step_severity,validation_warnings
TRUCKING_DELIVERY_FLOW,ORD_6769882943,65.0,0.415613,CRITICAL,STEP_016_HUB_SORT_COMPLETE,54.617,30.335,1.8,4.511,CRITICAL,[]
TRUCKING_DELIVERY_FLOW,ORD_0698657472,90.0,0.447553,CRITICAL,STEP_018_LINEHAUL_START,537.8,350.752,1.533,3.602,CRITICAL,[]
TRUCKING_DELIVERY_FLOW,ORD_7492885955,39.0,0.398514,BOTTLENECK,STEP_018_LINEHAUL_START,425.783,350.752,1.214,2.552,BOTTLENECK,[]
TRUCKING_DELIVERY_FLOW,ORD_0777476341,38.0,0.3981,NORMAL,STEP_024_DELIVERY_ATTEMPT_1,65.283,74.486,0.876,1.459,NORMAL,[]
TRUCKING_DELIVERY_FLOW,ORD_8160173238,26.0,0.390849,NORMAL,STEP_003_TENDER_ACCEPTED,28.283,25.284,1.119,2.323,WATCHLIST,[]
TRUCKING_DELIVERY_FLOW,ORD_6890526883,65.0,0.415484,ELEVATED,STEP_012_DEPART_PICKUP,27.95,24.934,1.121,2.319,WATCHLIST,[]
TRUCKING_DELIVERY_FLOW,ORD_8317987422,65.0,0.415707,BOTTLENECK,STEP_007_ARRIVE_PICKUP,29.533,24.752,1.193,2.578,BOTTLENECK,[]
TRUCKING_DELIVERY_FLOW,ORD_9635085337,62.0,0.413781,CRITICAL,STEP_021_LASTMILE_SORT_COMPLETE,58.35,30.067,1.941,5.024,CRITICAL,[]
TRUCKING_DELIVERY_FLOW,ORD_5271049964,69.0,0.418503,BOTTLENECK,STEP_004_DRIVER_ASSIGNED,33.933,24.75,1.371,3.208,BOTTLENECK,[]
TRUCKING_DELIVERY_FLOW,ORD_5894726746,81.0,0.431973,BOTTLENECK,STEP_016_HUB_SORT_COMPLETE,35.883,30.335,1.183,2.426,BOTTLENECK,[]
TRUCKING_DELIVERY_FLOW,ORD_9976820190,33.0,0.394916,NORMAL,STEP_012_DEPART_PICKUP,20.917,24.934,0.839,1.319,NORMAL,[]
TRUCKING_DELIVERY_FLOW,ORD_8516749286,71.0,0.420823,BOTTLENECK,STEP_005_PICKUP_APPOINTMENT_SET,30.017,24.9,1.205,2.627,BOTTLENECK,[]
TRUCKING_DELIVERY_FLOW,ORD_6649071881,80.0,0.429837,CRITICAL,STEP_001_DISPATCH_CREATED,37.767,24.833,1.521,3.802,CRITICAL,[]
TRUCKING_DELIVERY_FLOW,ORD_5696732762,53.0,0.407153,BOTTLENECK,STEP_029_BILLING_COMPLETE,33.583,24.534,1.369,3.199,BOTTLENECK,[]
TRUCKING_DELIVERY_FLOW,ORD_6232527208,9.0,0.37845,NORMAL,STEP_020_ARRIVE_LASTMILE_DEPOT,17.367,24.233,0.717,0.854,NORMAL,[]
TRUCKING_DELIVERY_FLOW,ORD_4919696402,84.0,0.435954,BOTTLENECK,STEP_023_OUT_FOR_DELIVERY,97.067,73.484,1.321,3.002,BOTTLENECK,[]
TRUCKING_DELIVERY_FLOW,ORD_1708884234,11.0,0.380215,NORMAL,STEP_015_HUB_INBOUND_SCAN,26.233,25.068,1.046,2.027,WATCHLIST,[]
TRUCKING_DELIVERY_FLOW,ORD_0437695220,82.0,0.433657,BOTTLENECK,STEP_008_GATE_IN_PICKUP,35.55,24.101,1.475,3.502,BOTTLENECK,[]
TRUCKING_DELIVERY_FLOW,ORD_7859744874,57.0,0.409484,BOTTLENECK,STEP_020_ARRIVE_LASTMILE_DEPOT,32.15,24.233,1.327,3.023,BOTTLENECK,[]
TRUCKING_DELIVERY_FLOW,ORD_7168012352,41.0,0.399698,CRITICAL,STEP_026_POD_UPLOADED,83.933,49.337,1.701,4.357,CRITICAL,[]
TRUCKING_DELIVERY_FLOW,ORD_2144345115,68.0,0.418018,CRITICAL,STEP_017_HUB_OUTBOUND_SCAN,63.0,24.883,2.532,7.275,CRITICAL,[]
TRUCKING_DELIVERY_FLOW,ORD_7302123729,29.0,0.392433,NORMAL,STEP_002_CARRIER_TENDERED,25.783,24.701,1.044,2.001,WATCHLIST,[]
TRUCKING_DELIVERY_FLOW,ORD_0866381239,40.0,0.398932,NORMAL,STEP_010_LOAD_START,53.867,49.884,1.08,2.119,WATCHLIST,[]
TRUCKING_DELIVERY_FLOW,ORD_3057928594,91.0,0.450196,BOTTLENECK,STEP_018_LINEHAUL_START,483.283,350.752,1.378,3.091,BOTTLENECK,[]
TRUCKING_DELIVERY_FLOW,ORD_1670281537,66.0,0.416011,BOTTLENECK,STEP_008_GATE_IN_PICKUP,30.217,24.101,1.254,2.724,BOTTLENECK,[]
TRUCKING_DELIVERY_FLOW,ORD_4760634308,8.0,0.378112,BOTTLENECK,STEP_029_BILLING_COMPLETE,33.9,24.534,1.382,3.245,BOTTLENECK,[]
TRUCKING_DELIVERY_FLOW,ORD_5603281073,87.0,0.442206,BOTTLENECK,STEP_006_DRIVER_EN_ROUTE_PICKUP,38.683,29.051,1.332,3.009,BOTTLENECK,[]
TRUCKING_DELIVERY_FLOW,ORD_0498150402,67.0,0.416779,ELEVATED,STEP_008_GATE_IN_PICKUP,25.067,24.101,1.04,1.974,WATCHLIST,[]
TRUCKING_DELIVERY_FLOW,ORD_2321819975,97.0,0.488899,CRITICAL,STEP_015_HUB_INBOUND_SCAN,41.467,25.068,1.654,4.16,CRITICAL,[]
TRUCKING_DELIVERY_FLOW,ORD_1817040966,88.0,0.442574,BOTTLENECK,STEP_024_DELIVERY_ATTEMPT_1,94.7,74.486,1.271,2.864,BOTTLENECK,[]
TRUCKING_DELIVERY_FLOW,ORD_4791916879,94.0,0.462268,CRITICAL,STEP_015_HUB_INBOUND_SCAN,114.283,25.068,4.559,14.356,CRITICAL,[]
TRUCKING_DELIVERY_FLOW,ORD_5913593702,2.0,0.369491,NORMAL,STEP_028_TRIP_CLOSEOUT,19.75,24.919,0.793,1.17,NORMAL,[]
TRUCKING_DELIVERY_FLOW,ORD_5081208156,42.0,0.400235,BOTTLENECK,STEP_011_LOAD_COMPLETE,62.55,48.883,1.28,2.806,BOTTLENECK,[]
TRUCKING_DELIVERY_FLOW,ORD_1513803192,79.0,0.429044,BOTTLENECK,STEP_007_ARRIVE_PICKUP,28.567,24.752,1.154,2.438,BOTTLENECK,[]
TRUCKING_DELIVERY_FLOW,ORD_3697819341,46.0,0.402979,NORMAL,STEP_010_LOAD_START,53.533,49.884,1.073,2.096,WATCHLIST,[]
TRUCKING_DELIVERY_FLOW,ORD_5744329830,18.0,0.385672,BOTTLENECK,STEP_002_CARRIER_TENDERED,29.65,24.701,1.2,2.55,BOTTLENECK,[]
TRUCKING_DELIVERY_FLOW,ORD_3991420772,66.0,0.416018,CRITICAL,STEP_009_WAIT_PICKUP,40.25,24.067,1.672,4.049,CRITICAL,[]
TRUCKING_DELIVERY_FLOW,ORD_1647741656,87.0,0.441065,BOTTLENECK,STEP_022_ROUTE_PLANNED,36.967,24.9,1.485,3.611,BOTTLENECK,[]
TRUCKING_DELIVERY_FLOW,ORD_7303033940,98.0,0.510073,CRITICAL,STEP_008_GATE_IN_PICKUP,60.2,24.101,2.498,7.094,CRITICAL,[]
TRUCKING_DELIVERY_FLOW,ORD_3222940887,52.0,0.406316,NORMAL,STEP_028_TRIP_CLOSEOUT,27.917,24.919,1.12,2.354,WATCHLIST,[]
TRUCKING_DELIVERY_FLOW,ORD_3727903168,24.0,0.38957,NORMAL,STEP_025_DELIVERED_CONFIRMED,26.633,24.817,1.073,2.125,WATCHLIST,[]
TRUCKING_DELIVERY_FLOW,ORD_2414980506,13.0,0.382417,BOTTLENECK,STEP_002_CARRIER_TENDERED,31.617,24.701,1.28,2.829,BOTTLENECK,[]
TRUCKING_DELIVERY_FLOW,ORD_0921577894,55.0,0.408262,BOTTLENECK,STEP_026_POD_UPLOADED,65.45,49.337,1.327,3.032,BOTTLENECK,[]
TRUCKING_DELIVERY_FLOW,ORD_0039517929,22.0,0.388059,NORMAL,STEP_005_PICKUP_APPOINTMENT_SET,25.433,24.9,1.021,1.969,WATCHLIST,[]
TRUCKING_DELIVERY_FLOW,ORD_7138313122,4.0,0.372806,NORMAL,STEP_011_LOAD_COMPLETE,44.567,48.883,0.912,1.526,NORMAL,[]
TRUCKING_DELIVERY_FLOW,ORD_0392861764,76.0,0.425597,CRITICAL,STEP_015_HUB_INBOUND_SCAN,39.05,25.068,1.558,3.822,CRITICAL,[]
TRUCKING_DELIVERY_FLOW,ORD_5870747698,47.0,0.403425,CRITICAL,STEP_026_POD_UPLOADED,79.817,49.337,1.618,4.062,CRITICAL,[]
TRUCKING_DELIVERY_FLOW,ORD_1989726895,72.0,0.421627,CRITICAL,STEP_003_TENDER_ACCEPTED,39.95,25.284,1.58,3.971,CRITICAL,[]
TRUCKING_DELIVERY_FLOW,ORD_5499232671,77.0,0.427063,BOTTLENECK,STEP_005_PICKUP_APPOINTMENT_SET,31.5,24.9,1.265,2.84,BOTTLENECK,[]
TRUCKING_DELIVERY_FLOW,ORD_4081239314,36.0,0.396569,NORMAL,STEP_011_LOAD_COMPLETE,35.083,48.883,0.718,0.851,NORMAL,[]
TRUCKING_DELIVERY_FLOW,ORD_5466692672,12.0,0.381632,BOTTLENECK,STEP_009_WAIT_PICKUP,33.217,24.067,1.38,3.075,BOTTLENECK,[]
TRUCKING_DELIVERY_FLOW,ORD_2416129321,95.0,0.470307,CRITICAL,STEP_013_EN_ROUTE_HUB,599.733,343.422,1.746,4.364,CRITICAL,[]
TRUCKING_DELIVERY_FLOW,ORD_3772984971,74.0,0.422985,BOTTLENECK,STEP_010_LOAD_START,72.867,49.884,1.461,3.442,BOTTLENECK,[]
TRUCKING_DELIVERY_FLOW,ORD_3884284168,99.0,0.527394,CRITICAL,STEP_019_IN_TRANSIT_LINEHAUL,921.55,363.264,2.537,6.64,CRITICAL,[]
TRUCKING_DELIVERY_FLOW,ORD_1705647680,68.0,0.418091,BOTTLENECK,STEP_029_BILLING_COMPLETE,30.8,24.534,1.255,2.794,BOTTLENECK,[]
TRUCKING_DELIVERY_FLOW,ORD_3275568137,6.0,0.375813,NORMAL,STEP_008_GATE_IN_PICKUP,19.8,24.101,0.822,1.206,NORMAL,[]
TRUCKING_DELIVERY_FLOW,ORD_8634480942,88.0,0.442734,CRITICAL,STEP_020_ARRIVE_LASTMILE_DEPOT,52.633,24.233,2.172,6.029,CRITICAL,[]
TRUCKING_DELIVERY_FLOW,ORD_8322154494,80.0,0.429895,BOTTLENECK,STEP_026_POD_UPLOADED,65.033,49.337,1.318,3.002,BOTTLENECK,[]
TRUCKING_DELIVERY_FLOW,ORD_7840246864,97.0,0.49189,CRITICAL,STEP_025_DELIVERED_CONFIRMED,43.167,24.817,1.739,4.474,CRITICAL,[]
TRUCKING_DELIVERY_FLOW,ORD_0755802564,82.0,0.433129,BOTTLENECK,STEP_016_HUB_SORT_COMPLETE,42.683,30.335,1.407,3.183,BOTTLENECK,[]
TRUCKING_DELIVERY_FLOW,ORD_4499172983,3.0,0.372315,NORMAL,STEP_015_HUB_INBOUND_SCAN,23.233,25.068,0.927,1.607,NORMAL,[]
TRUCKING_DELIVERY_FLOW,ORD_7739330487,37.0,0.397454,BOTTLENECK,STEP_012_DEPART_PICKUP,35.233,24.934,1.413,3.355,BOTTLENECK,[]
TRUCKING_DELIVERY_FLOW,ORD_7510137831,86.0,0.439485,CRITICAL,STEP_002_CARRIER_TENDERED,45.883,24.701,1.858,4.852,CRITICAL,[]
TRUCKING_DELIVERY_FLOW,ORD_4515419559,16.0,0.384452,NORMAL,STEP_024_DELIVERY_ATTEMPT_1,77.25,74.486,1.037,2.03,WATCHLIST,[]
TRUCKING_DELIVERY_FLOW,ORD_2866428794,46.0,0.402522,NORMAL,STEP_026_POD_UPLOADED,50.633,49.337,1.026,1.97,WATCHLIST,[]
TRUCKING_DELIVERY_FLOW,ORD_5926562823,5.0,0.374137,NORMAL,STEP_028_TRIP_CLOSEOUT,22.317,24.919,0.896,1.542,NORMAL,[]
TRUCKING_DELIVERY_FLOW,ORD_6584271143,80.0,0.430147,CRITICAL,STEP_029_BILLING_COMPLETE,41.55,24.534,1.694,4.359,CRITICAL,[]
TRUCKING_DELIVERY_FLOW,ORD_6228739903,0.0,0.362266,NORMAL,STEP_020_ARRIVE_LASTMILE_DEPOT,18.35,24.233,0.757,0.998,NORMAL,[]
TRUCKING_DELIVERY_FLOW,ORD_5878034619,43.0,0.401141,BOTTLENECK,STEP_022_ROUTE_PLANNED,30.133,24.9,1.21,2.637,BOTTLENECK,[]
TRUCKING_DELIVERY_FLOW,ORD_2055069303,71.0,0.42073,CRITICAL,STEP_016_HUB_SORT_COMPLETE,52.0,30.335,1.714,4.22,CRITICAL,[]
TRUCKING_DELIVERY_FLOW,ORD_3293166109,18.0,0.385638,NORMAL,STEP_027_RETURN_TO_DEPOT,26.3,24.817,1.06,2.137,WATCHLIST,[]
TRUCKING_DELIVERY_FLOW,ORD_0336429275,77.0,0.426178,BOTTLENECK,STEP_004_DRIVER_ASSIGNED,31.7,24.75,1.281,2.887,BOTTLENECK,[]
TRUCKING_DELIVERY_FLOW,ORD_7179940649,28.0,0.392238,NORMAL,STEP_007_ARRIVE_PICKUP,23.617,24.752,0.954,1.721,NORMAL,[]
TRUCKING_DELIVERY_FLOW,ORD_8586180812,52.0,0.406415,CRITICAL,STEP_012_DEPART_PICKUP,53.05,24.934,2.128,5.889,CRITICAL,[]
TRUCKING_DELIVERY_FLOW,ORD_2937625847,2.0,0.369426,NORMAL,STEP_001_DISPATCH_CREATED,24.067,24.833,0.969,1.812,NORMAL,[]
TRUCKING_DELIVERY_FLOW,ORD_1812000926,87.0,0.441252,CRITICAL,STEP_014_ARRIVE_HUB,87.45,24.633,3.55,10.71,CRITICAL,[]
TRUCKING_DELIVERY_FLOW,ORD_0386429168,84.0,0.436391,BOTTLENECK,STEP_027_RETURN_TO_DEPOT,29.767,24.817,1.199,2.641,BOTTLENECK,[]
TRUCKING_DELIVERY_FLOW,ORD_3589635032,28.0,0.392325,BOTTLENECK,STEP_022_ROUTE_PLANNED,31.233,24.9,1.254,2.793,BOTTLENECK,[]
TRUCKING_DELIVERY_FLOW,ORD_4353230119,86.0,0.439482,BOTTLENECK,STEP_024_DELIVERY_ATTEMPT_1,108.3,74.486,1.454,3.514,BOTTLENECK,[]
TRUCKING_DELIVERY_FLOW,ORD_5887725368,97.0,0.483807,CRITICAL,STEP_026_POD_UPLOADED,89.05,49.337,1.805,4.724,CRITICAL,[]
TRUCKING_DELIVERY_FLOW,ORD_4451126376,53.0,0.40735,NORMAL,STEP_022_ROUTE_PLANNED,24.517,24.9,0.985,1.836,NORMAL,[]
TRUCKING_DELIVERY_FLOW,ORD_9217467077,23.0,0.388854,BOTTLENECK,STEP_029_BILLING_COMPLETE,29.817,24.534,1.215,2.651,BOTTLENECK,[]
TRUCKING_DELIVERY_FLOW,ORD_5771505128,20.0,0.386882,NORMAL,STEP_012_DEPART_PICKUP,26.967,24.934,1.082,2.179,WATCHLIST,[]
TRUCKING_DELIVERY_FLOW,ORD_1180350867,82.0,0.433519,BOTTLENECK,STEP_027_RETURN_TO_DEPOT,32.617,24.817,1.314,3.055,BOTTLENECK,[]
TRUCKING_DELIVERY_FLOW,ORD_5766547308,36.0,0.39686,NORMAL,STEP_002_CARRIER_TENDERED,25.817,24.701,1.045,2.006,WATCHLIST,[]
TRUCKING_DELIVERY_FLOW,ORD_5222770701,20.0,0.386811,NORMAL,STEP_005_PICKUP_APPOINTMENT_SET,21.033,24.9,0.845,1.337,NORMAL,[]
TRUCKING_DELIVERY_FLOW,ORD_1803229565,11.0,0.380512,NORMAL,STEP_024_DELIVERY_ATTEMPT_1,71.6,74.486,0.961,1.76,NORMAL,[]
TRUCKING_DELIVERY_FLOW,ORD_7489443977,58.0,0.410423,CRITICAL,STEP_028_TRIP_CLOSEOUT,37.833,24.919,1.518,3.791,CRITICAL,[]
TRUCKING_DELIVERY_FLOW,ORD_4165243233,64.0,0.415306,BOTTLENECK,STEP_003_TENDER_ACCEPTED,35.667,25.284,1.411,3.366,BOTTLENECK,[]
TRUCKING_DELIVERY_FLOW,ORD_3674280138,76.0,0.425072,CRITICAL,STEP_004_DRIVER_ASSIGNED,44.033,24.75,1.779,4.662,CRITICAL,[]
TRUCKING_DELIVERY_FLOW,ORD_5090403071,56.0,0.409018,CRITICAL,STEP_026_POD_UPLOADED,113.75,49.337,2.306,6.495,CRITICAL,[]
TRUCKING_DELIVERY_FLOW,ORD_6432313896,62.0,0.413882,BOTTLENECK,STEP_021_LASTMILE_SORT_COMPLETE,40.817,30.067,1.358,3.031,BOTTLENECK,[]
TRUCKING_DELIVERY_FLOW,ORD_3553067716,12.0,0.381424,BOTTLENECK,STEP_003_TENDER_ACCEPTED,31.967,25.284,1.264,2.843,BOTTLENECK,[]
TRUCKING_DELIVERY_FLOW,ORD_2734484520,79.0,0.428959,CRITICAL,STEP_005_PICKUP_APPOINTMENT_SET,40.817,24.9,1.639,4.177,CRITICAL,[]
TRUCKING_DELIVERY_FLOW,ORD_3729004774,25.0,0.390053,BOTTLENECK,STEP_026_POD_UPLOADED,60.95,49.337,1.235,2.71,BOTTLENECK,[]
TRUCKING_DELIVERY_FLOW,ORD_2388371340,72.0,0.421616,ELEVATED,STEP_006_DRIVER_EN_ROUTE_PICKUP,32.717,29.051,1.126,2.319,WATCHLIST,[]
TRUCKING_DELIVERY_FLOW,ORD_4468757103,93.0,0.457853,CRITICAL,STEP_025_DELIVERED_CONFIRMED,50.783,24.817,2.046,5.556,CRITICAL,[]
TRUCKING_DELIVERY_FLOW,ORD_6016686907,64.0,0.415203,BOTTLENECK,STEP_024_DELIVERY_ATTEMPT_1,104.867,74.486,1.408,3.35,BOTTLENECK,[]
TRUCKING_DELIVERY_FLOW,ORD_5453397125,17.0,0.384936,NORMAL,STEP_007_ARRIVE_PICKUP,26.267,24.752,1.061,2.105,WATCHLIST,[]
TRUCKING_DELIVERY_FLOW,ORD_5863813134,30.0,0.393127,NORMAL,STEP_026_POD_UPLOADED,52.9,49.337,1.072,2.133,WATCHLIST,[]
TRUCKING_DELIVERY_FLOW,ORD_5670443338,53.0,0.40723,CRITICAL,STEP_017_HUB_OUTBOUND_SCAN,43.867,24.883,1.763,4.564,CRITICAL,[]
TRUCKING_DELIVERY_FLOW,ORD_3587502558,87.0,0.44141,CRITICAL,STEP_005_PICKUP_APPOINTMENT_SET,44.567,24.9,1.79,4.716,CRITICAL,[]
TRUCKING_DELIVERY_FLOW,ORD_9380245106,81.0,0.432474,BOTTLENECK,STEP_024_DELIVERY_ATTEMPT_1,104.433,74.486,1.402,3.329,BOTTLENECK,[]
TRUCKING_DELIVERY_FLOW,ORD_3899654454,98.0,0.502014,CRITICAL,STEP_019_IN_TRANSIT_LINEHAUL,603.817,363.264,1.662,3.883,CRITICAL,[]
TRUCKING_DELIVERY_FLOW,ORD_8477198972,67.0,0.417173,BOTTLENECK,STEP_010_LOAD_START,70.717,49.884,1.418,3.292,BOTTLENECK,[]
TRUCKING_DELIVERY_FLOW,ORD_3711888521,48.0,0.403834,NORMAL,STEP_022_ROUTE_PLANNED,28.183,24.9,1.132,2.359,WATCHLIST,[]
TRUCKING_DELIVERY_FLOW,ORD_4909150249,48.0,0.40376,BOTTLENECK,STEP_005_PICKUP_APPOINTMENT_SET,33.05,24.9,1.327,3.062,BOTTLENECK,[]
TRUCKING_DELIVERY_FLOW,ORD_9202796415,98.0,0.507811,CRITICAL,STEP_019_IN_TRANSIT_LINEHAUL,1144.167,363.264,3.15,8.571,CRITICAL,[]
TRUCKING_DELIVERY_FLOW,ORD_7538231709,18.0,0.385437,NORMAL,STEP_023_OUT_FOR_DELIVERY,47.983,73.484,0.653,0.644,NORMAL,[]
TRUCKING_DELIVERY_FLOW,ORD_6930255198,84.0,0.436383,BOTTLENECK,STEP_018_LINEHAUL_START,435.667,350.752,1.242,2.645,BOTTLENECK,[]
TRUCKING_DELIVERY_FLOW,ORD_6341250872,78.0,0.427637,ELEVATED,STEP_016_HUB_SORT_COMPLETE,32.617,30.335,1.075,2.063,WATCHLIST,[]
TRUCKING_DELIVERY_FLOW,ORD_7275000106,77.0,0.427136,BOTTLENECK,STEP_013_EN_ROUTE_HUB,478.517,343.422,1.393,3.187,BOTTLENECK,[]
TRUCKING_DELIVERY_FLOW,ORD_7887300935,8.0,0.377771,NORMAL,STEP_011_LOAD_COMPLETE,48.517,48.883,0.992,1.807,NORMAL,[]
TRUCKING_DELIVERY_FLOW,ORD_3931288180,27.0,0.391504,NORMAL,STEP_003_TENDER_ACCEPTED,28.283,25.284,1.119,2.323,WATCHLIST,[]
TRUCKING_DELIVERY_FLOW,ORD_8906209670,80.0,0.430416,CRITICAL,STEP_008_GATE_IN_PICKUP,39.5,24.101,1.639,4.077,CRITICAL,[]
TRUCKING_DELIVERY_FLOW,ORD_1373329707,78.0,0.427954,CRITICAL,STEP_009_WAIT_PICKUP,36.333,24.067,1.51,3.506,CRITICAL,[]
TRUCKING_DELIVERY_FLOW,ORD_5037339179,49.0,0.404324,BOTTLENECK,STEP_024_DELIVERY_ATTEMPT_1,92.267,74.486,1.239,2.748,BOTTLENECK,[]
TRUCKING_DELIVERY_FLOW,ORD_4812931730,33.0,0.394715,BOTTLENECK,STEP_012_DEPART_PICKUP,28.933,24.934,1.16,2.459,BOTTLENECK,[]
