case_id,event_count,unique_step_count,has_assignment,has_pickup,has_load,has_linehaul,has_hub_depot,has_last_mile,has_delivered,has_return_flow,first_start,last_end,total_duration_min,cycle_time_min,missing_core_pickup_or_load,missing_linehaul,missing_delivery_end
ORD_0042678950,29,29,True,True,True,True,True,True,True,True,2025-05-29 20:36:44,2025-05-30 12:39:29,962.75,962.75,0,0,0
ORD_0043857406,29,29,True,True,True,True,True,True,True,True,2025-05-16 09:59:08,2025-05-17 03:54:41,1075.55,1075.55,0,0,0
ORD_0044395926,29,29,True,True,True,True,True,True,True,True,2025-05-17 18:23:13,2025-05-18 09:25:39,902.4333333333334,902.4333333333333,0,0,0
ORD_0044545562,29,29,True,True,True,True,True,True,True,True,2025-06-14 14:23:23,2025-06-15 02:52:39,749.2666666666667,749.2666666666667,0,0,0
ORD_0045126980,29,29,True,True,True,True,True,True,True,True,2025-05-12 21:25:34,2025-05-13 08:42:45,677.1833333333333,677.1833333333333,0,0,0
ORD_0045993843,29,29,True,True,True,True,True,True,True,True,2025-04-29 13:46:57,2025-04-30 03:08:35,801.6333333333333,801.6333333333333,0,0,0
ORD_0046356598,29,29,True,True,True,True,True,True,True,True,2025-04-10 15:26:48,2025-04-11 00:43:10,556.3666666666667,556.3666666666667,0,0,0
ORD_0047759506,29,29,True,True,True,True,True,True,True,True,2025-05-31 10:45:58,2025-06-01 00:33:32,827.5666666666666,827.5666666666667,0,0,0
ORD_0047853274,29,29,True,True,True,True,True,True,True,True,2025-05-21 07:40:19,2025-05-21 21:18:02,817.7166666666667,817.7166666666667,0,0,0
ORD_0047954372,29,29,True,True,True,True,True,True,True,True,2025-05-25 18:12:43,2025-05-26 08:44:32,871.8166666666667,871.8166666666667,0,0,0
ORD_0048229801,29,29,True,True,True,True,True,True,True,True,2025-05-04 02:45:21,2025-05-04 16:43:34,838.2166666666667,838.2166666666667,0,0,0
ORD_0048767541,29,29,True,True,True,True,True,True,True,True,2025-04-22 01:06:36,2025-04-22 21:45:25,1238.8166666666666,1238.8166666666666,0,0,0
ORD_0049426068,29,29,True,True,True,True,True,True,True,True,2025-06-27 09:43:33,2025-06-27 19:38:13,594.6666666666666,594.6666666666666,0,0,0
ORD_0051150364,29,29,True,True,True,True,True,True,True,True,2025-04-04 10:22:28,2025-04-05 03:14:31,1012.05,1012.05,0,0,0
ORD_0052122110,29,29,True,True,True,True,True,True,True,True,2025-06-05 01:05:39,2025-06-05 15:36:16,870.6166666666667,870.6166666666667,0,0,0
ORD_0052551721,29,29,True,True,True,True,True,True,True,True,2025-04-25 03:08:58,2025-04-25 18:50:06,941.1333333333333,941.1333333333333,0,0,0
ORD_0053456737,29,29,True,True,True,True,True,True,True,True,2025-04-18 09:36:28,2025-04-19 07:20:48,1304.3333333333333,1304.3333333333333,0,0,0
ORD_0054345018,29,29,True,True,True,True,True,True,True,True,2025-05-02 10:39:35,2025-05-03 03:11:26,991.85,991.85,0,0,0
ORD_0055419138,29,29,True,True,True,True,True,True,True,True,2025-05-22 21:12:13,2025-05-23 11:23:21,851.1333333333333,851.1333333333333,0,0,0
ORD_0056138917,29,29,True,True,True,True,True,True,True,True,2025-05-18 11:58:24,2025-05-19 06:49:48,1131.4,1131.4,0,0,0
ORD_0056622231,29,29,True,True,True,True,True,True,True,True,2025-05-13 02:38:14,2025-05-13 16:58:46,860.5333333333333,860.5333333333333,0,0,0
ORD_0057192957,29,29,True,True,True,True,True,True,True,True,2025-04-25 10:05:32,2025-04-26 12:54:53,1609.35,1609.35,0,0,0
ORD_0059483224,29,29,True,True,True,True,True,True,True,True,2025-06-27 20:41:52,2025-06-28 07:27:20,645.4666666666667,645.4666666666667,0,0,0
ORD_0059581355,29,29,True,True,True,True,True,True,True,True,2025-04-24 04:34:10,2025-04-24 14:03:09,568.9833333333333,568.9833333333333,0,0,0
ORD_0059604254,29,29,True,True,True,True,True,True,True,True,2025-06-29 19:09:52,2025-06-30 07:42:04,752.2,752.2,0,0,0
ORD_0059667242,29,29,True,True,True,True,True,True,True,True,2025-06-10 05:20:23,2025-06-10 20:17:38,897.25,897.25,0,0,0
ORD_0060150883,29,29,True,True,True,True,True,True,True,True,2025-05-21 13:36:34,2025-05-22 04:19:58,883.4,883.4,0,0,0
ORD_0062227672,29,29,True,True,True,True,True,True,True,True,2025-06-23 02:01:18,2025-06-23 17:28:22,927.0666666666666,927.0666666666667,0,0,0
ORD_0062260625,29,29,True,True,True,True,True,True,True,True,2025-04-23 20:20:53,2025-04-24 15:12:33,1131.6666666666667,1131.6666666666667,0,0,0
ORD_0062785296,29,29,True,True,True,True,True,True,True,True,2025-05-22 13:02:26,2025-05-23 00:49:31,707.0833333333334,707.0833333333334,0,0,0
ORD_0064833823,29,29,True,True,True,True,True,True,True,True,2025-06-13 19:49:35,2025-06-14 10:12:04,862.4833333333333,862.4833333333333,0,0,0
ORD_0066024440,29,29,True,True,True,True,True,True,True,True,2025-05-08 03:39:46,2025-05-08 17:03:54,804.1333333333333,804.1333333333333,0,0,0
ORD_0069951956,29,29,True,True,True,True,True,True,True,True,2025-04-16 21:52:52,2025-04-17 10:49:32,776.6666666666666,776.6666666666666,0,0,0
ORD_0071046305,29,29,True,True,True,True,True,True,True,True,2025-05-25 18:31:30,2025-05-26 06:12:49,701.3166666666666,701.3166666666667,0,0,0
ORD_0071564771,29,29,True,True,True,True,True,True,True,True,2025-04-13 20:49:18,2025-04-14 09:44:21,775.05,775.05,0,0,0
ORD_0072532693,29,29,True,True,True,True,True,True,True,True,2025-06-07 08:51:00,2025-06-07 21:52:06,781.1,781.1,0,0,0
ORD_0072637699,29,29,True,True,True,True,True,True,True,True,2025-05-25 05:34:09,2025-05-25 19:54:36,860.45,860.45,0,0,0
ORD_0073333661,29,29,True,True,True,True,True,True,True,True,2025-05-09 11:05:55,2025-05-09 21:29:05,623.1666666666666,623.1666666666666,0,0,0
ORD_0073869732,29,29,True,True,True,True,True,True,True,True,2025-06-23 15:38:49,2025-06-24 01:51:15,612.4333333333333,612.4333333333333,0,0,0
ORD_0078750778,29,29,True,True,True,True,True,True,True,True,2025-06-15 00:26:14,2025-06-15 13:54:30,808.2666666666667,808.2666666666667,0,0,0
ORD_0080291921,29,29,True,True,True,True,True,True,True,True,2025-06-02 11:48:05,2025-06-03 01:38:37,830.5333333333333,830.5333333333333,0,0,0
ORD_0080965698,29,29,True,True,True,True,True,True,True,True,2025-06-30 12:42:03,2025-07-01 07:03:48,1101.75,1101.75,0,0,0
ORD_0081594983,29,29,True,True,True,True,True,True,True,True,2025-05-10 06:11:46,2025-05-10 21:44:17,932.5166666666667,932.5166666666667,0,0,0
ORD_0082062741,29,29,True,True,True,True,True,True,True,True,2025-05-06 16:03:00,2025-05-07 03:20:15,677.25,677.25,0,0,0
ORD_0082249542,29,29,True,True,True,True,True,True,True,True,2025-04-12 22:45:25,2025-04-13 14:55:32,970.1166666666667,970.1166666666667,0,0,0
ORD_0084811483,29,29,True,True,True,True,True,True,True,True,2025-04-07 14:29:17,2025-04-08 04:54:31,865.2333333333333,865.2333333333333,0,0,0
ORD_0085307515,29,29,True,True,True,True,True,True,True,True,2025-06-04 16:33:20,2025-06-05 04:03:32,690.2,690.2,0,0,0
ORD_0086138859,29,29,True,True,True,True,True,True,True,True,2025-06-27 04:58:27,2025-06-27 13:38:51,520.4,520.4,0,0,0
ORD_0087237915,29,29,True,True,True,True,True,True,True,True,2025-06-19 08:49:15,2025-06-19 22:43:01,833.7666666666667,833.7666666666667,0,0,0
ORD_0088411040,29,29,True,True,True,True,True,True,True,True,2025-06-29 17:40:38,2025-06-30 05:40:04,719.4333333333333,719.4333333333333,0,0,0
ORD_0088930328,29,29,True,True,True,True,True,True,True,True,2025-06-18 10:29:25,2025-06-19 04:16:00,1066.5833333333333,1066.5833333333333,0,0,0
ORD_0089734288,29,29,True,True,True,True,True,True,True,True,2025-06-15 21:19:34,2025-06-16 09:17:35,718.0166666666667,718.0166666666667,0,0,0
ORD_0089866093,29,29,True,True,True,True,True,True,True,True,2025-05-09 02:58:39,2025-05-09 15:02:21,723.7,723.7,0,0,0
ORD_0091539146,29,29,True,True,True,True,True,True,True,True,2025-05-19 07:17:00,2025-05-20 00:16:36,1019.6,1019.6,0,0,0
ORD_0092104066,29,29,True,True,True,True,True,True,True,True,2025-04-18 12:07:35,2025-04-18 21:30:47,563.2,563.2,0,0,0
ORD_0093481641,29,29,True,True,True,True,True,True,True,True,2025-06-30 20:28:13,2025-07-01 10:32:40,844.4499999999999,844.45,0,0,0
ORD_0095726321,29,29,True,True,True,True,True,True,True,True,2025-04-27 05:05:39,2025-04-27 18:18:15,792.6,792.6,0,0,0
ORD_0096024379,29,29,True,True,True,True,True,True,True,True,2025-04-27 13:16:56,2025-04-28 01:38:06,741.1666666666666,741.1666666666666,0,0,0
ORD_0099442817,29,29,True,True,True,True,True,True,True,True,2025-06-17 03:07:25,2025-06-17 17:42:42,875.2833333333333,875.2833333333333,0,0,0
ORD_0099476785,29,29,True,True,True,True,True,True,True,True,2025-06-08 16:23:38,2025-06-09 04:12:03,708.4166666666666,708.4166666666666,0,0,0
ORD_0100375233,29,29,True,True,True,True,True,True,True,True,2025-05-04 16:12:17,2025-05-05 07:51:14,938.95,938.95,0,0,0
ORD_0100659479,29,29,True,True,True,True,True,True,True,True,2025-04-23 10:01:39,2025-04-24 01:59:26,957.7833333333333,957.7833333333333,0,0,0
ORD_0101182661,29,29,True,True,True,True,True,True,True,True,2025-04-28 02:14:26,2025-04-28 18:45:53,991.45,991.45,0,0,0
ORD_0101940685,29,29,True,True,True,True,True,True,True,True,2025-05-05 21:23:36,2025-05-06 07:13:32,589.9333333333334,589.9333333333333,0,0,0
ORD_0103228430,29,29,True,True,True,True,True,True,True,True,2025-05-05 02:46:29,2025-05-05 14:38:11,711.7,711.7,0,0,0
ORD_0104305047,29,29,True,True,True,True,True,True,True,True,2025-05-20 17:10:43,2025-05-21 06:44:23,813.6666666666666,813.6666666666666,0,0,0
ORD_0105189342,29,29,True,True,True,True,True,True,True,True,2025-05-03 01:06:54,2025-05-03 17:36:14,989.3333333333334,989.3333333333334,0,0,0
ORD_0105562077,29,29,True,True,True,True,True,True,True,True,2025-05-16 08:33:39,2025-05-16 23:47:31,913.8666666666667,913.8666666666667,0,0,0
ORD_0105610109,29,29,True,True,True,True,True,True,True,True,2025-05-20 16:07:23,2025-05-21 04:23:52,736.4833333333333,736.4833333333333,0,0,0
ORD_0106109676,29,29,True,True,True,True,True,True,True,True,2025-06-23 22:22:46,2025-06-24 16:09:28,1066.7,1066.7,0,0,0
ORD_0106664925,29,29,True,True,True,True,True,True,True,True,2025-05-12 00:24:32,2025-05-12 16:14:23,949.85,949.85,0,0,0
ORD_0106740971,29,29,True,True,True,True,True,True,True,True,2025-04-15 22:16:25,2025-04-16 10:37:28,741.0500000000001,741.05,0,0,0
ORD_0107802385,29,29,True,True,True,True,True,True,True,True,2025-06-28 10:38:29,2025-06-29 03:15:18,996.8166666666667,996.8166666666667,0,0,0
ORD_0108324712,29,29,True,True,True,True,True,True,True,True,2025-06-01 03:31:07,2025-06-01 19:56:31,985.4000000000001,985.4,0,0,0
ORD_0108677286,29,29,True,True,True,True,True,True,True,True,2025-04-20 20:45:56,2025-04-21 06:39:30,593.5666666666666,593.5666666666667,0,0,0
ORD_0108709897,29,29,True,True,True,True,True,True,True,True,2025-04-17 15:56:28,2025-04-18 03:22:13,685.75,685.75,0,0,0
ORD_0108857336,29,29,True,True,True,True,True,True,True,True,2025-06-25 10:23:14,2025-06-25 20:50:52,627.6333333333333,627.6333333333333,0,0,0
ORD_0110313391,29,29,True,True,True,True,True,True,True,True,2025-06-14 18:54:28,2025-06-15 08:53:00,838.5333333333333,838.5333333333333,0,0,0
ORD_0112198869,29,29,True,True,True,True,True,True,True,True,2025-06-08 13:38:10,2025-06-09 07:03:09,1044.9833333333333,1044.9833333333333,0,0,0
ORD_0114039305,29,29,True,True,True,True,True,True,True,True,2025-05-02 14:02:19,2025-05-03 04:51:41,889.3666666666667,889.3666666666667,0,0,0
ORD_0115924810,29,29,True,True,True,True,True,True,True,True,2025-06-22 00:47:55,2025-06-22 18:21:06,1053.1833333333334,1053.1833333333334,0,0,0
ORD_0116401489,29,29,True,True,True,True,True,True,True,True,2025-06-26 10:24:46,2025-06-27 00:16:48,832.0333333333333,832.0333333333333,0,0,0
ORD_0117531863,29,29,True,True,True,True,True,True,True,True,2025-06-06 04:55:03,2025-06-06 21:34:49,999.7666666666667,999.7666666666667,0,0,0
ORD_0117973053,29,29,True,True,True,True,True,True,True,True,2025-06-07 02:09:39,2025-06-08 00:43:08,1353.4833333333333,1353.4833333333333,0,0,0
ORD_0118178356,29,29,True,True,True,True,True,True,True,True,2025-06-10 12:14:00,2025-06-11 07:33:07,1159.1166666666666,1159.1166666666666,0,0,0
ORD_0118616499,29,29,True,True,True,True,True,True,True,True,2025-06-26 01:11:26,2025-06-26 13:13:15,721.8166666666667,721.8166666666667,0,0,0
ORD_0119619523,29,29,True,True,True,True,True,True,True,True,2025-04-08 05:20:19,2025-04-08 18:54:29,814.1666666666667,814.1666666666666,0,0,0
ORD_0120856346,29,29,True,True,True,True,True,True,True,True,2025-04-21 19:32:28,2025-04-22 08:47:33,795.0833333333334,795.0833333333334,0,0,0
ORD_0121360628,29,29,True,True,True,True,True,True,True,True,2025-04-23 23:19:43,2025-04-24 12:51:34,811.85,811.85,0,0,0
ORD_0123471130,29,29,True,True,True,True,True,True,True,True,2025-05-20 08:57:46,2025-05-20 21:30:49,753.05,753.05,0,0,0
ORD_0123726338,29,29,True,True,True,True,True,True,True,True,2025-04-05 17:29:05,2025-04-06 09:13:35,944.5,944.5,0,0,0
ORD_0124687884,29,29,True,True,True,True,True,True,True,True,2025-05-28 17:46:17,2025-05-29 05:31:39,705.3666666666667,705.3666666666667,0,0,0
ORD_0125359945,29,29,True,True,True,True,True,True,True,True,2025-04-14 05:57:17,2025-04-14 23:21:28,1044.1833333333334,1044.1833333333334,0,0,0
ORD_0125932577,29,29,True,True,True,True,True,True,True,True,2025-05-21 14:31:17,2025-05-22 11:36:58,1265.6833333333334,1265.6833333333334,0,0,0
ORD_0126680792,29,29,True,True,True,True,True,True,True,True,2025-05-14 02:46:43,2025-05-14 14:33:48,707.0833333333334,707.0833333333334,0,0,0
ORD_0126892511,29,29,True,True,True,True,True,True,True,True,2025-04-18 14:24:13,2025-04-19 03:01:06,756.8833333333333,756.8833333333333,0,0,0
ORD_0129902354,29,29,True,True,True,True,True,True,True,True,2025-04-07 12:59:18,2025-04-07 22:54:00,594.7,594.7,0,0,0
ORD_0130833744,29,29,True,True,True,True,True,True,True,True,2025-06-21 18:37:54,2025-06-22 07:53:49,795.9166666666666,795.9166666666666,0,0,0
ORD_0134657689,29,29,True,True,True,True,True,True,True,True,2025-06-15 14:38:19,2025-06-16 01:42:22,664.05,664.05,0,0,0
ORD_0137086316,29,29,True,True,True,True,True,True,True,True,2025-04-21 12:50:13,2025-04-22 00:33:45,703.5333333333333,703.5333333333333,0,0,0
ORD_0140436228,29,29,True,True,True,True,True,True,True,True,2025-04-16 05:31:23,2025-04-16 21:00:25,929.0333333333333,929.0333333333333,0,0,0
ORD_0140599690,29,29,True,True,True,True,True,True,True,True,2025-05-14 15:55:01,2025-05-15 13:28:15,1293.2333333333333,1293.2333333333333,0,0,0
ORD_0140666177,29,29,True,True,True,True,True,True,True,True,2025-04-20 05:26:11,2025-04-20 22:16:35,1010.4,1010.4,0,0,0
ORD_0141306562,29,29,True,True,True,True,True,True,True,True,2025-05-03 01:43:58,2025-05-04 01:17:47,1413.8166666666668,1413.8166666666666,0,0,0
ORD_0141765524,29,29,True,True,True,True,True,True,True,True,2025-04-06 17:42:52,2025-04-07 04:17:50,634.9666666666667,634.9666666666667,0,0,0
ORD_0141891521,29,29,True,True,True,True,True,True,True,True,2025-05-15 16:41:11,2025-05-16 04:39:45,718.5666666666667,718.5666666666667,0,0,0
ORD_0144691817,29,29,True,True,True,True,True,True,True,True,2025-06-13 00:56:44,2025-06-14 01:08:01,1451.2833333333333,1451.2833333333333,0,0,0
ORD_0144996844,29,29,True,True,True,True,True,True,True,True,2025-07-01 06:59:51,2025-07-01 19:46:18,766.45,766.45,0,0,0
ORD_0145851815,29,29,True,True,True,True,True,True,True,True,2025-04-30 11:44:45,2025-05-01 04:22:53,998.1333333333333,998.1333333333333,0,0,0
ORD_0146349870,29,29,True,True,True,True,True,True,True,True,2025-05-23 19:59:51,2025-05-24 08:58:38,778.7833333333333,778.7833333333333,0,0,0
ORD_0147198280,29,29,True,True,True,True,True,True,True,True,2025-06-11 08:05:43,2025-06-12 05:09:18,1263.5833333333333,1263.5833333333333,0,0,0
ORD_0148435017,29,29,True,True,True,True,True,True,True,True,2025-05-26 04:42:40,2025-05-26 14:27:26,584.7666666666667,584.7666666666667,0,0,0
ORD_0148795744,29,29,True,True,True,True,True,True,True,True,2025-05-15 22:53:29,2025-05-16 13:37:15,883.7666666666667,883.7666666666667,0,0,0
ORD_0148832866,29,29,True,True,True,True,True,True,True,True,2025-04-05 13:49:41,2025-04-06 08:47:04,1137.3833333333332,1137.3833333333334,0,0,0
ORD_0150284683,29,29,True,True,True,True,True,True,True,True,2025-06-24 21:00:47,2025-06-25 12:22:24,921.6166666666667,921.6166666666667,0,0,0
ORD_0150356696,29,29,True,True,True,True,True,True,True,True,2025-04-20 07:48:19,2025-04-21 00:54:45,1026.4333333333334,1026.4333333333334,0,0,0
ORD_0150776470,29,29,True,True,True,True,True,True,True,True,2025-06-16 22:26:03,2025-06-17 15:22:12,1016.15,1016.15,0,0,0
ORD_0150977176,29,29,True,True,True,True,True,True,True,True,2025-06-04 16:50:35,2025-06-05 02:13:55,563.3333333333334,563.3333333333334,0,0,0
ORD_0152563459,29,29,True,True,True,True,True,True,True,True,2025-05-01 05:12:37,2025-05-01 20:43:30,930.8833333333333,930.8833333333333,0,0,0
ORD_0152702499,29,29,True,True,True,True,True,True,True,True,2025-04-12 18:55:09,2025-04-13 10:57:27,962.3,962.3,0,0,0
ORD_0153344323,29,29,True,True,True,True,True,True,True,True,2025-04-24 05:49:33,2025-04-24 18:18:18,748.75,748.75,0,0,0
ORD_0153996451,29,29,True,True,True,True,True,True,True,True,2025-06-26 11:01:44,2025-06-27 00:30:51,809.1166666666667,809.1166666666667,0,0,0
ORD_0154983061,29,29,True,True,True,True,True,True,True,True,2025-06-28 14:37:10,2025-06-29 06:05:50,928.6666666666666,928.6666666666666,0,0,0
ORD_0155601860,29,29,True,True,True,True,True,True,True,True,2025-06-08 13:09:08,2025-06-09 04:55:40,946.5333333333333,946.5333333333333,0,0,0
ORD_0155910632,29,29,True,True,True,True,True,True,True,True,2025-05-15 01:01:43,2025-05-15 13:53:39,771.9333333333333,771.9333333333333,0,0,0
ORD_0156101840,29,29,True,True,True,True,True,True,True,True,2025-05-15 14:30:07,2025-05-16 11:16:20,1246.2166666666667,1246.2166666666667,0,0,0
ORD_0156869042,29,29,True,True,True,True,True,True,True,True,2025-06-21 01:58:47,2025-06-21 11:27:31,568.7333333333333,568.7333333333333,0,0,0
ORD_0160303182,29,29,True,True,True,True,True,True,True,True,2025-06-21 08:42:12,2025-06-21 20:01:05,678.8833333333333,678.8833333333333,0,0,0
