case_id,event_count
ORD_0913232781,29
ORD_0913234972,29
ORD_0918327194,29
ORD_0919598194,29
ORD_0921577894,29
ORD_0922903947,29
ORD_0925450084,29
ORD_0926911653,29
ORD_0928031025,29
ORD_0929723461,29
ORD_0930358416,29
ORD_0930838690,29
ORD_0931266223,29
ORD_0931717293,29
ORD_0931757022,29
ORD_0932150737,29
ORD_0932167019,29
ORD_0932957247,29
ORD_0933490232,29
ORD_0933751461,29
ORD_0934399407,29
ORD_0935542752,29
ORD_0936989210,29
ORD_0937333670,29
ORD_0938502364,29
ORD_0938535066,29
ORD_0939138678,29
ORD_0939627339,29
ORD_0941251453,29
ORD_0941977693,29
ORD_0942128038,29
ORD_0942664052,29
ORD_0943098362,29
ORD_0943993968,29
ORD_0944343663,29
ORD_0946148240,29
ORD_0946640731,29
ORD_0947525812,29
ORD_0948121075,29
ORD_0948245581,29
ORD_0948469805,29
ORD_0948578429,29
ORD_0948788581,29
ORD_0949064779,29
ORD_0949837004,29
ORD_0950561268,29
ORD_0950761255,29
ORD_0953341074,29
ORD_0954600882,29
ORD_0955405194,29
ORD_0955888731,29
ORD_0957015582,29
ORD_0957475001,29
ORD_0958897952,29
ORD_0959533075,29
ORD_0960638765,29
ORD_0961014235,29
ORD_0961130653,29
ORD_0961275753,29
ORD_0963067174,29
ORD_0964845680,29
ORD_0965108458,29
ORD_0965127574,29
ORD_0968680185,29
ORD_0969823446,29
ORD_0969839320,29
ORD_0969887146,29
ORD_0970462467,29
ORD_0970475544,29
ORD_0971951865,29
ORD_0972736687,29
ORD_0973515669,29
ORD_0973847461,29
ORD_0974527770,29
ORD_0976985605,29
ORD_0976997582,29
ORD_0977242961,29
ORD_0977745430,29
ORD_0979811569,29
ORD_0981834026,29
ORD_0982515862,29
ORD_0984376523,29
ORD_0984608401,29
ORD_0985263586,29
ORD_0986249252,29
ORD_0987309912,29
ORD_0988181138,29
ORD_0988551931,29
ORD_0990646220,29
ORD_0990739487,29
ORD_0991011171,29
ORD_0992929436,29
ORD_0993019742,29
ORD_0994253920,29
ORD_0994276736,29
ORD_0994553768,29
ORD_0995172257,29
ORD_0996797987,29
ORD_0997367065,29
ORD_0997767643,29
ORD_0998488893,29
ORD_0998543686,29
ORD_0998928364,29
ORD_0999820761,29
ORD_1000921082,29
ORD_1003098618,29
ORD_1003228369,29
ORD_1003465364,29
ORD_1004113732,29
ORD_1004311072,29
ORD_1004800807,29
ORD_1005306580,29
ORD_1005586781,29
ORD_1008636171,29
ORD_1008947601,29
ORD_1009518306,29
ORD_1009702540,29
ORD_1009791718,29
ORD_1009943327,29
ORD_1011756569,29
ORD_1012925225,29
ORD_1013193680,29
ORD_1014540323,29
ORD_1015267024,29
ORD_1016818099,29
ORD_1017470855,29
ORD_1017550325,29
ORD_1017845361,29
ORD_1018476322,29
ORD_1019722834,29
ORD_1019743457,29
ORD_1019954552,29
ORD_1021116486,29
ORD_1021132176,29
ORD_1021701941,29
ORD_1025045899,29
ORD_1026029638,29
ORD_1026281470,29
ORD_1026334430,29
ORD_1027784471,29
ORD_1029611741,29
ORD_1031560175,29
ORD_1033475801,29
ORD_1033487982,29
ORD_1033654270,29
ORD_1036039071,29
ORD_1036172069,29
ORD_1036184566,29
ORD_1037638769,29
ORD_1039116213,29
ORD_1040126010,29
ORD_1041663126,29
ORD_1042859640,29
ORD_1043339711,29
ORD_1043605576,29
ORD_1043713816,29
ORD_1044742844,29
ORD_1044823186,29
ORD_1044851053,29
ORD_1045793842,29
ORD_1045872804,29
ORD_1049658979,29
ORD_1053026375,29
ORD_1053357037,29
ORD_1055243940,29
ORD_1055374095,29
ORD_1055669018,29
ORD_1056672993,29
ORD_1056918840,29
ORD_1059180233,29
ORD_1059274377,29
ORD_1059381228,29
ORD_1059674335,29
ORD_1060035625,29
ORD_1060737492,29
ORD_1061000944,29
ORD_1061086907,29
ORD_1065511587,29
ORD_1066097823,29
ORD_1066829006,29
ORD_1067699216,29
ORD_1067893404,29
ORD_1068019309,29
ORD_1068466586,29
ORD_1068771058,29
ORD_1068916383,29
ORD_1068955488,29
ORD_1070885374,29
